rule_id,rule_family,base_rule_id,flip_policy,currency,closed_adr,final_open_unrealized_adr,flip_loss_adr,pair_count,mtm_adr,content_hash
PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP,adverse_only_pair_net_grid,,current_forced_flip_close,CAD,4127.140419,-90.157622,-2360.916408,7,4036.982797,F43F6674EDC32FEB432F532242C21DA618BCE34348D9178052DA8D55FDD1F8E3
PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP,adverse_only_pair_net_grid,,current_forced_flip_close,EUR,4259.971867,-67.140757,-1903.925389,7,4192.83111,2174E8E8DE970F267C9E1588452A7CDDA320C1198A532CB1FE03E59F1D6963CA
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,AUD,1918.461608,-146.633187,-1655.859675,7,1771.828421,BCE852DE3568527D599BBB140FA299EA361FEA9A95CCF9D91584012F80378241
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,USD,2417.219649,-163.071304,-1161.401712,7,2254.148345,FBD03FE8AD3D103CA9BBF24D0C17C5E30ED21DB45C3A0096223CBC091F63AFC6
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,CAD,2545.61722,-82.507479,-1160.54954,7,2463.109741,E44AC346BEFBCC4B6F156A3E60848972D2C695D0AAADD6917D880277033F070C
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,NZD,2750.009139,-206.034426,-923.76243,7,2543.974713,8A37FCE4A74504222F26A44640C6513B0BB60499AD4D078FA2DD08151C9B0B5A
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,GBP,2636.149904,-54.29683,-800.089243,7,2581.853074,7B2517714B9C7B626C3831678D6776C68AB144BFFDF9D0319A7B744CFC62B589
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,JPY,2805.438234,-38.316509,-866.083562,7,2767.121725,0889F0CDEBBC06BA55C5B32B4C5318BF3D1030C807D6222002256DB23FCFC518
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,CHF,2828.884576,-34.98683,-647.869084,7,2793.897746,46675B129AFE45F74DBAD119D84401CDBE823F3DDAFD155CA8FC7B44FD449C29
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,EUR,3135.787832,-36.626481,-363.543806,7,3099.161351,4BE449F44AE187523FC8ADFDB7D2ACEE8DFC55D038E1C06E9E4E4EB218B1EB33
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,AUD,2883.364425,-2073.731794,-1901.228532,7,809.632631,1F60FF6A6631757C10D5A0706012C296D1E3AF9812FE863159F2C8F2A7D540A8
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,NZD,3703.728989,-2132.951414,-1283.683736,7,1570.777575,105378B4AF854865C8D7B391A2460EFAD61C115A73F91B5932507C5295DB30CC
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,USD,2963.481601,-163.071304,-1713.484889,7,2800.410297,9C8621C4AC7B578514B51801F8088158638A6EA0154F5608431306A91B6A0968
