"signal_adr_brick","david_ma_period","activation_rule_id","pair","side","fill_count","max_add_depth","max_fill_age_days","side_exit_distance_to_ma_adr","price_pnl_adr","liquidation_price_pnl_usd","liquidation_swap_usd","liquidation_net_usd","net_profit_usd","end_liquidation_positions","max_open_positions"
"0.025","25","candidate_b","GBPNZD","SHORT","17","16","7.009028","-0.086732","-24.026838","-235.355709","0.516174","-235.859536","1532.66","72","87"
"0.025","25","candidate_b","NZDUSD","LONG","10","9","2.48125","-0.045309","-8.279403","-47.180019","-1.294689","-49.074708","1532.66","72","87"
"0.025","25","candidate_b","NZDJPY","LONG","11","10","2.48125","-0.124279","-8.342361","-39.782581","-1.517826","-41.960407","1532.66","72","87"
"0.025","25","candidate_b","USDCHF","SHORT","7","6","0.1125","-0.032901","-3.318504","-21.155504","0.005715","-21.569789","1532.66","72","87"
"0.025","25","candidate_b","CHFJPY","LONG","7","6","0.138889","-0.102987","-2.487431","-16.147645","-0.058904","-16.626549","1532.66","72","87"
"0.025","25","candidate_b","GBPCHF","SHORT","6","5","0.283333","-0.067536","-1.627285","-8.739251","0.009611","-9.08964","1532.66","72","87"
"0.025","25","candidate_b","AUDNZD","SHORT","4","3","2.467361","0.025416","-1.178075","-5.091223","0.093722","-5.237501","1532.66","72","87"
"0.025","25","candidate_b","GBPAUD","LONG","1","0","0.009722","0.158247","-0.107752","-0.821414","-0.000892","-0.882306","1532.66","72","87"
"0.025","25","candidate_b","EURUSD","LONG","2","1","0.036806","-0.058929","-0.131721","-0.669997","-0.005731","-0.795729","1532.66","72","87"
"0.025","25","candidate_b","AUDJPY","SHORT","1","0","0.006944","0.150208","-0.128589","-0.630181","0.000069","-0.690112","1532.66","72","87"
"0.025","25","candidate_b","EURAUD","LONG","1","0","0.011111","0.114162","-0.080124","-0.516925","-0.001019","-0.577944","1532.66","72","87"
"0.025","25","candidate_b","AUDCAD","SHORT","1","0","0.008333","0.141031","-0.111646","-0.51734","0.000083","-0.577257","1532.66","72","87"
"0.025","25","candidate_b","AUDCHF","SHORT","1","0","0.005556","0.105541","-0.012086","-0.050371","0.000056","-0.110316","1532.66","72","87"
"0.025","25","candidate_b","AUDUSD","SHORT","1","0","0.005556","0.109426","-0.006986","-0.039997","0.000056","-0.099942","1532.66","72","87"
"0.025","25","candidate_b","EURNZD","LONG","1","0","0.005556","0.099193","0.003602","0.029126","-0.000509","-0.031384","1532.66","72","87"
"0.025","25","candidate_b","USDJPY","SHORT","1","0","0","0.089761","0.010972","0.031197","0","-0.028803","1532.66","72","87"
"0.025","25","david_contra","GBPNZD","SHORT","14","13","4.266667","-0.086732","-15.251283","-149.841722","0.33009","-150.351632","1576.22","55","96"
"0.025","25","david_contra","EURNZD","SHORT","10","9","2.498611","-0.099193","-7.091633","-56.871451","0.16666","-57.304791","1576.22","55","96"
"0.025","25","david_contra","NZDUSD","LONG","10","9","2.48125","-0.045309","-8.279403","-47.180019","-1.294689","-49.074708","1576.22","55","96"
"0.025","25","david_contra","GBPUSD","LONG","5","4","0.101389","0.000366","-1.761645","-11.670006","-0.032541","-12.002547","1576.22","55","96"
"0.025","25","david_contra","AUDUSD","LONG","6","5","0.103472","-0.109426","-1.510725","-8.700015","-0.036234","-9.09625","1576.22","55","96"
"0.025","25","david_contra","AUDNZD","SHORT","4","3","2.467361","0.025416","-1.178075","-5.091223","0.093722","-5.237501","1576.22","55","96"
"0.025","25","david_contra","EURUSD","LONG","2","1","0.036806","-0.058929","-0.131721","-0.669997","-0.005731","-0.795729","1576.22","55","96"
"0.025","25","david_contra","NZDCAD","LONG","2","1","0.066667","-0.086108","-0.05893","-0.287407","-0.009552","-0.41696","1576.22","55","96"
"0.025","25","david_contra","USDCHF","SHORT","1","0","0.036806","-0.032901","-0.047185","-0.302219","0.000368","-0.36185","1576.22","55","96"
"0.025","25","david_contra","USDJPY","SHORT","1","0","0","0.089761","0.010972","0.031197","0","-0.028803","1576.22","55","96"
"0.025","25","david_stoch_confirm","GBPNZD","SHORT","14","13","4.266667","-0.086732","-15.251283","-149.841722","0.33009","-150.351632","975.18","40","66"
"0.025","25","david_stoch_confirm","NZDUSD","LONG","10","9","2.48125","-0.045309","-8.279403","-47.180019","-1.294689","-49.074708","975.18","40","66"
"0.025","25","david_stoch_confirm","EURNZD","SHORT","6","5","2.091667","-0.099193","-2.724682","-21.920239","0.085431","-22.194809","975.18","40","66"
"0.025","25","david_stoch_confirm","AUDNZD","SHORT","4","3","2.467361","0.025416","-1.178075","-5.091223","0.093722","-5.237501","975.18","40","66"
"0.025","25","david_stoch_confirm","EURUSD","LONG","2","1","0.036806","-0.058929","-0.131721","-0.669997","-0.005731","-0.795729","975.18","40","66"
"0.025","25","david_stoch_confirm","NZDCAD","LONG","2","1","0.066667","-0.086108","-0.05893","-0.287407","-0.009552","-0.41696","975.18","40","66"
"0.025","25","david_stoch_confirm","USDCHF","SHORT","1","0","0.036806","-0.032901","-0.047185","-0.302219","0.000368","-0.36185","975.18","40","66"
"0.025","25","david_stoch_confirm","USDJPY","SHORT","1","0","0","0.089761","0.010972","0.031197","0","-0.028803","975.18","40","66"
"0.025","25","raw_both","GBPNZD","SHORT","17","16","7.009028","-0.086732","-24.026838","-235.355709","0.516174","-235.859536","3105.52","112","185"
"0.025","25","raw_both","EURNZD","SHORT","10","9","2.498611","-0.099193","-7.091633","-56.871451","0.16666","-57.304791","3105.52","112","185"
"0.025","25","raw_both","NZDUSD","LONG","10","9","2.48125","-0.045309","-8.279403","-47.180019","-1.294689","-49.074708","3105.52","112","185"
"0.025","25","raw_both","NZDJPY","LONG","11","10","2.48125","-0.124279","-8.342361","-39.782581","-1.517826","-41.960407","3105.52","112","185"
"0.025","25","raw_both","GBPUSD","LONG","7","6","0.105556","0.000366","-3.671549","-24.350013","-0.051518","-24.821531","3105.52","112","185"
"0.025","25","raw_both","USDCHF","SHORT","7","6","0.1125","-0.032901","-3.318504","-21.155504","0.005715","-21.569789","3105.52","112","185"
"0.025","25","raw_both","NZDCHF","LONG","8","7","2.475","-0.080687","-4.952338","-19.543644","-1.305324","-21.328968","3105.52","112","185"
"0.025","25","raw_both","CHFJPY","LONG","7","6","0.138889","-0.102987","-2.487431","-16.147645","-0.058904","-16.626549","3105.52","112","185"
"0.025","25","raw_both","AUDUSD","LONG","6","5","0.103472","-0.109426","-1.510725","-8.700015","-0.036234","-9.09625","3105.52","112","185"
"0.025","25","raw_both","GBPCHF","SHORT","6","5","0.283333","-0.067536","-1.627285","-8.739251","0.009611","-9.08964","3105.52","112","185"
"0.025","25","raw_both","AUDNZD","SHORT","4","3","2.467361","0.025416","-1.178075","-5.091223","0.093722","-5.237501","3105.52","112","185"
"0.025","25","raw_both","GBPAUD","LONG","1","0","0.009722","0.158247","-0.107752","-0.821414","-0.000892","-0.882306","3105.52","112","185"
"0.025","25","raw_both","EURUSD","LONG","2","1","0.036806","-0.058929","-0.131721","-0.669997","-0.005731","-0.795729","3105.52","112","185"
"0.025","25","raw_both","AUDJPY","SHORT","1","0","0.006944","0.150208","-0.128589","-0.630181","0.000069","-0.690112","3105.52","112","185"
"0.025","25","raw_both","EURAUD","LONG","1","0","0.011111","0.114162","-0.080124","-0.516925","-0.001019","-0.577944","3105.52","112","185"
"0.025","25","raw_both","AUDCAD","SHORT","1","0","0.008333","0.141031","-0.111646","-0.51734","0.000083","-0.577257","3105.52","112","185"
"0.025","25","raw_both","NZDCAD","LONG","2","1","0.066667","-0.086108","-0.05893","-0.287407","-0.009552","-0.41696","3105.52","112","185"
"0.025","25","raw_both","NZDJPY","SHORT","1","0","0.002083","0.124279","-0.042331","-0.199662","0.000021","-0.259641","3105.52","112","185"
"0.025","25","raw_both","AUDCHF","SHORT","1","0","0.005556","0.105541","-0.012086","-0.050371","0.000056","-0.110316","3105.52","112","185"
"0.025","25","raw_both","AUDUSD","SHORT","1","0","0.005556","0.109426","-0.006986","-0.039997","0.000056","-0.099942","3105.52","112","185"
"0.025","25","raw_both","EURJPY","SHORT","1","0","0.001389","0.127528","-0.00995","-0.037436","0.000014","-0.097422","3105.52","112","185"
"0.025","25","raw_both","EURCAD","SHORT","1","0","0.001389","0.106424","-0.007142","-0.028741","0.000014","-0.088728","3105.52","112","185"
"0.025","25","raw_both","EURNZD","LONG","1","0","0.005556","0.099193","0.003602","0.029126","-0.000509","-0.031384","3105.52","112","185"
"0.025","25","raw_both","USDJPY","SHORT","1","0","0","0.089761","0.010972","0.031197","0","-0.028803","3105.52","112","185"
"0.025","25","raw_both","CHFJPY","SHORT","1","0","0.001389","0.102987","0.013508","0.087351","0.000014","0.027365","3105.52","112","185"
"0.025","25","raw_both","GBPCHF","LONG","1","0","0.00625","0.067536","0.016365","0.088151","-0.000573","0.027578","3105.52","112","185"
"0.025","25","raw_both","CADCHF","LONG","1","0","0.001389","0.081066","0.023501","0.08815","-0.000127","0.028023","3105.52","112","185"
"0.025","25","raw_both","GBPNZD","LONG","1","0","0.001389","0.086732","0.031043","0.308735","-0.000127","0.248608","3105.52","112","185"
"0.025","25","stoch_contra","GBPNZD","SHORT","14","13","4.266667","-0.086732","-15.251283","-149.841722","0.33009","-150.351632","1163.94","40","70"
"0.025","25","stoch_contra","NZDUSD","LONG","10","9","2.48125","-0.045309","-8.279403","-47.180019","-1.294689","-49.074708","1163.94","40","70"
"0.025","25","stoch_contra","EURNZD","SHORT","6","5","2.091667","-0.099193","-2.724682","-21.920239","0.085431","-22.194809","1163.94","40","70"
"0.025","25","stoch_contra","AUDNZD","SHORT","4","3","2.467361","0.025416","-1.178075","-5.091223","0.093722","-5.237501","1163.94","40","70"
"0.025","25","stoch_contra","EURUSD","LONG","2","1","0.036806","-0.058929","-0.131721","-0.669997","-0.005731","-0.795729","1163.94","40","70"
"0.025","25","stoch_contra","NZDCAD","LONG","2","1","0.066667","-0.086108","-0.05893","-0.287407","-0.009552","-0.41696","1163.94","40","70"
"0.025","25","stoch_contra","USDCHF","SHORT","1","0","0.036806","-0.032901","-0.047185","-0.302219","0.000368","-0.36185","1163.94","40","70"
"0.025","25","stoch_contra","USDJPY","SHORT","1","0","0","0.089761","0.010972","0.031197","0","-0.028803","1163.94","40","70"
"0.025","50","candidate_b","GBPNZD","SHORT","17","16","7.007639","-0.006543","-23.395631","-229.21013","0.510924","-229.719206","1190.98","81","83"
"0.025","50","candidate_b","NZDUSD","LONG","10","9","2.475694","0.047205","-8.006597","-45.620018","-1.290423","-47.51044","1190.98","81","83"
"0.025","50","candidate_b","NZDJPY","LONG","11","10","2.477778","-0.045226","-8.302205","-39.589156","-1.515788","-41.764945","1190.98","81","83"
"0.025","50","candidate_b","USDCHF","SHORT","7","6","0.113194","0.028708","-3.423098","-21.822911","0.00575","-22.237161","1190.98","81","83"
"0.025","50","candidate_b","EURUSD","LONG","7","6","0.103472","0.012209","-3.535197","-18.030011","-0.043685","-18.493695","1190.98","81","83"
"0.025","50","candidate_b","CHFJPY","LONG","7","6","0.138194","-0.068663","-2.402788","-15.598574","-0.058713","-16.077287","1190.98","81","83"
"0.025","50","candidate_b","GBPCHF","SHORT","6","5","0.283333","-0.070541","-1.627285","-8.739251","0.009611","-9.08964","1190.98","81","83"
"0.025","50","candidate_b","USDCAD","SHORT","3","2","0.061111","0.149896","-0.471894","-1.746027","0.001215","-1.924812","1190.98","81","83"
"0.025","50","candidate_b","GBPAUD","LONG","1","0","0.007639","0.177314","-0.091041","-0.693959","-0.0007","-0.754659","1190.98","81","83"
"0.025","50","candidate_b","EURJPY","LONG","4","3","0.056944","-0.117449","-0.110407","-0.418042","-0.015029","-0.673071","1190.98","81","83"
"0.025","50","candidate_b","EURGBP","LONG","2","1","0.05","-0.008541","-0.13971","-0.481906","-0.008915","-0.610821","1190.98","81","83"
"0.025","50","candidate_b","EURAUD","LONG","1","0","0.011111","0.148315","-0.080124","-0.516925","-0.001019","-0.577944","1190.98","81","83"
"0.025","50","candidate_b","AUDCAD","SHORT","1","0","0.005556","0.163318","-0.055802","-0.25867","0.000056","-0.318615","1190.98","81","83"
"0.025","50","candidate_b","AUDJPY","SHORT","1","0","0.005556","0.161726","-0.050898","-0.249575","0.000056","-0.309519","1190.98","81","83"
"0.025","50","candidate_b","AUDCHF","SHORT","1","0","0.005556","0.118136","-0.012086","-0.050371","0.000056","-0.110316","1190.98","81","83"
"0.025","50","candidate_b","USDJPY","SHORT","1","0","0.003472","0.137401","-0.013168","-0.037436","0.000035","-0.097401","1190.98","81","83"
"0.025","50","candidate_b","EURCHF","LONG","1","0","0.00625","0.053043","0.045504","0.18889","-0.000573","0.128317","1190.98","81","83"
"0.025","50","david_contra","GBPNZD","SHORT","15","14","4.5125","-0.006543","-18.1947","-178.577448","0.376465","-179.100983","1411.26","81","114"
"0.025","50","david_contra","EURNZD","SHORT","10","9","2.489583","-0.03282","-6.780475","-54.378259","0.158736","-54.819523","1411.26","81","114"
"0.025","50","david_contra","NZDUSD","LONG","10","9","2.475694","0.047205","-8.006597","-45.620018","-1.290423","-47.51044","1411.26","81","114"
"0.025","50","david_contra","EURUSD","LONG","7","6","0.102778","0.012209","-3.64684","-18.600017","-0.043876","-19.063893","1411.26","81","114"
"0.025","50","david_contra","GBPUSD","LONG","5","4","0.101389","0.086677","-1.761645","-11.670006","-0.032541","-12.002547","1411.26","81","114"
"0.025","50","david_contra","AUDUSD","LONG","6","5","0.103472","-0.066832","-1.868371","-10.760002","-0.036998","-11.157","1411.26","81","114"
"0.025","50","david_contra","AUDJPY","LONG","5","4","0.103472","-0.161726","-0.740089","-3.650072","-0.032668","-3.98274","1411.26","81","114"
"0.025","50","david_contra","NZDCAD","LONG","4","3","0.103472","-0.01257","-0.358608","-1.753207","-0.023944","-2.017151","1411.26","81","114"
"0.025","50","david_contra","USDCAD","SHORT","3","2","0.061111","0.149896","-0.471894","-1.746027","0.001215","-1.924812","1411.26","81","114"
"0.025","50","david_contra","NZDJPY","LONG","4","3","0.086111","-0.045226","-0.285199","-1.353949","-0.022352","-1.616301","1411.26","81","114"
"0.025","50","david_contra","USDCHF","SHORT","2","1","0.056944","0.028708","-0.200746","-1.284441","0.000889","-1.403552","1411.26","81","114"
"0.025","50","david_contra","AUDCAD","LONG","3","2","0.072222","-0.163318","-0.251876","-1.171211","-0.016239","-1.36745","1411.26","81","114"
"0.025","50","david_contra","EURJPY","LONG","4","3","0.056944","-0.117449","-0.110407","-0.418042","-0.015029","-0.673071","1411.26","81","114"
"0.025","50","david_contra","EURGBP","LONG","2","1","0.05","-0.008541","-0.13971","-0.481906","-0.008915","-0.610821","1411.26","81","114"
"0.025","50","david_contra","USDJPY","SHORT","1","0","0.003472","0.137401","-0.013168","-0.037436","0.000035","-0.097401","1411.26","81","114"
"0.025","50","david_stoch_confirm","GBPNZD","SHORT","14","13","4.277083","-0.006543","-15.739532","-154.624205","0.345187","-155.119017","839.54","51","83"
"0.025","50","david_stoch_confirm","NZDUSD","LONG","10","9","2.475694","0.047205","-8.006597","-45.620018","-1.290423","-47.51044","839.54","51","83"
"0.025","50","david_stoch_confirm","EURNZD","SHORT","6","5","2.091667","-0.03282","-2.724682","-21.920239","0.085431","-22.194809","839.54","51","83"
"0.025","50","david_stoch_confirm","NZDCAD","LONG","4","3","0.103472","-0.01257","-0.358608","-1.753207","-0.023944","-2.017151","839.54","51","83"
"0.025","50","david_stoch_confirm","USDCAD","SHORT","3","2","0.061111","0.149896","-0.471894","-1.746027","0.001215","-1.924812","839.54","51","83"
"0.025","50","david_stoch_confirm","USDCHF","SHORT","2","1","0.056944","0.028708","-0.200746","-1.284441","0.000889","-1.403552","839.54","51","83"
"0.025","50","david_stoch_confirm","EURUSD","LONG","3","2","0.038194","0.012209","-0.117626","-0.599999","-0.007387","-0.787386","839.54","51","83"
"0.025","50","david_stoch_confirm","EURJPY","LONG","4","3","0.056944","-0.117449","-0.110407","-0.418042","-0.015029","-0.673071","839.54","51","83"
"0.025","50","david_stoch_confirm","EURGBP","LONG","2","1","0.05","-0.008541","-0.13971","-0.481906","-0.008915","-0.610821","839.54","51","83"
"0.025","50","david_stoch_confirm","GBPUSD","LONG","2","1","0.036806","0.086677","-0.031675","-0.210005","-0.00554","-0.335545","839.54","51","83"
"0.025","50","david_stoch_confirm","USDJPY","SHORT","1","0","0.003472","0.137401","-0.013168","-0.037436","0.000035","-0.097401","839.54","51","83"
"0.025","50","raw_both","GBPNZD","SHORT","17","16","7.007639","-0.006543","-23.395631","-229.21013","0.510924","-229.719206","2623.1","131","173"
"0.025","50","raw_both","EURNZD","SHORT","14","13","4.527778","-0.03282","-16.817074","-134.340794","0.392167","-134.788628","2623.1","131","173"
"0.025","50","raw_both","NZDUSD","LONG","10","9","2.475694","0.047205","-8.006597","-45.620018","-1.290423","-47.51044","2623.1","131","173"
"0.025","50","raw_both","NZDJPY","LONG","11","10","2.477778","-0.045226","-8.302205","-39.589156","-1.515788","-41.764945","2623.1","131","173"
"0.025","50","raw_both","GBPUSD","LONG","7","6","0.113889","0.086677","-3.814697","-25.300012","-0.052727","-25.77274","2623.1","131","173"
"0.025","50","raw_both","USDCHF","SHORT","7","6","0.113194","0.028708","-3.423098","-21.822911","0.00575","-22.237161","2623.1","131","173"
"0.025","50","raw_both","NZDCHF","LONG","8","7","2.475","-0.021243","-4.952338","-19.543644","-1.305324","-21.328968","2623.1","131","173"
"0.025","50","raw_both","EURUSD","LONG","7","6","0.103472","0.012209","-3.535197","-18.030011","-0.043685","-18.493695","2623.1","131","173"
"0.025","50","raw_both","CHFJPY","LONG","7","6","0.138194","-0.068663","-2.402788","-15.598574","-0.058713","-16.077287","2623.1","131","173"
"0.025","50","raw_both","AUDUSD","LONG","6","5","0.103472","-0.066832","-1.868371","-10.760002","-0.036998","-11.157","2623.1","131","173"
"0.025","50","raw_both","GBPCHF","SHORT","6","5","0.283333","-0.070541","-1.627285","-8.739251","0.009611","-9.08964","2623.1","131","173"
"0.025","50","raw_both","AUDJPY","LONG","5","4","0.103472","-0.161726","-0.740089","-3.650072","-0.032668","-3.98274","2623.1","131","173"
"0.025","50","raw_both","NZDCAD","LONG","4","3","0.103472","-0.01257","-0.358608","-1.753207","-0.023944","-2.017151","2623.1","131","173"
"0.025","50","raw_both","USDCAD","SHORT","3","2","0.061111","0.149896","-0.471894","-1.746027","0.001215","-1.924812","2623.1","131","173"
"0.025","50","raw_both","AUDCAD","LONG","3","2","0.072222","-0.163318","-0.251876","-1.171211","-0.016239","-1.36745","2623.1","131","173"
"0.025","50","raw_both","GBPAUD","LONG","1","0","0.007639","0.177314","-0.091041","-0.693959","-0.0007","-0.754659","2623.1","131","173"
"0.025","50","raw_both","EURJPY","LONG","4","3","0.056944","-0.117449","-0.110407","-0.418042","-0.015029","-0.673071","2623.1","131","173"
"0.025","50","raw_both","EURGBP","LONG","2","1","0.05","-0.008541","-0.13971","-0.481906","-0.008915","-0.610821","2623.1","131","173"
"0.025","50","raw_both","EURAUD","LONG","1","0","0.011111","0.148315","-0.080124","-0.516925","-0.001019","-0.577944","2623.1","131","173"
"0.025","50","raw_both","AUDCAD","SHORT","1","0","0.005556","0.163318","-0.055802","-0.25867","0.000056","-0.318615","2623.1","131","173"
"0.025","50","raw_both","AUDJPY","SHORT","1","0","0.005556","0.161726","-0.050898","-0.249575","0.000056","-0.309519","2623.1","131","173"
"0.025","50","raw_both","AUDCHF","SHORT","1","0","0.005556","0.118136","-0.012086","-0.050371","0.000056","-0.110316","2623.1","131","173"
"0.025","50","raw_both","EURJPY","SHORT","1","0","0.001389","0.117449","-0.00995","-0.037436","0.000014","-0.097422","2623.1","131","173"
"0.025","50","raw_both","USDJPY","SHORT","1","0","0.003472","0.137401","-0.013168","-0.037436","0.000035","-0.097401","2623.1","131","173"
"0.025","50","raw_both","EURCAD","SHORT","1","0","0.000694","0.09852","0.007142","0.028741","0.000007","-0.031252","2623.1","131","173"
"0.025","50","raw_both","EURCHF","LONG","1","0","0.00625","0.053043","0.045504","0.18889","-0.000573","0.128317","2623.1","131","173"
"0.025","50","raw_both","GBPCHF","LONG","1","0","0.003472","0.070541","0.035071","0.18889","-0.000318","0.128571","2623.1","131","173"
"0.025","50","stoch_contra","GBPNZD","SHORT","14","13","4.277083","-0.006543","-15.739532","-154.624205","0.345187","-155.119017","1038.39","51","86"
"0.025","50","stoch_contra","NZDUSD","LONG","10","9","2.475694","0.047205","-8.006597","-45.620018","-1.290423","-47.51044","1038.39","51","86"
"0.025","50","stoch_contra","EURNZD","SHORT","6","5","2.091667","-0.03282","-2.724682","-21.920239","0.085431","-22.194809","1038.39","51","86"
"0.025","50","stoch_contra","NZDCAD","LONG","4","3","0.103472","-0.01257","-0.358608","-1.753207","-0.023944","-2.017151","1038.39","51","86"
"0.025","50","stoch_contra","USDCAD","SHORT","3","2","0.061111","0.149896","-0.471894","-1.746027","0.001215","-1.924812","1038.39","51","86"
"0.025","50","stoch_contra","USDCHF","SHORT","2","1","0.056944","0.028708","-0.200746","-1.284441","0.000889","-1.403552","1038.39","51","86"
"0.025","50","stoch_contra","EURUSD","LONG","3","2","0.038194","0.012209","-0.117626","-0.599999","-0.007387","-0.787386","1038.39","51","86"
"0.025","50","stoch_contra","EURJPY","LONG","4","3","0.056944","-0.117449","-0.110407","-0.418042","-0.015029","-0.673071","1038.39","51","86"
"0.025","50","stoch_contra","EURGBP","LONG","2","1","0.05","-0.008541","-0.13971","-0.481906","-0.008915","-0.610821","1038.39","51","86"
"0.025","50","stoch_contra","GBPUSD","LONG","2","1","0.036806","0.086677","-0.031675","-0.210005","-0.00554","-0.335545","1038.39","51","86"
"0.025","50","stoch_contra","USDJPY","SHORT","1","0","0.003472","0.137401","-0.013168","-0.037436","0.000035","-0.097401","1038.39","51","86"
"0.025","75","candidate_b","GBPNZD","SHORT","16","15","7.006944","0.082658","-22.963527","-225.045109","0.500333","-225.504775","1439.01","89","106"
"0.025","75","candidate_b","GBPCHF","SHORT","13","12","4.583333","-0.043144","-15.118976","-80.907254","0.459049","-81.228205","1439.01","89","106"
"0.025","75","candidate_b","NZDUSD","LONG","10","9","2.475","0.138382","-7.898704","-45.00002","-1.288003","-46.888022","1439.01","89","106"
"0.025","75","candidate_b","NZDJPY","LONG","11","10","2.475694","0.063852","-8.174667","-38.977701","-1.514769","-41.15247","1439.01","89","106"
"0.025","75","candidate_b","USDCHF","SHORT","7","6","0.113194","0.089347","-3.423098","-21.822911","0.00575","-22.237161","1439.01","89","106"
"0.025","75","candidate_b","EURUSD","LONG","7","6","0.103472","0.096181","-3.535197","-18.030011","-0.043685","-18.493695","1439.01","89","106"
"0.025","75","candidate_b","CHFJPY","LONG","7","6","0.138194","-0.008295","-2.402788","-15.598574","-0.058713","-16.077287","1439.01","89","106"
"0.025","75","candidate_b","USDCAD","SHORT","3","2","0.061806","0.220115","-0.569012","-2.105294","0.001236","-2.284058","1439.01","89","106"
"0.025","75","candidate_b","USDJPY","SHORT","2","1","0.038194","0.187451","-0.33379","-0.948394","0.000521","-1.067873","1439.01","89","106"
"0.025","75","candidate_b","EURJPY","LONG","4","3","0.056944","-0.053472","-0.110407","-0.418042","-0.015029","-0.673071","1439.01","89","106"
"0.025","75","candidate_b","EURGBP","LONG","2","1","0.049306","0.05713","-0.13195","-0.455135","-0.008852","-0.583986","1439.01","89","106"
"0.025","75","candidate_b","GBPAUD","LONG","1","0","0.005556","0.133236","-0.007436","-0.05665","-0.000509","-0.11716","1439.01","89","106"
"0.025","75","candidate_b","AUDCAD","SHORT","1","0","0.001389","0.125742","-0.006198","-0.02874","0.000014","-0.088726","1439.01","89","106"
"0.025","75","candidate_b","AUDJPY","SHORT","1","0","0","0.102972","0","0","0","-0.06","1439.01","89","106"
"0.025","75","candidate_b","AUDCHF","SHORT","1","0","0.003472","0.09257","0.012083","0.050367","0.000035","-0.009598","1439.01","89","106"
"0.025","75","candidate_b","EURAUD","LONG","1","0","0.005556","0.123587","0.023063","0.148704","-0.000509","0.088194","1439.01","89","106"
"0.025","75","candidate_b","AUDNZD","SHORT","1","0","0.027083","0.046246","0.038967","0.168931","0.000271","0.109202","1439.01","89","106"
"0.025","75","candidate_b","EURCHF","LONG","1","0","0.00625","0.072153","0.045504","0.18889","-0.000573","0.128317","1439.01","89","106"
"0.025","75","david_contra","GBPNZD","SHORT","15","14","4.5125","0.082658","-18.1947","-178.577448","0.376465","-179.100983","1533.25","111","136"
"0.025","75","david_contra","GBPCHF","SHORT","13","12","4.583333","-0.043144","-15.118976","-80.907254","0.459049","-81.228205","1533.25","111","136"
"0.025","75","david_contra","EURNZD","SHORT","9","8","2.476389","0.041546","-6.76026","-54.238456","0.158014","-54.620442","1533.25","111","136"
"0.025","75","david_contra","NZDUSD","LONG","10","9","2.475","0.138382","-7.898704","-45.00002","-1.288003","-46.888022","1533.25","111","136"
"0.025","75","david_contra","EURAUD","SHORT","8","7","2.134028","-0.123587","-3.984851","-25.563137","0.108104","-25.935033","1533.25","111","136"
"0.025","75","david_contra","EURUSD","LONG","7","6","0.102778","0.096181","-3.64684","-18.600017","-0.043876","-19.063893","1533.25","111","136"
"0.025","75","david_contra","GBPUSD","LONG","5","4","0.101389","0.142849","-1.761645","-11.670006","-0.032541","-12.002547","1533.25","111","136"
"0.025","75","david_contra","AUDUSD","LONG","6","5","0.103472","0.014731","-1.868371","-10.760002","-0.036998","-11.157","1533.25","111","136"
"0.025","75","david_contra","AUDJPY","LONG","6","5","0.102778","-0.102972","-0.741132","-3.662561","-0.03547","-4.058031","1533.25","111","136"
"0.025","75","david_contra","AUDCAD","LONG","5","4","0.103472","-0.125742","-0.601233","-2.802273","-0.030821","-3.133095","1533.25","111","136"
"0.025","75","david_contra","USDCAD","SHORT","3","2","0.061806","0.220115","-0.569012","-2.105294","0.001236","-2.284058","1533.25","111","136"
"0.025","75","david_contra","NZDCAD","LONG","4","3","0.103472","0.072317","-0.358608","-1.753207","-0.023944","-2.017151","1533.25","111","136"
"0.025","75","david_contra","NZDJPY","LONG","4","3","0.086111","0.063852","-0.285199","-1.353949","-0.022352","-1.616301","1533.25","111","136"
"0.025","75","david_contra","GBPAUD","SHORT","3","2","0.072222","-0.133236","-0.180882","-1.373755","0.001792","-1.551963","1533.25","111","136"
"0.025","75","david_contra","USDCHF","SHORT","2","1","0.056944","0.089347","-0.200746","-1.284441","0.000889","-1.403552","1533.25","111","136"
"0.025","75","david_contra","USDJPY","SHORT","2","1","0.038194","0.187451","-0.33379","-0.948394","0.000521","-1.067873","1533.25","111","136"
"0.025","75","david_contra","EURJPY","LONG","4","3","0.056944","-0.053472","-0.110407","-0.418042","-0.015029","-0.673071","1533.25","111","136"
"0.025","75","david_contra","EURGBP","LONG","2","1","0.049306","0.05713","-0.13195","-0.455135","-0.008852","-0.583986","1533.25","111","136"
"0.025","75","david_contra","AUDNZD","SHORT","1","0","0.027083","0.046246","0.038967","0.168931","0.000271","0.109202","1533.25","111","136"
"0.025","75","david_contra","NZDCHF","LONG","2","1","0.060417","0.041635","0.070887","0.277039","-0.008597","0.148442","1533.25","111","136"
"0.025","75","david_stoch_confirm","GBPNZD","SHORT","14","13","4.350694","0.082658","-16.248465","-159.604735","0.350507","-160.094228","974.62","73","116"
"0.025","75","david_stoch_confirm","GBPCHF","SHORT","13","12","4.583333","-0.043144","-15.118976","-80.907254","0.459049","-81.228205","974.62","73","116"
"0.025","75","david_stoch_confirm","NZDUSD","LONG","10","9","2.475","0.138382","-7.898704","-45.00002","-1.288003","-46.888022","974.62","73","116"
"0.025","75","david_stoch_confirm","EURNZD","SHORT","7","6","2.097917","0.041546","-2.575822","-20.708594","0.08575","-21.042844","974.62","73","116"
"0.025","75","david_stoch_confirm","EURUSD","LONG","5","4","0.067361","0.096181","-1.179599","-6.010005","-0.019423","-6.329428","974.62","73","116"
