"variant_id","activation_rule_id","signal_settings_id","david_settings","stochastic_settings","symbol_universe","bar_path_mode","signal_clock","signal_adr_brick","target_mode","target_adr","spacing_adr","min_ma_expansion_adr","grid_add_mode","date_range","price_bundle_id","warehouse_manifest_id","warehouse_hash","weeks_replayed","pairs_replayed","initial_deposit_usd","final_balance_usd","final_equity_before_liquidation_usd","final_equity_after_liquidation_usd","net_profit_usd","closed_price_pnl_usd","end_liquidation_price_pnl_usd","total_price_pnl_usd","total_commission_usd","total_swap_usd","target_reset_count","entries_opened","closed_positions","end_liquidation_positions","max_open_positions","max_long_positions","max_short_positions","max_add_depth","max_fill_age_days","position_days","max_equity_drawdown_usd","max_balance_drawdown_usd","weekly_equity_profit_factor","activation_checks","activation_blocked_long","activation_blocked_short","activation_blocked_expansion","activation_started_long","activation_started_short","activation_long_allow_pct","activation_short_allow_pct","mt5_reference_net_profit_usd","mt5_reference_commission_usd","mt5_reference_swap_usd","mt5_reference_end_liquidation_net_usd","mt5_reference_max_open_positions","mt5_reference_end_liquidation_positions","net_delta_vs_mt5_usd","summary_only","metric_semantics","content_hash"
"RAW_GRID_T100_S020_GATE90_CANDIDATE_B","candidate_b","DAVID_LWMA75_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA75_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.025","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","11439.01","11439.01","11439.01","1439.01","2191.96","-448.84","1743.12","-229.08","-75.03","2564","3818","3818","89","106","85","63","21","13.35","1770.68","-266.72","0","6.395235","5686487","2940387","2743518","2032207","1248","1334","0.04","0.05","174.51","-400.8","-4144.01","-5590.01","170","149","1264.5","true","continuous_carried_position_truth_replay","A703D7A28A5D6AA90E45E8BF1E32A5C86DA1117F09CD3EC8A3BF3BC1BD4CDA35"
"RAW_GRID_T100_S020_GATE90_DAVID_CONTRA","david_contra","DAVID_LWMA75_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA75_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.025","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","11533.25","11533.25","11533.25","1533.25","2324.86","-441.03","1883.84","-280.08","-70.51","3024","4668","4668","111","136","89","85","26","9.07","1857.96","-170.46","0","9.994545","5470485","2882462","2584979","1809608","1450","1594","0.05","0.06","174.51","-400.8","-4144.01","-5590.01","170","149","1358.74","true","continuous_carried_position_truth_replay","7CF4249360A14A1318D7A8F3638D5C78384D01281CD963561C4717003CF89B3F"
"RAW_GRID_T100_S020_GATE90_DAVID_STOCH_CONFIRM","david_stoch_confirm","DAVID_LWMA75_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA75_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.025","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","10974.62","10974.62","10974.62","974.62","1549.25","-319.84","1229.41","-192.3","-62.49","2013","3205","3205","73","116","82","70","26","6.32","1381.24","-198.94","0","4.874633","6019957","3116777","2901152","1014498","932","1096","0.03","0.04","174.51","-400.8","-4144.01","-5590.01","170","149","800.11","true","continuous_carried_position_truth_replay","22C02864AEF91912FCB236A1FE0FB0BC5918B28016BA1B991436D7DBFF236A7A"
"RAW_GRID_T100_S020_GATE90_RAW_BOTH","raw_both","DAVID_LWMA75_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA75_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.025","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","12733.64","12733.64","12733.64","2733.64","3978.97","-665.21","3313.76","-455.82","-124.3","5123","7597","7597","146","197","124","117","26","14.48","3606","0","0","","4212612","2315310","1892151","4207461","2627","2524","0.11","0.13","174.51","-400.8","-4144.01","-5590.01","170","149","2559.13","true","continuous_carried_position_truth_replay","A5063575F6EA03EDEFC9EB620E297E827E639CA5E6C2B1F14039B0B2B50C0F35"
"RAW_GRID_T100_S020_GATE90_STOCH_CONTRA","stoch_contra","DAVID_LWMA75_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA75_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.025","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","11173.15","11173.15","11173.15","1173.15","1787.18","-319.84","1467.33","-224.88","-69.31","2418","3748","3748","73","120","86","71","26","6.32","1507.11","-183.96","0","6.525582","5844841","3039046","2803362","1303736","1123","1310","0.04","0.05","174.51","-400.8","-4144.01","-5590.01","170","149","998.64","true","continuous_carried_position_truth_replay","2A957262F7A6B453967D9AAE7D3A44E5E6925EDCEEA1337E6688051DC99053FD"
"RAW_GRID_T100_S020_GATE90_CANDIDATE_B","candidate_b","DAVID_LWMA100_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA100_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.025","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","11376.15","11376.15","11376.15","1376.15","2107.35","-444.65","1662.71","-208.44","-78.12","2238","3474","3474","91","121","89","61","21","13.34","1979.92","-288.44","0","5.770934","5607991","2925702","2680035","1954168","1129","1125","0.04","0.04","174.51","-400.8","-4144.01","-5590.01","170","149","1201.64","true","continuous_carried_position_truth_replay","45DF0252C3396F82E1DF3FCD7C283D0C407FFCFB12D3AFDA984142DC3ADFD8DE"
"RAW_GRID_T100_S020_GATE90_DAVID_CONTRA","david_contra","DAVID_LWMA100_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA100_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.025","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","11571.45","11571.45","11571.45","1571.45","2413.32","-503.48","1909.85","-260.04","-78.35","2635","4334","4334","135","153","96","99","26","9.82","2223.5","-70.46","0","23.301734","5275872","2816599","2456614","1632486","1269","1390","0.05","0.06","174.51","-400.8","-4144.01","-5590.01","170","149","1396.94","true","continuous_carried_position_truth_replay","683BAEE35E7D45E50755EF0F8FAAB642F9F5CC401074A3BFADF579BDBEC34A98"
"RAW_GRID_T100_S020_GATE90_DAVID_STOCH_CONFIRM","david_stoch_confirm","DAVID_LWMA100_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA100_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.025","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","11022.69","11022.69","11022.69","1022.69","1659.88","-384.89","1274.99","-184.02","-68.28","1801","3067","3067","95","130","85","85","26","9.73","1720.14","-110.67","0","10.241229","5815849","3051792","2762237","859623","841","979","0.03","0.04","174.51","-400.8","-4144.01","-5590.01","170","149","848.18","true","continuous_carried_position_truth_replay","62FDF4E3D7121815AEB00A7982AC3D10B3AF3555FE8D80EDC511A27D3A7A57C0"
"RAW_GRID_T100_S020_GATE90_RAW_BOTH","raw_both","DAVID_LWMA100_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA100_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.025","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","12627.24","12627.24","12627.24","2627.24","3870.91","-698.84","3172.07","-414.18","-130.65","4464","6903","6903","162","204","130","121","26","14.48","3896.42","0","0","","4084329","2268409","1811429","4079838","2323","2168","0.1","0.12","174.51","-400.8","-4144.01","-5590.01","170","149","2452.73","true","continuous_carried_position_truth_replay","13ACFFD821A85F0CD22C8566A0677A3F8BC007B456487289252261104F290F81"
"RAW_GRID_T100_S020_GATE90_STOCH_CONTRA","stoch_contra","DAVID_LWMA100_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA100_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.025","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","11225.63","11225.63","11225.63","1225.63","1905.18","-384.89","1520.3","-219.12","-75.55","2236","3652","3652","95","134","89","86","26","9.73","1858.47","-100.43","0","13.204067","5617819","2963367","2652197","1119100","1041","1214","0.04","0.05","174.51","-400.8","-4144.01","-5590.01","170","149","1051.12","true","continuous_carried_position_truth_replay","6962C11D576DEB712372D2BC03639FCA4A17292697910A3A0EBF18FCEA3CD82F"
"RAW_GRID_T100_S020_GATE90_CANDIDATE_B","candidate_b","DAVID_LWMA25_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA25_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.05","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","11398.69","11398.69","11398.69","1398.69","2075.29","-375.38","1699.91","-226.08","-75.14","2512","3768","3768","80","110","85","62","21","13.35","1785.83","-249.01","0","6.61712","5673775","2942228","2729019","2019588","1235","1293","0.04","0.05","174.51","-400.8","-4144.01","-5590.01","170","149","1224.18","true","continuous_carried_position_truth_replay","0725EC8B4B93D7CC5937740B0136FF6550FD2A45C8E69E8288A71267402D8B92"
"RAW_GRID_T100_S020_GATE90_DAVID_CONTRA","david_contra","DAVID_LWMA25_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA25_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.05","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","11664.13","11664.13","11664.13","1664.13","2214.88","-232.99","1981.89","-244.62","-73.14","2757","4077","4077","89","102","86","56","20","13.21","1583.71","-9.78","0","171.235808","5781070","3005892","2772402","2072826","1250","1526","0.04","0.06","174.51","-400.8","-4144.01","-5590.01","170","149","1489.62","true","continuous_carried_position_truth_replay","B0C082F569DA1E64029A2E9990F30AF475714C9A49D1BC06AD68E955EE7A4655"
"RAW_GRID_T100_S020_GATE90_DAVID_STOCH_CONFIRM","david_stoch_confirm","DAVID_LWMA25_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA25_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.05","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","10608.27","10608.27","10608.27","608.27","951.39","-175.06","776.33","-131.34","-36.71","1457","2189","2189","63","92","55","50","20","9.03","955.06","-152.23","0","4.995792","6448657","3348542","3098643","1065952","622","850","0.02","0.03","174.51","-400.8","-4144.01","-5590.01","170","149","433.76","true","continuous_carried_position_truth_replay","FAACEF1C50CE398FD28745E23C00D559D68D3B6FAD70BC7BB5E2CDFBC5427D30"
"RAW_GRID_T100_S020_GATE90_RAW_BOTH","raw_both","DAVID_LWMA25_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA25_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.05","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","12609.15","12609.15","12609.15","2609.15","3815.48","-633.35","3182.13","-448.62","-124.36","5012","7477","7477","153","182","126","111","21","14.48","3623.19","0","0","","4177416","2297904","1874473","4172377","2549","2490","0.11","0.13","174.51","-400.8","-4144.01","-5590.01","170","149","2434.64","true","continuous_carried_position_truth_replay","0B11A61289BA314E1099463EE106D55F4BFCD745C7A823336919580317F9C30B"
"RAW_GRID_T100_S020_GATE90_STOCH_CONTRA","stoch_contra","DAVID_LWMA25_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA25_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.05","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","10894.09","10894.09","10894.09","894.09","1272.45","-175.06","1097.39","-162.3","-41","1816","2705","2705","63","102","56","56","20","9.03","1139.6","-62.22","0","15.370124","6215041","3272722","2940488","1392436","796","1035","0.02","0.04","174.51","-400.8","-4144.01","-5590.01","170","149","719.58","true","continuous_carried_position_truth_replay","B2396133542EF285212C318A23E7D89E1A3531751E86FD65DC0DF224CEB95DFA"
"RAW_GRID_T100_S020_GATE90_CANDIDATE_B","candidate_b","DAVID_LWMA50_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA50_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.05","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","11050.53","11050.53","11050.53","1050.53","1808.74","-473.86","1334.87","-183.36","-100.99","1841","3056","3056","99","121","96","71","21","17.58","2140.98","-254.45","0","5.12858","5537890","2868988","2667046","1884499","883","973","0.03","0.04","174.51","-400.8","-4144.01","-5590.01","170","149","876.02","true","continuous_carried_position_truth_replay","41F1D621BCBF4B0E72001998887BDEC856394DAD88553F8715647E4929FD9CF5"
"RAW_GRID_T100_S020_GATE90_DAVID_CONTRA","david_contra","DAVID_LWMA50_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA50_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.05","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","11546.45","11546.45","11546.45","1546.45","2060.35","-230.02","1830.32","-204","-79.87","2065","3400","3400","99","109","88","60","19","13.16","1812.09","0","0","","5588640","2934601","2651951","1858616","936","1152","0.03","0.04","174.51","-400.8","-4144.01","-5590.01","170","149","1371.94","true","continuous_carried_position_truth_replay","5F8A9C1474180BC0655E6161FE2BAAA7428DC9F6B9DCCC495A003D4EBCB90037"
"RAW_GRID_T100_S020_GATE90_DAVID_STOCH_CONFIRM","david_stoch_confirm","DAVID_LWMA50_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA50_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.05","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","10783.92","10783.92","10783.92","783.92","1110.04","-167.03","943.02","-117.3","-41.8","1176","1955","1955","69","100","58","55","19","9.03","1102.78","-158","0","5.96159","6332715","3299934","3031587","953127","502","692","0.02","0.02","174.51","-400.8","-4144.01","-5590.01","170","149","609.41","true","continuous_carried_position_truth_replay","C62503D90BE02427374918C536CE4E740DD6352C8BAD9165FE6186F3D1BD7241"
"RAW_GRID_T100_S020_GATE90_RAW_BOTH","raw_both","DAVID_LWMA50_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA50_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.05","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","12260.66","12260.66","12260.66","2260.66","3502.36","-712.34","2790.03","-368.22","-161.15","3723","6137","6137","173","215","142","132","27","17.58","4150.74","0","0","","3974457","2190346","1780361","3970707","1891","1859","0.09","0.1","174.51","-400.8","-4144.01","-5590.01","170","149","2086.15","true","continuous_carried_position_truth_replay","130CEC78A9957A4D27AF9233E372E26587C2D46AE50D7A2C1CD3375D929BCDDD"
