"variant_id","activation_rule_id","signal_settings_id","david_settings","stochastic_settings","symbol_universe","bar_path_mode","signal_clock","signal_adr_brick","target_mode","target_adr","spacing_adr","min_ma_expansion_adr","grid_add_mode","date_range","price_bundle_id","warehouse_manifest_id","warehouse_hash","weeks_replayed","pairs_replayed","initial_deposit_usd","final_balance_usd","final_equity_before_liquidation_usd","final_equity_after_liquidation_usd","net_profit_usd","closed_price_pnl_usd","end_liquidation_price_pnl_usd","total_price_pnl_usd","total_commission_usd","total_swap_usd","target_reset_count","entries_opened","closed_positions","end_liquidation_positions","max_open_positions","max_long_positions","max_short_positions","max_add_depth","max_fill_age_days","position_days","max_equity_drawdown_usd","max_balance_drawdown_usd","weekly_equity_profit_factor","activation_checks","activation_blocked_long","activation_blocked_short","activation_blocked_expansion","activation_started_long","activation_started_short","activation_long_allow_pct","activation_short_allow_pct","mt5_reference_net_profit_usd","mt5_reference_commission_usd","mt5_reference_swap_usd","mt5_reference_end_liquidation_net_usd","mt5_reference_max_open_positions","mt5_reference_end_liquidation_positions","net_delta_vs_mt5_usd","summary_only","metric_semantics","content_hash"
"RAW_GRID_T100_S020_GATE90_STOCH_CONTRA","stoch_contra","DAVID_LWMA50_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA50_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.05","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","11025.53","11025.53","11025.53","1025.53","1395.4","-177.3","1218.1","-143.46","-49.11","1459","2391","2391","74","111","64","60","19","9.03","1317.71","-86.08","0","12.91323","6078708","3203837","2873394","1253701","628","849","0.02","0.03","174.51","-400.8","-4144.01","-5590.01","170","149","851.02","true","continuous_carried_position_truth_replay","F4BB76B0815BD16D6395A776FF782DACE8C52BC5304FD89E41D6E5B6BC5928B4"
"RAW_GRID_T100_S020_GATE90_CANDIDATE_B","candidate_b","DAVID_LWMA75_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA75_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.05","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","11017.75","11017.75","11017.75","1017.75","1753.66","-470.17","1283.49","-157.32","-108.41","1480","2622","2622","107","122","104","76","21","17.58","2233.84","-246.4","0","5.13041","5494090","2840564","2652030","1842756","665","831","0.02","0.03","174.51","-400.8","-4144.01","-5590.01","170","149","843.24","true","continuous_carried_position_truth_replay","67B9E06D3AB1738E2E1BB66BAF11BEF903CB609CF708DCB525952A0C16361F5D"
"RAW_GRID_T100_S020_GATE90_DAVID_CONTRA","david_contra","DAVID_LWMA75_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA75_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.05","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","11454.28","11454.28","11454.28","1454.28","1963.18","-239.81","1723.37","-182.94","-86.15","1727","3049","3049","107","112","92","66","20","13.16","1985.09","0","0","","5439914","2865944","2572218","1672362","827","925","0.03","0.04","174.51","-400.8","-4144.01","-5590.01","170","149","1279.77","true","continuous_carried_position_truth_replay","75280C27FE93D8F2D26E021F8FF58DB300DB7D94B80C5DA3DAF936E8AAC0A4C0"
"RAW_GRID_T100_S020_GATE90_DAVID_STOCH_CONFIRM","david_stoch_confirm","DAVID_LWMA75_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA75_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.05","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","10715.25","10715.25","10715.25","715.25","1046.84","-177.75","869.09","-108.18","-45.66","1022","1803","1803","77","100","58","61","20","9.03","1187.65","-123.8","0","6.777417","6220861","3250780","2969039","839601","461","581","0.01","0.02","174.51","-400.8","-4144.01","-5590.01","170","149","540.74","true","continuous_carried_position_truth_replay","E851BB6750BFA21CE46FEF9B700BDA64E6CA8DC76DBFD41710FBBA0D0EDA4BB3"
"RAW_GRID_T100_S020_GATE90_RAW_BOTH","raw_both","DAVID_LWMA75_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA75_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.05","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","12060.84","12060.84","12060.84","2060.84","3262.43","-709.72","2552.71","-317.04","-174.83","2999","5284","5284","185","217","143","136","25","17.58","4349.46","-58.73","0","36.091478","3912215","2151508","1757679","3909187","1484","1544","0.07","0.09","174.51","-400.8","-4144.01","-5590.01","170","149","1886.33","true","continuous_carried_position_truth_replay","5566B2ACA12C9C6E8E1EBA8D8D1A49645D875C4855F93C25A84A10EF91773191"
"RAW_GRID_T100_S020_GATE90_STOCH_CONTRA","stoch_contra","DAVID_LWMA75_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA75_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.05","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","10887.65","10887.65","10887.65","887.65","1264.98","-188.1","1076.88","-133.5","-55.73","1288","2225","2225","82","110","72","65","20","9.03","1449.11","-93.8","0","10.463671","5933590","3146460","2785822","1103568","576","732","0.02","0.03","174.51","-400.8","-4144.01","-5590.01","170","149","713.14","true","continuous_carried_position_truth_replay","D442EF9E2B7D344D298AF880C762F4418D70EF0ECA711172E4B65892696CA4C9"
"RAW_GRID_T100_S020_GATE90_CANDIDATE_B","candidate_b","DAVID_LWMA100_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA100_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.05","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","10831.22","10831.22","10831.22","831.22","1493.61","-450.9","1042.72","-147.06","-64.43","1347","2451","2451","105","110","73","77","17","8.65","1751.39","-108.1","0","8.689124","5597755","2933219","2663174","1935423","668","694","0.02","0.03","174.51","-400.8","-4144.01","-5590.01","170","149","656.71","true","continuous_carried_position_truth_replay","56BB35B5321DB5808A8A2177F2466B2F8E7AEF083B3B75C1A937DA9C413D8D9B"
"RAW_GRID_T100_S020_GATE90_DAVID_CONTRA","david_contra","DAVID_LWMA100_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA100_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.05","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","11600.72","11600.72","11600.72","1600.72","2114.9","-258.63","1856.28","-167.94","-87.62","1505","2799","2799","113","121","92","75","21","9.12","2047.81","-24.01","0","67.669216","5389836","2836955","2551351","1568084","764","766","0.03","0.03","174.51","-400.8","-4144.01","-5590.01","170","149","1426.21","true","continuous_carried_position_truth_replay","22E64D01333F594520704228BE8EC3A6410240F12F3F799AB4248743571CF8E1"
"RAW_GRID_T100_S020_GATE90_DAVID_STOCH_CONFIRM","david_stoch_confirm","DAVID_LWMA100_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA100_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.05","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","10764.88","10764.88","10764.88","764.88","1113.13","-194.18","918.95","-103.62","-50.45","912","1727","1727","86","105","60","71","19","9.03","1340.03","-132.61","0","6.767692","6110237","3196278","2913026","734720","449","484","0.01","0.02","174.51","-400.8","-4144.01","-5590.01","170","149","590.37","true","continuous_carried_position_truth_replay","65F8DF059510D9AB13ADE1F05AFA420841153A5A2E4BDCAB12DF730412E8E789"
"RAW_GRID_T100_S020_GATE90_RAW_BOTH","raw_both","DAVID_LWMA100_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA100_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.05","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","11830.64","11830.64","11830.64","1830.64","2946.27","-683.14","2263.13","-292.8","-139.68","2683","4880","4880","181","212","115","136","25","12.92","3845.51","-360.04","0","6.084589","4018051","2229986","1785355","4015341","1392","1318","0.06","0.07","174.51","-400.8","-4144.01","-5590.01","170","149","1656.13","true","continuous_carried_position_truth_replay","0B5080B896FF54CC29784257449FEBC97F30FA6AE2C9C0795F761757D89DFDC2"
"RAW_GRID_T100_S020_GATE90_STOCH_CONTRA","stoch_contra","DAVID_LWMA100_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA100_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.05","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","10947.09","10947.09","10947.09","947.09","1337.16","-205.1","1132.06","-127.98","-56.99","1158","2133","2133","90","114","64","75","19","9.03","1588.1","-115.59","0","9.193616","5800462","3090809","2708474","968431","567","612","0.02","0.02","174.51","-400.8","-4144.01","-5590.01","170","149","772.58","true","continuous_carried_position_truth_replay","20073E9F6DC6A8B41006ED3A020CCA39D03380FEADB59373DB6651FC516586FD"
"RAW_GRID_T100_S020_GATE90_CANDIDATE_B","candidate_b","DAVID_LWMA25_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA25_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.075","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","11157.33","11157.33","11157.33","1157.33","1909.46","-465.32","1444.14","-182.22","-104.58","1815","3037","3037","100","120","99","70","21","17.58","2173.63","-248.54","0","5.656536","5520712","2864637","2654244","1867697","867","964","0.03","0.04","174.51","-400.8","-4144.01","-5590.01","170","149","982.82","true","continuous_carried_position_truth_replay","E0424F8D41A0DCEAB73CE6E76AAF6CDF07BA079F35340F472475D91CC9C2AA50"
"RAW_GRID_T100_S020_GATE90_DAVID_CONTRA","david_contra","DAVID_LWMA25_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA25_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.075","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","11528.62","11528.62","11528.62","1528.62","1893.66","-101.11","1792.55","-197.82","-66.11","2037","3297","3297","82","120","73","67","19","13.16","1565.04","-2.93","0","523.558985","5722151","2988147","2731944","1964007","982","1078","0.03","0.04","174.51","-400.8","-4144.01","-5590.01","170","149","1354.11","true","continuous_carried_position_truth_replay","DF95B11A852357393BC95CA5AE435DC3D0C0D56D90E026E2CAAF5F34F57C1841"
"RAW_GRID_T100_S020_GATE90_DAVID_STOCH_CONFIRM","david_stoch_confirm","DAVID_LWMA25_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA25_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.075","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","10662.72","10662.72","10662.72","662.72","855.22","-65.76","789.46","-100.38","-26.36","1029","1673","1673","59","83","44","51","13","4.65","784.77","-158.09","0","4.108114","6546369","3394034","3151289","900101","436","610","0.01","0.02","174.51","-400.8","-4144.01","-5590.01","170","149","488.21","true","continuous_carried_position_truth_replay","EFDDE2DDB14D6A3BA7EED6346DB7096054FF332583743C3142827371BC6327A6"
"RAW_GRID_T100_S020_GATE90_RAW_BOTH","raw_both","DAVID_LWMA25_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA25_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.075","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","12413.24","12413.24","12413.24","2413.24","3643.87","-702.26","2941.61","-365.52","-162.85","3665","6092","6092","175","213","139","131","26","17.58","4133.98","0","0","","3950604","2181281","1765629","3946910","1862","1832","0.09","0.1","174.51","-400.8","-4144.01","-5590.01","170","149","2238.73","true","continuous_carried_position_truth_replay","FDC0D2F888AE950F86FA31F194533DBEF2CEF29AF75A04C3A657B4B43208443B"
"RAW_GRID_T100_S020_GATE90_STOCH_CONTRA","stoch_contra","DAVID_LWMA25_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA25_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.075","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","10733.63","10733.63","10733.63","733.63","1031.23","-139.78","891.46","-125.76","-32.07","1300","2096","2096","72","93","51","61","13","4.86","962.2","-125.37","0","5.308851","6316622","3321932","2993373","1178577","534","783","0.02","0.03","174.51","-400.8","-4144.01","-5590.01","170","149","559.12","true","continuous_carried_position_truth_replay","AEC1EB3124E28F5207EAFDEBD5887364131C54FAF6D3EECBA2D5B1E0A10E1CB5"
"RAW_GRID_T100_S020_GATE90_CANDIDATE_B","candidate_b","DAVID_LWMA50_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA50_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.075","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","10818.59","10818.59","10818.59","818.59","1491.85","-436.49","1055.36","-143.04","-93.73","1298","2384","2384","101","108","89","72","17","17.58","2111.25","-136.63","0","6.991136","5526939","2886643","2638983","1876785","639","674","0.02","0.03","174.51","-400.8","-4144.01","-5590.01","170","149","644.08","true","continuous_carried_position_truth_replay","A35D22D3A0197FC6699267A60C1DF2D3A9A0544B33AA27877F1D20B7FE92C541"
"RAW_GRID_T100_S020_GATE90_DAVID_CONTRA","david_contra","DAVID_LWMA50_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA50_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.075","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","11354.33","11354.33","11354.33","1354.33","1704.8","-120.79","1584.02","-154.74","-74.95","1412","2579","2579","89","129","75","69","20","13","1757.46","-81.96","0","17.523486","5624883","2931468","2691979","1790559","775","661","0.03","0.02","174.51","-400.8","-4144.01","-5590.01","170","149","1179.82","true","continuous_carried_position_truth_replay","FD0C3CAC0EF981C573D10BECE0904A69F03BD2CF4A0D860B941EB0D7E34A81ED"
"RAW_GRID_T100_S020_GATE90_DAVID_STOCH_CONFIRM","david_stoch_confirm","DAVID_LWMA50_RSI50_60_40__STOCH_100_3_100_60_40_low_high_simple_main_only","LWMA50_RSI50_60_40","100_3_100_60_40_low_high_simple_main_only","AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY","ohlc_high_low","adr_event","0.075","david_ma_reversion","1","0.2","0.1","adverse_only","2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z","gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953","gate74b_trade_leg_path_ECDE7C4A6553","36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC","5","28","10000","10536.44","10536.44","10536.44","536.44","732.8","-86.32","646.48","-78.84","-31.2","692","1314","1314","62","93","46","58","12","6.06","937.93","-143.17","0","3.903142","6455011","3365605","3088697","822317","309","400","0.01","0.01","174.51","-400.8","-4144.01","-5590.01","170","149","361.93","true","continuous_carried_position_truth_replay","7062B24D78761B008B11DCCA3BF8195B136C8F3B4967591DB6379FC51AE3AAD0"
