case_id,scope,section,key,raw_value,numeric_value,content_hash
audjpy_h1_type3_primary,primary,input,T1a,Trend Indicator settings:,,0D7B267FC6FEB1A491BB61BF03BDE2F694C3D6D643A3D8D1AAD5026C21D105B5
audjpy_h1_type3_primary,primary,input,Indicator_Name,David_MA_Color_V1f_Updated,1,853B1D296E4374D55FF5E1A5BC4A96818AF0B33E7E91A27554845F5CFEB54F06
audjpy_h1_type3_primary,primary,input,MAPeriod,100,100,7149E7F439C9977836AB0DCEB56D35B8F6802BD577A1112AF79EE514C8DE75EC
audjpy_h1_type3_primary,primary,input,MAType,3,3,51B59A75BBBEDA63B7F13A60DA065C7B5981F5140EB793260A2F80FC0F1B3B61
audjpy_h1_type3_primary,primary,input,MAPrice,0,0,851BF98E65984165F7277049DEDE2DF4AB1E28FC0B1ACF12162811930F80B18D
audjpy_h1_type3_primary,primary,input,UseRSI_Filter,true,,25E045E4C238A923AC6491BB3F1C48C018DF6E6E0B88A709D9212CCBF22D0F1A
audjpy_h1_type3_primary,primary,input,RSIPeriod,100,100,D3AEB6DDD7E050DA6BCE82CE3E2075CE03AEDD328CB87CBED6421BDDD697B52F
audjpy_h1_type3_primary,primary,input,RSIOverBought,70,70,BC69211D75CC3D528E634A5C1D8F1CE5FE6CB826909C97B221A126C4D9AD57D1
audjpy_h1_type3_primary,primary,input,RSIOverSold,30,30,D38ADE07C3498C4534AFA72A34A2AE2F06B1F517002C6FA99D6D6A5B3C5B3969
audjpy_h1_type3_primary,primary,input,T3,,,04978D8A9FB0766D1D1C2274A58ADF9794BEFF86282A5303C4B28252C4FF564A
audjpy_h1_type3_primary,primary,input,T3a,Trailing Stop settings:,,9587F2B5BFBD60DD8FF7D7A51FEA3E9ACB1713D1A2FDD7AA72BCF9CEEFF26856
audjpy_h1_type3_primary,primary,input,Use_StopLoss,true,,405905EA7ECA23019FEA52FE141613A01A36F44FA097A7E34956A8BB66932E71
audjpy_h1_type3_primary,primary,input,Trail_Start_Pips,33,33,93371539F5A8B907D0498331733A0424E51823911AC0DC9B155234FD75CA998B
audjpy_h1_type3_primary,primary,input,Trail_Step_Pips,6,6,F328C06C745B4C415C6E0126DDDD9AE3133FDAAC47A6942F36F6D4DE375BA86F
audjpy_h1_type3_primary,primary,input,Trail_Stop_Pips,13,13,A0C92E21942C15485B5E69A4A8CCA4E076827935FA927312AE4A44FEC5D9830F
audjpy_h1_type3_primary,primary,input,T4,,,53FEF8AED5822545C9989C0BA22F0D8081DB18FAF6A57CB4927417392C91F72A
audjpy_h1_type3_primary,primary,input,T4a,Backtest speed settings:,,009341C4AC158A67C52CC32C6C36A63B225A6B85B708327BF4337F32DC460338
audjpy_h1_type3_primary,primary,input,TesterSkipPanel,true,,51ECE7F53311ED41F119B532C44D8378E54C957A1DB03DB0A71410F1129E4AB2
audjpy_h1_type3_primary,primary,input,TesterCleanupOnNewBarOnly,true,,72C65E2CE7FF1A405DFB23669EBF6A0ECE8C69B9C386FF8616D911AA2F875535
audjpy_h1_type3_primary,primary,input,TesterTrailOnNewBarOnly,false,,66D59706D81327DF71456DB3057C296617757D3C9DCF9FC95325B6D9F582B583
audjpy_h1_type3_primary,primary,input,TesterDisableOrderAlerts,true,,D09AE8A64FE70EAC8FB4B6BAE842E92A6C69FC9DAFEEC3E6BF295E547FECC0F2
audjpy_h1_type3_primary,primary,input,TesterSuppressInfoLogs,true,,19E54E43D4B782AA2EA507BC98D89FB8233A3F880A7D2E107FE7178BBE90731D
audjpy_h1_type3_primary,primary,setting,Company,Eightcap Global Limited,,FB4ECA616C91E1FAAD25CEA007C3EB303386EA463569E5B76E98E40E14774B4F
audjpy_h1_type3_primary,primary,setting,Currency,USD,,3661F27909EACF202EFADA656585F8E0B518042009A3E2C17E890B3AFA4E316C
audjpy_h1_type3_primary,primary,setting,Initial Deposit,10 000.00,10000,252DC6E76462F47D50DC3C33B26E4D4DEF158AB521C05F51DACCC4C34FD1DB47
audjpy_h1_type3_primary,primary,setting,Leverage,1:100,1,E399A02CA4331D85C5CE1490A8D3254B04AAED558AFDABA2E1FD0FCA0254C340
audjpy_h1_type3_primary,primary,result,History Quality,66%,66,5F283933464823B3AF0F2276D91EEFDAEC5F85759490CCA9B97752E4BB56BA08
audjpy_h1_type3_primary,primary,result,Bars,54765,54765,84B34164998B59C0A97EF1D00FD4686C1258B8FD6C7AD0EB1E63F9F60649CB0F
audjpy_h1_type3_primary,primary,result,Ticks,215589,215589,A927C0C3E251A7223881B27C62960F0625F8DF1BB5783E7883813723E28434D6
audjpy_h1_type3_primary,primary,result,Symbols,1,1,EB4113B229D552C4075CE2CD95BA743221AA223269D7CF5B0E234F50FC7ACEA2
audjpy_h1_type3_primary,primary,result,Total Net Profit,11 965.24,11965.24,95F0898FCA1ADEA62074EB6EEDA42E60716E6290FDE0F214DB33F87607602FB6
audjpy_h1_type3_primary,primary,result,Balance Drawdown Absolute,0.00,0,D09433E756160A49FD0799872551D2CE58B06199F6AE66AF56DAFEC7C41CF890
audjpy_h1_type3_primary,primary,result,Equity Drawdown Absolute,5 527.67,5527.67,22BFC4D741B27A428DD618165DF2E5C1A85B151B6063A09854045E35C8B816E9
audjpy_h1_type3_primary,primary,result,Gross Profit,12 275.46,12275.46,E57A62682BB55D26C844CC81892DDC6D6EA7C658B497AFDA778FB38F260A1170
audjpy_h1_type3_primary,primary,result,Balance Drawdown Maximal,310.22 (1.39%),310.22,22B63D1CB6E08B1EDFBC3E806E4766B6C726FD406EAF22C2673C62A696367253
audjpy_h1_type3_primary,primary,result,Equity Drawdown Maximal,7 097.79 (61.35%),7097.79,449B9FFE3A9A828EE453B15BE5321DB17498B14BBA89F6BAF67E7D6F83FA8E31
audjpy_h1_type3_primary,primary,result,Gross Loss,-310.22,-310.22,A48E9E5D6F8F625A0EB9070D4F110B52B7B691B66A491EC588E3653EDC61CF7D
audjpy_h1_type3_primary,primary,result,Balance Drawdown Relative,1.39% (310.22),1.39,2724F87C59DD5BA9A89B6F929E65EE57DB86E6438738262A0FAC4FDD45840BE8
audjpy_h1_type3_primary,primary,result,Equity Drawdown Relative,61.35% (7 097.79),61.35,3BB98E067F17C49BC93BBAC45A73E20E68C5A1CC32F033200AFC374C03C55A43
audjpy_h1_type3_primary,primary,result,Profit Factor,39.57,39.57,A8071DB1E4636C3708BACA913DBB53790C3A9E962EA5E3C2793FA789E102BE7B
audjpy_h1_type3_primary,primary,result,Expected Payoff,7.88,7.88,0291D4F3283D6AE514C1B6451B7A2596FF8B6C6DB5772F813C9E54F4AE4022D7
audjpy_h1_type3_primary,primary,result,Margin Level,1172.46%,1172.46,7AB80DA090144862A8ED09FE29B83FD9CFCBDC502E58FD854DB8A44C981CA3AB
audjpy_h1_type3_primary,primary,result,Recovery Factor,1.69,1.69,800E69516E2D587345579B70BBD6810BEE75F9CDC2D1CF1F2903EAC2CC1FE4A9
audjpy_h1_type3_primary,primary,result,Sharpe Ratio,0.28,0.28,4007F490575EF5ADE55F9157DE23D733812FFC1FBDD971315C8FB5BC344697F4
audjpy_h1_type3_primary,primary,result,Z-Score,-37.13 (99.74%),-37.13,534B4097796CA31E9D99A643A1339BEF466371212451B99F3D33C2C9940A24EA
audjpy_h1_type3_primary,primary,result,AHPR,1.0005 (0.05%),1.0005,51B562547F8A03829B68253EA668E742774E5A343D0391F5C7E55B1BC1827687
audjpy_h1_type3_primary,primary,result,LR Correlation,0.99,0.99,EEDC0DCF1A2EA575B28B5081AEBB748384485D299BCE3F53532CA98B96FF6206
audjpy_h1_type3_primary,primary,result,OnTester result,0,0,0E3C9D8ED6629DF7DD2FB9B998EE09E549370D482523B42B553F2AEE9B292D3C
audjpy_h1_type3_primary,primary,result,GHPR,1.0005 (0.05%),1.0005,1346229EE4D55ED544A974EB3F94A823E6FEA6C3CB9B19C33CCA3E3510D561A3
audjpy_h1_type3_primary,primary,result,LR Standard Error,419.57,419.57,F4FAEE30CEF2989C49149180127F99414DB0C5912FF9D5BC8C366B308114CA98
audjpy_h1_type3_primary,primary,result,Total Trades,1518,1518,8B8BED90FBF735400261688BAC006A71E2A130212F6A6BA8364460594879C800
audjpy_h1_type3_primary,primary,result,Short Trades (won %),0 (0.00%),0,01362F8C9B0B8D2AAC3EF1E576E5176EB5E41500DDA2F36FE61172F0110CE782
audjpy_h1_type3_primary,primary,result,Long Trades (won %),1518 (99.28%),1518,0BD7A4F4380FA4D4882C6D45B237E3840E543241A62CAAF91D46BFCADB37AED7
audjpy_h1_type3_primary,primary,result,Total Deals,3036,3036,55A310C276309196AE5F50BB621E188577172B6F9EC436BBB054F5D997AEF962
audjpy_h1_type3_primary,primary,result,Profit Trades (% of total),1507 (99.28%),1507,199B1392D1723646A8138B0ACE089FD3CAB64556B710AC3544C7ACE514D17D45
audjpy_h1_type3_primary,primary,result,Loss Trades (% of total),11 (0.72%),11,4459B3006C40E731D08C8216D05D419DD2327EB280111B36C56B3C228E75CB99
audjpy_h1_type3_primary,primary,result,Largest profit trade,71.26,71.26,5DECD91284836BDA7CBF56BABA0D9B500B478869C7AD77C07E41BD51686DEB38
audjpy_h1_type3_primary,primary,result,Largest loss trade,-38.06,-38.06,BE918F9912C667CCCCF0344A92ACE0A0AAB9779704DDADBD46EFBBAD3301FA7E
audjpy_h1_type3_primary,primary,result,Average profit trade,8.15,8.15,8A31AEC80D27187F25996BEA5D2A226B4BA52DEAF6E8E24D9E0766B4D31EAD15
audjpy_h1_type3_primary,primary,result,Average loss trade,-28.20,-28.2,ABAFC67C91E4FF4F095AF9F56105247ADD569DC65A686831537D6D22D1855CD6
audjpy_h1_type3_primary,primary,result,Maximum consecutive wins ($),1507 (12 275.46),1507,7DF176652DD4DC80A116D59A515CCA02C35DA46F519618010199BB9EF17E8A53
audjpy_h1_type3_primary,primary,result,Maximum consecutive losses ($),11 (-310.22),11,D55D2F6619358EDD8703ED3DAC018F6353143148E2B6E825E118A469CBAD18D2
audjpy_h1_type3_primary,primary,result,Maximal consecutive profit (count),12 275.46 (1507),12275.46,7E4EBF3603E89CCD2EB5A6D3F1A3174884E4728F9BE3F2FEB8073D243BE6E589
audjpy_h1_type3_primary,primary,result,Maximal consecutive loss (count),-310.22 (11),-310.22,7E17760ED58A1BFB4011E268ADB503704AC18FD7805B8F0563ED874F5949EA5A
audjpy_h1_type3_primary,primary,result,Average consecutive wins,1507,1507,A2E7B98CE28E002654C05DF4B157B9E306BE6777FF73E4528F929C2E87B876EB
audjpy_h1_type3_primary,primary,result,Average consecutive losses,11,11,114653CA4346711677BD5634347914FC221C8951F5946D0A4642E77433313F07
audjpy_h1_type3_primary,primary,result,"Correlation (Profits,MFE)",0.81,0.81,F0C7CFC573C68034652F035E43B6AE39596B29988D925D1FDDF885C53E80E28D
audjpy_h1_type3_primary,primary,result,"Correlation (Profits,MAE)",0.01,0.01,2B89FB13936BD31CA37CAEFE8B3516482729127A624820735E7F6852B3C64736
audjpy_h1_type3_primary,primary,result,"Correlation (MFE,MAE)",-0.0194,-0.0194,A4350B098E1CA3933F53F0AE5FF6A88FEAC1DC9377771C6F084DD8B755D01FA3
audjpy_h1_type3_primary,primary,result,Minimal position holding time,1:59:57,1,5072506D3BA907C3B111B037EA2EE79BA8C8F31FECCD219D180146EF1795BA93
audjpy_h1_type3_primary,primary,result,Maximal position holding time,11358:59:58,11358,1F9BDB9AE035CD57562F65227CEE3EB2448452388C307814A2160AD33041E1BC
audjpy_h1_type3_primary,primary,result,Average position holding time,374:05:08,374,8026A7D5524C4B6096F6B0C079719FA6B8D85E4D573400B2937A02E2F2612410
audchf_h1_type3_secondary,secondary,setting,Expert,LimniHedge_V1,1,9B8E841ED31FA57A1DBA51FC2F1467A104F417B698D5A919FB122EC0B238B02B
audchf_h1_type3_secondary,secondary,setting,Symbol,AUDCHF.i,,1ADFD9FE19638FA300D8CCE4C5DA17BD57DCA54A94706C408A7499CE89C694C8
audchf_h1_type3_secondary,secondary,setting,Period,H1 (2014.07.02 - 2026.07.03),1,4C7B7FFCA364029C4D88A385711727BEA77181B616D5496970A3E9083570B93A
audchf_h1_type3_secondary,secondary,setting,Inputs,T0=,0,5FAD39EE35ABAFAC5FBD8E75B14031B1893F7849BE62E822B843C983D87CB1D0
audchf_h1_type3_secondary,secondary,input,T0,,,4ED47A83D9348FDD316A9569DCDC0233F25A5CBC1B294A794A0F90F71BE7EDEF
audchf_h1_type3_secondary,secondary,input,T0a,,,80DA0885FABBDABDF6744539DDEA09F01DD63368369B20F89DA2758EE9537DDC
audchf_h1_type3_secondary,secondary,input,T0b,Trade Orders settings:,,E38A7575FB4AC29BDF2B80FE638005C8224916C7AE915AEA2B11E8793A66F971
audchf_h1_type3_secondary,secondary,input,InpUse_Type1_Orders,false,,0B342CEB6C47F4CFC1C4EF65DE75A6E32CD99B9181038F7C887452F9E20E86D2
audchf_h1_type3_secondary,secondary,input,InpUse_Type2_Orders,false,,8CD9A5B838E708FDC3CA80DE4595F338549CC77B1A627F71384F94E188AE26F7
audchf_h1_type3_secondary,secondary,input,InpUse_Type3_Orders,true,,9EF975C28CE93900858F0868B97FC82C60EE0F4DCD13F94ADB2BCF9C75058A39
audchf_h1_type3_secondary,secondary,input,Trade_Lots,0.01,0.01,81C5F4EEC322231725AB6CD123685CC6EBE37A78D30C5B69186F88BC5B436598
audchf_h1_type3_secondary,secondary,input,Orders_TP_Pips,0.0,0,E86EE885E56A6E4633C4C3F5E62DE9AD2964F91174839AB34076957223C84C7E
audchf_h1_type3_secondary,secondary,input,Orders_SL_Pips,0.0,0,3FD61C4341830702576353F6CFEADB1DF682759C479E942C8F3678D65691BD1B
audchf_h1_type3_secondary,secondary,input,MagicNumber,800,800,E7B004BFA1EC5A13E6A7A7B7CE0CE29CBCEEEE9CFF44DC97908F9699A6266FD4
audchf_h1_type3_secondary,secondary,input,WaitForFirstTrendChange,true,,8128D9707BAA899F74B828C2D89156CFB210195A5AD4634480D88FAC47DE132A
audchf_h1_type3_secondary,secondary,input,Alerts_inOrders,true,,13D8F92C4B3DCC91FA7374D0699B7A9B88A648FA8C448965CB51A82BA8667CD6
audchf_h1_type3_secondary,secondary,input,T1,,,57E9ED100BF825D049DEADFAB5CD0F876BF180D4F45FCF220D9A2F51889FB001
audchf_h1_type3_secondary,secondary,input,T1a,Trend Indicator settings:,,429D1C7BC9B1CEA7C877B3D9144CF1E20E023B4E4A6A5879F33CE4445E6F5213
audchf_h1_type3_secondary,secondary,input,Indicator_Name,David_MA_Color_V1f_Updated,1,BDF3810CC80E8EDD5FCEADE983035BBBB51A9C5218FA2E1626B70D70B5D1E6AB
audchf_h1_type3_secondary,secondary,input,MAPeriod,100,100,30272DAD387E821113F520587AF4EC11C3718CAD72DB145A003679EF5AB7482C
audchf_h1_type3_secondary,secondary,input,MAType,3,3,9E6A655B0CB92C0E68E63D12458EDF54A583C6CAA9F9668345FD466575D3A3A2
audchf_h1_type3_secondary,secondary,input,MAPrice,0,0,C0F336417CF1BC072F2830760FE95E841AA95687FB395C001654852DE0C2F9E0
audchf_h1_type3_secondary,secondary,input,UseRSI_Filter,true,,237E9797958F9AB83D609E29C5134FA0A1F5E946A40096A9766A9855B61A05D6
audchf_h1_type3_secondary,secondary,input,RSIPeriod,100,100,8A9FEAB12BE9ACB99C8BD5CE7731F3E1B949E1DE3CE9F800709DE86FC8B2CFD9
audchf_h1_type3_secondary,secondary,input,RSIOverBought,70,70,5CDC446C4402060385B377B1DAEB8A04F1CE6C9FBB4F73809CBD78AE8C74E6D7
audchf_h1_type3_secondary,secondary,input,RSIOverSold,30,30,9CDBE07C79FA6750AEBF9EA6DBAD1C0F599ABE814AA15F6CE426817E274AFF08
audchf_h1_type3_secondary,secondary,input,T3,,,A29E61475FA510F121257A7542D6198A5E6D5702FF9AC183FE50F97022CFD15D
audchf_h1_type3_secondary,secondary,input,T3a,Trailing Stop settings:,,3003B10DF53085A04D7FEA5311A805758838F336A1C3F14567B72E842F05F5C0
audchf_h1_type3_secondary,secondary,input,Use_StopLoss,true,,9C850DF7F317F44875830A2897C6BECF176544925612A5F7E378A4366FE3A0BB
audchf_h1_type3_secondary,secondary,input,Trail_Start_Pips,33,33,6FDDF1F33E6E866485C709FD57258D47786612C2613D45AA45D5B1E87B2B096C
audchf_h1_type3_secondary,secondary,input,Trail_Step_Pips,6,6,A0D48584295983374389D57A8971112776244EF784A09C615B76312EB6F16411
audchf_h1_type3_secondary,secondary,input,Trail_Stop_Pips,13,13,75AEB9A576D6C895A49116D982BDB1F7808D26961021401B7808523CEDAA117B
audchf_h1_type3_secondary,secondary,input,T4,,,A690D3D36EC2DE5BFBE143B9DD287795E4D19C2F6C125C76EEAFC7A5BDB909CB
audchf_h1_type3_secondary,secondary,input,T4a,Backtest speed settings:,,E6D44D537B6B7E1C887269DC9EB83F1789F38308B21D75AF107F621DCE3093A5
audchf_h1_type3_secondary,secondary,input,TesterSkipPanel,true,,86EEB9CF25DE520200A09544FF88EDE3D9FD912E5A7FEBC111A707F714964DF5
audchf_h1_type3_secondary,secondary,input,TesterCleanupOnNewBarOnly,true,,2ADB21367AEEC767015C919CC8F98C36F9F5CE97F33AECD80AEB22573F91367F
audchf_h1_type3_secondary,secondary,input,TesterTrailOnNewBarOnly,false,,424748FD5FA38BE7CD846C18D996579A2CC093F48BEC4094133F9C0DBE2C9153
audchf_h1_type3_secondary,secondary,input,TesterDisableOrderAlerts,true,,D42F5DA5EE3F2FD2B9BB1B7B72892840348C493699A10CB3F6986E7EB763AE41
audchf_h1_type3_secondary,secondary,input,TesterSuppressInfoLogs,true,,55FDB8C39F3231ACB9E5ED105F2925C49758A3872472FF35949BC3DAEF55A590
audchf_h1_type3_secondary,secondary,setting,Company,Eightcap Global Limited,,1E5EAD31ED75A386644537734ABD702DF10631596D2B614903A2D6C15633C0C5
audchf_h1_type3_secondary,secondary,setting,Currency,USD,,94A1F70D2CE0563891895CD521A2D5E6BD82EF592FD57D3463489DEE5BFF1C3B
audchf_h1_type3_secondary,secondary,setting,Initial Deposit,10 000.00,10000,65B1783303098D9E132182B5D290F61319B71ED2535204CC14D0BCE5B642920F
audchf_h1_type3_secondary,secondary,setting,Leverage,1:100,1,EC92398CF1A7B1676D7B84A90E6BBB5E769244E5991E7564E6B115EEFA2A4031
audchf_h1_type3_secondary,secondary,result,History Quality,66%,66,D1F4853FE4E25A71F14B2CB3D026F91FEA9206165D2A344A2B8F4F701DD23584
audchf_h1_type3_secondary,secondary,result,Bars,54765,54765,A3D69772B14DB86474B7B83FDB612D3A18748BBEF499FAC203F1F12B85720C89
audchf_h1_type3_secondary,secondary,result,Ticks,214853,214853,A02311712FF57F37477ABA08CC95717DE02078D8B034DC1BAC06E9E4C49BD1EC
audchf_h1_type3_secondary,secondary,result,Symbols,1,1,BAD07EA40D13CD3EFA7CB82FF277B66830EA1B9CFF5A4AF67866406E59406BD1
audchf_h1_type3_secondary,secondary,result,Total Net Profit,3 260.96,3260.96,37310A63CCE684C09E28D6BDC5BD3DBC3C22FCA027D8B07181266E4071C579B2
audchf_h1_type3_secondary,secondary,result,Balance Drawdown Absolute,0.00,0,1F261CEC75418245C8808F00BEDBBEFCD280DFE30B3CB304F8155034A42AB32E
audchf_h1_type3_secondary,secondary,result,Equity Drawdown Absolute,4 537.75,4537.75,BB2632DE4DBE9BF26123FC61E0357668530DAB3545423F3CFDC5ABC735BFE989
audchf_h1_type3_secondary,secondary,result,Gross Profit,3 617.10,3617.1,E528058E586BCC1B5F66D5F80A3A66FC653E6EEDA9F199AFBE8E6EE72B97314D
audchf_h1_type3_secondary,secondary,result,Balance Drawdown Maximal,325.32 (2.39%),325.32,1E69EAF1EEE6624FBCAEDEAA1C5924873B806158DC7E4309839C21CF17600EDD
audchf_h1_type3_secondary,secondary,result,Equity Drawdown Maximal,5 292.00 (49.21%),5292,0CBA36EBA5328F8FCA6D7632676A83AEEF53FA7009F606E171B87D9E46D275C4
audchf_h1_type3_secondary,secondary,result,Gross Loss,-356.14,-356.14,1CDCD3F0936737767E7086E331741213574E6FCA2210BC0DD70EF7B778D3DD9B
audchf_h1_type3_secondary,secondary,result,Balance Drawdown Relative,2.39% (325.32),2.39,01187B8F54572E1C1CE6ACD9EAFC4E1863E8309AAD97582A523D93F95B3E0119
audchf_h1_type3_secondary,secondary,result,Equity Drawdown Relative,49.21% (5 292.00),49.21,A03BC83979C5B365630F1D2EC9B4AECF1C197297F2995C470B6793A58F90E3BD
audchf_h1_type3_secondary,secondary,result,Profit Factor,10.16,10.16,597D66FE36E384C015F1C05366E4D6C6F87A249681132A445D7BFDD17A752573
audchf_h1_type3_secondary,secondary,result,Expected Payoff,8.45,8.45,99447E05347B99E41918528054D19A9564BC465E4669C6F0B4DBFF6CA2468F09
audchf_h1_type3_secondary,secondary,result,Margin Level,711.28%,711.28,A9FAF7D6DAC0388E45A4FFF3BEB7FE4D0F9D390F1632BC76E492C2297B61E383
audchf_h1_type3_secondary,secondary,result,Recovery Factor,0.62,0.62,29AE8F109652521B6CE3247BE496ED2CE0187D32FA1343DAC2C08004CA713B8C
audchf_h1_type3_secondary,secondary,result,Sharpe Ratio,0.17,0.17,DFC0310E2D57B15D0A65FC7B551ABDEAED0289A5B92944A1A5D5349A226ECA61
audchf_h1_type3_secondary,secondary,result,Z-Score,-17.12 (99.74%),-17.12,6244BB2E20A2CD9836953CE1BF8EEE1A45D844222E36D8AABC66B4F66A97E2B1
audchf_h1_type3_secondary,secondary,result,AHPR,1.0007 (0.07%),1.0007,893084EE9F94448119D6E521F269D3EEF05BA6EAAF4224285CBEC7C9CB41B6A5
audchf_h1_type3_secondary,secondary,result,LR Correlation,0.99,0.99,72FCB74319E2DCB87EC409B9E40131B787AF64F38494A89D8AE146ECD85DE56D
audchf_h1_type3_secondary,secondary,result,OnTester result,0,0,92D714AFCC2811DC9AD1DF195275D9520AF89BE9F9C8FA398547C44973F2AA15
audchf_h1_type3_secondary,secondary,result,GHPR,1.0007 (0.07%),1.0007,FB8210C948FDA9545A1FAC3B7F0C7F8FC3258490DE10FB592D4B36EE88DF82C3
audchf_h1_type3_secondary,secondary,result,LR Standard Error,143.30,143.3,4250D1CF05703688398F1472AA38DD800EEA208D1B1A6A3068D6179280CA0C56
audchf_h1_type3_secondary,secondary,result,Total Trades,386,386,D77670D303856C264B9004A57142A436A175B39CAB110DD38102C96FB199F16A
audchf_h1_type3_secondary,secondary,result,Short Trades (won %),0 (0.00%),0,99DE7FF369D7B17EBD86D9B4B723356477D1604B776B7F95037D16BBDCE16ED3
audchf_h1_type3_secondary,secondary,result,Long Trades (won %),386 (92.23%),386,1FD4AF2263A36E2C69E81AC1F763BFC9D468030E37B28B5E32369C794FAAED77
audchf_h1_type3_secondary,secondary,result,Total Deals,772,772,7517FDF48ADA284EBBF985BCFC4BBA0E64BAF3A45943E6A8056FF19360A4DB1D
audchf_h1_type3_secondary,secondary,result,Profit Trades (% of total),356 (92.23%),356,CA7A8591501F018DFAC4FFBFC30294179E618402FCBC6D62821211CF5F3B85C0
audchf_h1_type3_secondary,secondary,result,Loss Trades (% of total),30 (7.77%),30,21FD3FE4FEE3663B87599420CF8114A40B4876B636200C0014ECCD028D7C05E9
audchf_h1_type3_secondary,secondary,result,Largest profit trade,43.45,43.45,B7ADB73224E49DCFF38D419A2C35E90FCBC1F1BA752D2267855ADE09E3FB023F
audchf_h1_type3_secondary,secondary,result,Largest loss trade,-26.42,-26.42,66B8DCB674CC5493345AAE2252107FE04749FE05265DB5E9F5762E227E0135FA
audchf_h1_type3_secondary,secondary,result,Average profit trade,10.16,10.16,7F0FB1E9E16046FC5405B18E16773EF07AC23A0331AC4C6179DF882C3823EB3E
audchf_h1_type3_secondary,secondary,result,Average loss trade,-11.87,-11.87,34BDE60E5FE2483EE1C6F9222702A41508927345E6548BAFEA77A2FAC91258C3
audchf_h1_type3_secondary,secondary,result,Maximum consecutive wins ($),350 (3 586.28),350,D37A16BA42EF076C8B121F9C87170E8BF277106739B5279752F582CC81C9CD6A
audchf_h1_type3_secondary,secondary,result,Maximum consecutive losses ($),15 (-218.50),15,51194C67B91C7086B00EBBA336D53E44F384271FC242415D599F67EE58F23F96
audchf_h1_type3_secondary,secondary,result,Maximal consecutive profit (count),3 586.28 (350),3586.28,0A432DF2BB3AAE9CC3222C34D0F56250528357BB2E72D0A934A962CABC7E872D
audchf_h1_type3_secondary,secondary,result,Maximal consecutive loss (count),-218.50 (15),-218.5,6CF331663AF64CCD169A837A9E29DD7356E7A4C4A9451DD5C89FD4669F23B68D
audchf_h1_type3_secondary,secondary,result,Average consecutive wins,89,89,A84542FA9450E57B93BF4D87DA0BD4A7BC5EFAF77CD8C5D77021E7EBF24B756C
audchf_h1_type3_secondary,secondary,result,Average consecutive losses,8,8,0741CE1683D526D3A629BFFB1E4D96F23DE1B223D5C9B070AE079271145A606E
audchf_h1_type3_secondary,secondary,result,"Correlation (Profits,MFE)",0.61,0.61,CEEBF7BA4E5BB37E266FF3CECB3F355D57BB7C9CA634F87F4D6D78867730237F
audchf_h1_type3_secondary,secondary,result,"Correlation (Profits,MAE)",0.75,0.75,768484BAD820E3CFB084EAFBDB2ABC80A5E313661638BC0A6D0A76882929DEA6
audchf_h1_type3_secondary,secondary,result,"Correlation (MFE,MAE)",0.3125,0.3125,8EB06ED114E0B6F3CFDF7E7BA71F2119C11B8E1CAA3F64DD443CA2D3DB7469F9
audchf_h1_type3_secondary,secondary,result,Minimal position holding time,1:59:57,1,F785602CD22B9849D6993CD3DABA3772BF60A6D08855EF941C6C53DCF9FB28D7
audchf_h1_type3_secondary,secondary,result,Maximal position holding time,11074:59:59,11074,6185B07F0A904BB338D585366CDE567E6A964211EA5426F1BE41879A0DF68C91
audchf_h1_type3_secondary,secondary,result,Average position holding time,1042:09:45,1042,3E9F2D3B368E6EBBAF431C3DFE52A6D97BCBA825915B905E3BA3C3565F250E94
audcad_1_hour_chart,discovered,setting,Expert,LimniHedge_V1,1,554B997BF4F1936C61ADFF51A1D1BC079CEB866DC7030EFF1B58C9A8D66E69F2
audcad_1_hour_chart,discovered,setting,Symbol,AUDCAD.i,,70C4F1F636D11FE9096C02E571506C4CE5460DE71BA9BAB314487B3FB158B088
audcad_1_hour_chart,discovered,setting,Period,H1 (2014.07.02 - 2026.07.03),1,301A7FE2B3256325DE7EADCF26D12B2220F6EB7BE6130239F1AA46B852206978
audcad_1_hour_chart,discovered,setting,Inputs,T0=,0,5A67668786C143552FB14C18C86C9B7F1331085BABA31E8E16B63E4BEF7796DC
audcad_1_hour_chart,discovered,input,T0,,,9718046D1896F122D43C57846043408993C344F32336C2ACB7A3BDE60EBE560C
audcad_1_hour_chart,discovered,input,T0a,,,6407A764B2AD4C652D88322036B60670A052200B4107D976FEF45BA50F671FF0
audcad_1_hour_chart,discovered,input,T0b,Trade Orders settings:,,C8E950C5A825055110391BFE99557D970608FCAE7CB0754A7046BF52F5A30263
audcad_1_hour_chart,discovered,input,InpUse_Type1_Orders,false,,BB42FD14FBFE0F1E4817C3EBBB8C3E0275E6017E062399C9FEA5C3240413FD0A
audcad_1_hour_chart,discovered,input,InpUse_Type2_Orders,false,,9A8E0E3CA4627EA44277299AC99043C361EA3DE027996EF279D555F9CEE33932
audcad_1_hour_chart,discovered,input,InpUse_Type3_Orders,true,,A76F1A30A60F63283CE8CD64662CEAD4885466A7DEF0D910A25C1D58122E1402
audcad_1_hour_chart,discovered,input,Trade_Lots,0.01,0.01,C019F0463414D97472C2BFCF82B06D64002E9C766EB799BD20F57E84F4329E65
audcad_1_hour_chart,discovered,input,Orders_TP_Pips,0.0,0,7F37D9065C65E85587B6FC201C8F3634CBD585B854983ACC47EAEB240DF8F6E5
