"event_seq","server_time","existing_grid_key","locked_setup_type","locked_add_policy","add_policy","frozen_direction","frozen_sleeve","frozen_variant_id","current_matches_birth_identity","birth_direction","birth_sleeve","birth_variant_id","birth_add_policy","birth_q_profile_id","birth_q","birth_anchor","birth_price","birth_formula_hash","current_direction","current_sleeve","current_variant_id","current_q_profile_id","current_anchor","current_price","next_add_level","existing_positions"
"3585","2025.03.03 21:54:00","1031113005","REVERSION","reversion_add_lower","reversion_add_lower","LONG","REVERSION","11","false","LONG","REVERSION","11","reversion_add_lower","MEDIUM_50000","0.00095596","0.56512","0.56020","10675320455930833764","SHORT","CONTINUATION","10","MEDIUM_50000","0.56416","0.55840","0.55883","75"
