"label","expected","from","to","add_detected","divergent_add_detected","screenshot","ea_screenshot","dashboard_text","dashboard_text_png","receipt","summary"
"long_below_reversion_divergent_add_lower","LONG below anchor birth -> frozen reversion add lower while current signal identity diverges","2025-03-01","2025-03-11","True","True","C:\Users\User\Documents\GitHub\limni-website\docs\research\gates\gate99\artifacts\gate99zza-revma-frozen-add-lookup-visual-reporting-2026-07-07\screenshots\long_below_reversion_divergent_add_lower.png","","C:\Users\User\Documents\GitHub\limni-website\docs\research\gates\gate99\artifacts\gate99zza-revma-frozen-add-lookup-visual-reporting-2026-07-07\visual-dashboard\long_below_reversion_divergent_add_lower-dashboard.txt","C:\Users\User\Documents\GitHub\limni-website\docs\research\gates\gate99\artifacts\gate99zza-revma-frozen-add-lookup-visual-reporting-2026-07-07\visual-dashboard\long_below_reversion_divergent_add_lower-dashboard.png","C:\Users\User\Documents\GitHub\limni-website\docs\research\gates\gate99\artifacts\gate99zza-revma-frozen-add-lookup-visual-reporting-2026-07-07\visual-receipts\long_below_reversion_divergent_add_lower-receipts.csv","C:\Users\User\Documents\GitHub\limni-website\docs\research\gates\gate99\artifacts\gate99zza-revma-frozen-add-lookup-visual-reporting-2026-07-07\visual-receipts\long_below_reversion_divergent_add_lower-summary.csv"
