"Terminal","ProfileName","SourcePath","TargetPath","SourceHash","TargetHash","Status"
"14275","LimniPortfolioEA.set","C:\Users\User\Documents\GitHub\limni-website\automation\mt5\tester-presets\limni-portfolio-revma-fx28-fast-smoke.set","C:\Users\User\AppData\Roaming\MetaQuotes\Terminal\14275C4F9441C73E9E6547075C33FE6C\MQL5\Profiles\Tester\LimniPortfolioEA.set","4F541AF048148154B027E7082E5051FB414973647FBFC57366ADC59E8420EF1A","4F541AF048148154B027E7082E5051FB414973647FBFC57366ADC59E8420EF1A","MATCH"
"94497","LimniPortfolioEA.set","C:\Users\User\Documents\GitHub\limni-website\automation\mt5\tester-presets\limni-portfolio-revma-fx28-fast-smoke.set","C:\Users\User\AppData\Roaming\MetaQuotes\Terminal\94497F60A2BFEA1AFAB110FCF3E331BB\MQL5\Profiles\Tester\LimniPortfolioEA.set","4F541AF048148154B027E7082E5051FB414973647FBFC57366ADC59E8420EF1A","4F541AF048148154B027E7082E5051FB414973647FBFC57366ADC59E8420EF1A","MATCH"
