variant_id,activation_rule_id,signal_settings_id,david_settings,stochastic_settings,symbol_universe,bar_path_mode,target_mode,target_adr,spacing_adr,date_range,price_bundle_id,warehouse_manifest_id,warehouse_hash,weeks_replayed,pairs_replayed,initial_deposit_usd,final_balance_usd,final_equity_before_liquidation_usd,final_equity_after_liquidation_usd,net_profit_usd,closed_price_pnl_usd,end_liquidation_price_pnl_usd,total_price_pnl_usd,total_commission_usd,total_swap_usd,target_reset_count,entries_opened,closed_positions,end_liquidation_positions,max_open_positions,max_long_positions,max_short_positions,max_add_depth,max_fill_age_days,position_days,max_equity_drawdown_usd,max_balance_drawdown_usd,weekly_equity_profit_factor,activation_checks,activation_blocked_long,activation_blocked_short,activation_started_long,activation_started_short,activation_long_allow_pct,activation_short_allow_pct,mt5_reference_net_profit_usd,mt5_reference_commission_usd,mt5_reference_swap_usd,mt5_reference_end_liquidation_net_usd,mt5_reference_max_open_positions,mt5_reference_end_liquidation_positions,net_delta_vs_mt5_usd,summary_only,metric_semantics,content_hash
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,DAVID_LWMA200_RSI100_60_40__STOCH_100_3_100_80_20_low_high_simple_main_only,LWMA200_RSI100_60_40,100_3_100_80_20_low_high_simple_main_only,AUDCAD,close,david_ma_reversion,1,0.1,2026-05-03T23:00:00.000Z..2026-05-03T23:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,1,1,10000,9710.66,9710.66,9710.66,-289.34,69.66,-315.11,-245.45,-43.5,-0.39,572,725,725,39,40,10,36,35,3.33,95.69,-289.34,0,0,574,0,0,428,146,100,100,174.51,-400.8,-4144.01,-5590.01,170,149,-463.85,true,continuous_carried_position_truth_replay,498949A5E7A0B69B740DF53626E6191814278FB24257A5D9AD856361632E8FBD
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,david_contra,DAVID_LWMA200_RSI100_60_40__STOCH_100_3_100_80_20_low_high_simple_main_only,LWMA200_RSI100_60_40,100_3_100_80_20_low_high_simple_main_only,AUDCAD,close,david_ma_reversion,1,0.1,2026-05-03T23:00:00.000Z..2026-05-03T23:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,1,1,10000,9838.21,9838.21,9838.21,-161.79,28.36,-170.85,-142.49,-19.44,0.14,244,324,324,27,27,8,27,26,2.73,56.26,-161.79,0,0,5836,3855,1736,184,61,4.56,3.39,174.51,-400.8,-4144.01,-5590.01,170,149,-336.3,true,continuous_carried_position_truth_replay,DAB86EE2D9F152CD70FBFADCA141B4FBDEA5C7F2890D8EC3D849A90930F0431E
RAW_GRID_T100_S020_GATE90_DAVID_STOCH_RELEASE,david_stoch_release,DAVID_LWMA200_RSI100_60_40__STOCH_100_3_100_80_20_low_high_simple_main_only,LWMA200_RSI100_60_40,100_3_100_80_20_low_high_simple_main_only,AUDCAD,close,david_ma_reversion,1,0.1,2026-05-03T23:00:00.000Z..2026-05-03T23:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,1,1,10000,10002.34,10002.34,10002.34,2.34,3.49,-0.24,3.25,-0.9,-0.01,11,15,15,1,3,3,2,2,0.08,0.22,0,0,,12865,6402,6451,4,8,0.06,0.12,174.51,-400.8,-4144.01,-5590.01,170,149,-172.17,true,continuous_carried_position_truth_replay,A68C1B264A22AA80D5B26ADFBD1BFB86FE0ECC48BD5A7EEBDC665C669D303314
