pair,direction,entry_time,entry_price_raw,entry_price,stop,tp,exit_time,exit_price_raw,exit_price,pnl_pips,pnl_r,reason_exit,spread,slippage,session_ref_high,session_ref_low
AUDCAD,short,2020-01-17 05:45:00-05:00,0.90034,0.900245,0.90134,0.89634,2020-01-17 06:00:00-05:00,0.89961,0.8997050000000001,-5.399999999998739,-0.493150684931361,time_stop,1.5,0.2,0.90054,0.89844
EURCHF,long,2020-01-21 03:30:00-05:00,1.07349,1.073585,1.073,1.07749,2020-01-21 06:00:00-05:00,1.07422,1.074125,5.399999999999849,0.9230769230768063,time_stop,1.5,0.2,1.0746,1.07326
EURJPY,long,2020-01-21 03:45:00-05:00,121.962,121.97149999999999,121.862,122.36200000000001,2020-01-21 06:00:00-05:00,122.174,122.16450000000002,19.300000000002626,1.7625570776258581,time_stop,1.5,0.2,122.269,121.899
NZDCHF,short,2020-01-22 03:50:00-05:00,0.63978,0.639685,0.64056,0.63578,2020-01-22 04:10:00-05:00,0.64056,0.6406550000000001,9.700000000001374,1.1085714285714967,sl,1.5,0.2,0.63962,0.63804
AUDCHF,short,2020-01-22 03:50:00-05:00,0.66393,0.663835,0.66484,0.65993,2020-01-22 04:10:00-05:00,0.66484,0.664935,11.000000000001009,1.0945273631841435,sl,1.5,0.2,0.66398,0.66184
NZDCHF,short,2020-01-23 03:55:00-05:00,0.63826,0.638165,0.63905,0.63426,2020-01-23 04:00:00-05:00,0.63905,0.6391450000000001,9.800000000000919,1.1073446327684346,sl,1.5,0.2,0.63876,0.63748
CHFJPY,long,2020-01-23 03:55:00-05:00,113.132,113.1415,113.03399999999999,113.53200000000001,2020-01-23 04:00:00-05:00,113.03399999999999,113.0245,-11.699999999999022,-1.0883720930231475,sl,1.5,0.2,113.458,113.17
NZDCAD,short,2020-01-24 03:45:00-05:00,0.8696,0.869505,0.87013,0.8656,2020-01-24 06:00:00-05:00,0.86906,0.8691550000000001,-3.4999999999985043,-0.5599999999997727,time_stop,1.5,0.2,0.86926,0.86784
USDCHF,long,2020-01-24 04:35:00-05:00,0.97018,0.9702750000000001,0.96912,0.97418,2020-01-24 06:00:00-05:00,0.97056,0.9704649999999999,1.8999999999980144,0.16450216450197433,time_stop,1.5,0.2,0.97,0.96941
AUDCAD,short,2020-01-24 04:45:00-05:00,0.89902,0.898925,0.90004,0.89502,2020-01-24 06:00:00-05:00,0.89962,0.899715,7.900000000000684,0.7085201793722732,time_stop,1.5,0.2,0.89954,0.89812
AUDCHF,short,2020-01-24 04:55:00-05:00,0.66412,0.664025,0.6652,0.66012,2020-01-24 06:00:00-05:00,0.66438,0.664475,4.500000000000615,0.3829787234042955,time_stop,1.5,0.2,0.66444,0.66332
CHFJPY,long,2020-01-24 05:25:00-05:00,112.89,112.89949999999999,112.786,113.29,2020-01-24 06:00:00-05:00,112.904,112.89450000000001,-0.49999999999812417,-0.04405286343596284,time_stop,1.5,0.2,113.01,112.854
EURCHF,long,2020-01-24 05:45:00-05:00,1.07152,1.071615,1.07086,1.07552,2020-01-24 06:00:00-05:00,1.07106,1.070965,-6.500000000000394,-0.8609271523178633,time_stop,1.5,0.2,1.0721,1.07143
CADCHF,long,2020-01-27 04:00:00-05:00,0.73702,0.7371150000000001,0.73639,0.74102,2020-01-27 04:20:00-05:00,0.73639,0.7362949999999999,-8.20000000000154,-1.1310344827586978,sl,1.5,0.2,0.73812,0.73702
CHFJPY,long,2020-01-27 04:35:00-05:00,112.146,112.15549999999999,112.07799999999999,112.546,2020-01-27 06:00:00-05:00,112.324,112.31450000000001,15.900000000002024,2.0516129032260526,time_stop,1.5,0.2,112.39,112.15
EURJPY,long,2020-01-27 04:55:00-05:00,120.021,120.03049999999999,119.91,120.421,2020-01-27 06:00:00-05:00,120.042,120.03250000000001,0.20000000000237605,0.01659751037364217,time_stop,1.5,0.2,120.342,119.944
CADJPY,long,2020-01-28 04:10:00-05:00,82.452,82.46149999999999,82.35499999999999,82.852,2020-01-28 06:00:00-05:00,82.438,82.42850000000001,-3.299999999997283,-0.30985915492933125,time_stop,1.5,0.2,82.682,82.5
EURJPY,long,2020-01-28 04:35:00-05:00,119.872,119.88149999999999,119.8,120.272,2020-01-28 06:00:00-05:00,119.917,119.90750000000001,2.600000000002467,0.3190184049083124,time_stop,1.5,0.2,120.173,119.918
USDJPY,long,2020-01-28 04:45:00-05:00,108.86,108.86949999999999,108.746,109.26,2020-01-28 06:00:00-05:00,108.84,108.83050000000001,-3.8999999999973056,-0.31578947368401067,time_stop,1.5,0.2,109.048,108.82
USDJPY,long,2020-01-29 03:25:00-05:00,109.147,109.1565,109.02799999999999,109.54700000000001,2020-01-29 04:15:00-05:00,109.02799999999999,109.0185,-13.799999999999102,-1.0739299610894033,sl,1.5,0.2,109.236,109.076
CADCHF,long,2020-01-29 03:25:00-05:00,0.73977,0.7398650000000001,0.73858,0.74377,2020-01-29 06:00:00-05:00,0.74012,0.7400249999999999,1.5999999999982695,0.12451361867689925,time_stop,1.5,0.2,0.74053,0.73906
CADJPY,long,2020-01-29 05:10:00-05:00,82.798,82.80749999999999,82.72999999999999,83.19800000000001,2020-01-29 06:00:00-05:00,82.803,82.79350000000001,-1.3999999999981583,-0.18064516129008362,time_stop,1.5,0.2,82.992,82.858
EURJPY,long,2020-01-30 03:25:00-05:00,119.923,119.93249999999999,119.839,120.32300000000001,2020-01-30 05:25:00-05:00,119.93249999999999,119.923,-0.9499999999988518,-0.10160427807475252,sl,1.5,0.2,120.104,119.894
USDJPY,long,2020-01-30 04:10:00-05:00,108.916,108.92549999999999,108.80799999999999,109.316,2020-01-30 06:00:00-05:00,108.925,108.91550000000001,-0.9999999999976694,-0.0851063829785304,time_stop,1.5,0.2,109.046,108.845
CADCHF,long,2020-01-31 04:45:00-05:00,0.73314,0.7332350000000001,0.7325200000000001,0.73714,2020-01-31 05:15:00-05:00,0.7325200000000001,0.732425,-8.100000000000884,-1.132867132867223,sl,1.5,0.2,0.73524,0.73382
CADCHF,long,2020-02-03 03:40:00-05:00,0.72816,0.7282550000000001,0.72706,0.73216,2020-02-03 06:00:00-05:00,0.72834,0.7282449999999999,-0.10000000000176534,-0.008368200836967411,time_stop,1.5,0.2,0.72864,0.72734
NZDUSD,short,2020-02-04 04:00:00-05:00,0.6466,0.6465049999999999,0.64778,0.6426,2020-02-04 06:00:00-05:00,0.64588,0.6459750000000001,-5.299999999998084,-0.41568627450960893,time_stop,1.5,0.2,0.64711,0.64496
NZDCAD,short,2020-02-05 04:05:00-05:00,0.86234,0.8622449999999999,0.8631,0.85834,2020-02-05 06:00:00-05:00,0.86198,0.862075,-1.6999999999989246,-0.1988304093565877,time_stop,1.5,0.2,0.86269,0.86108
NZDCHF,short,2020-02-05 04:15:00-05:00,0.63065,0.630555,0.6311599999999999,0.62665,2020-02-05 04:25:00-05:00,0.6311599999999999,0.631255,7.000000000000339,1.1570247933885496,sl,1.5,0.2,0.62972,0.62788
CHFJPY,long,2020-02-06 04:20:00-05:00,112.804,112.81349999999999,112.734,113.20400000000001,2020-02-06 04:45:00-05:00,112.734,112.7245,-8.899999999998442,-1.1194968553457736,sl,1.5,0.2,112.878,112.764
GBPCHF,long,2020-02-06 05:45:00-05:00,1.2636,1.263695,1.26281,1.2676,2020-02-06 05:50:00-05:00,1.26281,1.262715,-9.799999999999809,-1.1073446327683092,sl,1.5,0.2,1.2655,1.26424
CADJPY,long,2020-02-07 03:40:00-05:00,82.601,82.61049999999999,82.55699999999999,83.001,2020-02-07 04:25:00-05:00,82.55699999999999,82.5475,-6.299999999998818,-1.1775700934577304,sl,1.5,0.2,82.771,82.602
EURCHF,long,2020-02-07 03:45:00-05:00,1.07029,1.070385,1.06934,1.07429,2020-02-07 03:55:00-05:00,1.06934,1.069245,-11.399999999999189,-1.0909090909090522,sl,1.5,0.2,1.0705,1.06956
CHFJPY,long,2020-02-07 05:05:00-05:00,112.527,112.53649999999999,112.478,112.927,2020-02-07 05:10:00-05:00,112.478,112.4685,-6.799999999998363,-1.1623931623929797,sl,1.5,0.2,112.85,112.716
GBPCHF,long,2020-02-10 03:35:00-05:00,1.25914,1.2592349999999999,1.25828,1.26314,2020-02-10 05:40:00-05:00,1.26314,1.263045,38.10000000000091,3.9895287958123777,tp,1.5,0.2,1.26186,1.2586
GBPCHF,long,2020-02-11 03:30:00-05:00,1.26215,1.262245,1.2612,1.26615,2020-02-11 03:45:00-05:00,1.2612,1.2611050000000001,-11.399999999999189,-1.0909090909090522,sl,1.5,0.2,1.26394,1.26208
AUDCHF,short,2020-02-11 03:50:00-05:00,0.65574,0.6556449999999999,0.6567,0.65174,2020-02-11 06:00:00-05:00,0.65548,0.655575,-0.6999999999990347,-0.06635071090038067,time_stop,1.5,0.2,0.65648,0.65308
GBPNZD,long,2020-02-11 03:50:00-05:00,2.01945,2.019545,2.01828,2.02345,2020-02-11 03:55:00-05:00,2.01828,2.018185,-13.600000000000279,-1.0750988142292102,sl,1.5,0.2,2.02446,2.02061
AUDUSD,short,2020-02-11 04:05:00-05:00,0.67068,0.670585,0.67154,0.66668,2020-02-11 06:00:00-05:00,0.67077,0.670865,2.80000000000058,0.2931937172775356,time_stop,1.5,0.2,0.67104,0.6681
EURNZD,long,2020-02-11 04:10:00-05:00,1.707,1.707095,1.70612,1.711,2020-02-11 04:30:00-05:00,1.70612,1.7060250000000001,-10.699999999999044,-1.0974358974358578,sl,1.5,0.2,1.71064,1.7072
USDCHF,long,2020-02-11 04:25:00-05:00,0.977,0.977095,0.9764200000000001,0.981,2020-02-11 06:00:00-05:00,0.97721,0.977115,0.1999999999990898,0.02962962962949561,time_stop,1.5,0.2,0.97848,0.97738
EURCHF,long,2020-02-11 04:25:00-05:00,1.0662,1.066295,1.06553,1.0702,2020-02-11 06:00:00-05:00,1.0671,1.067005,7.099999999999884,0.9281045751634992,time_stop,1.5,0.2,1.06792,1.0663
AUDCHF,short,2020-02-12 03:40:00-05:00,0.65782,0.6577249999999999,0.65874,0.65382,2020-02-12 06:00:00-05:00,0.65766,0.6577550000000001,0.30000000000196536,0.029556650246496164,time_stop,1.5,0.2,0.657,0.655
NZDUSD,short,2020-02-12 04:05:00-05:00,0.64688,0.6467849999999999,0.64802,0.64288,2020-02-12 06:00:00-05:00,0.64713,0.647225,4.40000000000107,0.3562753036437833,time_stop,1.5,0.2,0.64768,0.64038
EURJPY,long,2020-02-13 03:25:00-05:00,119.446,119.45549999999999,119.335,119.846,2020-02-13 05:05:00-05:00,119.335,119.3255,-12.999999999998124,-1.0788381742737685,sl,1.5,0.2,119.597,119.385
EURCHF,long,2020-02-13 03:35:00-05:00,1.06343,1.063525,1.0625,1.06743,2020-02-13 05:00:00-05:00,1.0625,1.062405,-11.200000000000099,-1.0926829268292206,sl,1.5,0.2,1.06376,1.0628
CHFJPY,long,2020-02-13 03:50:00-05:00,112.4,112.4095,112.298,112.80000000000001,2020-02-13 05:10:00-05:00,112.298,112.28850000000001,-12.09999999999809,-1.0852017937218759,sl,1.5,0.2,112.444,112.324
EURNZD,long,2020-02-13 04:00:00-05:00,1.68437,1.6844649999999999,1.6836200000000001,1.68837,2020-02-13 06:00:00-05:00,1.6845,1.6844050000000002,-0.5999999999972694,-0.07100591715946011,time_stop,1.5,0.2,1.68784,1.68409
NZDCHF,short,2020-02-13 04:10:00-05:00,0.63109,0.630995,0.6317699999999999,0.62709,2020-02-13 05:25:00-05:00,0.630995,0.63109,0.9500000000006725,0.12258064516138183,sl,1.5,0.2,0.63148,0.62988
GBPJPY,long,2020-02-13 04:15:00-05:00,142.352,142.3615,142.25300000000001,142.752,2020-02-13 04:20:00-05:00,142.25300000000001,142.2435,-11.7999999999995,-1.0875576036866674,sl,1.5,0.2,142.545,142.28
GBPCHF,long,2020-02-13 04:15:00-05:00,1.26672,1.266815,1.26586,1.27072,2020-02-13 04:20:00-05:00,1.26586,1.265765,-10.499999999999954,-1.0994764397905261,sl,1.5,0.2,1.268,1.26638
CADCHF,long,2020-02-13 05:15:00-05:00,0.73634,0.7364350000000001,0.7357400000000001,0.74034,2020-02-13 06:00:00-05:00,0.7372,0.7371049999999999,6.699999999998374,0.9640287769781817,time_stop,1.5,0.2,0.73882,0.73737
NZDCAD,short,2020-02-13 05:35:00-05:00,0.85604,0.855945,0.85698,0.85204,2020-02-13 06:00:00-05:00,0.85574,0.855835,-1.0999999999994348,-0.10628019323665953,time_stop,1.5,0.2,0.85536,0.85384
GBPJPY,long,2020-02-14 04:30:00-05:00,143.065,143.0745,142.964,143.465,2020-02-14 05:30:00-05:00,143.0745,143.065,-0.9500000000002728,-0.0859728506787563,sl,1.5,0.2,143.404,143.136
GBPCHF,long,2020-02-14 04:35:00-05:00,1.27807,1.278165,1.27698,1.28207,2020-02-14 06:00:00-05:00,1.27832,1.278225,0.5999999999994898,0.05063291139236237,time_stop,1.5,0.2,1.27886,1.27722
NZDCHF,short,2020-02-14 04:40:00-05:00,0.63118,0.6310849999999999,0.63166,0.62718,2020-02-14 06:00:00-05:00,0.63092,0.6310150000000001,-0.6999999999979245,-0.12173913043439981,time_stop,1.5,0.2,0.63125,0.63004
GBPCHF,long,2020-02-17 05:35:00-05:00,1.27972,1.279815,1.2791,1.28372,2020-02-17 05:40:00-05:00,1.2791,1.279005,-8.099999999999774,-1.1328671328670676,sl,1.5,0.2,1.282,1.28056
CADCHF,long,2020-02-18 03:15:00-05:00,0.7404,0.740495,0.73944,0.7444,2020-02-18 03:25:00-05:00,0.73944,0.7393449999999999,-11.500000000000954,-1.0900473933649903,sl,1.5,0.2,0.74124,0.73978
USDCHF,long,2020-02-18 03:40:00-05:00,0.9807,0.9807950000000001,0.98002,0.9847,2020-02-18 06:00:00-05:00,0.98092,0.980825,0.2999999999986347,0.038709677419174617,time_stop,1.5,0.2,0.98148,0.9803
EURCHF,long,2020-02-18 04:30:00-05:00,1.06206,1.062155,1.06137,1.06606,2020-02-18 06:00:00-05:00,1.06222,1.062125,-0.2999999999997449,-0.03821656050951991,time_stop,1.5,0.2,1.06284,1.06192
CADJPY,long,2020-02-18 05:10:00-05:00,82.72,82.72949999999999,82.646,83.12,2020-02-18 06:00:00-05:00,82.756,82.74650000000001,1.700000000002433,0.20359281437158155,time_stop,1.5,0.2,82.98,82.74
EURJPY,long,2020-02-18 05:20:00-05:00,118.781,118.7905,118.708,119.18100000000001,2020-02-18 05:35:00-05:00,118.7905,118.781,-0.9499999999988518,-0.11515151515138153,sl,1.5,0.2,119.034,118.735
GBPCHF,long,2020-02-19 04:25:00-05:00,1.27723,1.277325,1.27608,1.28123,2020-02-19 05:15:00-05:00,1.277325,1.27723,-0.9499999999995623,-0.07630522088350263,sl,1.5,0.2,1.27852,1.27732
GBPCHF,long,2020-02-20 03:30:00-05:00,1.26879,1.268885,1.26772,1.27279,2020-02-20 03:35:00-05:00,1.26772,1.267625,-12.600000000000389,-1.081545064377639,sl,1.5,0.2,1.27172,1.26862
GBPCHF,long,2020-02-21 03:20:00-05:00,1.26744,1.2675349999999999,1.26626,1.27144,2020-02-21 06:00:00-05:00,1.26846,1.268365,8.300000000001084,0.6509803921569911,time_stop,1.5,0.2,1.26834,1.26675
USDCHF,long,2020-02-21 04:40:00-05:00,0.98138,0.9814750000000001,0.9809,0.98538,2020-02-21 06:00:00-05:00,0.98236,0.9822649999999999,7.899999999998464,1.3739130434777471,time_stop,1.5,0.2,0.98406,0.98306
USDJPY,long,2020-02-24 04:25:00-05:00,111.295,111.30449999999999,111.22999999999999,111.69500000000001,2020-02-24 06:00:00-05:00,111.287,111.27750000000002,-2.69999999999726,-0.36241610738218033,time_stop,1.5,0.2,111.683,111.44
AUDCAD,short,2020-02-24 04:40:00-05:00,0.87625,0.8761549999999999,0.87736,0.87225,2020-02-24 06:00:00-05:00,0.87686,0.876955,8.00000000000134,0.6639004149378029,time_stop,1.5,0.2,0.87703,0.87532
EURJPY,long,2020-02-24 04:40:00-05:00,120.476,120.48549999999999,120.36399999999999,120.876,2020-02-24 04:50:00-05:00,120.36399999999999,120.3545,-13.099999999998602,-1.0781893004114298,sl,1.5,0.2,121.068,120.61
NZDCAD,short,2020-02-24 04:40:00-05:00,0.83953,0.8394349999999999,0.8406,0.83553,2020-02-24 06:00:00-05:00,0.84016,0.8402550000000001,8.20000000000154,0.7038626609442882,time_stop,1.5,0.2,0.83912,0.83748
CHFJPY,long,2020-02-25 03:45:00-05:00,113.058,113.0675,113.00099999999999,113.45800000000001,2020-02-25 04:10:00-05:00,113.00099999999999,112.9915,-7.599999999999341,-1.1428571428569596,sl,1.5,0.2,113.356,113.095
USDCHF,long,2020-02-25 04:30:00-05:00,0.97768,0.9777750000000001,0.97674,0.98168,2020-02-25 06:00:00-05:00,0.97856,0.9784649999999999,6.899999999998574,0.6666666666665236,time_stop,1.5,0.2,0.98049,0.97828
EURCHF,long,2020-02-25 06:00:00-05:00,1.06074,1.060835,1.05976,1.06474,2020-02-25 06:05:00-05:00,1.0602,1.060105,-7.299999999998974,-0.6790697674418047,time_stop,1.5,0.2,1.06353,1.06277
CADCHF,long,2020-02-26 04:00:00-05:00,0.73232,0.732415,0.73166,0.73632,2020-02-26 04:05:00-05:00,0.73166,0.7315649999999999,-8.500000000001284,-1.1258278145696152,sl,1.5,0.2,0.73634,0.73382
EURCHF,long,2020-02-26 04:20:00-05:00,1.0606,1.060695,1.0599,1.0646,2020-02-26 06:00:00-05:00,1.06123,1.061135,4.3999999999999595,0.5534591194969344,time_stop,1.5,0.2,1.06234,1.06056
USDJPY,long,2020-02-27 03:45:00-05:00,109.938,109.94749999999999,109.838,110.33800000000001,2020-02-27 06:00:00-05:00,110.046,110.03650000000002,8.900000000002706,0.812785388128123,time_stop,1.5,0.2,110.404,109.998
AUDUSD,short,2020-02-27 03:45:00-05:00,0.65698,0.6568849999999999,0.65748,0.65298,2020-02-27 03:55:00-05:00,0.65748,0.657575,6.900000000000794,1.1596638655463283,sl,1.5,0.2,0.65612,0.65438
EURNZD,long,2020-02-27 05:25:00-05:00,1.72918,1.729275,1.728,1.73318,2020-02-27 06:00:00-05:00,1.73116,1.731065,17.900000000001803,1.403921568627686,time_stop,1.5,0.2,1.73464,1.73014
GBPCHF,long,2020-02-27 05:35:00-05:00,1.25178,1.2518749999999998,1.25074,1.25578,2020-02-27 05:45:00-05:00,1.25074,1.250645,-12.299999999998423,-1.0837004405286041,sl,1.5,0.2,1.26045,1.25794
CADJPY,long,2020-02-28 03:45:00-05:00,80.918,80.9275,80.83,81.31800000000001,2020-02-28 03:50:00-05:00,80.83,80.82050000000001,-10.69999999999851,-1.0974358974357832,sl,1.5,0.2,81.918,80.972
USDCHF,long,2020-03-02 05:20:00-05:00,0.96144,0.961535,0.96066,0.96544,2020-03-02 05:50:00-05:00,0.96066,0.9605649999999999,-9.700000000001374,-1.1085714285714967,sl,1.5,0.2,0.96551,0.96214
USDCHF,long,2020-03-03 05:25:00-05:00,0.95726,0.9573550000000001,0.9566,0.96126,2020-03-03 06:00:00-05:00,0.95822,0.9581249999999999,7.699999999998264,1.0198675496685616,time_stop,1.5,0.2,0.95972,0.95734
GBPAUD,long,2020-03-04 03:45:00-05:00,1.93596,1.9360549999999999,1.93508,1.93996,2020-03-04 03:50:00-05:00,1.93508,1.934985,-10.699999999999044,-1.0974358974358578,sl,1.5,0.2,1.9475,1.93838
AUDUSD,short,2020-03-04 05:35:00-05:00,0.6615,0.6614049999999999,0.66257,0.6575,2020-03-04 06:00:00-05:00,0.66138,0.661475,0.7000000000012552,0.060085836909974724,time_stop,1.5,0.2,0.66152,0.65832
AUDCHF,short,2020-03-05 03:20:00-05:00,0.63346,0.633365,0.63441,0.62946,2020-03-05 06:00:00-05:00,0.63148,0.6315750000000001,-17.89999999999847,-1.7129186602868143,time_stop,1.5,0.2,0.63411,0.63184
EURCHF,long,2020-03-05 03:35:00-05:00,1.06403,1.064125,1.06339,1.06803,2020-03-05 06:00:00-05:00,1.0643,1.064205,0.8000000000008001,0.10884353741508518,time_stop,1.5,0.2,1.0657,1.0646
CHFJPY,long,2020-03-05 03:45:00-05:00,112.232,112.24149999999999,112.124,112.632,2020-03-05 04:05:00-05:00,112.124,112.1145,-12.699999999998113,-1.0808510638296946,sl,1.5,0.2,112.594,112.175
USDJPY,long,2020-03-05 04:15:00-05:00,107.088,107.09749999999998,107.0,107.488,2020-03-05 04:25:00-05:00,107.0,106.99050000000001,-10.69999999999709,-1.0974358974357972,sl,1.5,0.2,107.718,107.264
EURJPY,long,2020-03-05 04:15:00-05:00,119.284,119.2935,119.17899999999999,119.68400000000001,2020-03-05 05:55:00-05:00,119.2935,119.284,-0.9499999999988518,-0.08296943231430534,sl,1.5,0.2,119.98,119.484
NZDCHF,short,2020-03-05 04:25:00-05:00,0.60278,0.6026849999999999,0.6036,0.59878,2020-03-05 06:00:00-05:00,0.60306,0.6031550000000001,4.700000000001925,0.5136612021859409,time_stop,1.5,0.2,0.60276,0.60058
USDCHF,long,2020-03-05 05:05:00-05:00,0.95314,0.953235,0.95216,0.95714,2020-03-05 06:00:00-05:00,0.95338,0.9532849999999999,0.4999999999988347,0.04651162790686626,time_stop,1.5,0.2,0.95665,0.9557
AUDUSD,short,2020-03-05 05:45:00-05:00,0.66272,0.6626249999999999,0.66378,0.65872,2020-03-05 06:00:00-05:00,0.66236,0.662455,-1.6999999999989246,-0.14718614718603776,time_stop,1.5,0.2,0.66282,0.66074
CHFJPY,long,2020-03-06 05:15:00-05:00,112.047,112.05649999999999,111.946,112.447,2020-03-06 05:20:00-05:00,111.946,111.93650000000001,-11.999999999997613,-1.0859728506786388,sl,1.5,0.2,112.381,112.002
EURCHF,long,2020-03-10 05:10:00-04:00,1.05852,1.0586149999999999,1.05752,1.06252,2020-03-10 06:00:00-04:00,1.05907,1.058975,3.60000000000138,0.32876712328784347,time_stop,1.5,0.2,1.0621,1.05786
NZDCAD,short,2020-03-11 03:25:00-04:00,0.86378,0.8636849999999999,0.86452,0.85978,2020-03-11 03:30:00-04:00,0.86452,0.864615,9.300000000000974,1.1137724550898969,sl,1.5,0.2,0.86338,0.85882
NZDUSD,short,2020-03-11 03:50:00-04:00,0.63114,0.631045,0.63172,0.62714,2020-03-11 04:10:00-04:00,0.63172,0.631815,7.700000000000484,1.1407407407408443,sl,1.5,0.2,0.62931,0.62588
NZDCHF,short,2020-03-11 04:05:00-04:00,0.58968,0.5895849999999999,0.59082,0.58568,2020-03-11 04:10:00-04:00,0.59082,0.5909150000000001,13.300000000001644,1.0769230769231253,sl,1.5,0.2,0.58936,0.58616
NZDJPY,short,2020-03-11 04:05:00-04:00,66.24,66.2305,66.358,65.83999999999999,2020-03-11 04:10:00-04:00,66.358,66.36749999999999,13.699999999998624,1.07450980392148,sl,1.5,0.2,66.018,65.602
EURCHF,long,2020-03-11 04:20:00-04:00,1.05916,1.059255,1.0581800000000001,1.06316,2020-03-11 04:25:00-04:00,1.0581800000000001,1.0580850000000002,-11.699999999998933,-1.0883720930232204,sl,1.5,0.2,1.06099,1.05954
