rule_id,base_rule_id,runner_fraction,final_equity_adr,runner_realized_contribution_adr,runner_unrealized_contribution_adr,total_result_excluding_runner_contribution_adr,runner_total_marked_contribution_adr,runner_mfe_adr,runner_mae_adr,runner_win_rate_proxy,runner_average_holding_time_hours,runner_max_holding_time_hours,final_reset_partial_close_count,runner_flip_close_count,runner_sample_end_open_count,no_new_fills_after_final_reset_proof,pair_terminal_state_after_final_reset_proof,harvest_loss_vs_base_adr,right_tail_loss_vs_base_adr,interpretation,content_hash
PAIR_TWO_SIDED_GRID_T075_S020_L3_FINAL_RESET_RUNNER_025,PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,0.25,2254.07738,1525.226554,-103.027711,1396.60977,857.46761,,,0.966306,,,831,803,28,Gate 78 runner cycles are terminal runner-only cycles; Gate 78A did not alter replay semantics.,Gate 78 pair final-reset runner rows stop new pair cycles for the rest of the week after the terminal runner is created.,11664.842442,5336.166899,runner improved selected surface-risk terms but did not beat T100/L3 on institutional MTM scorecard,AE227533558CB4D78AB45E74F2ED8360900556EEE3A5E77F8BE08B68AD1F7663
PAIR_TWO_SIDED_GRID_T075_S020_L3_FINAL_RESET_RUNNER_050,PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,0.5,2923.668101,2297.750505,-205.960941,1208.430334,1715.237767,,,0.966306,,,831,803,28,Gate 78 runner cycles are terminal runner-only cycles; Gate 78A did not alter replay semantics.,Gate 78 pair final-reset runner rows stop new pair cycles for the rest of the week after the terminal runner is created.,10892.318491,4601.571648,runner improved selected surface-risk terms but did not beat T100/L3 on institutional MTM scorecard,F18B69CC389E78590791F1079053047627C6D83A3D9CDDA2A071736ABF122EC8
PAIR_TWO_SIDED_GRID_T100_S020_L3_FINAL_RESET_RUNNER_025,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,0.25,2057.524025,1607.059318,-121.621639,1240.753777,816.770248,,,0.965649,,,786,759,27,Gate 78 runner cycles are terminal runner-only cycles; Gate 78A did not alter replay semantics.,Gate 78 pair final-reset runner rows stop new pair cycles for the rest of the week after the terminal runner is created.,13942.715413,6652.108689,runner improved selected surface-risk terms but did not beat T100/L3 on institutional MTM scorecard,0B0CB2A56E0EBDD2832E8D21F07DDB1E7AACE191778BB47FB3B1C500E1917AF9
PAIR_TWO_SIDED_GRID_T100_S020_L3_FINAL_RESET_RUNNER_050,PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,0.5,2651.238026,2322.467428,-243.315748,1017.831819,1633.406207,,,0.965649,,,786,759,27,Gate 78 runner cycles are terminal runner-only cycles; Gate 78A did not alter replay semantics.,Gate 78 pair final-reset runner rows stop new pair cycles for the rest of the week after the terminal runner is created.,13227.307303,5933.544621,runner improved selected surface-risk terms but did not beat T100/L3 on institutional MTM scorecard,30A6E596D19E1AB0ED4406AD9891831405724C8CAD78DB3713FEFAB8D816C128
PAIR_TWO_SIDED_GRID_T125_S020_L3_FINAL_RESET_RUNNER_025,PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,0.25,-281.902214,1850.446211,-98.236065,-1238.68955,956.787336,,,0.966398,,,744,719,25,Gate 78 runner cycles are terminal runner-only cycles; Gate 78A did not alter replay semantics.,Gate 78 pair final-reset runner rows stop new pair cycles for the rest of the week after the terminal runner is created.,14551.037127,7670.472357,runner improved selected surface-risk terms but did not beat T100/L3 on institutional MTM scorecard,968E69BA6861C005CA2F3D5ACE82D0B1CCA3D56DC8096C8985D90D73C1D4ADDA
PAIR_TWO_SIDED_GRID_T125_S020_L3_FINAL_RESET_RUNNER_050,PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,0.5,409.620619,2640.183009,-196.45003,-1503.781295,1913.401914,,,0.966398,,,744,719,25,Gate 78 runner cycles are terminal runner-only cycles; Gate 78A did not alter replay semantics.,Gate 78 pair final-reset runner rows stop new pair cycles for the rest of the week after the terminal runner is created.,13761.300329,6808.182977,runner improved selected surface-risk terms but did not beat T100/L3 on institutional MTM scorecard,4F310E2E4A25F5181325AC97BA6AA1D528DC96ACE3C08E174E2C92F04EA7EB4F
PAIR_TWO_SIDED_GRID_T075_S020_L3_FINAL_RESET_RUNNER_050_ACCOUNT_EMERGENCY_SL_3ADR,PAIR_TWO_SIDED_GRID_T075_S020_L3_FINAL_RESET_RUNNER_050,0.5,296.337801,1015.119391,0,-264.997122,561.334923,,,1,,,1076,120,0,Gate 78 runner cycles are terminal runner-only cycles; Gate 78A did not alter replay semantics.,Gate 78 pair final-reset runner rows stop new pair cycles for the rest of the week after the terminal runner is created.,,,runner improved selected surface-risk terms but did not beat T100/L3 on institutional MTM scorecard,4C707DB1D3A81F62C222589A3755D39F627BA2D45E7B9128F50E39257BCF67D0
PAIR_TWO_SIDED_GRID_T075_S020_L3_FINAL_RESET_RUNNER_050_ACCOUNT_EMERGENCY_SL_5ADR,PAIR_TWO_SIDED_GRID_T075_S020_L3_FINAL_RESET_RUNNER_050,0.5,81.829163,1250.626374,0,-540.516612,622.345775,,,1,,,1491,108,0,Gate 78 runner cycles are terminal runner-only cycles; Gate 78A did not alter replay semantics.,Gate 78 pair final-reset runner rows stop new pair cycles for the rest of the week after the terminal runner is created.,,,runner improved selected surface-risk terms but did not beat T100/L3 on institutional MTM scorecard,CE45204F28BC985FDA8C948368094DFDBDE3341CE82C6AE1413CE0410E606948
