"Terminal","ProfileName","SourcePath","TargetPath","SourceHash","TargetHash","Status"
"14275","LimniPortfolioEA.set","C:\Users\User\Documents\GitHub\limni-website\automation\mt5\tester-presets\limni-portfolio-revma-fx28-fast-smoke.set","C:\Users\User\AppData\Roaming\MetaQuotes\Terminal\14275C4F9441C73E9E6547075C33FE6C\MQL5\Profiles\Tester\LimniPortfolioEA.set","53758F66F435BF4E5E48F77E83106C87D01DACC79DD7AC7F6FDE61616D7B9C76","53758F66F435BF4E5E48F77E83106C87D01DACC79DD7AC7F6FDE61616D7B9C76","MATCH"
"94497","LimniPortfolioEA.set","C:\Users\User\Documents\GitHub\limni-website\automation\mt5\tester-presets\limni-portfolio-revma-fx28-fast-smoke.set","C:\Users\User\AppData\Roaming\MetaQuotes\Terminal\94497F60A2BFEA1AFAB110FCF3E331BB\MQL5\Profiles\Tester\LimniPortfolioEA.set","53758F66F435BF4E5E48F77E83106C87D01DACC79DD7AC7F6FDE61616D7B9C76","53758F66F435BF4E5E48F77E83106C87D01DACC79DD7AC7F6FDE61616D7B9C76","MATCH"
