"Terminal","ProfileName","SourcePath","TargetPath","SourceHash","TargetHash","Status"
"14275","LimniPortfolioEA.set","C:\Users\User\Documents\GitHub\limni-website\automation\mt5\tester-presets\limni-portfolio-revma-gate107cr-validation.set","C:\Users\User\AppData\Roaming\MetaQuotes\Terminal\14275C4F9441C73E9E6547075C33FE6C\MQL5\Profiles\Tester\LimniPortfolioEA.set","F93B0A96FBD9662192842905188F7443A1C9CE1AA05509465B8F23C2F491D276","F93B0A96FBD9662192842905188F7443A1C9CE1AA05509465B8F23C2F491D276","MATCH"
"94497","LimniPortfolioEA.set","C:\Users\User\Documents\GitHub\limni-website\automation\mt5\tester-presets\limni-portfolio-revma-gate107cr-validation.set","C:\Users\User\AppData\Roaming\MetaQuotes\Terminal\94497F60A2BFEA1AFAB110FCF3E331BB\MQL5\Profiles\Tester\LimniPortfolioEA.set","F93B0A96FBD9662192842905188F7443A1C9CE1AA05509465B8F23C2F491D276","F93B0A96FBD9662192842905188F7443A1C9CE1AA05509465B8F23C2F491D276","MATCH"
