"Terminal","ProfileName","SourcePath","TargetPath","SourceHash","TargetHash","Status"
"14275","LimniPortfolioEA.set","C:\Users\User\Documents\GitHub\limni-website\automation\mt5\tester-presets\limni-portfolio-revma-fx28-fast-smoke.set","C:\Users\User\AppData\Roaming\MetaQuotes\Terminal\14275C4F9441C73E9E6547075C33FE6C\MQL5\Profiles\Tester\LimniPortfolioEA.set","91E10207FA4D5DADB6E355F4A71515348095730A5AA3575FC8E31D4278002A99","91E10207FA4D5DADB6E355F4A71515348095730A5AA3575FC8E31D4278002A99","MATCH"
"94497","LimniPortfolioEA.set","C:\Users\User\Documents\GitHub\limni-website\automation\mt5\tester-presets\limni-portfolio-revma-fx28-fast-smoke.set","C:\Users\User\AppData\Roaming\MetaQuotes\Terminal\94497F60A2BFEA1AFAB110FCF3E331BB\MQL5\Profiles\Tester\LimniPortfolioEA.set","91E10207FA4D5DADB6E355F4A71515348095730A5AA3575FC8E31D4278002A99","91E10207FA4D5DADB6E355F4A71515348095730A5AA3575FC8E31D4278002A99","MATCH"
