rule_id,rule_family,base_rule_id,flip_policy,close_reason_bucket,event_count,adr,loss_adr,win_count,loss_count,median_event_adr,worst_event_adr,average_age_hours,content_hash
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,terminal_reset_limit_close,5070,5698.938595,0,5070,0,1.044309,0,19.447045,E1692C572693DD270A030E1EA70D822A4FE5D30DC21C698AFB580D6CD28B22ED
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,candidate_b_flip_close,402,-6233.035336,-6297.282489,58,344,-4.091098,-621.509684,229.098051,002DB8F947EFA9308B0DF6EF6C46C885450332FB8885D98B8B9070DC3DED16C8
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,data_end_open_inventory,19,-2351.084511,-2351.309915,1,18,-12.004464,-2073.0693,698.388596,05F8C74A53393F199EE893F2DFE229F6EF7643BB5AEDA1FECD9C138AE777B7FA
PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,target_reset_close,13141,18963.880557,0,13141,0,1.310424,0,85.527734,21DE249E2F9C688554F7CA3E83C2366BA0E43A1C9F25FFF83B4E4E6A80A32782
PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,terminal_reset_limit_close,4077,5679.357619,0,4077,0,1.30544,0,20.591411,A4322EC5688952760FCE915A00E00AF3DE98B18F41DE60D011C898AC85C7BF96
PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,candidate_b_flip_close,495,-7157.774507,-7245.973831,82,413,-3.835462,-628.671368,240.270539,DEEEFF1D9570DA161B0108D590F6849734F72E9C7F412BF097BE9FDE2F2BE0B9
PAIR_TWO_SIDED_GRID_T125_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,,current_forced_flip_close,data_end_open_inventory,23,-4467.300235,-4469.172912,4,19,-12.004464,-3119.377621,843.47971,914706E81B7F8940D7B2C3C5DAE45951923E76CCF24F6B131EC56B153217BFE5
PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP,warehouse_losing_flip_no_new_fills,target_reset_close,28300,24983.633059,0,28300,0,0.782799,0,55.062488,2E59350E64DCD8DC4F24F59C6EF21608F574B4D65CE9AA8ACB920BD8F4508A38
PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP,warehouse_losing_flip_no_new_fills,warehouse_hard_loss,239,-10947.92477,-10947.92477,0,239,-16.440704,-1316.089692,556.031939,7EB50984E2DE09086D16D53152F06E9F0C35A960DE2F58B2F494D785DB072A2A
PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP,warehouse_losing_flip_no_new_fills,warehouse_recovery,371,34.68273,0,369,0,0.037043,0,149.98513,57470F65867E39FECCCE61B8377F2FC5DF4031988D0002F8F1B9FF8E42FF0466
PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP,warehouse_losing_flip_no_new_fills,candidate_b_flip_close,286,213.630541,0,286,0,0.420227,0,79.548718,3B5DB6A470190AACB7D09A40D0FEABE686E8887C30B0F6CB579D20C5F1008152
PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP,warehouse_losing_flip_no_new_fills,warehouse_expiry,6,-42.063622,-42.063622,0,6,-6.800278,-9.349883,2253.816667,563627EB8FA09229D0799574662A573FA2CEC3CC5EF604BFE27AC531E6D33D71
PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP,warehouse_losing_flip_no_new_fills,data_end_open_inventory,28,-4480.156606,-4481.135481,4,24,-3.062041,-3099.046979,709.991071,3460BBB79EFF77BBC90C737E5A3D7C0FAF016E8C34B3CDAB04338BC7D84F83E0
PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP__FLIP_GRACE_1W,flip_counterfactual,PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP,grace_window_losing_flip_no_new_fills,target_reset_close,28300,24983.633059,0,28300,0,0.782799,0,55.062488,0C62AFF4EED1D1DEA9F31466DC93950E3FDCB967FC854E2073F9468F527EEC63
PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP__FLIP_GRACE_1W,flip_counterfactual,PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP,grace_window_losing_flip_no_new_fills,grace_expiry,219,-9852.269725,-9852.269725,0,219,-19.585657,-1212.812518,638.338813,DC222BB1DE863948E4AA131CC9BBB6BD60C6C06CF2C4335151D1315F94BA5A68
PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP__FLIP_GRACE_1W,flip_counterfactual,PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP,grace_window_losing_flip_no_new_fills,warehouse_recovery,397,57.389019,0,395,0,0.041726,0,148.803359,F3EACED9C82A23961B92CE4DDB30A126379532596F81E1E227DD6E690091F345
PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP__FLIP_GRACE_1W,flip_counterfactual,PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP,grace_window_losing_flip_no_new_fills,candidate_b_flip_close,286,213.630541,0,286,0,0.420227,0,79.548718,F0F3DB8A583E420BC56E4B2B9E66C6BEDA62FF82F8A565384EC478F6C5F02838
PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP__FLIP_GRACE_1W,flip_counterfactual,PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP,grace_window_losing_flip_no_new_fills,data_end_open_inventory,28,-4480.156606,-4481.135481,4,24,-3.062041,-3099.046979,709.991071,20ED27DA54943F9D60F66C892F50E0E42DA66972DEDA870BB436FD4B3A96051B
PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP,close_small_loss_warehouse_large_loss,target_reset_close,28300,24983.633059,0,28300,0,0.782799,0,55.062488,87A1C490450FBFBC3AA69A85DC4753D9234931268892E2A7EA1F96C22B2E7437
PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP,close_small_loss_warehouse_large_loss,warehouse_hard_loss,222,-10691.648924,-10691.648924,0,222,-17.726933,-1316.089692,537.969069,4C3F3518C370A9A76E2EAC57E372F2C6B8AFF7611E6C34C700CF205A4BE97B3D
PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP,close_small_loss_warehouse_large_loss,warehouse_recovery,78,18.386757,0,78,0,0.075921,0,208.379487,648B332F48643E0B2B7851319CF39742805A9E6A5DDB264AF09CCA3994272137
PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP,close_small_loss_warehouse_large_loss,candidate_b_flip_close,602,-97.364677,-310.995218,286,316,-0.043305,-2.978452,83.766639,6E248BCAEA2A435BD6CC17C12D5F0B09AC9A606A14ABB0C2413A262B9A7AB213
PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP,close_small_loss_warehouse_large_loss,data_end_open_inventory,28,-4480.156606,-4481.135481,4,24,-3.062041,-3099.046979,709.991071,4981DC2EF70128CCC487EC8428414D5E9569B386B167A3F19C3D379E88305807
PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP__NO_FLIP_FORCE_DIAGNOSTIC,flip_counterfactual,PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP,no_flip_force_no_new_fills,target_reset_close,28300,24983.633059,0,28300,0,0.782799,0,55.062488,BF08AA47535AE15E6BB6E530D56C3C5FA479F64A20939016747061AFF24F4F6E
PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP__NO_FLIP_FORCE_DIAGNOSTIC,flip_counterfactual,PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP,no_flip_force_no_new_fills,warehouse_recovery,585,113.775316,0,583,0,0.057631,0,1014.422536,0CD87ECE94D4FF567589C47F4E5464EB88720C727CBD1B2886CCF09FF52AE719
PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP__NO_FLIP_FORCE_DIAGNOSTIC,flip_counterfactual,PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP,no_flip_force_no_new_fills,candidate_b_flip_close,286,213.630541,0,286,0,0.420227,0,79.548718,C6DEB8A25475B2D1B793FD8BC6C7E7955F2CF53B4A1B80571B4078A490338424
PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP__NO_FLIP_FORCE_DIAGNOSTIC,flip_counterfactual,PAIR_NET_GRID_CYCLE_TARGET_075_SPACING_020_RESTART_UNTIL_FLIP,no_flip_force_no_new_fills,data_end_open_inventory,59,-13535.973914,-13536.952789,4,55,-42.241724,-3099.046979,9516.585028,2CB262725935CEAD3FA20DF539FA76E63154DF4689132590FDFC4F7660528190
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,warehouse_losing_flip_no_new_fills,target_reset_close,18703,32434.879613,0,18703,0,1.566357,0,80.81217,45B54A81883994223171E74106E4281560F735EB6375C6FF69F269586A705F92
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,warehouse_losing_flip_no_new_fills,warehouse_hard_loss,305,-14775.209056,-14775.209056,0,305,-16.995972,-1334.052716,573.445137,093C3666EC6EACFFDAA6F926166B907912B9A32C5A56180F97BC71FD9BDA2D6D
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,warehouse_losing_flip_no_new_fills,candidate_b_flip_close,223,246.359359,0,223,0,0.627277,0,83.16846,1508D25AEC0A6F822A44DCD2C4FC1924681CDD764416DC12F5FBCAD783DEB6EB
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,warehouse_losing_flip_no_new_fills,warehouse_recovery,372,33.616387,0,372,0,0.047151,0,169.445699,EFD7BD735B4ABC38AF6DEDC2EC712A3B33906E0BD87BB00F69B529306E2ED501
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,warehouse_losing_flip_no_new_fills,data_end_open_inventory,28,-5716.628824,-5718.248238,4,24,-5.981555,-3088.881635,832.222024,ECFAA20E38E64E1AF3B172FB1388B8D21F60BECEBB0676187A809C58DAE73666
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,warehouse_losing_flip_no_new_fills,warehouse_expiry,2,-16.743401,-16.743401,0,2,-8.3717,-11.802574,2243.9,5C40031E34C4B9A120198D6DB9F73C60DDB8DC2EA782E5099033F1AECE35295E
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP__FLIP_GRACE_1W,flip_counterfactual,PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,grace_window_losing_flip_no_new_fills,target_reset_close,18703,32434.879613,0,18703,0,1.566357,0,80.81217,89BF1156671F871BE737BC16A535FD2F21A9186C5F5543C3643E587EAC9A859F
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP__FLIP_GRACE_1W,flip_counterfactual,PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,grace_window_losing_flip_no_new_fills,grace_expiry,265,-13735.884341,-13735.884341,0,265,-22.987588,-1229.973457,677.747862,4D34780673B9FF3928D8C937F78E286ADB123F19A48412BEBED08AE5B3F37820
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP__FLIP_GRACE_1W,flip_counterfactual,PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,grace_window_losing_flip_no_new_fills,warehouse_recovery,414,64.715483,0,414,0,0.055097,0,184.368438,93FD2303C5CDBBDF31785B6E3B9DDADA21C08A82B84FBC430F398360C5E29ABE
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP__FLIP_GRACE_1W,flip_counterfactual,PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,grace_window_losing_flip_no_new_fills,candidate_b_flip_close,223,246.359359,0,223,0,0.627277,0,83.16846,EE7581402CB5605A2DA333A5BF8A586ED48B83B242738243EF74696C109CDB74
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP__FLIP_GRACE_1W,flip_counterfactual,PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,grace_window_losing_flip_no_new_fills,data_end_open_inventory,28,-5716.628824,-5718.248238,4,24,-5.981555,-3088.881635,832.222024,52EFBB1CE1E6E0BB98F06CDFE7974078B387ED8733C013955BE160972E8BFB08
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,close_small_loss_warehouse_large_loss,target_reset_close,18703,32434.879613,0,18703,0,1.566357,0,80.81217,0DABBDF81C537019E6721AFD70D6E5C5B86CC04A5DA0B02F447607C2990E916B
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,close_small_loss_warehouse_large_loss,warehouse_hard_loss,285,-14473.403002,-14473.403002,0,285,-18.374281,-1334.052716,560.896842,7C738574F7123BF2C1BD44456BA6915EE1C5728A7C14892582131250E74A16B5
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,close_small_loss_warehouse_large_loss,candidate_b_flip_close,504,-61.118035,-307.477394,223,281,-0.121211,-2.968174,92.354134,AE067C65B143555730ECA10F46F6AF9B3BB0C7FB991E9E9ED899AF8BB4607EB5
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,close_small_loss_warehouse_large_loss,warehouse_recovery,113,19.069772,0,113,0,0.084486,0,212.925959,5DF96120A5C725D746F9D875B2DA8F05BA60B845DF50ECCFF10FF74F96205DB8
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP__FLIP_CLOSE_SMALL_LOSS_WAREHOUSE_GT3ADR,flip_counterfactual,PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,close_small_loss_warehouse_large_loss,data_end_open_inventory,28,-5716.628824,-5718.248238,4,24,-5.981555,-3088.881635,832.222024,940B23B8425166B2340CF93477B418712718CBC6102C0E49580A55DC90AE4439
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP__NO_FLIP_FORCE_DIAGNOSTIC,flip_counterfactual,PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,no_flip_force_no_new_fills,target_reset_close,18703,32434.879613,0,18703,0,1.566357,0,80.81217,B7FB568A1BF8DFFBAD330D5747786950D345F19136F9A35FB3D5100DCC1831A5
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP__NO_FLIP_FORCE_DIAGNOSTIC,flip_counterfactual,PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,no_flip_force_no_new_fills,warehouse_recovery,640,154.683355,0,640,0,0.071117,0,1230.407656,136D8E6A9138D8410AD004E0C7346BFA6C2CDFFE719AADF525EB869A1B63BEE0
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP__NO_FLIP_FORCE_DIAGNOSTIC,flip_counterfactual,PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,no_flip_force_no_new_fills,candidate_b_flip_close,223,246.359359,0,223,0,0.627277,0,83.16846,6C041A116DA511020493CFF6C137A0F1F688620D45C53E74BA9C7E4F0A41F850
PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP__NO_FLIP_FORCE_DIAGNOSTIC,flip_counterfactual,PAIR_TWO_SIDED_GRID_TARGET_150_SPACING_020_RESTART_UNTIL_FLIP,no_flip_force_no_new_fills,data_end_open_inventory,67,-19032.76638,-19034.385794,4,63,-73.643255,-3088.881635,10970.718159,9D60662A9A7A18FF7516B616581940F09D19893CC101347D80A9D24A07F3457A
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK,warehouse_losing_flip_no_new_fills,target_reset_close,8590,7722.972214,0,8590,0,0.792461,0,67.898855,F565E2C32CEF0D2845B3C3FAB73D88C45B1E039094E8C8E04299C07A50B05641
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK,warehouse_losing_flip_no_new_fills,terminal_reset_limit_close,7685,6557.212511,0,7685,0,0.791236,0,19.822462,36E462660744D09B1F005C6FCCA9DF57BB8ED092E4EC0B1AF69DAC6F615DEE0E
PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK__FLIP_LOSER_WAREHOUSE,flip_counterfactual,PAIR_TWO_SIDED_GRID_T075_S020_STOP_AFTER_2_PAIR_RESETS_WEEK,warehouse_losing_flip_no_new_fills,warehouse_recovery,58,9.048957,0,58,0,0.067581,0,266.180747,ECB93541B029DBCDC2E93CD6FDD70D6C099FF003CDD6470D520095D4A65BD778
