rule_id,target_return_percent_7y,current_scale_percent_7y,target_max_drawdown_percent,required_adr_return_at_same_scale,current_final_equity_adr,current_adr_return_gap,leverage_multiple_to_target_if_linear,current_max_drawdown_adr,linearly_scaled_drawdown_adr_to_target,leverage_read,content_hash
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,700,69,30,139726.084562,13772.999764,125953.084798,10.144928,-1989.442654,-20182.752485,leverage_alone_would_scale_tail_risk_materially,B5D7C029ED4376D433BFF8D0053A8481F96F9993FCAF36D1EADF840D2198BB7B
