variant_id,activation_rule_id,protection_mode,group_type,group_key,close_event_count,win_count,loss_count,flat_count,win_pct,total_realized_pnl_adr,adr_normalized_return_pct,avg_realized_pnl_adr,total_realized_market_pct,avg_realized_market_pct,net_usd,account_return_pct,gross_profit_usd,gross_loss_abs_usd,profit_factor,avg_mfe_adr,avg_mae_adr_abs,avg_mfe_market_pct,avg_mae_market_pct_abs,mfe_1q_hit_count,mfe_2q_hit_count,mfe_3q_hit_count,mfe_1q_hit_pct,mfe_2q_hit_pct,mfe_3q_hit_pct,mae_1q_hit_count,mae_2q_hit_count,mae_3q_hit_count,mae_1q_hit_pct,mae_2q_hit_pct,mae_3q_hit_pct,target_close_net_usd,session_flatten_close_net_usd,session_flatten_account_return_pct,content_hash
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_HORIZON,triangle_formulaic_directionless_geometry_v2_floorpin_horizon,baseline,close_reason,session_flatten,3,1,2,0,33.33,-1.048737,-1.048737,-0.349579,-0.745199,-0.2484,-5.79,-0.057946,0.09,5.89,0.01589,0.01945,0.407364,0.013821,0.28946,0,0,0,0,0,0,2,2,1,66.67,66.67,33.33,0,-5.79,-0.057946,D483D297CB0EC3820D51CE07A1E57CD9647A8F92CFB3928C6CEE32EB51C997D0
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_HORIZON,triangle_formulaic_directionless_geometry_v2_floorpin_horizon,baseline,close_reason,target,13,13,0,0,100,2.912114,2.912114,0.224009,2.069256,0.159174,13.73,0.137338,13.73,0,Infinity,0.224009,0.078409,0.159174,0.055715,9,6,6,69.23,46.15,46.15,5,2,2,38.46,15.38,15.38,13.73,0,0,DBCC16B16838B0428954F11724168FFD178443E1AD1236447400DB84CC1E01CA
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_HORIZON,triangle_formulaic_directionless_geometry_v2_floorpin_horizon,baseline,pair,AUDCHF,16,14,2,0,87.5,1.863377,1.863377,0.116461,1.324057,0.082754,7.94,0.079393,13.83,5.89,2.348348,0.185654,0.140088,0.13192,0.099542,9,6,6,56.25,37.5,37.5,7,4,3,43.75,25,18.75,13.73,-5.79,-0.057946,ACB97D9BFCA96EB87E00B8710E2E258C9024CB7645C06FA21C2AA42BE744EEB0
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_HORIZON,triangle_formulaic_directionless_geometry_v2_floorpin_horizon,baseline,pair_side,AUDCHF_LONG,6,6,0,0,100,1.301048,1.301048,0.216841,0.924484,0.154081,6.07,0.060721,6.07,0,Infinity,0.217813,0.078394,0.154771,0.055704,3,2,2,50,33.33,33.33,2,1,1,33.33,16.67,16.67,5.98,0.09,0.000936,109BDD9D8AE7BF9408D7C77EADCFA1E5D8F5CFE0B77EBDB81AD6A708B81F899E
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_HORIZON,triangle_formulaic_directionless_geometry_v2_floorpin_horizon,baseline,pair_side,AUDCHF_SHORT,10,8,2,0,80,0.562329,0.562329,0.056233,0.399573,0.039957,1.87,0.018672,7.76,5.89,1.317112,0.166359,0.177104,0.118209,0.125845,6,4,4,60,40,40,5,3,2,50,30,20,7.76,-5.89,-0.058881,9387DF7D1F6B5124D86DC32F7DFB96823DF8362AAA8C61DF45A16FBD37B6B3B4
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_HORIZON,triangle_formulaic_directionless_geometry_v2_floorpin_horizon,baseline,strategy_class,formulaic_directionless_geometry_v2_floorpin_horizon,16,14,2,0,87.5,1.863377,1.863377,0.116461,1.324057,0.082754,7.94,0.079393,13.83,5.89,2.348348,0.185654,0.140088,0.13192,0.099542,9,6,6,56.25,37.5,37.5,7,4,3,43.75,25,18.75,13.73,-5.79,-0.057946,A16C69356DE2D7190915FBAB4DDA7D78045420E06584C480D66E6F64143BA207
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_HORIZON_SOLVENCY,triangle_formulaic_directionless_geometry_v2_floorpin_horizon_solvency,baseline,anchor_week,2019-04-14T23:00:00.000Z,16,14,2,0,87.5,1.863377,1.863377,0.116461,1.324057,0.082754,7.94,0.079393,13.83,5.89,2.348348,0.185654,0.140088,0.13192,0.099542,9,6,6,56.25,37.5,37.5,7,4,3,43.75,25,18.75,13.73,-5.79,-0.057946,25EE5272588E85B491C7FA30D863BD6C25710265EE95582217E56249D3CEAF9D
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_HORIZON_SOLVENCY,triangle_formulaic_directionless_geometry_v2_floorpin_horizon_solvency,baseline,close_month,2019-04,16,14,2,0,87.5,1.863377,1.863377,0.116461,1.324057,0.082754,7.94,0.079393,13.83,5.89,2.348348,0.185654,0.140088,0.13192,0.099542,9,6,6,56.25,37.5,37.5,7,4,3,43.75,25,18.75,13.73,-5.79,-0.057946,4098EB6FA05B78CE5CDE61F6ED81913265D910173E8D383D61730F6A5425414D
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_HORIZON_SOLVENCY,triangle_formulaic_directionless_geometry_v2_floorpin_horizon_solvency,baseline,close_reason,session_flatten,3,1,2,0,33.33,-1.048737,-1.048737,-0.349579,-0.745199,-0.2484,-5.79,-0.057946,0.09,5.89,0.01589,0.01945,0.407364,0.013821,0.28946,0,0,0,0,0,0,2,2,1,66.67,66.67,33.33,0,-5.79,-0.057946,21A3D817B32DC5C8FF7BC0DD23371A98C06BBBD9E6FD1FF8C688A0B8A406A58E
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_HORIZON_SOLVENCY,triangle_formulaic_directionless_geometry_v2_floorpin_horizon_solvency,baseline,close_reason,target,13,13,0,0,100,2.912114,2.912114,0.224009,2.069256,0.159174,13.73,0.137338,13.73,0,Infinity,0.224009,0.078409,0.159174,0.055715,9,6,6,69.23,46.15,46.15,5,2,2,38.46,15.38,15.38,13.73,0,0,17F24DD2405DF8F2EFE2339A7BE29DAC40C1B2FAB29FAEB2D7426512EA92116E
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_HORIZON_SOLVENCY,triangle_formulaic_directionless_geometry_v2_floorpin_horizon_solvency,baseline,pair,AUDCHF,16,14,2,0,87.5,1.863377,1.863377,0.116461,1.324057,0.082754,7.94,0.079393,13.83,5.89,2.348348,0.185654,0.140088,0.13192,0.099542,9,6,6,56.25,37.5,37.5,7,4,3,43.75,25,18.75,13.73,-5.79,-0.057946,7AF25A338D13E5FD039884787C7C9A2C53B85FCDF4D3AAD4EE62BB12D4769B96
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_HORIZON_SOLVENCY,triangle_formulaic_directionless_geometry_v2_floorpin_horizon_solvency,baseline,pair_side,AUDCHF_LONG,6,6,0,0,100,1.301048,1.301048,0.216841,0.924484,0.154081,6.07,0.060721,6.07,0,Infinity,0.217813,0.078394,0.154771,0.055704,3,2,2,50,33.33,33.33,2,1,1,33.33,16.67,16.67,5.98,0.09,0.000936,A327715394358B285F83B225F4692BDCA4C08F0A1F6DC34DFD6ABEC7C0C057E2
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_HORIZON_SOLVENCY,triangle_formulaic_directionless_geometry_v2_floorpin_horizon_solvency,baseline,pair_side,AUDCHF_SHORT,10,8,2,0,80,0.562329,0.562329,0.056233,0.399573,0.039957,1.87,0.018672,7.76,5.89,1.317112,0.166359,0.177104,0.118209,0.125845,6,4,4,60,40,40,5,3,2,50,30,20,7.76,-5.89,-0.058881,3FF0827A187B3B0DDD563D1BA2D3C8CD9E9768A18F4B816E759C9D3F17F6AE1F
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_HORIZON_SOLVENCY,triangle_formulaic_directionless_geometry_v2_floorpin_horizon_solvency,baseline,strategy_class,formulaic_directionless_geometry_v2_floorpin_horizon_solvency,16,14,2,0,87.5,1.863377,1.863377,0.116461,1.324057,0.082754,7.94,0.079393,13.83,5.89,2.348348,0.185654,0.140088,0.13192,0.099542,9,6,6,56.25,37.5,37.5,7,4,3,43.75,25,18.75,13.73,-5.79,-0.057946,8A2A741CEA5341430396611E51EA4D18FD22CA10610EBB881F3C5A1B3AA0CBCB
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_SOLVENCY,triangle_formulaic_directionless_geometry_v2_floorpin_solvency,baseline,anchor_week,2019-04-14T23:00:00.000Z,16,14,2,0,87.5,1.83611,1.83611,0.114757,1.304682,0.081543,7.74,0.077408,13.83,6.09,2.271787,0.185654,0.143618,0.13192,0.10205,9,6,6,56.25,37.5,37.5,7,4,3,43.75,25,18.75,13.73,-5.99,-0.05993,6AD6F7BE93B07159836AA68EFD4DD510F844327CDE60F8423B72BAA9FA93D620
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_SOLVENCY,triangle_formulaic_directionless_geometry_v2_floorpin_solvency,baseline,close_month,2019-04,16,14,2,0,87.5,1.83611,1.83611,0.114757,1.304682,0.081543,7.74,0.077408,13.83,6.09,2.271787,0.185654,0.143618,0.13192,0.10205,9,6,6,56.25,37.5,37.5,7,4,3,43.75,25,18.75,13.73,-5.99,-0.05993,04077B5CE13B7875332C774622235C610137CC3082392B7CF521CBD19C3BA392
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_SOLVENCY,triangle_formulaic_directionless_geometry_v2_floorpin_solvency,baseline,close_reason,session_flatten,3,1,2,0,33.33,-1.076004,-1.076004,-0.358668,-0.764574,-0.254858,-5.99,-0.05993,0.09,6.09,0.015372,0.01945,0.426192,0.013821,0.302838,0,0,0,0,0,0,2,2,1,66.67,66.67,33.33,0,-5.99,-0.05993,6AAA1F321796744AD2C29E7F63635EBD1E753DBC3C477FBA0507F23860F8F052
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_SOLVENCY,triangle_formulaic_directionless_geometry_v2_floorpin_solvency,baseline,close_reason,target,13,13,0,0,100,2.912114,2.912114,0.224009,2.069256,0.159174,13.73,0.137338,13.73,0,Infinity,0.224009,0.078409,0.159174,0.055715,9,6,6,69.23,46.15,46.15,5,2,2,38.46,15.38,15.38,13.73,0,0,6427D1C45223A3C45D0925A773D1717EB1F2B14FE9157842D2546197CEDE0897
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_SOLVENCY,triangle_formulaic_directionless_geometry_v2_floorpin_solvency,baseline,pair,AUDCHF,16,14,2,0,87.5,1.83611,1.83611,0.114757,1.304682,0.081543,7.74,0.077408,13.83,6.09,2.271787,0.185654,0.143618,0.13192,0.10205,9,6,6,56.25,37.5,37.5,7,4,3,43.75,25,18.75,13.73,-5.99,-0.05993,DDB982ECD296BE57F79D6DD46FABFEFCC6E2FA9C4BF32505ECDB787C9D5EA7F3
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_SOLVENCY,triangle_formulaic_directionless_geometry_v2_floorpin_solvency,baseline,pair_side,AUDCHF_LONG,6,6,0,0,100,1.301048,1.301048,0.216841,0.924484,0.154081,6.07,0.060721,6.07,0,Infinity,0.217813,0.078394,0.154771,0.055704,3,2,2,50,33.33,33.33,2,1,1,33.33,16.67,16.67,5.98,0.09,0.000936,03C9E81BE1269AF042751ED6E253C249E8426136531273EE197357DA34F7F1C1
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_SOLVENCY,triangle_formulaic_directionless_geometry_v2_floorpin_solvency,baseline,pair_side,AUDCHF_SHORT,10,8,2,0,80,0.535062,0.535062,0.053506,0.380198,0.03802,1.67,0.016688,7.76,6.09,1.274172,0.166359,0.182753,0.118209,0.129858,6,4,4,60,40,40,5,3,2,50,30,20,7.76,-6.09,-0.060866,4855878C7F2D27A4436CEAB267E93F4662972A9CA2EE83C850B9B8D597936ECA
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_SOLVENCY,triangle_formulaic_directionless_geometry_v2_floorpin_solvency,baseline,strategy_class,formulaic_directionless_geometry_v2_floorpin_solvency,16,14,2,0,87.5,1.83611,1.83611,0.114757,1.304682,0.081543,7.74,0.077408,13.83,6.09,2.271787,0.185654,0.143618,0.13192,0.10205,9,6,6,56.25,37.5,37.5,7,4,3,43.75,25,18.75,13.73,-5.99,-0.05993,6FCB156241E68ACEA0BD5DE182329931C6A283C30B3766F7E345A90C059062E0
