"id","repo_path","terminal_path","repo_sha256","terminal_sha256","bytes","match"
"fx28_set","C:\Users\User\Documents\GitHub\limni-website\automation\mt5\tester-presets\limni-portfolio-revma-gate108a-controlled.set","C:\Users\User\AppData\Roaming\MetaQuotes\Terminal\94497F60A2BFEA1AFAB110FCF3E331BB\MQL5\Profiles\Tester\LimniPortfolioEA.set","051DA44F9FA14AA9904DA1B2454413FD224A725D74CD639E2679A6D0C0ED3AB2","051DA44F9FA14AA9904DA1B2454413FD224A725D74CD639E2679A6D0C0ED3AB2","158","True"
"single_pair_set","C:\Users\User\Documents\GitHub\limni-website\automation\mt5\tester-presets\limni-portfolio-revma-single-pair-mechanics.set","C:\Users\User\AppData\Roaming\MetaQuotes\Terminal\94497F60A2BFEA1AFAB110FCF3E331BB\MQL5\Profiles\Tester\LimniPortfolioEA-SinglePairMechanics.set","B84DECD18D3D5E6940D71416DFEA0FD29A584798FB52282FEF6BFF715C344FB2","B84DECD18D3D5E6940D71416DFEA0FD29A584798FB52282FEF6BFF715C344FB2","157","True"
