variant_id,activation_rule_id,signal_settings_id,david_settings,stochastic_settings,symbol_universe,bar_path_mode,target_adr,spacing_adr,date_range,price_bundle_id,warehouse_manifest_id,warehouse_hash,weeks_replayed,pairs_replayed,initial_deposit_usd,final_balance_usd,final_equity_before_liquidation_usd,final_equity_after_liquidation_usd,net_profit_usd,closed_price_pnl_usd,end_liquidation_price_pnl_usd,total_price_pnl_usd,total_commission_usd,total_swap_usd,target_reset_count,entries_opened,closed_positions,end_liquidation_positions,max_open_positions,max_long_positions,max_short_positions,max_add_depth,max_fill_age_days,position_days,max_equity_drawdown_usd,max_balance_drawdown_usd,weekly_equity_profit_factor,activation_checks,activation_blocked_long,activation_blocked_short,activation_started_long,activation_started_short,activation_long_allow_pct,activation_short_allow_pct,mt5_reference_net_profit_usd,mt5_reference_commission_usd,mt5_reference_swap_usd,mt5_reference_end_liquidation_net_usd,mt5_reference_max_open_positions,mt5_reference_end_liquidation_positions,net_delta_vs_mt5_usd,summary_only,metric_semantics,content_hash
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,DAVID_LWMA35_RSI100_60_40__STOCH_100_3_100_80_20_low_high_simple_main_only,LWMA35_RSI100_60_40,100_3_100_80_20_low_high_simple_main_only,AUDCAD,close,0.1,0.05,2026-05-03T23:00:00.000Z..2026-05-03T23:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,1,1,10000,9493.75,9493.75,9493.75,-506.25,138.19,-610.61,-472.42,-33.12,-0.71,150,552,552,76,78,20,70,69,3.35,184.81,-506.25,0,0,152,0,0,109,43,100,100,174.51,-400.8,-4144.01,-5590.01,170,149,-680.76,true,continuous_carried_position_truth_replay,AAC6C651C956800C34155FA2EC02686C6DBFEB0887CDB6D85A0B8C1ED3903F17
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,david_contra,DAVID_LWMA35_RSI100_60_40__STOCH_100_3_100_80_20_low_high_simple_main_only,LWMA35_RSI100_60_40,100_3_100_80_20_low_high_simple_main_only,AUDCAD,close,0.1,0.05,2026-05-03T23:00:00.000Z..2026-05-03T23:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,1,1,10000,9708.66,9708.66,9708.66,-291.34,59.95,-335.49,-275.54,-16.14,0.34,68,269,269,53,53,14,53,52,2.73,111.38,-291.34,0,0,5493,3854,1570,54,15,1.38,0.95,174.51,-400.8,-4144.01,-5590.01,170,149,-465.85,true,continuous_carried_position_truth_replay,1E2A7D3D0318CE4BEDFAF7C6EE085B2B3D6E5CD88380CE4C5908436AC32B9FD0
RAW_GRID_T100_S020_GATE90_DAVID_STOCH_RELEASE,david_stoch_release,DAVID_LWMA35_RSI100_60_40__STOCH_100_3_100_80_20_low_high_simple_main_only,LWMA35_RSI100_60_40,100_3_100_80_20_low_high_simple_main_only,AUDCAD,close,0.1,0.05,2026-05-03T23:00:00.000Z..2026-05-03T23:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,1,1,10000,10009.92,10009.92,10009.92,9.92,12.6,-0.13,12.47,-2.52,-0.03,10,42,42,2,8,6,8,7,0.34,3.58,0,0,,11876,6182,5683,4,7,0.06,0.12,174.51,-400.8,-4144.01,-5590.01,170,149,-164.59,true,continuous_carried_position_truth_replay,943E3D689B1098F45C43752099F86E861A6E79027F6FEC355BF0DF798AA55BF3
