variant_id,pair,side,close_reason,close_timestamp_utc,anchor_week_open_utc,fill_count,adverse_fill_count,expansion_fill_count,price_pnl_adr,price_pnl_usd,commission_usd,swap_usd,net_usd,min_pnl_adr,max_pnl_adr,reset_ordinal_at_start,completed_reset_ordinal,max_fill_age_days,content_hash
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,AUDCAD,LONG,target,2020-01-08T17:28:00.000Z,2020-01-06T00:00:00.000Z,13,12,0,1.185914,4.013255,-0.78,-1.912964,1.320291,-16.19771,1.185914,0,1,2.661111,C460A8F6888608368980CF0D0F6D0DA1C9B4E55AFC3C5527A13DF62B78107867
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,AUDCAD,LONG,target,2020-01-09T15:39:00.000Z,2020-01-06T00:00:00.000Z,3,1,1,1.030257,3.581086,-0.18,-0.165888,3.235198,-0.492012,1.030257,1,2,0.924306,C175624220B36E407AB1C01BACBF69397758E0C39CB2D1D5078C2F4C33A9FBB8
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,AUDCAD,LONG,target,2020-01-10T04:11:00.000Z,2020-01-06T00:00:00.000Z,3,2,0,1.003564,4.569991,-0.18,-0.112906,4.277085,-0.958805,1.003564,2,3,0.522222,2C31C2DF81A9F8EF1A4DE202E930686E81D561B32192880FB7373B29B3EE3C6C
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,AUDCHF,LONG,target,2020-01-08T17:12:00.000Z,2020-01-06T00:00:00.000Z,16,15,0,1.011254,3.721351,-0.96,-2.175073,0.586278,-26.734667,1.011254,0,1,2.65,E03266828EFAAFE80E09B723A7DC1AD1A86479B6FA67A25D7DF388E600B87C02
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,AUDCHF,SHORT,target,2020-01-09T12:27:00.000Z,2020-01-06T00:00:00.000Z,3,1,1,1.0267,4.121358,-0.18,0.017125,3.958483,-0.558267,1.0267,0,1,0.814583,44A85B3184E8253E3042E5BB2A88AFCD6FA324B9678CFC2A44EF5D46E440F285
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,AUDJPY,LONG,target,2020-01-06T07:31:00.000Z,2020-01-06T00:00:00.000Z,3,2,0,1.135249,5.281316,-0.18,-0.065591,5.035725,-0.599551,1.135249,0,1,0.246528,61D6B819C9C55F5C8BA4DB06E37E46B2ACDE9BE437739C418652D8E4DB681198
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,AUDJPY,SHORT,target,2020-01-06T14:56:00.000Z,2020-01-06T00:00:00.000Z,3,0,2,1.021814,4.763924,-0.18,0.008375,4.592299,-0.985364,1.021814,0,1,0.308333,B5977C11EBD036EF8397B58A79BE4D7B87976EAEBAC080FDCF619B3EF005FB1F
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,AUDJPY,LONG,target,2020-01-06T16:22:00.000Z,2020-01-06T00:00:00.000Z,4,2,1,1.019865,4.734871,-0.24,-0.083613,4.411258,-1.394179,1.019865,1,2,0.36875,A63160BEEB2BBA29B1E5D279E77E43815D915B657F82C08C97758F882FB95369
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,AUDJPY,SHORT,target,2020-01-07T06:02:00.000Z,2020-01-06T00:00:00.000Z,4,3,0,1.590724,7.39627,-0.24,0.023083,7.179353,-1.903164,1.590724,1,2,0.629167,57B2102039E997F1D74B925857CD96D8C28279BD89F846050D404493C0EB2EE9
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,AUDJPY,LONG,target,2020-01-08T02:10:00.000Z,2020-01-06T00:00:00.000Z,13,12,0,1.055216,4.641637,-0.78,-0.501039,3.360598,-15.585199,1.055216,2,3,0.840278,E5C325BF8EA247728773A29AEBC28002F393C872BF845F5DD37C9AE80447B697
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,AUDJPY,LONG,target,2020-01-08T02:53:00.000Z,2020-01-06T00:00:00.000Z,3,0,2,1.077035,4.962735,-0.18,-0.004394,4.778341,-0.296116,1.077035,3,4,0.029861,502A0EEFE242A9F1CB4316CD4B4559975DC06858E5780A7DCF2333626E172077
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,AUDJPY,LONG,target,2020-01-08T03:31:00.000Z,2020-01-06T00:00:00.000Z,4,3,0,1.02914,4.736528,-0.24,-0.003821,4.492707,-1.037027,1.02914,4,5,0.026389,8DFB8AC5DD18EC60E477801FD3AD1E2A77D63188EE984D9D700A546EC949014C
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,AUDJPY,LONG,target,2020-01-08T16:39:00.000Z,2020-01-06T00:00:00.000Z,3,0,2,1.402898,6.448828,-0.18,-0.119401,6.149427,-0.868137,1.402898,5,6,0.547222,656F6E52E586EEBC0F87EE7B4FA1F4033BB19122D7D04C7332772C4D509BA6D5
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,AUDJPY,LONG,target,2020-01-08T16:54:00.000Z,2020-01-06T00:00:00.000Z,3,0,2,1.231741,5.666976,-0.18,-0.002484,5.484493,0,1.231741,6,7,0.010417,0B5CDDCB54E54EF153B2BFA844F085D8DD56FA6AEF4D1A4E7CF6A4B669990D40
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,AUDJPY,LONG,target,2020-01-09T07:47:00.000Z,2020-01-06T00:00:00.000Z,3,0,2,1.021062,4.701797,-0.18,-0.139333,4.382464,-0.536166,1.021062,7,8,0.620139,ABE6757A870524C7E8AF59AF6858856E7A81EF9C23EFC950D28469C69E8AA176
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,AUDJPY,LONG,target,2020-01-10T00:31:00.000Z,2020-01-06T00:00:00.000Z,3,2,0,1.36575,6.280929,-0.18,-0.149586,5.951343,-0.646232,1.36575,8,9,0.697222,BC1D82A6F04EFF8285A3BAF5AE9CCCCC9F537FEFAB1FF18339EF425DFF2F0D10
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,AUDJPY,LONG,target,2020-01-10T05:43:00.000Z,2020-01-06T00:00:00.000Z,3,0,2,1.008597,4.645087,-0.18,-0.045022,4.420065,-0.411799,1.008597,9,10,0.216667,9C6BC78621E0F0C4ABBDDED61503D1B0C9CDEEF20C44D1A3F730F24F3AF11A66
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,AUDNZD,SHORT,target,2020-01-06T10:52:00.000Z,2020-01-06T00:00:00.000Z,3,1,1,1.013313,2.496227,-0.18,0.01091,2.327137,-0.864831,1.013313,0,1,0.386111,1F8AA69BD1E4F52D6B8916CA5743C9CC8D372D9338CE8242345D152C056B06BA
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,AUDNZD,SHORT,target,2020-01-06T15:54:00.000Z,2020-01-06T00:00:00.000Z,3,0,2,1.142873,2.806721,-0.18,0.005653,2.632374,-0.470044,1.142873,1,2,0.209722,DD62B5A2880E329DEB36964D827E85B09DE2FFDBECA6687DF3D7DFE894E9DD3B
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,AUDNZD,SHORT,target,2020-01-07T04:34:00.000Z,2020-01-06T00:00:00.000Z,3,1,1,1.070917,2.630584,-0.18,0.011486,2.46207,-0.511035,1.070917,2,3,0.527778,0192B0393B0669C19CC0A5B7297AFCDB5F412DA4F787108BC264594E5A882AE8
