variant_id,cost_fraction,tail_fraction,tail_activation_adr,tail_trail_adr,final_equity_mtm_adr,max_equity_drawdown_adr,final_equity_vs_baseline_adr,max_dd_improvement_vs_baseline_adr,tail_realized_pnl_adr,tail_unrealized_pnl_adr,tails_created,tails_closed,tail_stops,verdict_hint,content_hash
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL025_A1_TR5,0,0.025,1,5,505.232832,-1271.328959,-9.806834,-1.715207,21.893989,0,999,999,999,weak,742B5E59650F26806A9366755165CCFCF7939261B488DE4FC2948C682B2B69EB
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL025_A1_TR5,0.05,0.025,1,5,207.857832,-1307.980209,-9.806834,-1.716457,21.893989,0,999,999,999,weak,0C13EE60C73C7EB3C3A44AFD6300F0CC3F99849B3616E15042333CF6930F4A69
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL025_A1_TR5,0.1,0.025,1,5,-89.517168,-1344.631459,-9.806834,-1.717707,21.893989,0,999,999,999,weak,CF3CC943902F0236F8181A5F8D9FF0591A83EBC9B25E4DE73B1179F82442CC0A
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL025_A2_TR1,0,0.025,2,1,518.829526,-1273.76212,3.78986,-4.148368,55.297135,-19.806452,999,987,987,weak,CD2F047360BB540B005F3E14DAD9C831E3CC5798E5B0FA7DBF70595B46A5260C
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL025_A2_TR1,0.05,0.025,2,1,221.482026,-1310.41212,3.81736,-4.148368,55.297135,-19.806452,999,987,987,weak,99F3B092B66ACB8A3AC753A68C6F63F63F1FB8AD0B797AE73A18225D16525CD5
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL025_A2_TR1,0.1,0.025,2,1,-75.865474,-1347.06212,3.84486,-4.148368,55.297135,-19.806452,999,987,987,weak,9A717B5273B66FE6F3410801861A0DD0E27E8554401490F72774C93CBD2FF344
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL025_A2_TR2,0,0.025,2,2,521.021964,-1273.325757,5.982298,-3.712005,57.489573,-19.806452,999,987,987,weak,D2493969190434AB1B4C29ABA29FA52F0B002BDBE3B34FA7F8BE8FEE257711E6
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL025_A2_TR2,0.05,0.025,2,2,223.674464,-1309.975757,6.009798,-3.712005,57.489573,-19.806452,999,987,987,weak,40B0B20B731F9625F720FDC98554690CDA30A5A202443EEFC8E2752489F3D32F
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL025_A2_TR2,0.1,0.025,2,2,-73.673036,-1346.625757,6.037298,-3.712005,57.489573,-19.806452,999,987,987,weak,274AC814F65B61798455E6F79E55E5A856EC68C62C4878B7F1544551A08734C5
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL025_A2_TR3,0,0.025,2,3,523.730723,-1273.556347,8.691057,-3.942595,60.198332,-19.806452,999,987,987,weak,7F6AC1DA5F685809704C7FC1A7882350F7309CC191F0258751A4CC5719FD740B
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL025_A2_TR3,0.05,0.025,2,3,226.383223,-1310.206347,8.718557,-3.942595,60.198332,-19.806452,999,987,987,weak,8C5348CA5CC8CBDC76A809D706F014CF8D2C1688726E6A615F07674C9E2F4375
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL025_A2_TR3,0.1,0.025,2,3,-70.964277,-1346.856347,8.746057,-3.942595,60.198332,-19.806452,999,987,987,weak,2E594FCB708009CEE17A100B2FFC53A5ECBFF7D4EA1054C7FACC3390DC680388
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL025_A2_TR5,0,0.025,2,5,516.273064,-1273.719702,1.233398,-4.10595,52.740673,-19.806452,999,987,987,weak,256D5F4ED014826E7E1EFF79FBF85A4F796DDEA5AB0A4012291DE3B9D57C0CC7
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL025_A2_TR5,0.05,0.025,2,5,218.925564,-1310.373452,1.260898,-4.1097,52.740673,-19.806452,999,987,987,weak,68FFF41A26FD47F46FE19CE1957DC9A712F8D594C2B440746DDD0AA29FB74347
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL025_A2_TR5,0.1,0.025,2,5,-78.421936,-1347.027202,1.288398,-4.11345,52.740673,-19.806452,999,987,987,weak,C672173FA74C809D686158134FE6E7BD14441CCF9E3D14039E2A44279FEFF986
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL050_A1_TR1,0,0.05,1,1,512.461131,-1269.503341,-2.578535,0.110411,60.82315,0,999,999,999,weak,AA880DBB8CDFEF7259BBD24D625456DD2657063751B9480C1D9466B9849314D9
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL050_A1_TR1,0.05,0.05,1,1,215.086131,-1306.145841,-2.578535,0.117911,60.82315,0,999,999,999,weak,2CA473989E3B3F40B70E558431DDC34EDE8B3736FA21B84B62C0AB1B5FCB0BC6
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL050_A1_TR1,0.1,0.05,1,1,-82.288869,-1342.788341,-2.578535,0.125411,60.82315,0,999,999,999,weak,C1467EF0762893D1E40BF2EFF276DB7033211519E5A18050D3A3FC0922073D0E
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL050_A1_TR2,0,0.05,1,2,510.014295,-1269.96877,-5.025371,-0.355018,58.376314,0,999,999,999,weak,876C5B0C7737EDB9B1E4B4D1543C46F0FE77B9D3ECEE20A8945208689F3114DF
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL050_A1_TR2,0.05,0.05,1,2,212.639295,-1306.61127,-5.025371,-0.347518,58.376314,0,999,999,999,weak,DA3A17256C3B5AE0CA113613FCC78F88FACA703C05EA6C4BEF623800A6F70DC4
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL050_A1_TR2,0.1,0.05,1,2,-84.735705,-1343.25377,-5.025371,-0.340018,58.376314,0,999,999,999,weak,784D6F1B37FB205F9157AAA6AC88913BD6B4B5ADCF96A7002B8A80B07ECCAF15
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL050_A1_TR3,0,0.05,1,3,511.451885,-1271.019793,-3.587781,-1.406041,59.813904,0,999,999,999,weak,4946F8B0CBDDC089C5E5668F0D21BBEB5108AD25DBAA427D728216CA32AB2669
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL050_A1_TR3,0.05,0.05,1,3,214.076885,-1307.662293,-3.587781,-1.398541,59.813904,0,999,999,999,weak,D3298BB21340C4FFFE6BE0DAC07D9AF030926600AE377AB2F454468638487C7A
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL050_A1_TR3,0.1,0.05,1,3,-83.298115,-1344.304793,-3.587781,-1.391041,59.813904,0,999,999,999,weak,946CF0AEB0119E94480CD6E03BCF1F75636D4D4C2DD5C3DF2E3FE005F7F93B84
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL050_A1_TR5,0,0.05,1,5,495.424319,-1273.044179,-19.615347,-3.430427,43.786338,0,999,999,999,weak,14EBA3F26D8A0C4E4FA9D3DF04547E324A8DB522D88B788F8C5DDB5A2A972347
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL050_A1_TR5,0.05,0.05,1,5,198.049319,-1309.696679,-19.615347,-3.432927,43.786338,0,999,999,999,weak,233BAE83B38C6EEEBB5698E61CADDC5BD9392B56261EC76905AF3A0EF2B24EDA
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL050_A1_TR5,0.1,0.05,1,5,-99.325681,-1346.349179,-19.615347,-3.435427,43.786338,0,999,999,999,weak,33C998E05D1C1414823362A8D7567B0FD9D097EF755CBD0215938B82CCEBBA9D
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL050_A2_TR1,0,0.05,2,1,522.619334,-1277.910486,7.579668,-8.296734,110.594255,-39.612902,999,987,987,weak,182D280D3ADDC2C20D0C892D914A2C6A48F42E3C5179224F8DFBDE11AAD20C16
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL050_A2_TR1,0.05,0.05,2,1,225.299334,-1314.560486,7.634668,-8.296734,110.594255,-39.612902,999,987,987,weak,371D28601BB56C02294129FFD1B8737254B9EAABAEFFA3EEAE45FDBF8D034B8E
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL050_A2_TR1,0.1,0.05,2,1,-72.020666,-1351.210486,7.689668,-8.296734,110.594255,-39.612902,999,987,987,weak,3CF55665A164AC50F590D67AC8186BDD85749C9CA2DFD16033CEAA5190507B49
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL050_A2_TR2,0,0.05,2,2,527.004235,-1277.037769,11.964569,-7.424017,114.979156,-39.612902,999,987,987,weak,AD4194D65084C6638523D76097A97F8DB2057440C480F9A9D161EFE9E3C5E986
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL050_A2_TR2,0.05,0.05,2,2,229.684235,-1313.687769,12.019569,-7.424017,114.979156,-39.612902,999,987,987,weak,50DDAAB41108E76626CC09C70E43488157D5E19DF1344E5645C73571888A357C
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL050_A2_TR2,0.1,0.05,2,2,-67.635765,-1350.337769,12.074569,-7.424017,114.979156,-39.612902,999,987,987,weak,9E6E15A65A9FF05F94DD6E8A9C1C5D46A7848232DB3FE0FA1D24F551CDBD7B13
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL050_A2_TR3,0,0.05,2,3,532.421726,-1277.498942,17.38206,-7.88519,120.396647,-39.612902,999,987,987,weak,714EFE1EB8C03C9F643D83FD2C77A6629BA1BD983A7EA6DF979E4E1205860C7C
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL050_A2_TR3,0.05,0.05,2,3,235.101726,-1314.148942,17.43706,-7.88519,120.396647,-39.612902,999,987,987,weak,4615E9C041932653D1C7DD58BC6A9C480A51B9B5A5F03E8CF6B75F610233DEF5
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL050_A2_TR3,0.1,0.05,2,3,-62.218274,-1350.798942,17.49206,-7.88519,120.396647,-39.612902,999,987,987,weak,E4D7D63753D00A133D080DEA887340FA1B8F436F9016A94ACF8FD3A2003E2CEE
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL050_A2_TR5,0,0.05,2,5,517.504781,-1277.825664,2.465115,-8.211912,105.479702,-39.612902,999,987,987,weak,30F2B8851F0A41E1B5E6E7C85E23CB2ED95863787F1BD8D75B666863FCBD0828
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL050_A2_TR5,0.05,0.05,2,5,220.184781,-1314.483164,2.520115,-8.219412,105.479702,-39.612902,999,987,987,weak,6DE45487EC8054F9E137DDD721BC54A7608795B6ED084B33284ED1CD04B9F97A
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL050_A2_TR5,0.1,0.05,2,5,-77.135219,-1351.140664,2.575115,-8.226912,105.479702,-39.612902,999,987,987,weak,C17DE122E801FE8DABE116054C76D65EE4ED5ED76864EE8586F41B3E43A44C7F
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL100_A1_TR1,0,0.1,1,1,509.882634,-1269.392941,-5.157032,0.220811,121.646322,0,999,999,999,weak,020B93AB76D70F445E2695A94EE572D8FCA6B6B07AF00EDC1728FF680D39DA2A
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL100_A1_TR1,0.05,0.1,1,1,212.507634,-1306.027941,-5.157032,0.235811,121.646322,0,999,999,999,weak,4F2A2834AC2394B389A503F4B73471B5ADAB90DEF83F34BA3DC8EBDFAF705E37
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL100_A1_TR1,0.1,0.1,1,1,-84.867366,-1342.662941,-5.157032,0.250811,121.646322,0,999,999,999,weak,9CA0EF1C85D5BBDA1D1C2F83E41112D181B6D67623740DEAD429CE208AB2C7D0
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL100_A1_TR2,0,0.1,1,2,504.988945,-1270.323794,-10.050721,-0.710042,116.752633,0,999,999,999,weak,C87757DE4033413DE58446A3B2A8DEDBC9F310C6F2324D10F2FF7947EA932924
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL100_A1_TR2,0.05,0.1,1,2,207.613945,-1306.958794,-10.050721,-0.695042,116.752633,0,999,999,999,weak,D8405F8BBDD2C44013292879D120573F01282CDA76BB11A903FA53260241533D
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL100_A1_TR2,0.1,0.1,1,2,-89.761055,-1343.593794,-10.050721,-0.680042,116.752633,0,999,999,999,weak,169BC610BAD52BF63A5150CF85DEB772A55CD5E852CEFB7F882A401C51E61F40
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL100_A1_TR3,0,0.1,1,3,507.864165,-1272.42582,-7.175501,-2.812068,119.627853,0,999,999,999,weak,F7C8E725647007044877AC85A8F33CF4AD4D8672CF3381A966E972A48FDF4E07
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL100_A1_TR3,0.05,0.1,1,3,210.489165,-1309.06082,-7.175501,-2.797068,119.627853,0,999,999,999,weak,E351D154C75BA6C30359A660C59C918A5CB27A559C7C765A878506AA4E9C9CAA
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL100_A1_TR3,0.1,0.1,1,3,-86.885835,-1345.69582,-7.175501,-2.782068,119.627853,0,999,999,999,weak,45FFC84582D38CC5623A50FDFD197710746EC9A8C3983CD566D839BA5950D3F1
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL100_A1_TR5,0,0.1,1,5,475.812267,-1276.474611,-39.227399,-6.860859,87.575955,0,999,999,999,weak,2FA3BA3C20992CC46E23761A313CA8630792ACD8AB8394FEEFE69125529ED6E6
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL100_A1_TR5,0.05,0.1,1,5,178.437267,-1313.129611,-39.227399,-6.865859,87.575955,0,999,999,999,weak,AEDCA2E0683099DD03FDE07CD76D7C7763A764C5528513D8F991595488FF7E9C
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL100_A1_TR5,0.1,0.1,1,5,-118.937733,-1349.784611,-39.227399,-6.870859,87.575955,0,999,999,999,weak,1104E6238964AC6BDEAF11CB4A906648D46BC944B2A613039278F7DE1A52D5FC
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL100_A2_TR1,0,0.1,2,1,530.199013,-1286.207232,15.159347,-16.59348,221.188508,-79.225807,999,987,987,weak,C070D127C6616E60D42BC5FB057EAF44EA1966FB9614017DC3856B29C869F53E
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL100_A2_TR1,0.05,0.1,2,1,232.934013,-1322.857232,15.269347,-16.59348,221.188508,-79.225807,999,987,987,weak,7790AF1544C6E714AB55302CE3CD11FB6740F78370ABB08AD8CDA0790A7A690F
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL100_A2_TR1,0.1,0.1,2,1,-64.330987,-1359.507232,15.379347,-16.59348,221.188508,-79.225807,999,987,987,weak,837A11F771F5969664CBA7FFF7B3809B49A96FEC5F07A1EDE7D5813307DA052E
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL100_A2_TR2,0,0.1,2,2,538.968837,-1284.461789,23.929171,-14.848037,229.958332,-79.225807,999,987,987,weak,7AC4B1776A4DDAF339B10422D9A6C5F50B9697E6AA522CD764E822FB3D2CE30A
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL100_A2_TR2,0.05,0.1,2,2,241.703837,-1321.111789,24.039171,-14.848037,229.958332,-79.225807,999,987,987,weak,DB8659A04A84CE33414370D68FEBC0358ED9082F56E0C9959AE6011F90A7F3C6
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL100_A2_TR2,0.1,0.1,2,2,-55.561163,-1357.761789,24.149171,-14.848037,229.958332,-79.225807,999,987,987,weak,4412AF58AE2664713A57C9F270D05B21DC21E6A3F4FA6DCD8DE158B0FAD30BF6
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL100_A2_TR3,0,0.1,2,3,549.803818,-1285.384135,34.764152,-15.770383,240.793313,-79.225807,999,987,987,weak,14935E7CF9E89C3B2B5E25D785F166476780132164972087D4D13D8EAB1F75C6
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL100_A2_TR3,0.05,0.1,2,3,252.538818,-1322.034135,34.874152,-15.770383,240.793313,-79.225807,999,987,987,weak,260C1C68D87863692E2CECD36A737A4035383723BFD7D1BC0DB564F9A9BFF34C
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL100_A2_TR3,0.1,0.1,2,3,-44.726182,-1358.684135,34.984152,-15.770383,240.793313,-79.225807,999,987,987,weak,18E3E1F041B94D74FB301A3606C3D2E7985C721162F57FAA7494D79FB31D0720
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL100_A2_TR5,0,0.1,2,5,519.973164,-1286.03759,4.933498,-16.423838,210.962659,-79.225807,999,987,987,weak,784526D9CD555602F149799C4204AAE6B867F6C0870E3F1FF6DAC0DCEA8D3829
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL100_A2_TR5,0.05,0.1,2,5,222.708164,-1322.70259,5.043498,-16.438838,210.962659,-79.225807,999,987,987,weak,BFA4ED03FB2D5FAE344E5A7D2C1C8695FEBBD2616EB42EFEE43EF7F50B74F585
RAW_HEDGED_GRID_T100_S020_EURUSD_TAIL_TRAIL_SMOKE_TAIL100_A2_TR5,0.1,0.1,2,5,-74.556836,-1359.36759,5.153498,-16.453838,210.962659,-79.225807,999,987,987,weak,C19DDB3F3212F83E349CF0A4D5746F32D99B857473D7B62BD668A127C59F8F14
