variant_id,activation_rule_id,protection_mode,cycle_id,pair,side,close_reason,start_timestamp_utc,close_timestamp_utc,anchor_week_open_utc,fill_count,adverse_fill_count,expansion_fill_count,price_pnl_adr,price_pnl_usd,commission_usd,swap_usd,net_usd,min_pnl_adr,max_pnl_adr,reset_ordinal_at_start,completed_reset_ordinal,max_fill_age_days,cycle_spacing_adr,triangle_trigger_key,content_hash
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS,david_contra,lock_1q_stop_adds,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS|AUDCHF|SHORT|2,AUDCHF,SHORT,session_flatten,2019-04-16T22:05:00.000Z,2019-04-17T20:00:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,-0.356279,-1.829998,-0.06,0.009132,-1.880866,-0.695038,0.330971,0,,0.913194,0.2,,195EF8FB66F791BEA2F1484B45DE3DADC3F5C7A0ED7D8C992EE776E52587B06C
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS,david_contra,lock_1q_stop_adds,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS|AUDCHF|SHORT|3,AUDCHF,SHORT,target,2019-04-17T22:05:00.000Z,2019-04-18T00:28:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.157118,0.810001,-0.06,0.000993,0.750995,-0.009698,0.157118,0,1,0.099306,0.2,,998C5A0AA67720C824CDBB3DD7AEED1B821437E55ADA1FE245678AFA3481BEDB
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS,david_contra,lock_1q_stop_adds,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS|AUDCHF|SHORT|4,AUDCHF,SHORT,target,2019-04-18T01:32:00.000Z,2019-04-18T01:49:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.36409,1.879997,-0.06,0.000118,1.820115,0,0.36409,1,2,0.011806,0.2,,95B7AC0496DC0E339A1767D92FBB8200778FAB9791076666AF10D8C942082782
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS,david_contra,lock_1q_stop_adds,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS|AUDCHF|SHORT|5,AUDCHF,SHORT,target,2019-04-18T02:34:00.000Z,2019-04-18T03:32:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.131884,0.68,-0.06,0.000403,0.620402,-0.019395,0.131884,2,3,0.040278,0.2,,126CB0776C08687BD4C8F0CBACE314880FA91126184E969D955663539140E51B
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS,david_contra,lock_1q_stop_adds,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS|AUDCHF|SHORT|6,AUDCHF,SHORT,target,2019-04-18T06:14:00.000Z,2019-04-18T07:32:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.112477,0.579998,-0.06,0.000542,0.520539,-0.031029,0.112477,3,4,0.054167,0.2,,8B86A22FC87AF3AE8C10D889265F5BFC5278D26272FA63C01E1B52038DCED669
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS,david_contra,lock_1q_stop_adds,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS|AUDCHF|SHORT|7,AUDCHF,SHORT,target,2019-04-18T13:16:00.000Z,2019-04-18T14:05:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.108623,0.559999,-0.06,0.00034,0.50034,-0.058191,0.108623,4,5,0.034028,0.2,,7E8A8E22DFA22BEF1E744BF26509D65399B4480E9A968604D1E33C16CDB096E7
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS,david_contra,lock_1q_stop_adds,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS|AUDCHF|SHORT|8,AUDCHF,SHORT,target,2019-04-18T15:52:00.000Z,2019-04-18T16:31:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.112496,0.579998,-0.06,0.000271,0.520268,-0.069825,0.112496,5,6,0.027083,0.2,,883F9C0C48475A4323BA4790F07446BDCD4BA4081A2B059E33185CD56BD9403E
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS,david_contra,lock_1q_stop_adds,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS|AUDCHF|SHORT|9,AUDCHF,SHORT,session_flatten,2019-04-18T18:43:00.000Z,2019-04-18T20:00:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,-0.056247,-0.289999,-0.06,0.000535,-0.349464,-0.056247,0.029093,6,,0.053472,0.2,,A6F1CBE53775ADBED42AECE089870C50282871A94914A15104C2515B796C091B
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS,david_contra,lock_1q_stop_adds,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS|AUDCHF|SHORT|10,AUDCHF,SHORT,target,2019-04-18T22:05:00.000Z,2019-04-19T00:56:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.12796,0.660001,-0.06,0.001188,0.601189,-0.060103,0.12796,6,7,0.11875,0.2,,DB969353C32A478407BB7564B38606593DCB151909ED7D7EEB60F02BACF04E1D
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS,david_contra,lock_1q_stop_adds,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS|AUDCHF|SHORT|11,AUDCHF,SHORT,target,2019-04-19T01:48:00.000Z,2019-04-19T02:04:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.120214,0.619999,-0.06,0.000111,0.560111,0,0.120214,7,8,0.011111,0.2,,11428BB11DBA5345A015233469B9EFA138267FA532C628E31A35ACC938F7201C
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS,david_contra,lock_1q_stop_adds,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS|AUDCHF|SHORT|12,AUDCHF,SHORT,target,2019-04-19T03:51:00.000Z,2019-04-19T06:59:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.137669,0.71,-0.06,0.001306,0.651305,-0.05817,0.137669,8,9,0.130556,0.2,,99260B21EC784E04DA3AF125DB901CFE297607840BF19940211C784E1B4FAC40
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q,david_contra,trail_1q_1q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q|AUDCHF|SHORT|1,AUDCHF,SHORT,session_flatten,2019-04-16T13:43:00.000Z,2019-04-16T20:00:00.000Z,2019-04-14T23:00:00.000Z,2,1,0,-0.220373,-1.13,-0.12,0.004042,-1.245959,-0.278839,0,0,,0.261806,0.2,,E95DAC5583165D5E1F97E69F2C6972D0E59F0AA5D1AEE8920C446CAEB4E8736F
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q,david_contra,trail_1q_1q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q|AUDCHF|SHORT|2,AUDCHF,SHORT,protection_trail,2019-04-16T22:05:00.000Z,2019-04-16T23:14:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.1246,0.639998,-0.06,0.000479,0.580477,-0.031151,0.330971,0,,0.047917,0.2,,1E17E8A3E0DBF47334982E789F698232E85B9E5BF3B0D15AFDDB1B2CCECD4594
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q,david_contra,trail_1q_1q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q|AUDCHF|SHORT|3,AUDCHF,SHORT,target,2019-04-16T23:15:00.000Z,2019-04-17T14:03:00.000Z,2019-04-14T23:00:00.000Z,5,4,0,0.131439,0.690006,-0.3,0.021354,0.411361,-1.995944,0.181233,0,1,0.616667,0.2,,06DE5BD9F98B060CA6EDD74FD59D5D25683C916FA6EB304216DF1B671CD49253
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q,david_contra,trail_1q_1q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q|AUDCHF|SHORT|4,AUDCHF,SHORT,target,2019-04-17T22:05:00.000Z,2019-04-18T00:28:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.157118,0.810001,-0.06,0.000993,0.750995,-0.009698,0.157118,1,2,0.099306,0.2,,71634C6BD78E2F2D48ED8881F8F5490F3F83E4010CF5BEFFE135A35FEBF7A0EF
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q,david_contra,trail_1q_1q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q|AUDCHF|SHORT|5,AUDCHF,SHORT,target,2019-04-18T01:32:00.000Z,2019-04-18T01:49:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.36409,1.879997,-0.06,0.000118,1.820115,0,0.36409,2,3,0.011806,0.2,,592DEF694F1F976CCCC4CAAEAD7ABF7C94A5F5D2DBDFF2E26FED685F68AEAD7C
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q,david_contra,trail_1q_1q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q|AUDCHF|SHORT|6,AUDCHF,SHORT,target,2019-04-18T02:34:00.000Z,2019-04-18T03:32:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.131884,0.68,-0.06,0.000403,0.620402,-0.019395,0.131884,3,4,0.040278,0.2,,41EAC09640C0AF728D991527E0E2ADDC9573FBA5BB9E4801FC943BCA123EB230
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q,david_contra,trail_1q_1q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q|AUDCHF|SHORT|7,AUDCHF,SHORT,target,2019-04-18T06:14:00.000Z,2019-04-18T07:32:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.112477,0.579998,-0.06,0.000542,0.520539,-0.031029,0.112477,4,5,0.054167,0.2,,B5C2CE2DBC821B225990CA67E3A92E1BF25572A1C75C03214C8E61D7D67733D1
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q,david_contra,trail_1q_1q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q|AUDCHF|SHORT|8,AUDCHF,SHORT,target,2019-04-18T13:16:00.000Z,2019-04-18T14:05:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.108623,0.559999,-0.06,0.00034,0.50034,-0.058191,0.108623,5,6,0.034028,0.2,,F432F60F4F931A0240E1ECF9A86009E78343509AF7765211F9421880E99EFF01
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q,david_contra,trail_1q_1q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q|AUDCHF|SHORT|9,AUDCHF,SHORT,target,2019-04-18T15:52:00.000Z,2019-04-18T16:31:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.112496,0.579998,-0.06,0.000271,0.520268,-0.069825,0.112496,6,7,0.027083,0.2,,7D30EEF362F690415CBB6D17D1EEBCF2D9D6AEF04AED337FC54BA4881AE96A26
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q,david_contra,trail_1q_1q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q|AUDCHF|SHORT|10,AUDCHF,SHORT,session_flatten,2019-04-18T18:43:00.000Z,2019-04-18T20:00:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,-0.056247,-0.289999,-0.06,0.000535,-0.349464,-0.056247,0.029093,7,,0.053472,0.2,,A88F1FAD43F187AFD480190CBE43267AED14C75422E098EB727ACCDC7127970F
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q,david_contra,trail_1q_1q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q|AUDCHF|SHORT|11,AUDCHF,SHORT,target,2019-04-18T22:05:00.000Z,2019-04-19T00:56:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.12796,0.660001,-0.06,0.001188,0.601189,-0.060103,0.12796,7,8,0.11875,0.2,,AAC22A4E5AD40DA614AD8C422BAA7A50E4C5AD3D2248AA5DF09A582CBE158848
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q,david_contra,trail_1q_1q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q|AUDCHF|SHORT|12,AUDCHF,SHORT,target,2019-04-19T01:48:00.000Z,2019-04-19T02:04:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.120214,0.619999,-0.06,0.000111,0.560111,0,0.120214,8,9,0.011111,0.2,,4B218400199F3ABFD718C035108F6D6D6CA1021B6B7960CFC61F18A02C44B6D3
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q,david_contra,trail_1q_1q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_1Q|AUDCHF|SHORT|13,AUDCHF,SHORT,target,2019-04-19T03:51:00.000Z,2019-04-19T06:59:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.137669,0.71,-0.06,0.001306,0.651305,-0.05817,0.137669,9,10,0.130556,0.2,,E89D464E3460EBDEC01BD8CD1E458432EF374A359603D3B21F28D87A5CE885A8
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q,david_contra,trail_1q_0_5q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q|AUDCHF|SHORT|1,AUDCHF,SHORT,session_flatten,2019-04-16T13:43:00.000Z,2019-04-16T20:00:00.000Z,2019-04-14T23:00:00.000Z,2,1,0,-0.220373,-1.13,-0.12,0.004042,-1.245959,-0.278839,0,0,,0.261806,0.2,,F35DE70D6A79A07B30089F371793E2B89FB053475C06A544EBD6B90B3FC96992
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q,david_contra,trail_1q_0_5q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q|AUDCHF|SHORT|2,AUDCHF,SHORT,protection_trail,2019-04-16T22:05:00.000Z,2019-04-16T22:48:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.225839,1.16,-0.06,0.000299,1.100299,-0.031151,0.330971,0,,0.029861,0.2,,6767A1FECC8E9A06C2B27B40DD68DB187381AA397E71BEF695CC01ED4C05F4C0
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q,david_contra,trail_1q_0_5q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q|AUDCHF|SHORT|3,AUDCHF,SHORT,target,2019-04-16T22:49:00.000Z,2019-04-17T14:10:00.000Z,2019-04-14T23:00:00.000Z,5,4,0,0.004817,0.039992,-0.3,0.023993,-0.236015,-2.444682,0.103349,0,1,0.639583,0.2,,889BE0E019E3667457E2EAC9C854058CCF7CDFA68DB8401D04906261468DA5AC
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q,david_contra,trail_1q_0_5q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q|AUDCHF|SHORT|4,AUDCHF,SHORT,target,2019-04-17T22:05:00.000Z,2019-04-18T00:28:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.157118,0.810001,-0.06,0.000993,0.750995,-0.009698,0.157118,1,2,0.099306,0.2,,DC5679433D5F7AF79789E6ED8E1EECDD48701BFFD9951B090382B1EFCEC9BFDC
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q,david_contra,trail_1q_0_5q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q|AUDCHF|SHORT|5,AUDCHF,SHORT,target,2019-04-18T01:32:00.000Z,2019-04-18T01:49:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.36409,1.879997,-0.06,0.000118,1.820115,0,0.36409,2,3,0.011806,0.2,,07272B368570ADFB8A5F9937AE19018D13A0394913983924C7D05DB175C85A68
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q,david_contra,trail_1q_0_5q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q|AUDCHF|SHORT|6,AUDCHF,SHORT,target,2019-04-18T02:34:00.000Z,2019-04-18T03:32:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.131884,0.68,-0.06,0.000403,0.620402,-0.019395,0.131884,3,4,0.040278,0.2,,FE519EB191B9305C684B0F068585C604016B9DF0B8FA80C87E1DF94A44780ECB
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q,david_contra,trail_1q_0_5q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q|AUDCHF|SHORT|7,AUDCHF,SHORT,target,2019-04-18T06:14:00.000Z,2019-04-18T07:32:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.112477,0.579998,-0.06,0.000542,0.520539,-0.031029,0.112477,4,5,0.054167,0.2,,E72C53CDC10C2B50D53D87FE6C5A7CF3C004C1C42EDE892CD604626B46BDFA0F
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q,david_contra,trail_1q_0_5q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q|AUDCHF|SHORT|8,AUDCHF,SHORT,target,2019-04-18T13:16:00.000Z,2019-04-18T14:05:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.108623,0.559999,-0.06,0.00034,0.50034,-0.058191,0.108623,5,6,0.034028,0.2,,EE0BFAFC9F5268D973EFD2D34C186FCA30733ADDA36746B4450C97A83CEC1E3C
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q,david_contra,trail_1q_0_5q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q|AUDCHF|SHORT|9,AUDCHF,SHORT,target,2019-04-18T15:52:00.000Z,2019-04-18T16:31:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.112496,0.579998,-0.06,0.000271,0.520268,-0.069825,0.112496,6,7,0.027083,0.2,,24B427BBB39C7646FD48779D973B5FB9F80ADBD4847B60497857C2BB412A6814
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q,david_contra,trail_1q_0_5q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q|AUDCHF|SHORT|10,AUDCHF,SHORT,session_flatten,2019-04-18T18:43:00.000Z,2019-04-18T20:00:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,-0.056247,-0.289999,-0.06,0.000535,-0.349464,-0.056247,0.029093,7,,0.053472,0.2,,901083D3F972371A7F886E809BA5E00CBCDEDDBFADD751D46A0C24F9F24F0ACE
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q,david_contra,trail_1q_0_5q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q|AUDCHF|SHORT|11,AUDCHF,SHORT,target,2019-04-18T22:05:00.000Z,2019-04-19T00:56:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.12796,0.660001,-0.06,0.001188,0.601189,-0.060103,0.12796,7,8,0.11875,0.2,,EC840709EA69E3FF70B3FE43A19001B38119796D0502D2FF584203459940BFAE
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q,david_contra,trail_1q_0_5q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q|AUDCHF|SHORT|12,AUDCHF,SHORT,target,2019-04-19T01:48:00.000Z,2019-04-19T02:04:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.120214,0.619999,-0.06,0.000111,0.560111,0,0.120214,8,9,0.011111,0.2,,1531742263D57A27B10EE57126A920D92A72CAC7FBD73F345674C4BC6E0904CD
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q,david_contra,trail_1q_0_5q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_TRAIL_1Q_0_5Q|AUDCHF|SHORT|13,AUDCHF,SHORT,target,2019-04-19T03:51:00.000Z,2019-04-19T06:59:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.137669,0.71,-0.06,0.001306,0.651305,-0.05817,0.137669,9,10,0.130556,0.2,,19D04414BE84AB64FCF3B4F44F9EF48B32CDC82E9C702A758A320F51F5F88050
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_PROTECTED_FLATTEN_1Q,david_contra,protected_flatten_1q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_PROTECTED_FLATTEN_1Q|AUDCHF|SHORT|1,AUDCHF,SHORT,protected_flatten,2019-04-16T13:43:00.000Z,2019-04-16T20:00:00.000Z,2019-04-14T23:00:00.000Z,2,1,0,-0.220373,-1.13,-0.12,0.004042,-1.245959,-0.278839,0,0,,0.261806,0.2,,378ECC52D7E88DF3AE2046DC49C26F0EEB167EF9ED008205B629D2BEE2835DA2
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_PROTECTED_FLATTEN_1Q,david_contra,protected_flatten_1q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_PROTECTED_FLATTEN_1Q|AUDCHF|SHORT|2,AUDCHF,SHORT,protected_flatten,2019-04-16T22:05:00.000Z,2019-04-17T20:00:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,-0.356279,-1.829998,-0.06,0.009132,-1.880866,-0.695038,0.330971,0,,0.913194,0.2,,99EC41189B53EC8F3F3CD9C739D2F74F4E68794474259B5DC6F34666270ED2C3
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_PROTECTED_FLATTEN_1Q,david_contra,protected_flatten_1q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_PROTECTED_FLATTEN_1Q|AUDCHF|SHORT|3,AUDCHF,SHORT,target,2019-04-17T22:05:00.000Z,2019-04-18T00:28:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.157118,0.810001,-0.06,0.000993,0.750995,-0.009698,0.157118,0,1,0.099306,0.2,,D1B165BD4A34D9C004E57222342F66431310C1B68756384B298439225099C948
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_PROTECTED_FLATTEN_1Q,david_contra,protected_flatten_1q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_PROTECTED_FLATTEN_1Q|AUDCHF|SHORT|4,AUDCHF,SHORT,target,2019-04-18T01:32:00.000Z,2019-04-18T01:49:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.36409,1.879997,-0.06,0.000118,1.820115,0,0.36409,1,2,0.011806,0.2,,26E81D21041A107BAAF1642EE022452E066355834CA51D38557BE0E16BB9EE02
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_PROTECTED_FLATTEN_1Q,david_contra,protected_flatten_1q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_PROTECTED_FLATTEN_1Q|AUDCHF|SHORT|5,AUDCHF,SHORT,target,2019-04-18T02:34:00.000Z,2019-04-18T03:32:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.131884,0.68,-0.06,0.000403,0.620402,-0.019395,0.131884,2,3,0.040278,0.2,,B32C99F3B2CAD21CA02AD8D0504F48E506B1B9F82E222DF223B6ABCA9C24764B
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_PROTECTED_FLATTEN_1Q,david_contra,protected_flatten_1q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_PROTECTED_FLATTEN_1Q|AUDCHF|SHORT|6,AUDCHF,SHORT,target,2019-04-18T06:14:00.000Z,2019-04-18T07:32:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.112477,0.579998,-0.06,0.000542,0.520539,-0.031029,0.112477,3,4,0.054167,0.2,,4580C65CC8EEF9A27CC6B33005EE952ECA9CAD63F8903299AB80A4F40CD4B3DC
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_PROTECTED_FLATTEN_1Q,david_contra,protected_flatten_1q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_PROTECTED_FLATTEN_1Q|AUDCHF|SHORT|7,AUDCHF,SHORT,target,2019-04-18T13:16:00.000Z,2019-04-18T14:05:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.108623,0.559999,-0.06,0.00034,0.50034,-0.058191,0.108623,4,5,0.034028,0.2,,28C07CF080079D186620578437BF551420A45A292BFE129C8BA1FDF5D747FCFB
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_PROTECTED_FLATTEN_1Q,david_contra,protected_flatten_1q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_PROTECTED_FLATTEN_1Q|AUDCHF|SHORT|8,AUDCHF,SHORT,target,2019-04-18T15:52:00.000Z,2019-04-18T16:31:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.112496,0.579998,-0.06,0.000271,0.520268,-0.069825,0.112496,5,6,0.027083,0.2,,D1B39C1BF13788B296100738E40778B837193DFF8E96A385044B0CFA0739B93E
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_PROTECTED_FLATTEN_1Q,david_contra,protected_flatten_1q,RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_PROTECTED_FLATTEN_1Q|AUDCHF|SHORT|9,AUDCHF,SHORT,target,2019-04-18T18:43:00.000Z,2019-04-19T00:56:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.071764,0.370002,-0.06,0.00259,0.312593,-0.126071,0.071764,6,7,0.259028,0.2,,822C1116FB4C7719A7758C7AF33BA6C28018F0EEBF40ECC4D67A64081AC11BB5
