variant_id,activation_rule_id,protection_mode,group_type,group_key,close_event_count,win_count,loss_count,flat_count,win_pct,total_realized_pnl_adr,adr_normalized_return_pct,avg_realized_pnl_adr,net_usd,account_return_pct,gross_profit_usd,gross_loss_abs_usd,profit_factor,avg_mfe_adr,avg_mae_adr_abs,mfe_1q_hit_count,mfe_2q_hit_count,mfe_3q_hit_count,mfe_1q_hit_pct,mfe_2q_hit_pct,mfe_3q_hit_pct,mae_1q_hit_count,mae_2q_hit_count,mae_3q_hit_count,mae_1q_hit_pct,mae_2q_hit_pct,mae_3q_hit_pct,target_close_net_usd,session_flatten_close_net_usd,session_flatten_account_return_pct,content_hash
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,david_contra,baseline,anchor_week,2019-04-14T23:00:00.000Z,12,10,2,0,83.33,1.146815,1.146815,0.095568,5,0.049988,6.59,1.6,4.133229,0.144383,0.171575,2,0,0,16.67,0,0,2,1,1,16.67,8.33,8.33,6.59,-1.6,-0.015954,B0E63C37944B08B883E76FC483A5F37023679D79D8784D99D486FB9AE1748ECE
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,david_contra,baseline,close_month,2019-04,12,10,2,0,83.33,1.146815,1.146815,0.095568,5,0.049988,6.59,1.6,4.133229,0.144383,0.171575,2,0,0,16.67,0,0,2,1,1,16.67,8.33,8.33,6.59,-1.6,-0.015954,FCCA0AB2875010B165D49F677AE1EF6A00CE75AAF13866C7D56EF61A497CA557
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,david_contra,baseline,close_reason,session_flatten,2,0,2,0,0,-0.27662,-0.27662,-0.13831,-1.6,-0.015954,0,1.6,0,0.014547,0.167543,0,0,0,0,0,0,1,0,0,50,0,0,0,-1.6,-0.015954,9D294C0B36EF183EA03777750DB3D53A59EDA4924C009625E2D86D176291158C
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,david_contra,baseline,close_reason,target,10,10,0,0,100,1.423435,1.423435,0.142344,6.59,0.065942,6.59,0,Infinity,0.17035,0.172381,2,0,0,20,0,0,1,1,1,10,10,10,6.59,0,0,983C1B265D73E889D5C45F51179BE48E62066F765E0F26FA6D83661F38338EC7
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,david_contra,baseline,pair,AUDCHF,12,10,2,0,83.33,1.146815,1.146815,0.095568,5,0.049988,6.59,1.6,4.133229,0.144383,0.171575,2,0,0,16.67,0,0,2,1,1,16.67,8.33,8.33,6.59,-1.6,-0.015954,FD13EFACA566148F2A4596377EDDBF3D91A09E8FB985273316AB30B747E01F8B
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,david_contra,baseline,pair_side,AUDCHF_SHORT,12,10,2,0,83.33,1.146815,1.146815,0.095568,5,0.049988,6.59,1.6,4.133229,0.144383,0.171575,2,0,0,16.67,0,0,2,1,1,16.67,8.33,8.33,6.59,-1.6,-0.015954,87F4B82BBC3A9275C025B3C4FD21FEFBAD6B702D41459413DD38990508668ADC
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,david_contra,baseline,strategy_class,standalone_david_contra,12,10,2,0,83.33,1.146815,1.146815,0.095568,5,0.049988,6.59,1.6,4.133229,0.144383,0.171575,2,0,0,16.67,0,0,2,1,1,16.67,8.33,8.33,6.59,-1.6,-0.015954,880CCBFA184DCE8179360DE9FF702161F27D0D0434131CC51E90B7A8132CE3AB
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS,david_contra,lock_1q_stop_adds,anchor_week,2019-04-14T23:00:00.000Z,12,9,3,0,75,0.739632,0.739632,0.061636,3.07,0.03069,6.55,3.48,1.882831,0.144383,0.111378,2,0,0,16.67,0,0,2,1,1,16.67,8.33,8.33,6.55,-3.48,-0.034763,15D3C039A7A035002D46E7D317BCA997C8544E206317BDC6205E91B0584A2C4A
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS,david_contra,lock_1q_stop_adds,close_month,2019-04,12,9,3,0,75,0.739632,0.739632,0.061636,3.07,0.03069,6.55,3.48,1.882831,0.144383,0.111378,2,0,0,16.67,0,0,2,1,1,16.67,8.33,8.33,6.55,-3.48,-0.034763,DA540C6D2663C0C7FF52CD9493A289DE1EE6354AD4C6604400CA18F02BFC23C9
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA__PROTECT_LOCK_1Q_STOP_ADDS,david_contra,lock_1q_stop_adds,close_reason,session_flatten,3,0,3,0,0,-0.632899,-0.632899,-0.210966,-3.48,-0.034763,0,3.48,0,0.120021,0.343375,1,0,0,33.33,0,0,2,1,1,66.67,33.33,33.33,0,-3.48,-0.034763,BB2E5C718BEB79B18D9280E06517EC0FCD58402142B2B6A6E8F4DB3F6C98D9DD
