variant_id,close_reason,event_count,realized_or_open_adr,fill_count,content_hash
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,target,27532,29843.763532,90882,CF1BC701E19284281B2A624B0F554538A31A2546BFA632B059A719D15CCBDBD8
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,pair_net_flatten,21835,-11223.730169,94435,3DC2A02E20754025E80FE2B479408EA9AAA65583DA56AE4FEDE275EEC82498F9
HEDGED_GRID_T100_S020_L3_PAIR_NET_TP_1ADR,sample_end,1786,-18437.393584,18366,E87108D4A221FFE871DABBC44E62234F5BCF9D1C80200F2D66921F72D90F6825
HEDGED_GRID_T100_S020_NO_LIMIT_PAIR_NET_TP_1ADR,target,72183,79520.111821,245232,2FA95DC94F8CF2BBF2F131DF95BB8C30EECE7664848994478B8DEA78093B2A14
HEDGED_GRID_T100_S020_NO_LIMIT_PAIR_NET_TP_1ADR,pair_net_flatten,48628,-29362.291728,190248,200D7BBF6B42377459CC63FE9546D9F279D91564265B41E43229F0E6F1BF8AF4
HEDGED_GRID_T100_S020_NO_LIMIT_PAIR_NET_TP_1ADR,sample_end,20888,-51193.299206,94935,9A8ED42A83EEC80CE20AD740BE044836A7899B7CB526016AA6BF625629A81898
