"time","receipt_type","status","detail"
"2026.01.02 01:06:00","revma_reentry_gate","birth_blocked_waiting_for_fresh_state","system_id=revma-v001|source_m1_time=2026.01.02 01:05:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=false|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 00:03:00|reason=same_state_as_startup_observation"
"2026.01.02 01:07:00","revma_reentry_gate","birth_blocked_waiting_for_fresh_state","system_id=revma-v001|source_m1_time=2026.01.02 01:06:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=false|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 00:03:00|reason=same_state_as_startup_observation"
"2026.01.02 01:08:00","revma_reentry_gate","fresh_state_change_detected","system_id=revma-v001|source_m1_time=2026.01.02 01:07:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=false|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 00:03:00|reason=current_identity_differs_from_observed_state"
"2026.01.02 01:08:00","revma_reentry_gate","revma_grid_birth_allowed","system_id=revma-v001|source_m1_time=2026.01.02 01:07:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=false|observed=true|observed_direction=SHORT|observed_sleeve=REVERSION|observed_variant_id=11|observed_source_m1_time=2026.01.02 01:07:00|reason=fresh_state_change_gate_open"
"2026.01.02 01:08:00","revma_grid_birth","birth_intent","direction=SHORT sleeve=REVERSION"
"2026.01.02 16:40:00","order_request","close_scan_complete","attempted=10 closed=10"
"2026.01.02 16:40:00","order_request","close_request","ticket=26 lots=0.01"
"2026.01.02 16:40:00","order_request","close_request","ticket=27 lots=0.01"
"2026.01.02 16:40:00","order_request","close_request","ticket=28 lots=0.01"
"2026.01.02 16:40:00","order_request","close_request","ticket=29 lots=0.01"
"2026.01.02 16:40:00","order_request","close_request","ticket=30 lots=0.01"
"2026.01.02 16:40:00","order_request","close_request","ticket=31 lots=0.01"
"2026.01.02 16:40:00","order_request","close_request","ticket=32 lots=0.01"
"2026.01.02 16:40:00","order_request","close_request","ticket=33 lots=0.01"
"2026.01.02 16:40:00","order_request","close_request","ticket=34 lots=0.01"
"2026.01.02 16:40:00","order_request","close_request","ticket=35 lots=0.01"
"2026.01.02 16:40:00","revma_grid_exit","revma_grid_close_intent",""
"2026.01.02 16:40:00","revma_grid_exit","revma_basket_tp_reached","net=3.30 target=3.20 positions=34"
"2026.01.02 17:27:00","order_request","close_scan_complete","attempted=10 closed=10"
"2026.01.02 17:27:00","order_request","close_request","ticket=16 lots=0.01"
"2026.01.02 17:27:00","order_request","close_request","ticket=17 lots=0.01"
"2026.01.02 17:27:00","order_request","close_request","ticket=18 lots=0.01"
"2026.01.02 17:27:00","order_request","close_request","ticket=19 lots=0.01"
"2026.01.02 17:27:00","order_request","close_request","ticket=20 lots=0.01"
"2026.01.02 17:27:00","order_request","close_request","ticket=21 lots=0.01"
"2026.01.02 17:27:00","order_request","close_request","ticket=22 lots=0.01"
"2026.01.02 17:27:00","order_request","close_request","ticket=23 lots=0.01"
"2026.01.02 17:27:00","order_request","close_request","ticket=24 lots=0.01"
"2026.01.02 17:27:00","order_request","close_request","ticket=25 lots=0.01"
"2026.01.02 17:27:00","revma_grid_exit","revma_grid_close_intent",""
"2026.01.02 17:27:00","revma_grid_exit","revma_basket_tp_reached","net=4.02 target=2.26 positions=24"
"2026.01.02 17:55:00","order_request","close_scan_complete","attempted=10 closed=10"
"2026.01.02 17:55:00","order_request","close_request","ticket=7 lots=0.01"
"2026.01.02 17:55:00","order_request","close_request","ticket=8 lots=0.01"
"2026.01.02 17:55:00","order_request","close_request","ticket=9 lots=0.01"
"2026.01.02 17:55:00","order_request","close_request","ticket=10 lots=0.01"
"2026.01.02 17:55:00","order_request","close_request","ticket=11 lots=0.01"
"2026.01.02 17:55:00","order_request","close_request","ticket=6 lots=0.01"
"2026.01.02 17:55:00","order_request","close_request","ticket=13 lots=0.01"
"2026.01.02 17:55:00","revma_grid_exit","revma_basket_tp_reached","net=3.34 target=1.32 positions=14"
"2026.01.02 17:55:00","revma_grid_exit","revma_grid_close_intent",""
"2026.01.02 17:55:00","order_request","close_request","ticket=12 lots=0.01"
"2026.01.02 17:55:00","order_request","close_request","ticket=14 lots=0.01"
"2026.01.02 17:55:00","order_request","close_request","ticket=15 lots=0.01"
"2026.01.02 17:58:00","revma_grid_exit","revma_basket_tp_reached","net=0.49 target=0.38 positions=4"
"2026.01.02 17:58:00","revma_grid_exit","revma_grid_close_intent",""
"2026.01.02 17:58:00","order_request","close_request","ticket=5 lots=0.01"
"2026.01.02 17:58:00","order_request","close_request","ticket=4 lots=0.01"
"2026.01.02 17:58:00","order_request","close_request","ticket=3 lots=0.01"
"2026.01.02 17:58:00","order_request","close_request","ticket=2 lots=0.01"
"2026.01.02 17:58:00","order_request","close_scan_complete","attempted=4 closed=4"
"2026.01.02 17:59:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 17:58:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=grid_transitioned_flat_waiting_for_fresh_state"
"2026.01.02 18:00:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 17:59:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:01:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:00:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:02:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:01:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:03:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:02:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:04:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:03:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:05:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:04:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:06:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:05:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:07:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:06:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:08:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:07:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:09:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:08:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:10:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:09:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:11:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:10:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:12:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:11:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:13:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:12:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:14:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:13:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:15:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:14:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:16:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:15:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:17:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:16:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:18:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:17:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:19:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:18:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:20:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:19:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:21:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:20:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:22:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:21:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:23:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:22:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:24:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:23:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:25:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:24:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:26:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:25:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:27:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:26:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:28:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:27:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:29:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:28:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:30:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:29:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:31:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:30:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:32:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:31:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:33:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:32:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:34:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:33:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:35:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:34:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:36:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:35:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=same_state_after_flat_close"
"2026.01.02 18:37:00","revma_reentry_gate","fresh_state_change_detected","system_id=revma-v001|source_m1_time=2026.01.02 18:36:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 17:58:00|reason=current_identity_differs_from_observed_state"
"2026.01.02 18:37:00","revma_reentry_gate","revma_grid_birth_allowed","system_id=revma-v001|source_m1_time=2026.01.02 18:36:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=false|observed=true|observed_direction=SHORT|observed_sleeve=REVERSION|observed_variant_id=11|observed_source_m1_time=2026.01.02 18:36:00|reason=fresh_state_change_gate_open"
"2026.01.02 18:37:00","revma_grid_birth","birth_intent","direction=SHORT sleeve=REVERSION"
"2026.01.02 18:47:00","order_request","close_request","ticket=70 lots=0.01"
"2026.01.02 18:47:00","order_request","close_scan_complete","attempted=1 closed=1"
"2026.01.02 18:47:00","revma_grid_exit","revma_grid_close_intent",""
"2026.01.02 18:47:00","revma_grid_exit","revma_basket_tp_reached","net=0.10 target=0.09 positions=1"
"2026.01.02 18:48:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:47:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 18:47:00|reason=grid_transitioned_flat_waiting_for_fresh_state"
"2026.01.02 18:49:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:48:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 18:47:00|reason=same_state_after_flat_close"
"2026.01.02 18:50:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:49:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 18:47:00|reason=same_state_after_flat_close"
"2026.01.02 18:51:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:50:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 18:47:00|reason=same_state_after_flat_close"
"2026.01.02 18:52:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:51:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 18:47:00|reason=same_state_after_flat_close"
"2026.01.02 18:53:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:52:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 18:47:00|reason=same_state_after_flat_close"
"2026.01.02 18:54:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:53:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 18:47:00|reason=same_state_after_flat_close"
"2026.01.02 18:55:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:54:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 18:47:00|reason=same_state_after_flat_close"
"2026.01.02 18:56:00","revma_reentry_gate","post_harvest_reentry_blocked","system_id=revma-v001|source_m1_time=2026.01.02 18:55:00|direction=SHORT|sleeve=CONTINUATION|variant_id=10|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 18:47:00|reason=same_state_after_flat_close"
"2026.01.02 18:57:00","revma_reentry_gate","revma_grid_birth_allowed","system_id=revma-v001|source_m1_time=2026.01.02 18:56:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=false|observed=true|observed_direction=SHORT|observed_sleeve=REVERSION|observed_variant_id=11|observed_source_m1_time=2026.01.02 18:56:00|reason=fresh_state_change_gate_open"
"2026.01.02 18:57:00","revma_grid_birth","birth_intent","direction=SHORT sleeve=REVERSION"
"2026.01.02 18:57:00","revma_reentry_gate","fresh_state_change_detected","system_id=revma-v001|source_m1_time=2026.01.02 18:56:00|direction=SHORT|sleeve=REVERSION|variant_id=11|q_profile_id=MEDIUM_50000|has_active_grid=false|post_harvest_waiting=true|observed=true|observed_direction=SHORT|observed_sleeve=CONTINUATION|observed_variant_id=10|observed_source_m1_time=2026.01.02 18:47:00|reason=current_identity_differs_from_observed_state"
"2026.01.02 19:51:00","revma_grid_exit","revma_basket_tp_reached","net=0.61 target=0.38 positions=4"
"2026.01.02 19:51:00","revma_grid_exit","revma_grid_close_intent",""
"2026.01.02 19:51:00","order_request","close_request","ticket=75 lots=0.01"
