variant_id,activation_rule_id,protection_mode,group_type,group_key,close_event_count,win_count,loss_count,flat_count,win_pct,total_realized_pnl_adr,adr_normalized_return_pct,avg_realized_pnl_adr,net_usd,account_return_pct,gross_profit_usd,gross_loss_abs_usd,profit_factor,avg_mfe_adr,avg_mae_adr_abs,mfe_1q_hit_count,mfe_2q_hit_count,mfe_3q_hit_count,mfe_1q_hit_pct,mfe_2q_hit_pct,mfe_3q_hit_pct,mae_1q_hit_count,mae_2q_hit_count,mae_3q_hit_count,mae_1q_hit_pct,mae_2q_hit_pct,mae_3q_hit_pct,target_close_net_usd,session_flatten_close_net_usd,session_flatten_account_return_pct,content_hash
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_EOD_GREEN_HOLD_RED,triangle_v0_no_candidate_b,eod_green_hold_red,strategy_class,strict_katarakti,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,5DCB0580BA6FC68723EBC3EFE3101147C0A108B77AF933B3B57D9A55C58D33A3
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_EOD_GREEN_HOLD_RED_PAIN_1Q_STOP_ADDS,triangle_v0_no_candidate_b,eod_green_hold_red_pain_1q_stop_adds,anchor_week,2019-04-14T23:00:00.000Z,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,181277CEA3CC3A0E4C409387126D9B5AE7470F80B9A49BC79177A770A993B270
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_EOD_GREEN_HOLD_RED_PAIN_1Q_STOP_ADDS,triangle_v0_no_candidate_b,eod_green_hold_red_pain_1q_stop_adds,close_month,2019-04,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,B41988610C417C1F41F0EC367AD6B48A93A9057AB140BD396823825EE6252DDD
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_EOD_GREEN_HOLD_RED_PAIN_1Q_STOP_ADDS,triangle_v0_no_candidate_b,eod_green_hold_red_pain_1q_stop_adds,close_reason,target,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,B80ED4EAABC80D10C3A0EF1963523C5AD60EFE4577D42B7497152FB39F80F29E
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_EOD_GREEN_HOLD_RED_PAIN_1Q_STOP_ADDS,triangle_v0_no_candidate_b,eod_green_hold_red_pain_1q_stop_adds,pair,AUDCHF,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,2F0D8E93260602C0D3B1CC1BC6D7B2909FA3AC131B41FF8E74FBE258E56F1CC2
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_EOD_GREEN_HOLD_RED_PAIN_1Q_STOP_ADDS,triangle_v0_no_candidate_b,eod_green_hold_red_pain_1q_stop_adds,pair_side,AUDCHF_SHORT,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,EB53CDC451A9CF581F14159BF2926D9F3485EB790DB4A3BDD63FA9D8D9616192
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_EOD_GREEN_HOLD_RED_PAIN_1Q_STOP_ADDS,triangle_v0_no_candidate_b,eod_green_hold_red_pain_1q_stop_adds,strategy_class,strict_katarakti,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,2880EE9711AB2764C1DB0B4187F6C09115733B34B13FAA065C1728014DDD3C12
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_EOD_GREEN_HOLD_RED_PAIN_1Q_STOP_ADDS_RESET_0_5Q,triangle_v0_no_candidate_b,eod_green_hold_red_pain_1q_stop_adds_reset_0_5q,anchor_week,2019-04-14T23:00:00.000Z,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,18545E8D9CBF29262139C19189D4A4D72EDED2CE09ECB0CA23050E2243335B6C
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_EOD_GREEN_HOLD_RED_PAIN_1Q_STOP_ADDS_RESET_0_5Q,triangle_v0_no_candidate_b,eod_green_hold_red_pain_1q_stop_adds_reset_0_5q,close_month,2019-04,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,071C7CE0C87EDE1B36C751C5CCBD63051BB180C0814641ACD96E142437509981
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_EOD_GREEN_HOLD_RED_PAIN_1Q_STOP_ADDS_RESET_0_5Q,triangle_v0_no_candidate_b,eod_green_hold_red_pain_1q_stop_adds_reset_0_5q,close_reason,target,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,C28BCD9C0419806F426F50E3F9AA92E2C6B2AA155ABFD652FF95F095C8DBD3E9
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_EOD_GREEN_HOLD_RED_PAIN_1Q_STOP_ADDS_RESET_0_5Q,triangle_v0_no_candidate_b,eod_green_hold_red_pain_1q_stop_adds_reset_0_5q,pair,AUDCHF,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,2C9654D76CB69B5EDDDC16466F0F1E92983CC8702614C2E3A59BEDF57E467223
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_EOD_GREEN_HOLD_RED_PAIN_1Q_STOP_ADDS_RESET_0_5Q,triangle_v0_no_candidate_b,eod_green_hold_red_pain_1q_stop_adds_reset_0_5q,pair_side,AUDCHF_SHORT,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,8DD69FCBB727555FC087F6025CB430D898C67876C524B9C4E58115AE87238C67
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_EOD_GREEN_HOLD_RED_PAIN_1Q_STOP_ADDS_RESET_0_5Q,triangle_v0_no_candidate_b,eod_green_hold_red_pain_1q_stop_adds_reset_0_5q,strategy_class,strict_katarakti,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,48802E392032BF6DD60781023D303A0C21402F5D1AC4FAD112AD7B2D2A737913
