group_type,activation_rule_id,protection_mode,origin_class,pair,side,close_reason,start_date_et,close_event_count,win_count,loss_count,win_pct,fill_count,adr_normalized_return_pct,account_return_pct,gross_profit_usd,gross_loss_abs_usd,profit_factor,avg_realized_pnl_adr,avg_mfe_adr,avg_mae_adr_abs,avg_giveback_adr,aggregate_capture_ratio,avg_capture_ratio,mfe_1q_hit_pct,mae_1q_hit_pct,trail_addressable_loss_count,trail_no_activation_loss_count,trail_addressable_loss_pct_of_losses,trail_1q_1q_theoretical_improvement_adr,trail_1q_0_5q_theoretical_improvement_adr,content_hash
start_date_origin,triangle_v1_david_contra_extension,protected_flatten_1q,eod_green_leftover,,,,2019-04-26,5,5,0,100,7,1.102719,0.044478,4.45,0,,0.220544,0.227375,0.310652,0.006831,0.969958,0.94796,40,40,0,0,,0,0,C97A3F9E0062E1324D190B3BAB1490F110F32BF3473C32B7F69E55433BA27A46
start_date_origin,triangle_v0_no_candidate_b,baseline,target_captured,,,,2019-05-08,4,3,1,75,9,0.772,0.044525,4.67,0.21,21.738914,0.193,0.266646,0.662056,0.073646,0.723805,0.626335,75,75,0,0,0,0,0,3747DCABCD5BFC290B6B8981A094E18DAA20420C7D7E0833AE2EB6BA48183F9D
start_date_origin,triangle_v1_david_contra_extension,protected_flatten_1q,eod_green_leftover,,,,2019-05-21,8,4,4,50,10,0.92315,0.044604,4.62,0.16,29.36777,0.115394,0.208247,0.18584,0.092853,0.55412,0.37669,25,25,0,4,0,0,0,43D9F0AD1982B1F075D5783B5BA72E7893D40FF35A2B63687885833E61DE611F
start_date_origin,triangle_v1_david_contra_extension,baseline,eod_green_leftover,,,,2019-05-27,6,6,0,100,6,0.63518,0.044805,4.48,0,,0.105863,0.117364,0.062354,0.011501,0.902006,0.884269,16.666667,0,0,0,,0,0,C96DD1529707EF8F428F3FDB6F6C2024EF152BD48EB3291B2EF2C25BE5C3734E
start_date_origin,triangle_v1_david_contra_extension,lock_1q_stop_adds,eod_green_leftover,,,,2019-05-27,6,6,0,100,6,0.63518,0.044805,4.48,0,,0.105863,0.117364,0.062354,0.011501,0.902006,0.884269,16.666667,0,0,0,,0,0,CC8A5AE6D17C7EE45DF2F103D4907CCB1A012FCD1C678E6A2E6AEC78C6F6A869
start_date_origin,triangle_v1_david_contra_extension,baseline,eod_green_leftover,,,,2019-09-06,5,5,0,100,7,1.322145,0.044828,4.48,0,,0.264429,0.314366,0.185375,0.049937,0.84115,0.684762,40,40,0,0,,0,0,A014D5427A688C7C32720685D444AFE694AE1B3DFFF96BED0C0DE8FAC6CDA443
start_date_origin,triangle_v1_david_contra_extension,lock_1q_stop_adds,eod_green_leftover,,,,2019-09-06,5,5,0,100,7,1.322145,0.044828,4.48,0,,0.264429,0.314366,0.185375,0.049937,0.84115,0.684762,40,40,0,0,,0,0,87C3DC2474ABC60DB4F38278045809968F2AD383B6E2684CB9290EEC9D0FF0C8
start_date_origin,triangle_v1_david_contra_extension,protected_flatten_1q,eod_green_leftover,,,,2019-09-06,5,5,0,100,7,1.322145,0.044828,4.48,0,,0.264429,0.314366,0.185375,0.049937,0.84115,0.684762,40,40,0,0,,0,0,0DE21428030DC37DF7ABE925D5999E58CC2FD8BB68E8516161F05BC3818AF2B2
start_date_origin,triangle_v0_no_candidate_b,lock_1q_stop_adds,target_captured,,,,2019-08-09,2,2,0,100,2,1.024935,0.04494,4.49,0,,0.512468,0.631936,0.258424,0.119469,0.810948,0.592485,100,50,0,0,,0.022957,0.130947,79F3CFC881968980F0F8FFAFC1402D6558CE4FF95C62358424316BE3E102D8BE
start_date_origin,triangle_v0_no_candidate_b,protected_flatten_1q,target_captured,,,,2019-08-09,2,2,0,100,2,1.024935,0.04494,4.49,0,,0.512468,0.631936,0.258424,0.119469,0.810948,0.592485,100,50,0,0,,0.022957,0.130947,54D22755D7D6DF4A71FBB46429F7743CAEBE9230F5360595D5E46377ED4F7476
start_date_origin,david_contra,trail_1q_0_5q,trail_captured,,,,2019-10-13,6,6,0,100,11,0.970365,0.045095,4.51,0,,0.161728,0.274499,0.240342,0.112772,0.589173,0.565235,100,66.666667,0,0,,0,0.076631,79BD287569516A149572C784D8CD4DC739CC74B6D1B0D865B8D64905B473F7A6
start_date_origin,david_contra,protected_flatten_1q,eod_green_leftover,,,,2019-08-08,3,3,0,100,3,0.368432,0.045259,4.53,0,,0.122811,0.221759,0.036465,0.098948,0.553803,0.634026,33.333333,0,0,0,,0,0.081319,082AA66133403857AE60E77EF04A911E0FBE83CB95CF1B655BA646BB56A19E06
start_date_origin,triangle_v1_david_contra_extension,trail_1q_0_5q,trail_captured,,,,2019-05-21,4,4,0,100,4,0.784835,0.045325,4.53,0,,0.196209,0.354515,0.037023,0.158307,0.553456,0.553503,100,0,0,0,,0,0.033226,2B0EC70F8833A4C395B84D7A58EA0171FDD1343AB02C9DC6BB40ECEBA5E045E3
start_date_origin,triangle_v1_david_contra_extension,protected_flatten_1q,target_captured,,,,2019-11-22,11,8,3,72.727273,12,1.115337,0.045463,4.63,0.08,55.544613,0.101394,0.101394,0.071747,0,1,1,9.090909,9.090909,0,0,0,0,0,60B0185047F16A98E5CB51C5195953B204EDAAB3DE4148FE105B5D4AE27BAEE7
start_date_origin,triangle_v1_david_contra_extension,baseline,eod_green_leftover,,,,2019-05-21,5,4,1,80,6,0.909434,0.046148,4.62,0,1631.665018,0.181887,0.269935,0.181969,0.088048,0.673817,0.57725,40,20,0,1,0,0,0,C65CE7D9BB50AC9ACF13DB8A44FD84B713F89C0D1E7B41F9419487D3CCC5445A
start_date_origin,triangle_v1_david_contra_extension,lock_1q_stop_adds,eod_green_leftover,,,,2019-05-21,5,4,1,80,6,0.909434,0.046148,4.62,0,1631.665018,0.181887,0.269935,0.181969,0.088048,0.673817,0.57725,40,20,0,1,0,0,0,4634610DFA4BC14F671689B2EF1FBFF222331AB58C0CFCDD633B34FABFC3E1FB
start_date_origin,triangle_v0_no_candidate_b,trail_1q_0_5q,trail_captured,,,,2019-05-15,3,3,0,100,3,0.534362,0.046171,4.62,0,,0.178121,0.346123,0,0.168003,0.514616,0.505537,100,0,0,0,,0,0.105716,C3DCCA1FD8495FE9CF084EA450E4F7EE848E90ED8BAD29DFCA2955A1D87BE176
