source,system,strategyVariant,anchorType,weekOpenUtc,rowKind,gridKey,parentTradeId,tradeId,pair,direction,sourceModel,tier,fillSeq,entryUtc,exitUtc,entryPrice,exitPrice,returnRawPct,returnAdrNormalizedPct,adrPct,exitReason,activeFillsAtEntry,capThresholdAtEntry,capViolated
app,tiered,tiered_4w-adr_grid-pair_fill_cap,execution,2026-05-17T23:00:00.000Z,grid,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|EURUSD|SHORT,,2681bd9b-1f3c-5ed9-860a-d0da9fd51aa2,EURUSD,SHORT,tiered_4w,1,,2026-05-18T07:00:00.000Z,2026-05-19T08:00:00.000Z,1.16311204,1.16310976,1.189755,2.4,0.495731,grid_parent,,,false
app,tiered,tiered_4w-adr_grid-pair_fill_cap,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|EURUSD|SHORT,2681bd9b-1f3c-5ed9-860a-d0da9fd51aa2,4715a44c-6977-5a0c-a44e-9f98cc7671e6,EURUSD,SHORT,tiered_4w,1,1,2026-05-18T07:00:00.000Z,2026-05-19T10:00:00.000Z,1.16311204,1.16195886,0.099146,0.2,0.495731,grid_tp,0,3,false
app,tiered,tiered_4w-adr_grid-pair_fill_cap,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|EURUSD|SHORT,2681bd9b-1f3c-5ed9-860a-d0da9fd51aa2,338f4730-9ab0-5322-8d2c-84d204eef7ae,EURUSD,SHORT,tiered_4w,1,2,2026-05-18T09:00:00.000Z,2026-05-18T09:00:00.000Z,1.16426408,1.16310976,0.099146,0.2,0.495731,grid_tp,1,3,false
app,tiered,tiered_4w-adr_grid-pair_fill_cap,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|EURUSD|SHORT,2681bd9b-1f3c-5ed9-860a-d0da9fd51aa2,6f19e65c-18de-5ba3-853d-788b76d53cb8,EURUSD,SHORT,tiered_4w,1,3,2026-05-18T10:00:00.000Z,2026-05-18T11:00:00.000Z,1.16426408,1.16310976,0.099146,0.2,0.495731,grid_tp,1,3,false
app,tiered,tiered_4w-adr_grid-pair_fill_cap,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|EURUSD|SHORT,2681bd9b-1f3c-5ed9-860a-d0da9fd51aa2,56face73-b6da-5249-9c82-1715dd09d1f8,EURUSD,SHORT,tiered_4w,1,4,2026-05-18T12:00:00.000Z,2026-05-18T12:00:00.000Z,1.16426408,1.16310976,0.099146,0.2,0.495731,grid_tp,1,3,false
app,tiered,tiered_4w-adr_grid-pair_fill_cap,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|EURUSD|SHORT,2681bd9b-1f3c-5ed9-860a-d0da9fd51aa2,224c5281-4218-5ddf-bcd3-22777d13bc80,EURUSD,SHORT,tiered_4w,1,5,2026-05-18T13:00:00.000Z,2026-05-18T13:00:00.000Z,1.16541612,1.16426065,0.099146,0.2,0.495731,grid_tp,1,3,false
app,tiered,tiered_4w-adr_grid-pair_fill_cap,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|EURUSD|SHORT,2681bd9b-1f3c-5ed9-860a-d0da9fd51aa2,6a3e5248-fadf-5af1-8881-983729817105,EURUSD,SHORT,tiered_4w,1,6,2026-05-18T13:00:00.000Z,2026-05-18T19:00:00.000Z,1.16426408,1.16310976,0.099146,0.2,0.495731,grid_tp,1,3,false
app,tiered,tiered_4w-adr_grid-pair_fill_cap,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|EURUSD|SHORT,2681bd9b-1f3c-5ed9-860a-d0da9fd51aa2,25dd3bb8-81e8-5c8d-95d4-cd1001ba9e97,EURUSD,SHORT,tiered_4w,1,7,2026-05-18T14:00:00.000Z,2026-05-18T15:00:00.000Z,1.16541612,1.16426065,0.099146,0.2,0.495731,grid_tp,2,3,false
app,tiered,tiered_4w-adr_grid-pair_fill_cap,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|EURUSD|SHORT,2681bd9b-1f3c-5ed9-860a-d0da9fd51aa2,544e5c4a-9e21-5d53-8f39-e5bbf851bb4b,EURUSD,SHORT,tiered_4w,1,8,2026-05-18T17:00:00.000Z,2026-05-18T19:00:00.000Z,1.16541612,1.16426065,0.099146,0.2,0.495731,grid_tp,2,3,false
app,tiered,tiered_4w-adr_grid-pair_fill_cap,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|EURUSD|SHORT,2681bd9b-1f3c-5ed9-860a-d0da9fd51aa2,fb759cf9-957c-5c8c-a02e-b0b2973227ad,EURUSD,SHORT,tiered_4w,1,9,2026-05-18T20:00:00.000Z,2026-05-18T20:00:00.000Z,1.16426408,1.16310976,0.099146,0.2,0.495731,grid_tp,1,3,false
app,tiered,tiered_4w-adr_grid-pair_fill_cap,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|EURUSD|SHORT,2681bd9b-1f3c-5ed9-860a-d0da9fd51aa2,d874a0b0-380d-5cc9-a351-73e5a98b6c2a,EURUSD,SHORT,tiered_4w,1,10,2026-05-18T20:00:00.000Z,2026-05-18T20:00:00.000Z,1.16541612,1.16426065,0.099146,0.2,0.495731,grid_tp,1,3,false
app,tiered,tiered_4w-adr_grid-pair_fill_cap,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|EURUSD|SHORT,2681bd9b-1f3c-5ed9-860a-d0da9fd51aa2,180c1515-5843-5e99-85ea-1a38f90abcf2,EURUSD,SHORT,tiered_4w,1,11,2026-05-18T21:00:00.000Z,2026-05-19T03:00:00.000Z,1.16541612,1.16426065,0.099146,0.2,0.495731,grid_tp,1,3,false
app,tiered,tiered_4w-adr_grid-pair_fill_cap,execution,2026-05-17T23:00:00.000Z,fill,2026-05-17T23:00:00.000Z|tiered|tiered_4w|1|EURUSD|SHORT,2681bd9b-1f3c-5ed9-860a-d0da9fd51aa2,f632d204-c477-5a09-8e6e-b9c722e04d07,EURUSD,SHORT,tiered_4w,1,12,2026-05-18T21:00:00.000Z,2026-05-19T08:00:00.000Z,1.16426408,1.16310976,0.099146,0.2,0.495731,grid_tp,2,3,false
