variant_id,activation_rule_id,signal_settings_id,david_settings,stochastic_settings,symbol_universe,bar_path_mode,target_mode,target_adr,spacing_adr,min_ma_expansion_adr,grid_add_mode,date_range,price_bundle_id,warehouse_manifest_id,warehouse_hash,weeks_replayed,pairs_replayed,initial_deposit_usd,final_balance_usd,final_equity_before_liquidation_usd,final_equity_after_liquidation_usd,net_profit_usd,closed_price_pnl_usd,end_liquidation_price_pnl_usd,total_price_pnl_usd,total_commission_usd,total_swap_usd,target_reset_count,entries_opened,closed_positions,end_liquidation_positions,max_open_positions,max_long_positions,max_short_positions,max_add_depth,max_fill_age_days,position_days,max_equity_drawdown_usd,max_balance_drawdown_usd,weekly_equity_profit_factor,activation_checks,activation_blocked_long,activation_blocked_short,activation_blocked_expansion,activation_started_long,activation_started_short,activation_long_allow_pct,activation_short_allow_pct,mt5_reference_net_profit_usd,mt5_reference_commission_usd,mt5_reference_swap_usd,mt5_reference_end_liquidation_net_usd,mt5_reference_max_open_positions,mt5_reference_end_liquidation_positions,net_delta_vs_mt5_usd,summary_only,metric_semantics,content_hash
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,DAVID_LWMA100_RSI50_60_40__STOCH_100_3_100_80_20_low_high_simple_main_only,LWMA100_RSI50_60_40,100_3_100_80_20_low_high_simple_main_only,AUDCAD,close,david_ma_reversion,1,0.1,0.1,adverse_only,2026-05-03T23:00:00.000Z..2026-05-03T23:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,1,1,10000,10007.34,10007.34,10007.34,7.34,22.55,-8.98,13.57,-6.12,-0.11,40,102,102,10,26,8,19,18,1.91,36.07,0,0,,7814,4973,2799,7772,23,19,0.46,0.67,174.51,-400.8,-4144.01,-5590.01,170,149,-167.17,true,continuous_carried_position_truth_replay,07E66CD58F01C6383CAA62DE36CB6FCE948F7B5A56080ACFD4272E3B3A59F045
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,david_contra,DAVID_LWMA100_RSI50_60_40__STOCH_100_3_100_80_20_low_high_simple_main_only,LWMA100_RSI50_60_40,100_3_100_80_20_low_high_simple_main_only,AUDCAD,close,david_ma_reversion,1,0.1,0.1,adverse_only,2026-05-03T23:00:00.000Z..2026-05-03T23:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,1,1,10000,10004.04,10004.04,10004.04,4.04,17.77,-9.31,8.46,-4.62,0.2,29,77,77,9,24,5,19,18,1.91,32.26,0,0,,8913,5672,3211,2793,17,13,0.3,0.4,174.51,-400.8,-4144.01,-5590.01,170,149,-170.47,true,continuous_carried_position_truth_replay,38A177818CD585BC15081580E6B2519A1B52231995DCC96F39CD43587C41F1A3
RAW_GRID_T100_S020_GATE90_DAVID_STOCH_RELEASE,david_stoch_release,DAVID_LWMA100_RSI50_60_40__STOCH_100_3_100_80_20_low_high_simple_main_only,LWMA100_RSI50_60_40,100_3_100_80_20_low_high_simple_main_only,AUDCAD,close,david_ma_reversion,1,0.1,0.1,adverse_only,2026-05-03T23:00:00.000Z..2026-05-03T23:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,1,1,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13052,6526,6526,19,0,0,0,0,174.51,-400.8,-4144.01,-5590.01,170,149,-174.51,true,continuous_carried_position_truth_replay,50FEEC43F2A0FAD598649FFD221FC30E754E4B5449E4F111027CF6775DA10A6A
