group_type,activation_rule_id,protection_mode,origin_class,live_state_class,pair,side,close_reason,start_date_et,close_event_count,win_count,loss_count,win_pct,fill_count,adr_normalized_return_pct,account_return_pct,gross_profit_usd,gross_loss_abs_usd,profit_factor,avg_realized_pnl_adr,avg_mfe_adr,avg_mae_adr_abs,avg_giveback_adr,aggregate_capture_ratio,avg_capture_ratio,mfe_1q_hit_pct,mae_1q_hit_pct,trail_addressable_loss_count,trail_no_activation_loss_count,trail_addressable_loss_pct_of_losses,trail_1q_1q_theoretical_improvement_adr,trail_1q_0_5q_theoretical_improvement_adr,content_hash
live_state,triangle_v0_no_candidate_b,baseline,,profit_1q_before_pain_1q,,,,,154,146,8,94.805195,172,51.065139,3.335909,355.41,21.82,16.290198,0.331592,0.384887,0.098949,0.053295,0.861531,0.796562,100,4.545455,8,0,100,4.791996,5.986292,3012C663ED41A00EF04E85BE9116EE3AF0A8B6FBE703F4CC592334589F702B1D
live_state,triangle_v0_no_candidate_b,baseline,,profit_0_5q_only,,,,,140,131,9,93.571429,140,23.458938,1.287798,134.8,6.02,22.375418,0.167564,0.196705,0.073548,0.029141,0.851854,0.828941,0,0,0,9,0,0,0,08552C5CBAC28498A910A4BE7785DB28D6598294BC0F5F8C107245F6662B4409
live_state,triangle_v0_no_candidate_b,baseline,,pain_2q_before_profit_0_5q,,,,,45,17,28,37.777778,156,-41.665342,-3.181872,24.38,342.57,0.07117,-0.925896,0.204265,1.967583,1.130162,-4.53282,-23.436052,24.444444,100,1,26,3.571429,0.627687,0.777687,AEC8D75F624CC09B0DC065B90DEB041B057C609A4A4340236976DFA2AFA581ED
live_state,triangle_v0_no_candidate_b,baseline,,pain_1q_before_profit_0_5q,,,,,41,28,13,68.292683,87,9.634019,0.486362,64.32,15.68,4.101223,0.234976,0.3692,0.532417,0.134224,0.636446,-0.257712,68.292683,100,3,9,23.076923,1.030132,1.648197,10DFBA1F5D0C443C769C3F7F4E52B131B680E676981C57C8D8CD45B57EB1E885
live_state,triangle_v0_no_candidate_b,baseline,,pain_1q_before_profit_1q,,,,,38,24,14,63.157895,98,-16.75738,-0.701373,42.18,112.32,0.375537,-0.440984,0.309716,1.157078,0.7507,-1.423831,-2.206406,52.631579,100,1,12,7.142857,2.105514,2.350298,89F2253E2E0633D0D216E8DE96836C1FBB85F86BA0315B17967A82AFF8FD7137
live_state,triangle_v0_no_candidate_b,baseline,,inside_1q,,,,,36,14,22,38.888889,36,-0.440434,-0.052497,7.63,12.88,0.592306,-0.012234,0.085606,0.136981,0.09784,-0.142914,-0.719852,0,0,0,22,0,0,0,5E176A3268685BA64196B6BC40490DF7B528595EDFE74F677BD0ECB93B32F703
