group_type,activation_rule_id,protection_mode,origin_class,live_state_class,pair,side,close_reason,start_date_et,close_event_count,win_count,loss_count,win_pct,fill_count,adr_normalized_return_pct,account_return_pct,gross_profit_usd,gross_loss_abs_usd,profit_factor,avg_realized_pnl_adr,avg_mfe_adr,avg_mae_adr_abs,avg_giveback_adr,aggregate_capture_ratio,avg_capture_ratio,mfe_1q_hit_pct,mae_1q_hit_pct,trail_addressable_loss_count,trail_no_activation_loss_count,trail_addressable_loss_pct_of_losses,trail_1q_1q_theoretical_improvement_adr,trail_1q_0_5q_theoretical_improvement_adr,content_hash
pair_side_origin,triangle_v0_no_candidate_b,baseline,green_to_red_giveback,,AUDUSD,SHORT,,,1,0,1,0,6,-2.652344,-0.124544,0,12.45,0,-2.652344,0.239105,3.216337,2.891449,-11.0928,-11.0928,100,100,1,0,100,2.683504,2.787477,40ECD3797D1B9EE138B77E38DBB9EF1F8DF1CDEF1FFFFE85FBFFD9E84565AF34
pair_side_origin,triangle_v0_no_candidate_b,baseline,ugly_no_profit,,GBPJPY,LONG,,,1,0,1,0,3,-1.450825,-0.124135,0,12.41,0,-1.450825,0,1.450825,1.450825,,,0,100,0,1,0,0,0,FFCA4AF9CA067E1F2C696883430E574938330FB8F125E980CFAB5F446874406E
pair_side_origin,triangle_v0_no_candidate_b,baseline,ugly_no_profit,,EURCAD,SHORT,,,1,0,1,0,2,-1.523041,-0.092763,0,9.28,0,-1.523041,0.097469,1.523041,1.62051,-15.625902,-15.625902,0,100,0,1,0,0,0,A0FF7323CF2DC934202B2DC4AF2F61EDE6492EC790728CA49FD493914DAC3E6A
pair_side_origin,triangle_v0_no_candidate_b,baseline,ugly_no_profit,,GBPCAD,LONG,,,2,0,2,0,3,-1.126406,-0.091408,0,9.14,0,-0.563203,0.158638,0.627955,0.721841,-3.55024,-3.737953,0,100,0,2,0,0,0,364BB893BE456B50C99AEAFC8DEB7B30E980A75CDBEB24F28453F8DCF790E3D2
pair_side_origin,triangle_v0_no_candidate_b,baseline,ugly_no_profit,,CHFJPY,SHORT,,,3,0,3,0,8,-1.9593,-0.077122,0,7.71,0,-0.6531,0.083915,1.007484,0.737015,-7.782845,-16.827265,0,100,0,3,0,0,0,0B6DCB7BED709980EB8D03E36AC4237CD937F5224B91FEA199C7A405997595E5
pair_side_origin,triangle_v0_no_candidate_b,baseline,green_to_red_giveback,,NZDUSD,LONG,,,1,0,1,0,5,-1.700751,-0.076753,0,7.68,0,-1.700751,0.496119,2.718464,2.19687,-3.428111,-3.428111,100,100,1,0,100,1.970834,2.083852,7F8DF17E98E4869C8B1FB27EDE526254B3DE9F3817D71AD46126151C4D015C42
pair_side_origin,triangle_v0_no_candidate_b,baseline,ugly_no_profit,,EURUSD,LONG,,,1,0,1,0,6,-1.203625,-0.054457,0,5.45,0,-1.203625,0.074352,3.396237,1.277977,-16.188199,-16.188199,0,100,0,1,0,0,0,74083D27FD83490B2A8308FC1259BF18A1D643F418381E91BC54EC550F442BFE
pair_side_origin,triangle_v0_no_candidate_b,baseline,green_to_red_giveback,,NZDJPY,SHORT,,,1,0,1,0,4,-1.146366,-0.051527,0,5.15,0,-1.146366,0.228594,2.058609,1.37496,-5.014856,-5.014856,100,100,1,0,100,1.152051,1.263506,CDCBF669AE2135CA837B18070C62381EF67A67BFF72D4BC11BDD9E63CB5DD12D
pair_side_origin,triangle_v0_no_candidate_b,baseline,adverse_no_profit,,EURCAD,LONG,,,2,0,2,0,3,-0.689574,-0.044268,0,4.43,0,-0.344787,0.135801,0.344787,0.480588,-2.538914,-2.53897,0,100,0,2,0,0,0,16682C7BD8359CAE9E2A6D82E2DD4AA8445BE6926BA7448979D879F99803AE3F
pair_side_origin,triangle_v0_no_candidate_b,baseline,ugly_no_profit,,EURAUD,LONG,,,1,0,1,0,3,-0.671695,-0.039793,0,3.98,0,-0.671695,0.083309,1.086244,0.755004,-8.062694,-8.062694,0,100,0,1,0,0,0,5861F91B0F8E04A0C86B3693AC0E137CD6F6C6242F8502EFD3D21BFF7FA3764C
pair_side_origin,triangle_v0_no_candidate_b,baseline,ugly_no_profit,,EURCAD,LONG,,,1,0,1,0,2,-0.556366,-0.035456,0,3.55,0,-0.556366,0.033295,0.561302,0.589661,-16.710197,-16.710197,0,100,0,1,0,0,0,E95E05ECDAD2659344EDD026803C6BA092C3F205E9933C594AE93FCA5D69B446
pair_side_origin,triangle_v0_no_candidate_b,baseline,small_red_no_profit,,GBPNZD,SHORT,,,3,0,3,0,3,-0.301837,-0.034568,0,3.46,0,-0.100612,0.092763,0.150246,0.193375,-1.084621,-1.460705,0,0,0,3,0,0,0,D1FC32C10A58FAE32BC5552C7F3E3BE3F1B5CCD2125AB14922001349B250C7FF
pair_side_origin,triangle_v0_no_candidate_b,baseline,ugly_no_profit,,AUDCAD,LONG,,,1,0,1,0,2,-0.732479,-0.025579,0,2.56,0,-0.732479,0.090671,0.732479,0.82315,-8.078426,-8.078426,0,100,0,1,0,0,0,16BEACBB7D8BA3D3C6B09F03CDC2789FCDE909085B491A5BC05BAAA87E7BFEA4
pair_side_origin,triangle_v0_no_candidate_b,baseline,adverse_no_profit,,CHFJPY,SHORT,,,1,0,1,0,2,-0.384023,-0.024512,0,2.45,0,-0.384023,0.137618,0.462599,0.521641,-2.7905,-2.7905,0,100,0,1,0,0,0,41DD4F86BE16906B8B7557A02327043B061258C8EC3869CC2873DA88DE1F426D
pair_side_origin,triangle_v0_no_candidate_b,baseline,ugly_no_profit,,NZDJPY,LONG,,,1,0,1,0,3,-0.475519,-0.023839,0,2.38,0,-0.475519,0.029347,1.055361,0.504866,-16.203326,-16.203326,0,100,0,1,0,0,0,9CB64531E0468A74573A58B903BEEC4C8155F13B8D4E59058BD43EC3DA8AACD7
pair_side_origin,triangle_v0_no_candidate_b,baseline,green_to_red_giveback,,EURAUD,SHORT,,,1,0,1,0,2,-0.301316,-0.022835,0,2.28,0,-0.301316,0.344155,0.305068,0.645471,-0.875524,-0.875524,100,100,1,0,100,0.434282,0.539877,938786B1AAF8C1DEBAA7459D90A6BEFE7F2E3D25541666FFC4671D305265A609
pair_side_origin,triangle_v0_no_candidate_b,baseline,green_to_red_giveback,,USDCHF,LONG,,,1,0,1,0,2,-0.312194,-0.022656,0,2.27,0,-0.312194,0.448073,0.510676,0.760267,-0.696748,-0.696748,100,100,1,0,100,0.460267,0.610267,4E40E0889184D97A3C9BE0042EF0CE92E47A40A8E72D93716D06EF12721224AE
pair_side_origin,triangle_v0_no_candidate_b,baseline,ugly_no_profit,,EURCHF,LONG,,,1,0,1,0,2,-0.470965,-0.021521,0,2.15,0,-0.470965,0.156954,0.603466,0.627919,-3.000656,-3.000656,0,100,0,1,0,0,0,F8F2CC35985B0776893E98639C72E1BC5B714D9F3395C004969532A3567FB283
pair_side_origin,triangle_v0_no_candidate_b,baseline,ugly_no_profit,,EURJPY,SHORT,,,1,0,1,0,2,-0.256541,-0.020771,0,2.08,0,-0.256541,0.274986,0.609284,0.531527,-0.932924,-0.932924,0,100,0,1,0,0,0,43D15838DFDE3AD7648E6944A80D9891B10DF4D4BC716F555AB73C472AD0F5A2
pair_side_origin,triangle_v0_no_candidate_b,baseline,green_to_red_giveback,,EURCHF,SHORT,,,1,0,1,0,3,-0.404583,-0.019377,0,1.94,0,-0.404583,0.523104,0.909967,0.927687,-0.773427,-0.773427,100,100,1,0,100,0.627687,0.777687,B79EB88D84672059509AED6AC4C9ECCE5D76F5CF4D705B2CE760F312A6C2DD21
pair_side_origin,triangle_v0_no_candidate_b,baseline,small_red_no_profit,,EURGBP,LONG,,,2,0,2,0,2,-0.18549,-0.018653,0,1.87,0,-0.092745,0.126038,0.20341,0.218783,-0.735852,-0.681474,0,0,0,2,0,0,0,69140F85999D3517CC702B405BD17664925C08DCD12110C10414BE2622F8DC80
pair_side_origin,triangle_v0_no_candidate_b,baseline,ugly_no_profit,,USDCAD,LONG,,,1,0,1,0,2,-0.369815,-0.017919,0,1.79,0,-0.369815,0.057666,0.63116,0.427481,-6.413051,-6.413051,0,100,0,1,0,0,0,C1A14BBAE3696C101476FE7FB672D2C843E268D3E143BE741CFF29222F48C508
pair_side_origin,triangle_v0_no_candidate_b,baseline,ugly_no_profit,,CADJPY,LONG,,,1,0,1,0,2,-0.336201,-0.017886,0,1.79,0,-0.336201,0.138218,0.85977,0.474419,-2.432397,-2.432397,0,100,0,1,0,0,0,DBE4AC36F428C2769C4EA3A5B231B29431B5800879033540D8EC15D75128B985
pair_side_origin,triangle_v0_no_candidate_b,baseline,small_red_no_profit,,EURAUD,LONG,,,1,0,1,0,1,-0.201921,-0.017809,0,1.78,0,-0.201921,0.157498,0.255229,0.359419,-1.282054,-1.282054,0,0,0,1,0,0,0,0678648BE15A5BD8197BBA336FCC36653B9C48435572BECC1122BD3DAA1CD27F
pair_side_origin,triangle_v0_no_candidate_b,baseline,adverse_no_profit,,CADCHF,SHORT,,,1,0,1,0,1,-0.308962,-0.017715,0,1.77,0,-0.308962,0.124335,0.308962,0.433297,-2.484916,-2.484916,0,100,0,1,0,0,0,49EB7A0CA1171E28CE5CCCA4CD6EEC79950B37DB2B0C5C59DB36ED69E4B26DA3
pair_side_origin,triangle_v0_no_candidate_b,baseline,green_to_red_giveback,,GBPJPY,SHORT,,,1,0,1,0,2,-0.18706,-0.01725,0,1.72,0,-0.18706,0.281101,0.498944,0.468161,-0.665455,-0.665455,100,100,1,0,100,0.262177,0.365169,F5C56980F2B9460F12D6DF6E7D96FEEEF23DC6D29ADF66C4B00FDCC31DBE1344
pair_side_origin,triangle_v0_no_candidate_b,baseline,adverse_no_profit,,USDCHF,LONG,,,1,0,1,0,1,-0.309032,-0.017155,0,1.72,0,-0.309032,0.129134,0.309032,0.438166,-2.393111,-2.393111,0,100,0,1,0,0,0,8C9D826307B34EA4A15A51FC08278AB46E463EAE550F68E3C199DCE7C22B2695
pair_side_origin,triangle_v0_no_candidate_b,baseline,small_red_no_profit,,GBPCHF,SHORT,,,3,0,3,0,3,-0.174825,-0.01601,0,1.6,0,-0.058275,0.138813,0.126776,0.197088,-0.41981,-0.388177,0,0,0,3,0,0,0,0E8C90A503B245762058FE5B9073E18730042F0EF1F4EEE05A98C303EBEA26C8
pair_side_origin,triangle_v0_no_candidate_b,baseline,adverse_no_profit,,EURUSD,LONG,,,1,0,1,0,1,-0.254953,-0.01547,0,1.55,0,-0.254953,0.098893,0.254953,0.353846,-2.578069,-2.578069,0,100,0,1,0,0,0,474EE577FE48F654E9026C916E6C9D4909806158DF1C00A97A865DDA6EF50E81
pair_side_origin,triangle_v0_no_candidate_b,baseline,small_red_no_profit,,GBPJPY,SHORT,,,1,0,1,0,1,-0.085447,-0.011772,0,1.18,0,-0.085447,0.004943,0.2401,0.09039,-17.286466,-17.286466,0,0,0,1,0,0,0,E17E01A43B142B3F5943C52D040ECCAE2ED3C92D8F4C08252A9E6AC89B1DF47D
pair_side_origin,triangle_v0_no_candidate_b,baseline,small_red_no_profit,,USDCHF,LONG,,,1,0,1,0,1,-0.139493,-0.011668,0,1.17,0,-0.139493,0.102474,0.139493,0.241967,-1.361253,-1.361253,0,0,0,1,0,0,0,1B01B399A5B357230CD567B8811123CCB0E407762378B107A8ABE2AFE7C99738
pair_side_origin,triangle_v0_no_candidate_b,baseline,adverse_no_profit,,GBPUSD,SHORT,,,1,0,1,0,2,-0.103931,-0.009385,0,0.94,0,-0.103931,0.090966,0.227954,0.194897,-1.142526,-1.142526,0,100,0,1,0,0,0,9F7A93460AEC3396FD3CAC60090C3A2AA1E0F699B82350F2D6E134E62FE79438
pair_side_origin,triangle_v0_no_candidate_b,baseline,green_to_red_giveback,,GBPUSD,SHORT,,,1,0,1,0,1,-0.114574,-0.009361,0,0.94,0,-0.114574,0.28874,0.114574,0.403314,-0.396807,-0.396807,100,0,1,0,100,0.122781,0.263048,224171FFF8B602800917D0E0CF88F24B4B3D21D8D50C5B066065C9D20B1C195D
pair_side_origin,triangle_v0_no_candidate_b,baseline,green_to_red_giveback,,NZDCHF,SHORT,,,1,0,1,0,1,-0.174591,-0.009257,0,0.93,0,-0.174591,0.268275,0.174591,0.442866,-0.650791,-0.650791,100,0,1,0,100,0.234626,0.338746,ECD5EA9DDD7B886CDDBB59EDFB39203B78A6B40573D146334B0F757478A2A18B
pair_side_origin,triangle_v0_no_candidate_b,baseline,adverse_no_profit,,AUDUSD,SHORT,,,1,0,1,0,1,-0.258222,-0.009196,0,0.92,0,-0.258222,0.015013,0.282242,0.273235,-17.199893,-17.199893,0,100,0,1,0,0,0,57248E7BFB0EBADDC4808EF10EC54DCCF7450ABA8E1EDB9537F702908F1A5407
pair_side_origin,triangle_v0_no_candidate_b,baseline,small_red_no_profit,,EURUSD,LONG,,,1,0,1,0,1,-0.127079,-0.008717,0,0.87,0,-0.127079,0,0.198562,0.127079,,,0,0,0,1,0,0,0,C8560D82629ABBADC0D06EAB359B53FD30C4C5D8D3C6E7A767AFE16A50FB1001
pair_side_origin,triangle_v0_no_candidate_b,baseline,small_red_no_profit,,AUDNZD,LONG,,,1,0,1,0,1,-0.181957,-0.008401,0,0.84,0,-0.181957,0.050384,0.236807,0.232341,-3.611404,-3.611404,0,0,0,1,0,0,0,663D69846F6E788DDD34019EF9B9CA321C60F856F7958170D20359C39B4F159A
pair_side_origin,triangle_v0_no_candidate_b,baseline,green_to_red_giveback,,GBPNZD,LONG,,,1,0,1,0,2,-0.056504,-0.008381,0,0.84,0,-0.056504,0.277163,0.25448,0.333667,-0.203866,-0.203866,100,100,1,0,100,0.117992,0.22583,F6F27DEC776F6016F2107550342FA2ABC25A075E8BC879892C3F219500870B47
pair_side_origin,triangle_v0_no_candidate_b,baseline,adverse_no_profit,,AUDCAD,SHORT,,,1,0,1,0,2,-0.191856,-0.008229,0,0.82,0,-0.191856,0.093553,0.322619,0.285409,-2.050773,-2.050773,0,100,0,1,0,0,0,49793D58C926A0454129466B90A31E6BABDCD85CB0B038FE84F1413482108289
pair_side_origin,triangle_v0_no_candidate_b,baseline,small_red_no_profit,,AUDCHF,LONG,,,1,0,1,0,1,-0.181412,-0.008205,0,0.82,0,-0.181412,0.065308,0.297515,0.24672,-2.777791,-2.777791,0,0,0,1,0,0,0,707AC8E4E3F95FE59CF8F2D665622977D7CE6EF731B6D06E81D429D702F616A2
pair_side_origin,triangle_v0_no_candidate_b,baseline,adverse_no_profit,,NZDUSD,SHORT,,,1,0,1,0,2,-0.163328,-0.007682,0,0.77,0,-0.163328,0.025111,0.399176,0.188439,-6.504241,-6.504241,0,100,0,1,0,0,0,EA08DF9015A1168E33DFC502ADD49CA67F3C618B385F06B3ED534FD0CAD9AEA6
pair_side_origin,triangle_v0_no_candidate_b,baseline,adverse_no_profit,,USDJPY,LONG,,,1,0,1,0,2,-0.20789,-0.007468,0,0.75,0,-0.20789,0.137581,0.425575,0.345471,-1.511037,-1.511037,0,100,0,1,0,0,0,E21F178A85C1773A88205DEB7E34128E2E89340BC3FDBC7D1F79EC416542A73A
pair_side_origin,triangle_v0_no_candidate_b,baseline,small_red_no_profit,,CHFJPY,LONG,,,1,0,1,0,1,-0.099669,-0.007222,0,0.72,0,-0.099669,0.182322,0.099669,0.281991,-0.546665,-0.546665,0,0,0,1,0,0,0,FD2F9BFCA4EB8A206AFCA98C6DDD108D863DFC8F2FEE3680E24C85E2CD8B09B9
pair_side_origin,triangle_v0_no_candidate_b,baseline,small_red_no_profit,,EURJPY,LONG,,,1,0,1,0,1,-0.061642,-0.006814,0,0.68,0,-0.061642,0.149308,0.136866,0.21095,-0.412851,-0.412851,0,0,0,1,0,0,0,ACB08DA542FC1BC7F1ABB948CD04F8F29999503E6A073F14E69B0A934C2EA283
pair_side_origin,triangle_v0_no_candidate_b,baseline,ugly_no_profit,,CADCHF,LONG,,,1,0,1,0,2,-0.121307,-0.006488,0,0.65,0,-0.121307,0.207465,0.550138,0.328772,-0.584711,-0.584711,0,100,0,1,0,0,0,C147E4AA6F0E190E3DE821392D86A7D9509AD2C6240EBC65E073EF91C4E07F34
pair_side_origin,triangle_v0_no_candidate_b,baseline,small_red_no_profit,,GBPCHF,LONG,,,1,0,1,0,1,-0.059431,-0.00633,0,0.63,0,-0.059431,0.103735,0.162085,0.163166,-0.572912,-0.572912,0,0,0,1,0,0,0,D1B69198E5A20C47B1EC2295123782C0D0BA9FE56460BD0351DA23644D82B46B
pair_side_origin,triangle_v0_no_candidate_b,baseline,adverse_no_profit,,GBPNZD,SHORT,,,1,0,1,0,2,-0.040384,-0.005934,0,0.59,0,-0.040384,0.102709,0.3118,0.143093,-0.393189,-0.393189,0,100,0,1,0,0,0,4F5FBDA0613F25E451E5DB02BCC1E2A9D53A949D9C419D21806160A1B2BBED65
pair_side_origin,triangle_v0_no_candidate_b,baseline,small_red_no_profit,,NZDUSD,LONG,,,1,0,1,0,1,-0.076519,-0.005768,0,0.58,0,-0.076519,0.070173,0.251654,0.146692,-1.090434,-1.090434,0,0,0,1,0,0,0,6EF31597DCD874DBF384D2528E9A27A65ED7E29859DAF194BDE2ACEEA717A3DD
pair_side_origin,triangle_v0_no_candidate_b,baseline,small_red_no_profit,,USDCAD,SHORT,,,1,0,1,0,1,-0.125143,-0.005005,0,0.5,0,-0.125143,0.129386,0.135749,0.254529,-0.967207,-0.967207,0,0,0,1,0,0,0,4D852E4F3142F80E246652423A4CAACD9E530B04B4CCA4BA3BBDB6C8E56D3A27
pair_side_origin,triangle_v0_no_candidate_b,baseline,green_to_red_giveback,,GBPUSD,LONG,,,1,0,1,0,1,-0.04309,-0.004814,0,0.48,0,-0.04309,0.364117,0.086181,0.407207,-0.118341,-0.118341,100,0,1,0,100,0.155431,0.281319,3FFA6B7DEADA73C51B1B2A68BD87D78DD06A7B2FF8EB4DA73342CA3C6B05DC58
pair_side_origin,triangle_v0_no_candidate_b,baseline,small_red_no_profit,,GBPUSD,SHORT,,,1,0,1,0,1,-0.046971,-0.004292,0,0.43,0,-0.046971,0.081247,0.104098,0.128218,-0.578126,-0.578126,0,0,0,1,0,0,0,CBC252167C373886211A8660283A484E25AB1BC402B53AE7B28AA66C3D0DF22F
pair_side_origin,triangle_v0_no_candidate_b,baseline,adverse_no_profit,,EURNZD,SHORT,,,1,0,1,0,2,-0.037325,-0.003603,0,0.36,0,-0.037325,0.171795,0.327949,0.20912,-0.217265,-0.217265,0,100,0,1,0,0,0,097AEEFD0857E2A937D9E168FEDF04C2B2819926B3EE7FEC34E7B516845B3588
pair_side_origin,triangle_v0_no_candidate_b,baseline,small_red_no_profit,,NZDCAD,SHORT,,,1,0,1,0,1,-0.065913,-0.002981,0,0.3,0,-0.065913,0.080331,0.113288,0.146244,-0.820518,-0.820518,0,0,0,1,0,0,0,3E8332B73C32EE60FDD9F1E295D3F37DCC4C726F20D53F7490CCFF123767983E
pair_side_origin,triangle_v0_no_candidate_b,baseline,small_red_no_profit,,EURNZD,SHORT,,,1,0,1,0,1,-0.034968,-0.002663,0,0.27,0,-0.034968,0.076492,0.158448,0.11146,-0.457146,-0.457146,0,0,0,1,0,0,0,C041D742DF0E3AED62ECF4C12F494A239097B46CB9A0CF1FBAC6284460D8717C
pair_side_origin,triangle_v0_no_candidate_b,baseline,small_red_no_profit,,CHFJPY,SHORT,,,1,0,1,0,1,-0.046215,-0.002281,0,0.23,0,-0.046215,0.07607,0.046215,0.122285,-0.607533,-0.607533,0,0,0,1,0,0,0,4F1B5C703C97986EFC62D7B4D61E203FA5945EE07AA7A06BF87CABBFFCF7F9B2
pair_side_origin,triangle_v0_no_candidate_b,baseline,small_red_no_profit,,CADCHF,LONG,,,1,0,1,0,1,-0.026885,-0.002081,0,0.21,0,-0.026885,0.188189,0.273322,0.215074,-0.142862,-0.142862,0,0,0,1,0,0,0,1CC428DFCFAB83551DBDEEC1D23E5F87DFFB340BBC8117E66A5254720DD59891
pair_side_origin,triangle_v0_no_candidate_b,baseline,small_red_no_profit,,USDCAD,LONG,,,1,0,1,0,1,-0.023641,-0.001714,0,0.17,0,-0.023641,0.040528,0.184066,0.064169,-0.583325,-0.583325,0,0,0,1,0,0,0,6B9987AFB35C5486A0714A29B40FADB12654D0FEE243974140E794867B9DB87B
pair_side_origin,triangle_v0_no_candidate_b,baseline,green_to_red_giveback,,AUDNZD,SHORT,,,1,0,1,0,1,-0.040066,-0.00136,0,0.14,0,-0.040066,0.33723,0.070117,0.377296,-0.118809,-0.118809,100,0,1,0,100,0.077296,0.227296,48B131BA6221E2EBD88EF43DA288FEC454F71D71E40640C8B366BA475C763E3F
pair_side_origin,triangle_v0_no_candidate_b,baseline,small_red_no_profit,,NZDCAD,LONG,,,1,0,1,0,1,-0.011214,-0.001127,0,0.11,0,-0.011214,0.123357,0.085976,0.134571,-0.090907,-0.090907,0,0,0,1,0,0,0,DC6192AE4F147723DEB514316B770D27D765591D56D1AB0C6814112B3D9B8C90
pair_side_origin,triangle_v0_no_candidate_b,baseline,small_red_no_profit,,GBPCAD,LONG,,,1,0,1,0,1,-0.003559,-0.001113,0,0.11,0,-0.003559,0.092563,0.121043,0.096122,-0.038449,-0.038449,0,0,0,1,0,0,0,2DE16407CBD42DAFF94C440C1913A78E97C4E7E580409A607499F3B60ACEC6E2
pair_side_origin,triangle_v0_no_candidate_b,baseline,eod_green_leftover,,GBPJPY,SHORT,,,1,0,1,0,1,0,-0.00058,0,0.06,0,0,0.029885,0.140388,0.029885,0,0,0,0,0,1,0,0,0,7C0960C91BBDFA1CE7711392616405161E0B3E0508153FC21FEE5138DFC8D6C4
pair_side_origin,triangle_v0_no_candidate_b,baseline,green_profit_leak,,AUDCHF,LONG,,,1,0,1,0,1,0.013022,-0.000059,0,0.01,0,0.013022,0.253933,0.06077,0.240911,0.051281,0.051281,100,0,1,0,100,0,0.117428,E6E200606A9DB7CE9046624BE53D49A9C2AA53B091960BCB0838BC28F45A39EC
pair_side_origin,triangle_v0_no_candidate_b,baseline,eod_green_leftover,,NZDJPY,LONG,,,1,1,0,100,1,0.0324,0.000693,0.07,0,,0.0324,0.10101,0.108634,0.06861,0.32076,0.32076,0,0,0,0,,0,0,AEA76359899B0D7F561B40332E9571892F9E9993A76F09B62E37692672F19253
pair_side_origin,triangle_v0_no_candidate_b,baseline,eod_green_leftover,,NZDCHF,SHORT,,,1,1,0,100,2,0.037475,0.001214,0.12,0,,0.037475,0.049172,0.422322,0.011697,0.762121,0.762121,0,100,0,0,,0,0,59AA8EADA02F6ECADA485CEF3E80369F9B9BD548B25206CA19B368D2ECC68727
pair_side_origin,triangle_v0_no_candidate_b,baseline,eod_green_leftover,,AUDCHF,LONG,,,2,1,1,50,3,0.210598,0.00205,0.53,0.32,1.631277,0.105299,0.223013,0.36823,0.117714,0.472165,0.431943,50,50,0,1,0,0,0.004106,6FEAADF33AE8D1163CC5CCFAA728107080D5A9DD70B505286BA885BB023D8D61
pair_side_origin,triangle_v0_no_candidate_b,baseline,eod_green_leftover,,EURCHF,SHORT,,,1,1,0,100,1,0.083882,0.002421,0.24,0,,0.083882,0.083882,0.019572,0,1,1,0,0,0,0,,0,0,0D91F140790C947959B4C2CD321E848226B65AF527D22573C3D45A37B7B5C68F
pair_side_origin,triangle_v0_no_candidate_b,baseline,eod_green_leftover,,EURCHF,LONG,,,2,2,0,100,2,0.127769,0.002421,0.24,0,,0.063885,0.119154,0.094427,0.05527,0.536151,0.700045,0,0,0,0,,0,0,5E8D063E0A5F2B8C3011308581F16CAAB413B7B925647CCC9CCDB047884F05DC
pair_side_origin,triangle_v0_no_candidate_b,baseline,eod_green_leftover,,USDJPY,SHORT,,,2,2,0,100,4,0.149789,0.002757,0.28,0,,0.074895,0.201338,0.466949,0.126443,0.371984,0.403269,0,100,0,0,,0,0,7B165BD984DD11DD7E9C3F8C89E893A9D439792362C6CB1B93EDACCA13FEC68D
