group_type,activation_rule_id,protection_mode,origin_class,live_state_class,pair,side,close_reason,start_date_et,close_event_count,win_count,loss_count,win_pct,fill_count,adr_normalized_return_pct,account_return_pct,gross_profit_usd,gross_loss_abs_usd,profit_factor,avg_realized_pnl_adr,avg_mfe_adr,avg_mae_adr_abs,avg_giveback_adr,aggregate_capture_ratio,avg_capture_ratio,mfe_1q_hit_pct,mae_1q_hit_pct,trail_addressable_loss_count,trail_no_activation_loss_count,trail_addressable_loss_pct_of_losses,trail_1q_1q_theoretical_improvement_adr,trail_1q_0_5q_theoretical_improvement_adr,content_hash
variant,triangle_v0_no_candidate_b,baseline,,,,,,,454,360,94,79.295154,689,25.29494,1.174326,628.72,511.29,1.229681,0.055716,0.277514,0.40706,0.221798,0.200767,-1.922658,46.9163,28.854626,13,78,13.829787,8.555329,10.762474,0B482ABAEEC27B3FD5F35527685916FE0016210F50809C0ADEDD39330A01D8D1
