group_type,activation_rule_id,protection_mode,origin_class,live_state_class,pair,side,close_reason,start_date_et,close_event_count,win_count,loss_count,win_pct,fill_count,adr_normalized_return_pct,account_return_pct,gross_profit_usd,gross_loss_abs_usd,profit_factor,avg_realized_pnl_adr,avg_mfe_adr,avg_mae_adr_abs,avg_giveback_adr,aggregate_capture_ratio,avg_capture_ratio,mfe_1q_hit_pct,mae_1q_hit_pct,trail_addressable_loss_count,trail_no_activation_loss_count,trail_addressable_loss_pct_of_losses,trail_1q_1q_theoretical_improvement_adr,trail_1q_0_5q_theoretical_improvement_adr,content_hash
close_reason,triangle_v0_no_candidate_b,baseline,,,,,session_flatten,,136,45,91,33.088235,263,-74.860232,-4.61573,49.21,510.79,0.096349,-0.550443,0.170506,0.835142,0.720949,-3.228291,-8.877127,21.323529,46.323529,13,78,14.285714,8.537738,10.39514,E589317BCC92621C80609581305F18E6F48336AE99294EA82C2EB949D61FF948
close_reason,triangle_v0_no_candidate_b,baseline,,,,,target,,318,315,3,99.056604,426,100.155172,5.790056,579.5,0.5,1162.111387,0.314953,0.323279,0.223981,0.008325,0.974247,0.964102,57.861635,21.383648,0,0,0,0.017591,0.367334,18A94C7E2D1F42BECB1FBD2BA573AD3ED15D9F048A2F637E8435AA57C1289EA9
