group_type,activation_rule_id,protection_mode,origin_class,live_state_class,pair,side,close_reason,start_date_et,close_event_count,win_count,loss_count,win_pct,fill_count,adr_normalized_return_pct,account_return_pct,gross_profit_usd,gross_loss_abs_usd,profit_factor,avg_realized_pnl_adr,avg_mfe_adr,avg_mae_adr_abs,avg_giveback_adr,aggregate_capture_ratio,avg_capture_ratio,mfe_1q_hit_pct,mae_1q_hit_pct,trail_addressable_loss_count,trail_no_activation_loss_count,trail_addressable_loss_pct_of_losses,trail_1q_1q_theoretical_improvement_adr,trail_1q_0_5q_theoretical_improvement_adr,content_hash
origin_class,triangle_v0_no_candidate_b,baseline,target_captured,,,,,,318,315,3,99.056604,426,100.155172,5.790056,579.5,0.5,1162.111387,0.314953,0.323279,0.223981,0.008325,0.974247,0.964102,57.861635,21.383648,0,0,0,0.017591,0.367334,A08F7D76EEEDB2F82CBBD2FD32DAF472DD4E0592FB84AD26E949019A215F08D9
origin_class,triangle_v0_no_candidate_b,baseline,eod_green_leftover,,,,,,47,42,5,89.361702,56,7.310743,0.464088,47.12,0.71,66.686629,0.155548,0.220105,0.145741,0.064558,0.706697,0.605703,27.659574,17.021277,0,5,0,0,0.026908,9F6F5B7AD92033EC9476E56CD0EF559094800F274EFECF65E6094F11497A7C99
origin_class,triangle_v0_no_candidate_b,baseline,ugly_no_profit,,,,,,33,0,33,0,124,-70.03746,-4.376815,0,437.68,0,-2.122347,0.101449,2.62129,2.223796,-20.920362,-36.414457,0,100,0,33,0,0,0,79E5950A55CEB8B5E656A164458FC0B2B134428C0671E69691A9D5B7CDDD6603
origin_class,triangle_v0_no_candidate_b,baseline,small_red_no_profit,,,,,,27,0,27,0,27,-2.261231,-0.185196,0,18.52,0,-0.083749,0.100782,0.165854,0.184531,-0.830996,-1.54375,0,0,0,27,0,0,0,4B2D686A522F697F3EB00DE54DB5BDBC17B9CD6B895FEF1700F1AA19998B21E2
origin_class,triangle_v0_no_candidate_b,baseline,adverse_no_profit,,,,,,13,0,13,0,21,-2.94948,-0.170617,0,17.06,0,-0.226883,0.107562,0.332495,0.334445,-2.109318,-3.411035,0,100,0,13,0,0,0,8B410B329D1D835613DBACF5B0E34925464A2A66151939388F2BA763DC250D5C
origin_class,triangle_v0_no_candidate_b,baseline,green_to_red_giveback,,,,,,12,0,12,0,30,-7.133439,-0.368115,0,36.81,0,-0.594453,0.341315,0.909834,0.935768,-1.741658,-2.002961,100,66.666667,12,0,100,8.298928,9.764074,9089FAD5917459965734223F3161C05E3F2CFDF4D24B2C73C6BC2B9699CCA4FB
origin_class,triangle_v0_no_candidate_b,baseline,green_profit_leak,,,,,,4,3,1,75,5,0.210635,0.020925,2.1,0.01,354.588712,0.052659,0.320215,0.127097,0.267557,0.164448,0.175342,100,25,1,0,100,0.23881,0.604158,20E213E287D2694456420DC066EA8C4FFE0E2144133AEF5C7134EA6E8076F628
