variant_id,symbol_universe,bar_path_mode,date_range,price_bundle_id,warehouse_manifest_id,warehouse_hash,weeks_replayed,pairs_replayed,initial_deposit_usd,final_balance_usd,final_equity_before_liquidation_usd,final_equity_after_liquidation_usd,net_profit_usd,closed_price_pnl_usd,end_liquidation_price_pnl_usd,total_price_pnl_usd,total_commission_usd,total_swap_usd,target_reset_count,entries_opened,closed_positions,end_liquidation_positions,max_open_positions,max_long_positions,max_short_positions,max_add_depth,max_fill_age_days,position_days,max_equity_drawdown_usd,max_balance_drawdown_usd,weekly_equity_profit_factor,mt5_reference_net_profit_usd,mt5_reference_commission_usd,mt5_reference_swap_usd,mt5_reference_end_liquidation_net_usd,mt5_reference_max_open_positions,mt5_reference_end_liquidation_positions,net_delta_vs_mt5_usd,metric_semantics,content_hash
RAW_HEDGED_GRID_T100_S020_CONTINUOUS_TRUTH,EURUSD,ohlc_low_high,2020-01-06T00:00:00.000Z..2025-12-22T00:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,312,1,10000,11628.15,11628.15,11628.15,1628.15,11786.38,-6613.43,5172.95,-420.12,-3124.67,1263,7002,7002,161,186,65,158,156,494.96,162265.07,-5955.86,-1102.24,1.023258,174.51,-400.8,-4144.01,-5590.01,170,149,1453.64,continuous_carried_position_truth_replay,2957C59340D6944AE61DAF3555F45BDC291132BE29ED4C395A149798B161A021
