variant_id,speed_profile,pair,drawdown_window_start_utc,drawdown_window_end_utc,gross_mtm_contribution_adr,content_hash
RAW_HEDGED_GRID_T100_S020_NO_BOUNDARY,FULL_PAIR_HISTORY,EURUSD,2025-02-24T00:00:00.000Z,2025-03-03T00:00:00.000Z,-87.134813,0A86EFDB8722C8BFE97453E78B471023B97E973B18505A1ABCC98B97A34FD3FD
