variant_id,speed_profile,pair,side,week_open_utc,close_timestamp_utc,close_reason,realized_or_open_adr,fill_count,adverse_fill_count,expansion_fill_count,min_pnl_adr,max_pnl_adr,went_negative,reset_ordinal_at_start,completed_reset_ordinal,content_hash
RAW_HEDGED_GRID_T100_S020_NO_BOUNDARY,FAST_BASKET,EURUSD,SHORT,2019-04-14T23:00:00.000Z,2019-04-18T08:08:00.000Z,target,1.392468,4,0,3,-0.136922,1.392468,true,3,4,97C45A92FB789D69EF211E6C3BF3B3FBEB26BE7F2635F99448E731F61FABACB4
RAW_HEDGED_GRID_T100_S020_NO_BOUNDARY,FAST_BASKET,EURUSD,SHORT,2019-04-14T23:00:00.000Z,2019-04-18T16:14:00.000Z,target,1.072349,3,1,1,-0.352112,1.072349,true,4,5,40C3E85D044D162CB0F17FAA2F939F1117EB5A9BC8B24ECD0BA054A78ACBA948
RAW_HEDGED_GRID_T100_S020_NO_BOUNDARY,FAST_BASKET,EURUSD,LONG,2019-04-14T23:00:00.000Z,2019-04-19T15:00:00.000Z,sample_end,-6.308015,11,9,1,-11.276286,0.502254,true,2,,F0604055F382509382686379690B158E7C1161A8AF5A533146202CE9704F917D
RAW_HEDGED_GRID_T100_S020_NO_BOUNDARY,FAST_BASKET,EURUSD,SHORT,2019-04-14T23:00:00.000Z,2019-04-19T15:00:00.000Z,sample_end,-0.434451,2,1,0,-0.475226,0.208904,true,5,,DBFBF5AFEDA020F880C61434D3D8D12C10243D6D52CE8AA8BC8A9689C9D14D1D
RAW_HEDGED_GRID_T100_S020_NO_BOUNDARY,FAST_BASKET,GBPUSD,SHORT,2019-04-14T23:00:00.000Z,2019-04-16T14:52:00.000Z,target,1.061241,3,1,1,-0.594354,1.061241,true,0,1,7B55463EFD31443C14714ED599E659CA0A007377CFB12461242677A3FB7E4C63
RAW_HEDGED_GRID_T100_S020_NO_BOUNDARY,FAST_BASKET,GBPUSD,SHORT,2019-04-14T23:00:00.000Z,2019-04-18T09:31:00.000Z,target,1.048535,3,0,2,-0.488804,1.048535,true,1,2,460F53D89AED9DAEE7E071C748FF20802A60FB021308D8D3A832518F7C9FE326
RAW_HEDGED_GRID_T100_S020_NO_BOUNDARY,FAST_BASKET,GBPUSD,LONG,2019-04-14T23:00:00.000Z,2019-04-19T15:00:00.000Z,sample_end,-3.659731,7,5,1,-5.390621,0.594354,true,0,,066CB98A8988E24B5459E9A471A088DDA8B8B85C01AB6532F8C624ABED691D4E
RAW_HEDGED_GRID_T100_S020_NO_BOUNDARY,FAST_BASKET,GBPUSD,SHORT,2019-04-14T23:00:00.000Z,2019-04-19T15:00:00.000Z,sample_end,-0.053196,2,0,1,-0.168096,0.443169,true,2,,EA1177B6C64275489745E224FF85EB180AD09D2966C33F454BAACA0FA372DCEE
RAW_HEDGED_GRID_T100_S020_NO_BOUNDARY,FAST_BASKET,USDJPY,LONG,2019-04-14T23:00:00.000Z,2019-04-17T00:10:00.000Z,target,1.040658,3,2,0,-0.718948,1.040658,true,0,1,04662F08B73D670D1DB7657ABABAA18281BDEDB0F136EB93FDB2C12F9B6D397D
RAW_HEDGED_GRID_T100_S020_NO_BOUNDARY,FAST_BASKET,USDJPY,SHORT,2019-04-14T23:00:00.000Z,2019-04-18T03:31:00.000Z,target,1.036509,4,1,2,-1.59245,1.036509,true,0,1,AB3CC343345B42323246D06A9009AB3AB852220B7F4DBDE1650D26A0A1BAC5FA
RAW_HEDGED_GRID_T100_S020_NO_BOUNDARY,FAST_BASKET,USDJPY,LONG,2019-04-14T23:00:00.000Z,2019-04-19T14:58:00.000Z,sample_end,-0.407579,5,4,0,-2.133902,0.515688,true,1,,1A28B1229D85897807BD7C1A75BA04A9925CB678D13A9B85B535218098213461
RAW_HEDGED_GRID_T100_S020_NO_BOUNDARY,FAST_BASKET,USDJPY,SHORT,2019-04-14T23:00:00.000Z,2019-04-19T14:58:00.000Z,sample_end,-0.255865,3,1,1,-0.809585,0.320635,true,1,,95D42053E6FF8A3031303398FA713650A1437C048209C38EB0FBD6F66883A05F
