variant_id,speed_profile,week_open_utc,cost_fraction,closed_pnl_adr,open_unrealized_pnl_adr,equity_delta_adr,equity_snapshot_adr,fills,resets,closed_pnl_after_cost_adr,balance_snapshot_after_cost_adr,mtm_before_liquidation_cost_adr,liquidation_mtm_after_estimated_exit_cost_adr,modeled_entry_cost_adr,modeled_exit_cost_adr,modeled_open_liquidation_cost_adr,content_hash
RAW_HEDGED_GRID_T100_S020_NO_BOUNDARY,FAST_BASKET,2019-04-14T23:00:00.000Z,0,21.450233,-11.888479,9.561754,9.561754,106,18,21.450233,21.450233,9.561754,9.561754,0,0,0,9110439A989DB6C431F6101E358F971B11DA0E34624AC4CD0AE46D9C444E62B3
RAW_HEDGED_GRID_T100_S020_NO_BOUNDARY,FAST_BASKET,2019-04-14T23:00:00.000Z,0.0025,21.450233,-11.888479,9.343004,9.343004,106,18,21.277733,21.277733,9.343004,9.296754,0.1325,0.08625,0.04625,2CC253D7D7759E2278E55775720266B918050F397FF2514DA0425F861F42D017
RAW_HEDGED_GRID_T100_S020_NO_BOUNDARY,FAST_BASKET,2019-04-14T23:00:00.000Z,0.005,21.450233,-11.888479,9.124254,9.124254,106,18,21.105233,21.105233,9.124254,9.031754,0.265,0.1725,0.0925,E63D716FC0D02CEBB16B0DAF5B30D4E55D85E30F6DE39E6574EFF067FB4A2DF8
RAW_HEDGED_GRID_T100_S020_NO_BOUNDARY,FAST_BASKET,2019-04-14T23:00:00.000Z,0.01,21.450233,-11.888479,8.686754,8.686754,106,18,20.760233,20.760233,8.686754,8.501754,0.53,0.345,0.185,C09250C8746CF3161371A42F3D56E93A4A0E36D43DCA6D8F892F4C50252E63A5
RAW_HEDGED_GRID_T100_S020_NO_BOUNDARY,FAST_BASKET,2019-04-14T23:00:00.000Z,0.02,21.450233,-11.888479,7.811754,7.811754,106,18,20.070233,20.070233,7.811754,7.441754,1.06,0.69,0.37,8D6B0655BE5DCE8F9E25CB99AB93FC7009102E89C36812ECC6137C69667CD7EE
RAW_HEDGED_GRID_T100_S020_NO_BOUNDARY,FAST_BASKET,2019-04-14T23:00:00.000Z,0.05,21.450233,-11.888479,5.186754,5.186754,106,18,18.000233,18.000233,5.186754,4.261754,2.65,1.725,0.925,8577F9018938CD8C3FCE62D0A4E8BF3E1B210A68451DF49592FC0F45B58BB386
RAW_HEDGED_GRID_T100_S020_NO_BOUNDARY,FAST_BASKET,2019-04-14T23:00:00.000Z,0.1,21.450233,-11.888479,0.811754,0.811754,106,18,14.550233,14.550233,0.811754,-1.038246,5.3,3.45,1.85,AEDEBC8FF85327BF946F97A247E4317E949358A56DF7F8B7E627AC82CE13F219
RAW_HEDGED_GRID_T100_S020_NO_BOUNDARY,FAST_BASKET,2019-04-14T23:00:00.000Z,0.2,21.450233,-11.888479,-7.938246,-7.938246,106,18,7.650233,7.650233,-7.938246,-11.638246,10.6,6.9,3.7,B11496BA4CA9BA5E813FB24A824D5C9C2A98BB2531F9C0E4A658574204BB89BE
RAW_HEDGED_GRID_T100_S020_NO_BOUNDARY,FAST_BASKET,2019-04-14T23:00:00.000Z,0.5,21.450233,-11.888479,-34.188246,-34.188246,106,18,-13.049767,-13.049767,-34.188246,-43.438246,26.5,17.25,9.25,E746AD0D28FBEF5EE461393FA15020ADE0122C8B5CC6C98FB798DB1031F56086
