variant_id,week_open_utc,pairs_replayed,closed_price_pnl_usd,realized_commission_usd,realized_swap_usd,realized_net_usd,open_price_pnl_usd,open_swap_usd,equity_usd,balance_usd,equity_delta_usd,open_positions,long_positions,short_positions,fills_opened,target_reset_count,max_open_positions_to_date,max_long_positions_to_date,max_short_positions_to_date,max_add_depth_to_date,position_days_closed_to_date,content_hash
RAW_GRID_T100_S020_GATE90_RAW_BOTH,2025-12-08T00:00:00.000Z,28,730.22625,-167.28,-3.791819,559.154431,-33.602805,-0.02539,10525.526236,10559.154431,525.526236,41,19,22,2788,1679,52,28,32,18,127.388189,9FCA97C3CE879448B282276A3B2C5C23504A8317AD1A80D65426C53A108EBD88
RAW_GRID_T100_S020_GATE90_RAW_BOTH,2025-12-15T00:00:00.000Z,28,1735.519283,-366.54,-15.305093,1353.67419,-215.049717,0.170678,11138.795151,11353.67419,613.268915,109,18,91,6109,3590,120,39,91,18,374.028461,AED460EBB6813B2C5C5BEE5647143DF90DDD497B5DDBEEBA0CFE8EEB94CBC89E
RAW_GRID_T100_S020_GATE90_RAW_BOTH,2025-12-22T00:00:00.000Z,28,1888.06943,-469.68,-20.080608,1398.308822,-8.757127,-0.063817,11389.487878,11398.308822,250.692727,33,22,11,7828,4650,120,39,96,18,734.038873,1E663C3B2BA5E0F5538E79C7265799BFD8F920958F873594710C45C124E5CEB2
RAW_GRID_T100_S020_GATE90_RAW_BOTH,2025-12-29T00:00:00.000Z,28,2638.904974,-669.96,-29.389004,1939.55597,-46.385379,-0.028281,11893.14231,11939.55597,503.654432,62,27,35,11166,6595,120,39,96,18,925.145117,E0312097D032003EDE864F1A2CCC204FF65C89D3664BD4583566245F8FC7E0F4
RAW_GRID_T100_S020_GATE90_RAW_BOTH,2026-01-05T00:00:00.000Z,28,3422.920464,-896.64,-39.355402,2486.925062,-7.562995,-0.004892,12479.357175,12486.925062,586.214865,34,10,24,14944,8913,120,39,96,18,1219.293719,EDA2F5C0E320D534D2BE170ECCF65B77C59603B4FFB20448F3C796DE6EBC78C5
RAW_GRID_T100_S020_GATE90_RAW_BOTH,2026-01-12T00:00:00.000Z,28,4184.68964,-1088.94,-46.606703,3049.142937,-12.187518,-0.071056,13036.884363,13049.142937,557.527188,24,22,2,18149,10886,120,39,96,18,1456.081907,4A1486927BF449B2C18A57CC4D2CC8257EEB8B1704EFF3630977AD9E5DC2311C
RAW_GRID_T100_S020_GATE90_RAW_BOTH,2026-01-19T00:00:00.000Z,28,5174.199565,-1385.76,-60.839918,3727.599647,-42.986178,-0.080825,13684.532644,13727.599647,647.648281,56,28,28,23096,13598,120,48,96,25,1794.235369,5E88556F584F7E0BA440A1253A3DB0AA95E3CDFA617AA68920B328238DC8FF8A
RAW_GRID_T100_S020_GATE90_RAW_BOTH,2026-01-26T00:00:00.000Z,28,6533.252135,-1724.46,-74.132233,4734.659902,-53.50361,0.042229,14681.198521,14734.659902,996.665877,69,35,34,28741,16898,120,60,96,25,2116.533972,397E616F9BF3C8143B7A55388E5D50F8FF9D8B9F4AF61399860D1C478D446349
RAW_GRID_T100_S020_GATE90_RAW_BOTH,2026-02-02T00:00:00.000Z,28,7350.130986,-1886.76,-84.170885,5379.200101,-174.016714,-0.261462,15204.921925,15379.200101,523.723404,78,21,57,31446,18511,120,60,96,25,2406.113827,465442E7E9FD6663D649A79C644162CA2A2EC0D9040D820D98418DA3303EBCA8
RAW_GRID_T100_S020_GATE90_RAW_BOTH,2026-02-09T00:00:00.000Z,28,8205.513796,-2056.74,-96.547238,6052.226558,-1.265886,-0.001054,16050.959618,16052.226558,846.037693,9,5,4,34279,20076,120,60,96,25,2769.6791,8AA5299DEC95CE82481681F0140643B40F72B4F18FDD650A0BD5900B874FAD69
