variant_id,activation_rule_id,group_type,group_key,close_event_count,win_count,loss_count,flat_count,win_pct,total_realized_pnl_adr,adr_normalized_return_pct,avg_realized_pnl_adr,net_usd,account_return_pct,gross_profit_usd,gross_loss_abs_usd,profit_factor,avg_mfe_adr,avg_mae_adr_abs,mfe_1q_hit_count,mfe_2q_hit_count,mfe_3q_hit_count,mfe_1q_hit_pct,mfe_2q_hit_pct,mfe_3q_hit_pct,mae_1q_hit_count,mae_2q_hit_count,mae_3q_hit_count,mae_1q_hit_pct,mae_2q_hit_pct,mae_3q_hit_pct,target_close_net_usd,session_flatten_close_net_usd,session_flatten_account_return_pct,content_hash
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair,EURNZD,393,258,135,0,65.65,7.013598,7.013598,0.017846,11.02,0.110233,137.81,126.79,1.086944,0.072875,0.134639,30,3,0,7.63,0.76,0,48,23,10,12.21,5.85,2.54,120.03,-109.01,-1.090104,525603C13A1D2101B49EBDBD924A9E67B486CF886B4D476EA52D17631EFAE4E0
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair,EURUSD,420,270,150,0,64.29,11.353617,11.353617,0.027032,26.77,0.267747,109.03,82.26,1.325487,0.071798,0.17525,22,4,1,5.24,0.95,0.24,66,36,20,15.71,8.57,4.76,100.95,-74.18,-0.7418,C75465B4598DA346FF6A27AF46F61ACBFB52852E9ECBB38FF017BA38CDBABD3F
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair,GBPAUD,499,369,130,0,73.95,13.009475,13.009475,0.026071,60.68,0.606784,264.29,203.61,1.298017,0.072308,0.152743,38,1,1,7.62,0.2,0.2,58,31,19,11.62,6.21,3.81,240.17,-179.49,-1.794869,7F44FCE818E81EA89684F5F2DC75876AC8FE6DAB8DF0D6F8D81A25D514041582
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair,GBPCAD,486,387,99,0,79.63,19.636354,19.636354,0.040404,149.01,1.490098,377.57,228.56,1.651943,0.097888,0.207069,49,12,6,10.08,2.47,1.23,80,56,34,16.46,11.52,7,352.93,-203.92,-2.039165,F491762663444F5AE9BE48DCF9B9052518A9D84C939C53BDB9517631411E2070
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair,GBPCHF,541,391,150,0,72.27,19.504309,19.504309,0.036052,111.76,1.117592,338.9,227.14,1.492035,0.08515,0.164892,47,13,5,8.69,2.4,0.92,74,40,20,13.68,7.39,3.7,304.52,-192.76,-1.927622,83DF924E090B01A4F3A93A49EA41DE42C7864FE3EFE296CEC3F4304F46F9A754
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair,GBPJPY,465,337,128,0,72.47,-21.463581,-21.463581,-0.046158,-256.15,-2.561518,292.56,548.72,0.533179,0.079006,0.283392,32,10,4,6.88,2.15,0.86,75,51,34,16.13,10.97,7.31,274.76,-530.92,-5.309152,612420D2686DC93089E5ED0F2B21FE46004F7E9E561310041602BE4C958BFEE7
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair,GBPNZD,511,381,130,0,74.56,11.117238,11.117238,0.021756,47.12,0.471237,308.97,261.85,1.179968,0.077804,0.156263,51,10,3,9.98,1.96,0.59,60,35,19,11.74,6.85,3.72,268.95,-221.83,-2.21827,1E8506BCBF5378BFC2DDBD49EC64CD3B6A27CF8DB58296FD7555794FE109C8F8
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair,GBPUSD,508,363,145,0,71.46,5.143953,5.143953,0.010126,-0.02,-0.000202,294.75,294.77,0.999932,0.085615,0.21052,51,11,1,10.04,2.17,0.2,91,45,29,17.91,8.86,5.71,271.65,-271.67,-2.716699,A181F437705196D024B0C76FB12CA6EE33123F129D735C27BAD351C82E68122D
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair,NZDCAD,496,279,217,0,56.25,25.638152,25.638152,0.05169,55.13,0.551252,145.53,90.41,1.609755,0.10198,0.197682,59,14,5,11.9,2.82,1.01,84,49,31,16.94,9.88,6.25,126.41,-71.29,-0.712886,026A478D6F284D22D13A17D7FD723086514DD46615CC85F48CD388CB186963BB
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair,NZDCHF,453,269,184,0,59.38,12.503389,12.503389,0.027601,11.27,0.112705,95.89,84.62,1.133189,0.072319,0.140162,33,5,1,7.28,1.1,0.22,52,28,16,11.48,6.18,3.53,80.31,-69.04,-0.690431,8DE28454768E8B39C46937D38C9A0F7D2A2FC826B82AB0256F8F3F4B05ED5D25
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair,NZDJPY,410,211,199,0,51.46,-10.046064,-10.046064,-0.024503,-75.78,-0.757784,102.6,178.38,0.575176,0.076645,0.22919,37,7,1,9.02,1.71,0.24,55,35,28,13.41,8.54,6.83,93.91,-169.69,-1.696895,ABC720CA94E2A222BD20681490B0BF4EB8D9BD2A137AA05974AB2CC12475D1A9
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair,NZDUSD,408,210,198,0,51.47,12.333602,12.333602,0.030229,19.91,0.199139,108.58,88.67,1.224586,0.086564,0.246284,35,9,1,8.58,2.21,0.25,77,47,28,18.87,11.52,6.86,92.03,-72.11,-0.72113,5F58B3C3964BAA8A8CBDEC33DC52F119E303899D7FB7A253A815046801C86684
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair,USDCAD,446,266,180,0,59.64,24.227508,24.227508,0.054322,59.49,0.594939,144.98,85.48,1.695973,0.105051,0.240794,58,13,6,13,2.91,1.35,86,52,31,19.28,11.66,6.95,120.72,-61.22,-0.612244,5B6985E0D0573055069744514C7552FD34268A185839D47FB1B4D97A71A35AFD
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair,USDCHF,396,272,124,0,68.69,-4.139867,-4.139867,-0.010454,-43.11,-0.431109,158.18,201.29,0.785832,0.100453,0.263832,51,9,2,12.88,2.27,0.51,76,48,26,19.19,12.12,6.57,147.77,-190.88,-1.908833,E9C635D3AE435D26C5D9817BAF9475D8147E8B55C6BE703B9686F92A4E9FE911
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair,USDJPY,559,315,244,0,56.35,-9.986711,-9.986711,-0.017865,-96.13,-0.961342,142.26,238.4,0.596747,0.07959,0.237557,42,14,7,7.51,2.5,1.25,74,49,32,13.24,8.77,5.72,121.58,-217.72,-2.177185,CB429561E27618613281AEA2C003298245E86A6032878232A7F8A3F63EF8CE75
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,AUDCAD_LONG,154,91,63,0,59.09,6.661342,6.661342,0.043255,8.31,0.083066,55.36,47.06,1.176524,0.143511,0.268295,25,10,3,16.23,6.49,1.95,36,26,15,23.38,16.88,9.74,45.71,-37.41,-0.374069,EC73E0D3925C706D852B82D5F393042C2C9C479B8159B9A18A266C7E1011AB7E
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,AUDCAD_SHORT,125,74,51,0,59.2,5.482116,5.482116,0.043857,13.99,0.139931,39.5,25.5,1.548649,0.113974,0.177142,20,8,1,16,6.4,0.8,23,13,7,18.4,10.4,5.6,30.22,-16.23,-0.162282,EF8CC6B23BADD390FD5DA8CE52CF15FD2A566649283EA4A8B3AB66DE2D6FE6D5
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,AUDCHF_LONG,218,140,78,0,64.22,-4.53003,-4.53003,-0.02078,-42.22,-0.422169,60.71,102.93,0.589853,0.086701,0.273164,20,3,2,9.17,1.38,0.92,41,20,11,18.81,9.17,5.05,55.01,-97.23,-0.972254,3A4302BFFE22C026AFFDD7B8B272C2B685EFFBE29E74CBA9EA9D30B08E703D85
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,AUDCHF_SHORT,158,95,63,0,60.13,5.946965,5.946965,0.037639,12.86,0.128631,47.84,34.97,1.367794,0.084068,0.160833,16,1,1,10.13,0.63,0.63,18,9,5,11.39,5.7,3.16,40.13,-27.26,-0.272623,1DDF7C61FC95F3CF2CDD4951FD9F4D85D760106668ACD8EE8DF67267C4B112F6
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,AUDJPY_LONG,201,127,74,0,63.18,-17.2828,-17.2828,-0.085984,-64.89,-0.648905,69.07,133.96,0.515594,0.094306,0.384846,22,6,2,10.95,2.99,1,41,25,12,20.4,12.44,5.97,59.18,-124.07,-1.240659,C785DD837C870C214626EEF98357303AAC2C5A43D8B97CC0477F8B5B20F8220A
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,AUDJPY_SHORT,87,45,42,0,51.72,-13.776966,-13.776966,-0.158356,-74.46,-0.74458,21.28,95.74,0.22226,0.071633,0.34705,7,0,0,8.05,0,0,13,9,6,14.94,10.34,6.9,16.93,-91.39,-0.913874,8E78E92B8D5D70269ED6CE78C20BE4B8CE9522F740A395D8F6F402F4041D7AED
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,AUDNZD_LONG,287,113,174,0,39.37,11.064177,11.064177,0.038551,8.57,0.085713,33.56,24.99,1.343018,0.062055,0.126724,18,5,1,6.27,1.74,0.35,24,14,9,8.36,4.88,3.14,24.37,-15.8,-0.158027,86FC04BE5B356F4EE4CA8C755FBAAEA90B6CF0CBFC7A23982601D8A61DD36F12
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,AUDNZD_SHORT,257,115,142,0,44.75,14.562556,14.562556,0.056664,23.21,0.232096,41.95,18.74,2.238584,0.07906,0.101652,15,4,1,5.84,1.56,0.39,24,13,7,9.34,5.06,2.72,34.41,-11.2,-0.112013,D1786CA35B0CFD7C7E532C05E311AB76ED3FEB363FFDD40C14F53A692871368B
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,AUDUSD_LONG,187,94,93,0,50.27,3.642168,3.642168,0.019477,-3.82,-0.038222,39.12,42.95,0.911002,0.0826,0.197668,18,2,0,9.63,1.07,0,31,17,10,16.58,9.09,5.35,30.79,-34.61,-0.346075,2416D0B7CC27E544C1EDCBB6786B6744F275677BCF789B4CD75E94804633D0AD
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,AUDUSD_SHORT,188,112,76,0,59.57,0.47263,0.47263,0.002514,-13.01,-0.130067,42.28,55.29,0.764741,0.083446,0.216039,16,3,1,8.51,1.6,0.53,37,20,14,19.68,10.64,7.45,31.93,-44.94,-0.449401,72F88A81AB805E9FAED220D2B98B11BEE3B7A44013A5DDBB23289D6E7ABB128C
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,CADCHF_LONG,274,155,119,0,56.57,5.453974,5.453974,0.019905,-3.45,-0.03446,63.04,66.49,0.94817,0.07839,0.212451,27,3,0,9.85,1.09,0,46,29,17,16.79,10.58,6.2,52.58,-56.03,-0.560252,5EEE134A8E7B165B6629971BE4E39DBC41418F6A633AECD297A02B973D612E68
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,CADCHF_SHORT,160,113,47,0,70.63,6.758591,6.758591,0.042241,17.28,0.172771,50.28,33,1.523517,0.096263,0.157253,20,2,0,12.5,1.25,0,21,15,9,13.13,9.38,5.63,48.34,-31.06,-0.310634,CBB97C79A8787FE0413A71629EB455989BED4416DBF834A2053A448578F7C28C
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,CADJPY_LONG,226,127,99,0,56.19,-5.706586,-5.706586,-0.02525,-37.9,-0.379016,65.82,103.73,0.634599,0.087467,0.318244,21,5,1,9.29,2.21,0.44,37,23,20,16.37,10.18,8.85,59.76,-97.66,-0.976645,E955518B8840E2E904E2CA100641CA5C1B2AA022B55B5159037C79DF06E0FCE9
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,CADJPY_SHORT,211,120,91,0,56.87,3.434383,3.434383,0.016277,0.02,0.000211,50.34,50.32,1.00042,0.06974,0.127772,14,2,2,6.64,0.95,0.95,23,10,7,10.9,4.74,3.32,35.6,-35.58,-0.355789,6317C66A3692CD5E96547244E903E6763345AA8DCC57984BDC93ADDFEC1AF6B6
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,CHFJPY_LONG,243,131,112,0,53.91,-2.097622,-2.097622,-0.008632,-35.3,-0.353013,53.63,88.94,0.603066,0.075412,0.234391,17,4,0,7,1.65,0,34,19,13,13.99,7.82,5.35,45.91,-81.21,-0.812085,ECFF66A34F324987E3CFD645C087D1F6E03492BD223515B587E786DB13F8A6C6
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,CHFJPY_SHORT,269,164,105,0,60.97,9.199309,9.199309,0.034198,30.73,0.307326,75.93,45.2,1.679935,0.072213,0.139149,23,2,1,8.55,0.74,0.37,31,18,14,11.52,6.69,5.2,70.47,-39.74,-0.397371,D9DA35C3299154FE69FAFC448D82BEA2E31DC66EFDD452DB022BC34CC8E6CC80
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,EURAUD_LONG,136,79,57,0,58.09,1.477613,1.477613,0.010865,-9.04,-0.090401,49.6,58.64,0.845842,0.08578,0.175292,13,1,0,9.56,0.74,0,23,16,10,16.91,11.76,7.35,43.77,-52.81,-0.528053,505B4762A1FB165A84F6DF9091A5011DFBF377D5287DA28B1AEE598C4E3A3248
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,EURAUD_SHORT,240,155,85,0,64.58,-4.639403,-4.639403,-0.019331,-46.65,-0.466546,56.8,103.46,0.549036,0.058719,0.189783,11,5,0,4.58,2.08,0,29,23,13,12.08,9.58,5.42,50.79,-97.44,-0.9744,9B870BC78BDDAFC10BE90E101550BEAE372CCD3A4081B313F283B50F9CC31EEE
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,EURCAD_LONG,228,151,77,0,66.23,3.046364,3.046364,0.013361,-2.9,-0.028979,89.66,92.56,0.96869,0.095086,0.190276,27,5,2,11.84,2.19,0.88,39,20,14,17.11,8.77,6.14,86.05,-88.95,-0.889464,A692748D4DFA6CB5EDA74C16195E4CD8ADBF676A1BE0BB0E07DA45A15ED73D47
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,EURCAD_SHORT,337,196,141,0,58.16,14.42633,14.42633,0.042808,49.55,0.495469,77.92,28.37,2.746499,0.060574,0.112217,18,6,2,5.34,1.78,0.59,30,19,9,8.9,5.64,2.67,65.77,-16.22,-0.162226,16E309291E546AC6ADAEFC02DC475274EED39353668054AD0A2B4BE266FE9DE9
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,EURCHF_LONG,201,124,77,0,61.69,1.973121,1.973121,0.009817,-10.12,-0.101223,73.15,83.27,0.878438,0.113617,0.246048,29,5,0,14.43,2.49,0,46,24,11,22.89,11.94,5.47,68.2,-78.33,-0.783255,FD0A5C8311527DAFC93CBE4E2C7B07545C4C7BD5611EA1B7CB90B41DDE3975CB
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,EURCHF_SHORT,192,102,90,0,53.13,9.474442,9.474442,0.049346,27.39,0.273947,49.89,22.5,2.21779,0.080294,0.131407,16,4,1,8.33,2.08,0.52,18,11,8,9.38,5.73,4.17,47.31,-19.91,-0.199128,234FE858009C94081E3022748CE4CF01C2D341BCCFE5628F0EF5F5C12E50F174
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,EURGBP_LONG,271,199,72,0,73.43,-0.23627,-0.23627,-0.000872,-9.09,-0.090923,142.52,151.61,0.940029,0.09166,0.24475,28,3,1,10.33,1.11,0.37,47,23,17,17.34,8.49,6.27,137.23,-146.32,-1.463211,7AD24F4B893BF5F5763259F30C8BEC3D2443B48DCA897B1AD370918EC8E1C90F
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,EURGBP_SHORT,229,164,65,0,71.62,14.256001,14.256001,0.062253,65.8,0.658008,124.84,59.03,2.114614,0.112995,0.163652,23,5,2,10.04,2.18,0.87,31,17,12,13.54,7.42,5.24,119.25,-53.45,-0.534502,D16F29C12F845DCA4D84B1EE18B23B95E44FFCD57C7B69FAF861F289FD14757C
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,EURJPY_LONG,154,89,65,0,57.79,-9.581527,-9.581527,-0.062218,-58.27,-0.582718,77.63,135.9,0.571228,0.105819,0.421944,18,7,3,11.69,4.55,1.95,43,28,17,27.92,18.18,11.04,66.29,-124.56,-1.245608,8890588075E5A2D7D9F0CBD951184ECEC64E6A4F078B1B4614C005F12D29D521
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,EURJPY_SHORT,139,99,40,0,71.22,2.10639,2.10639,0.015154,-1.23,-0.012295,72.1,73.33,0.983232,0.10293,0.322328,11,6,2,7.91,4.32,1.44,32,17,9,23.02,12.23,6.47,68.11,-69.34,-0.693433,A0978AAA29025917C32E443A8A8132628AAFE9732DC674CFC101C550AB755A6F
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,EURNZD_LONG,148,101,47,0,68.24,4.194712,4.194712,0.028343,17.65,0.176462,65.66,48.01,1.367536,0.082323,0.132772,13,0,0,8.78,0,0,17,9,4,11.49,6.08,2.7,58.35,-40.7,-0.407043,A97799F96E7CB1BEC64332A15AAC518E3513EE9EF42CEDFD04FC1843D60A6CF8
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,EURNZD_SHORT,245,157,88,0,64.08,2.818886,2.818886,0.011506,-6.62,-0.066229,72.15,78.77,0.915924,0.067168,0.135767,17,3,0,6.94,1.22,0,31,14,6,12.65,5.71,2.45,61.68,-68.31,-0.68306,95E4B86D678382F5269A324C30878552FECCC3F8BE457200F7DAA0B4AFAE2ED8
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,EURUSD_LONG,111,67,44,0,60.36,3.746943,3.746943,0.033756,9.12,0.09116,44.72,35.61,1.256024,0.109925,0.210269,8,3,1,7.21,2.7,0.9,23,11,4,20.72,9.91,3.6,41.5,-32.39,-0.32388,BDA1BE160AD406282B5A199B2EF4F39026B9BA2E472CC6F76753A041F957A6DF
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,EURUSD_SHORT,309,203,106,0,65.7,7.606674,7.606674,0.024617,17.66,0.176587,64.31,46.65,1.378501,0.058102,0.16267,14,1,0,4.53,0.32,0,43,25,16,13.92,8.09,5.18,59.45,-41.79,-0.417921,B84894C979467AE11AD64A9C7EACF9A8266B21D233CB0EC437474DA98E1876C4
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,GBPAUD_LONG,175,129,46,0,73.71,9.889858,9.889858,0.056513,70.37,0.703664,108.32,37.95,2.854163,0.089182,0.137612,18,1,1,10.29,0.57,0.57,20,8,4,11.43,4.57,2.29,90.19,-19.82,-0.198219,24A790664794E17FF8003ADF83F88A29BBF19E50D2BA8D1FCD654771DF4022BB
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,GBPAUD_SHORT,324,240,84,0,74.07,3.119617,3.119617,0.009628,-9.69,-0.09688,155.97,165.66,0.941518,0.063194,0.160916,20,0,0,6.17,0,0,38,23,15,11.73,7.1,4.63,149.98,-159.66,-1.59665,0622D6661E38308B5E6DDEBFC493D0A835BCE65B4008E4F0DF6483E4B3EDCCB2
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,GBPCAD_LONG,211,162,49,0,76.78,10.74838,10.74838,0.05094,65.43,0.654313,167.88,102.44,1.638699,0.114483,0.221831,22,4,3,10.43,1.9,1.42,38,29,18,18.01,13.74,8.53,160.65,-95.21,-0.952148,B02302245D50C30EE652D6B3842AA8F62233ABAECEEF8C94A13A498D93DF0686
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,GBPCAD_SHORT,275,225,50,0,81.82,8.887974,8.887974,0.03232,83.58,0.835786,209.7,126.12,1.662701,0.085154,0.195742,27,8,3,9.82,2.91,1.09,42,27,16,15.27,9.82,5.82,192.28,-108.7,-1.087017,84D40185D025928842A48C71A70DF5D492DD1FC830DBB73DFFC34942EA1E14FA
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,GBPCHF_LONG,264,182,82,0,68.94,11.38111,11.38111,0.04311,75.63,0.756279,145.11,69.49,2.088381,0.081656,0.168762,19,5,2,7.2,1.89,0.76,41,24,11,15.53,9.09,4.17,127.72,-52.09,-0.520894,2453CE3953E3839C3A5B240977FF8437323C3AB7EF29AB842B17C90A478B0298
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,GBPCHF_SHORT,277,209,68,0,75.45,8.123199,8.123199,0.029326,36.13,0.361313,193.78,157.65,1.229187,0.088479,0.161204,28,8,3,10.11,2.89,1.08,33,16,9,11.91,5.78,3.25,176.8,-140.67,-1.406729,CDE37A44EFF4F03146B2D279FC1E63130B66008075E3AD41AD1C8578AEF51AAB
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,GBPJPY_LONG,180,127,53,0,70.56,-4.413443,-4.413443,-0.024519,-49.46,-0.494618,116.53,165.99,0.702027,0.090317,0.279712,11,5,2,6.11,2.78,1.11,34,25,16,18.89,13.89,8.89,105.68,-155.14,-1.551422,60626D6086AB267ECFF709FC80F67D78F827615368D1E7AA11C02CC5DE1498A3
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,GBPJPY_SHORT,285,210,75,0,73.68,-17.050138,-17.050138,-0.059825,-206.69,-2.0669,176.03,382.72,0.459947,0.071861,0.285716,21,5,2,7.37,1.75,0.7,41,26,18,14.39,9.12,6.32,169.08,-375.77,-3.75773,317847177883B6E9D648DEED11E2B20568A41CFFDC2ADB5ACAA30A1399EF75E7
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,GBPNZD_LONG,272,196,76,0,72.06,11.763782,11.763782,0.043249,93.1,0.930994,165.1,72,2.292993,0.079714,0.11148,30,4,0,11.03,1.47,0,27,15,7,9.93,5.51,2.57,139.45,-46.35,-0.463484,BF64C63E463012AB542AA64530FF5F9ACEEE86FB7F6A643CE647343980B1666A
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,GBPNZD_SHORT,239,185,54,0,77.41,-0.646544,-0.646544,-0.002705,-45.98,-0.459757,143.87,189.84,0.757821,0.07563,0.20723,21,6,3,8.79,2.51,1.26,33,20,12,13.81,8.37,5.02,129.5,-175.48,-1.754786,1F1E099AC219FAFF835784F371E33DFCDF3C2819341775CD5B6BA6A778DFB431
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,GBPUSD_LONG,197,137,60,0,69.54,11.608369,11.608369,0.058926,71.09,0.710862,128.48,57.39,2.238566,0.106017,0.188247,22,5,1,11.17,2.54,0.51,41,18,11,20.81,9.14,5.58,116.2,-45.12,-0.451158,6A43F5D38710CC77A77F497ACD216A18AB3F2CE6AD89769A5FA7DC570FFA8864
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,GBPUSD_SHORT,311,226,85,0,72.67,-6.464416,-6.464416,-0.020786,-71.11,-0.711064,166.27,237.38,0.700454,0.072692,0.224628,29,6,0,9.32,1.93,0,50,27,18,16.08,8.68,5.79,155.45,-226.55,-2.265541,A69646A1DDB6B6901A06484F763A982F77B125D32E4987F32B984F5AC4E98782
RAW_GRID_T100_S020_GATE90_TRIANGLE_V1_DAVID_CONTRA_EXTENSION,triangle_v1_david_contra_extension,pair_side,NZDCAD_LONG,289,156,133,0,53.98,15.913537,15.913537,0.055064,32.29,0.322868,67.86,35.57,1.907665,0.087926,0.19323,29,6,4,10.03,2.08,1.38,47,25,15,16.26,8.65,5.19,61.68,-29.4,-0.293979,9502DA86DFCD468C732B94E91D63A951DF0A98689EFE4B1056AC0CD80BEE9E7D
