"terminal_id","compiler","bytes","sha256","file_version","product_version"
"94497","C:\Users\User\AppData\Roaming\Five Percent Online MetaTrader 5\MetaEditor64.exe","109408696","2C0C8E9E5C1239E30E8A908D9205CDB01B9CDFCF876752E43BD7A755CCE58AD3","5.0.0.5833","5.0.0.5833"
