variant_id,activation_rule_id,protection_mode,cycle_id,pair,side,close_reason,start_timestamp_utc,close_timestamp_utc,anchor_week_open_utc,fill_count,adverse_fill_count,expansion_fill_count,price_pnl_adr,price_pnl_market_pct,price_pnl_usd,commission_usd,swap_usd,net_usd,min_pnl_adr,max_pnl_adr,min_pnl_market_pct,max_pnl_market_pct,min_pnl_timestamp_utc,max_pnl_timestamp_utc,first_mfe_0_5q_timestamp_utc,first_mfe_1q_timestamp_utc,first_mfe_2q_timestamp_utc,first_mfe_3q_timestamp_utc,first_mae_0_5q_timestamp_utc,first_mae_1q_timestamp_utc,first_mae_2q_timestamp_utc,first_mae_3q_timestamp_utc,reset_ordinal_at_start,completed_reset_ordinal,max_fill_age_days,cycle_spacing_adr,cycle_signal_adr_brick,reversion_target_price,reversion_target_band_adr,triangle_geometry_center_type,triangle_geometry_q_cost_adr,triangle_geometry_round_trip_cost_adr,triangle_geometry_p_raw_adr,triangle_geometry_p_cost_adr,triangle_geometry_b_cost_adr,triangle_geometry_q_bend_adr,triangle_geometry_q_floor_adr,triangle_geometry_floor_pin_ratio,triangle_geometry_surplus_bend_adr,triangle_geometry_surplus_quality,triangle_geometry_balance,triangle_geometry_quality,triangle_geometry_current_volatility_adr,triangle_geometry_add_spacing_mode,triangle_trigger_key,content_hash
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2,triangle_formulaic_directionless_geometry_v2,baseline,RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2|AUDCHF|SHORT|1,AUDCHF,SHORT,target,2019-04-15T13:02:00.000Z,2019-04-15T14:42:00.000Z,2019-04-14T23:00:00.000Z,3,2,0,0.650842,0.462467,3.330006,-0.18,0.001903,3.151909,-0.181813,0.650842,-0.12919,0.462467,2019-04-15T13:21:00.000Z,2019-04-15T14:42:00.000Z,2019-04-15T13:30:00.000Z,2019-04-15T13:31:00.000Z,2019-04-15T13:50:00.000Z,2019-04-15T13:53:00.000Z,2019-04-15T13:08:00.000Z,2019-04-15T13:10:00.000Z,2019-04-15T13:11:00.000Z,2019-04-15T13:20:00.000Z,0,1,0.069444,0.05,0.025,0.71888,0.025,median_m1_close,0.05,0.0125,7.529164,3.736179,3.571735,0.04743,0.05,0.948602,3.471735,65.865924,1,71.4347,0.007831,fixed_q,2019-04-14T23:00:00.000Z|AUDCHF|ny|2019-04-15|triangle_v1_geometry|gate91_formulaic_directionless_grid_geometry_v2_cost_bend_center_band_2026_07_03|triangle_formulaic_directionless_geometry_v2|SHORT|2019-04-15T13:02:00.000Z|range_0.448305|pe_1|center_median_m1_close|qcost_0.05|rtcost_0.0125|praw_7.529164|pcost_3.736179|bcost_3.571735|qbend_0.04743|qfloor_0.05|floorpin_0.948602|surplus_3.471735|sgq_65.865924|balance_1|gq_71.4347|vol_0.007831|q_0.05|brick_0.025|band_0.025|target_center_band,F6CA69B1845708D7388003467459545847D9B0A2E04B4FE36011F99BC72CA95A
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2,triangle_formulaic_directionless_geometry_v2,baseline,RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2|AUDCHF|SHORT|2,AUDCHF,SHORT,session_flatten,2019-04-15T14:44:00.000Z,2019-04-15T20:01:00.000Z,2019-04-14T23:00:00.000Z,7,6,0,-0.053259,-0.037844,-0.269995,-0.42,0.013931,-0.676065,-1.298398,0.015656,-0.9226,0.011125,2019-04-15T18:32:00.000Z,2019-04-15T14:46:00.000Z,,,,,2019-04-15T14:49:00.000Z,2019-04-15T14:54:00.000Z,2019-04-15T14:56:00.000Z,2019-04-15T14:58:00.000Z,1,,0.220139,0.05,0.025,0.71888,0.025,median_m1_close,0.05,0.0125,7.529164,3.736179,3.571735,0.04743,0.05,0.948602,3.471735,65.865924,1,71.4347,0.007831,fixed_q,2019-04-14T23:00:00.000Z|AUDCHF|ny|2019-04-15|triangle_v1_geometry|gate91_formulaic_directionless_grid_geometry_v2_cost_bend_center_band_2026_07_03|triangle_formulaic_directionless_geometry_v2|SHORT|2019-04-15T14:44:00.000Z|range_0.448305|pe_0.075528|center_median_m1_close|qcost_0.05|rtcost_0.0125|praw_7.529164|pcost_3.736179|bcost_3.571735|qbend_0.04743|qfloor_0.05|floorpin_0.948602|surplus_3.471735|sgq_65.865924|balance_1|gq_71.4347|vol_0.007831|q_0.05|brick_0.025|band_0.025|target_center_band,4A625B892F22D5E8060ECCB1F713881A417E034B24AE8AD339A3A1DE05171F25
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2,triangle_formulaic_directionless_geometry_v2,baseline,RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2|AUDCHF|LONG|3,AUDCHF,LONG,target,2019-04-16T00:30:00.000Z,2019-04-16T11:53:00.000Z,2019-04-14T23:00:00.000Z,11,10,0,3.757424,2.669905,19.170004,-0.66,-0.428124,18.08188,-3.417828,3.757424,-2.428599,2.669905,2019-04-16T08:38:00.000Z,2019-04-16T11:53:00.000Z,2019-04-16T00:33:00.000Z,2019-04-16T01:33:00.000Z,2019-04-16T09:13:00.000Z,2019-04-16T09:13:00.000Z,2019-04-16T01:18:00.000Z,2019-04-16T01:23:00.000Z,2019-04-16T01:32:00.000Z,2019-04-16T01:32:00.000Z,0,1,0.474306,0.054589,0.025,0.72027,0.025,median_m1_close,0.05,0.0125,4.365591,2.234466,2.132667,0.054589,0.05,1.091785,2.032667,37.235669,1,39.067531,0.007831,fixed_q,2019-04-14T23:00:00.000Z|AUDCHF|asia_london|2019-04-16|triangle_v1_geometry|gate91_formulaic_directionless_grid_geometry_v2_cost_bend_center_band_2026_07_03|triangle_formulaic_directionless_geometry_v2|LONG|2019-04-16T00:30:00.000Z|range_0.411109|pe_0.05195|center_median_m1_close|qcost_0.05|rtcost_0.0125|praw_4.365591|pcost_2.234466|bcost_2.132667|qbend_0.054589|qfloor_0.05|floorpin_1.091785|surplus_2.032667|sgq_37.235669|balance_1|gq_39.067531|vol_0.007831|q_0.054589|brick_0.025|band_0.025|target_center_band,31575C6D9BA6A99945AC947FE923DA57765C07C0671A56108D36E665B723F382
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2,triangle_formulaic_directionless_geometry_v2,baseline,RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2|AUDCHF|SHORT|4,AUDCHF,SHORT,session_flatten,2019-04-16T11:58:00.000Z,2019-04-16T20:00:00.000Z,2019-04-14T23:00:00.000Z,9,8,0,-1.75236,-1.245171,-8.979987,-0.54,0.023049,-9.496939,-2.015612,0.025333,-1.432229,0.018001,2019-04-16T17:11:00.000Z,2019-04-16T12:08:00.000Z,,,,,2019-04-16T12:00:00.000Z,2019-04-16T12:02:00.000Z,2019-04-16T12:03:00.000Z,2019-04-16T12:11:00.000Z,1,,0.334722,0.054589,0.025,0.72027,0.025,median_m1_close,0.05,0.0125,4.365591,2.234466,2.132667,0.054589,0.05,1.091785,2.032667,37.235669,1,39.067531,0.007831,fixed_q,2019-04-14T23:00:00.000Z|AUDCHF|asia_london|2019-04-16|triangle_v1_geometry|gate91_formulaic_directionless_grid_geometry_v2_cost_bend_center_band_2026_07_03|triangle_formulaic_directionless_geometry_v2|SHORT|2019-04-16T11:58:00.000Z|range_0.411109|pe_0.012299|center_median_m1_close|qcost_0.05|rtcost_0.0125|praw_4.365591|pcost_2.234466|bcost_2.132667|qbend_0.054589|qfloor_0.05|floorpin_1.091785|surplus_2.032667|sgq_37.235669|balance_1|gq_39.067531|vol_0.007831|q_0.054589|brick_0.025|band_0.025|target_center_band,B91C26E81B383E3FAB7B1B54587CFA34307A48B97F68E8DDEC60C16359BC4CE6
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2,triangle_formulaic_directionless_geometry_v2,baseline,RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2|AUDCHF|LONG|5,AUDCHF,LONG,target,2019-04-17T00:02:00.000Z,2019-04-17T00:16:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.072111,0.05124,0.369997,-0.06,-0.000892,0.309106,-0.017541,0.072111,-0.012464,0.05124,2019-04-17T00:07:00.000Z,2019-04-17T00:16:00.000Z,2019-04-17T00:15:00.000Z,2019-04-17T00:16:00.000Z,,,,,,,1,2,0.009722,0.062428,0.025,0.72254,0.025,median_m1_close,0.05,0.0125,4.238345,2.147957,1.758382,0.062428,0.05,1.248567,1.658382,26.383017,0.993166,27.973906,0.007831,fixed_q,2019-04-14T23:00:00.000Z|AUDCHF|asia_london|2019-04-17|triangle_v1_geometry|gate91_formulaic_directionless_grid_geometry_v2_cost_bend_center_band_2026_07_03|triangle_formulaic_directionless_geometry_v2|LONG|2019-04-17T00:02:00.000Z|range_0.432643|pe_1|center_median_m1_close|qcost_0.05|rtcost_0.0125|praw_4.238345|pcost_2.147957|bcost_1.758382|qbend_0.062428|qfloor_0.05|floorpin_1.248567|surplus_1.658382|sgq_26.383017|balance_0.993166|gq_27.973906|vol_0.007831|q_0.062428|brick_0.025|band_0.025|target_center_band,9A81612EBC587249D8BBE9E34A5FBE5133D3DBE3420A10AB96711ADF73C297BC
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2,triangle_formulaic_directionless_geometry_v2,baseline,RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2|AUDCHF|LONG|6,AUDCHF,LONG,target,2019-04-17T00:19:00.000Z,2019-04-17T02:01:00.000Z,2019-04-14T23:00:00.000Z,3,2,0,0.694157,0.493246,3.559995,-0.18,-0.013437,3.366558,-0.335286,0.694157,-0.238244,0.493246,2019-04-17T01:28:00.000Z,2019-04-17T02:01:00.000Z,2019-04-17T00:26:00.000Z,2019-04-17T01:56:00.000Z,2019-04-17T02:00:00.000Z,2019-04-17T02:00:00.000Z,2019-04-17T00:54:00.000Z,2019-04-17T01:03:00.000Z,2019-04-17T01:08:00.000Z,2019-04-17T01:10:00.000Z,2,3,0.070833,0.062428,0.025,0.72254,0.025,median_m1_close,0.05,0.0125,4.238345,2.147957,1.758382,0.062428,0.05,1.248567,1.658382,26.383017,0.993166,27.973906,0.007831,fixed_q,2019-04-14T23:00:00.000Z|AUDCHF|asia_london|2019-04-17|triangle_v1_geometry|gate91_formulaic_directionless_grid_geometry_v2_cost_bend_center_band_2026_07_03|triangle_formulaic_directionless_geometry_v2|LONG|2019-04-17T00:19:00.000Z|range_0.432643|pe_0.260007|center_median_m1_close|qcost_0.05|rtcost_0.0125|praw_4.238345|pcost_2.147957|bcost_1.758382|qbend_0.062428|qfloor_0.05|floorpin_1.248567|surplus_1.658382|sgq_26.383017|balance_0.993166|gq_27.973906|vol_0.007831|q_0.062428|brick_0.025|band_0.025|target_center_band,19D0A1D1D09D3A7F9B04E13454E66A6D041224597C61700F33CC685522B597FE
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2,triangle_formulaic_directionless_geometry_v2,baseline,RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2|AUDCHF|LONG|8,AUDCHF,LONG,target,2019-04-17T14:03:00.000Z,2019-04-17T18:01:00.000Z,2019-04-14T23:00:00.000Z,3,2,0,0.709942,0.504462,3.65,-0.18,-0.044385,3.425615,-0.287672,0.709942,-0.204411,0.504462,2019-04-17T14:13:00.000Z,2019-04-17T18:01:00.000Z,2019-04-17T14:22:00.000Z,2019-04-17T14:23:00.000Z,2019-04-17T14:37:00.000Z,2019-04-17T14:51:00.000Z,2019-04-17T14:10:00.000Z,2019-04-17T14:11:00.000Z,2019-04-17T14:12:00.000Z,2019-04-17T14:13:00.000Z,3,4,0.165278,0.087664,0.025,0.72498,0.025,median_m1_close,0.05,0.0125,9.745258,5.889224,5.12182,0.087664,0.05,1.753275,5.02182,56.822458,0.991925,57.953969,0.009789,fixed_q,2019-04-14T23:00:00.000Z|AUDCHF|ny|2019-04-17|triangle_v1_geometry|gate91_formulaic_directionless_grid_geometry_v2_cost_bend_center_band_2026_07_03|triangle_formulaic_directionless_geometry_v2|LONG|2019-04-17T14:03:00.000Z|range_0.974916|pe_0.29588|center_median_m1_close|qcost_0.05|rtcost_0.0125|praw_9.745258|pcost_5.889224|bcost_5.12182|qbend_0.087664|qfloor_0.05|floorpin_1.753275|surplus_5.02182|sgq_56.822458|balance_0.991925|gq_57.953969|vol_0.009789|q_0.087664|brick_0.025|band_0.025|target_center_band,5F2829959E842E5D6FC8FC0CBC977F39E6D7C799B19EC5AA233860EF4D86BD80
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2,triangle_formulaic_directionless_geometry_v2,baseline,RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2|AUDCHF|LONG|9,AUDCHF,LONG,session_flatten,2019-04-17T18:19:00.000Z,2019-04-17T20:00:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.031078,0.022083,0.159997,-0.06,-0.006432,0.093565,-0.025252,0.036905,-0.017943,0.026224,2019-04-17T18:48:00.000Z,2019-04-17T19:29:00.000Z,,,,,,,,,4,,0.070139,0.087664,0.025,0.72498,0.025,median_m1_close,0.05,0.0125,9.745258,5.889224,5.12182,0.087664,0.05,1.753275,5.02182,56.822458,0.991925,57.953969,0.009789,fixed_q,2019-04-14T23:00:00.000Z|AUDCHF|ny|2019-04-17|triangle_v1_geometry|gate91_formulaic_directionless_grid_geometry_v2_cost_bend_center_band_2026_07_03|triangle_formulaic_directionless_geometry_v2|LONG|2019-04-17T18:19:00.000Z|range_0.974916|pe_0.061358|center_median_m1_close|qcost_0.05|rtcost_0.0125|praw_9.745258|pcost_5.889224|bcost_5.12182|qbend_0.087664|qfloor_0.05|floorpin_1.753275|surplus_5.02182|sgq_56.822458|balance_0.991925|gq_57.953969|vol_0.009789|q_0.087664|brick_0.025|band_0.025|target_center_band,33EDEAD3254AF4A19F6BF6FF5AECABD9FDDD6CFFBC2C0E0D37A8A874638EFE26
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2,triangle_formulaic_directionless_geometry_v2,baseline,RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2|AUDCHF|SHORT|7,AUDCHF,SHORT,session_flatten,2019-04-17T02:01:00.000Z,2019-04-17T20:00:00.000Z,2019-04-14T23:00:00.000Z,11,10,0,0.298206,0.211896,1.550016,-0.66,0.073215,0.963232,-3.418011,3.501831,-2.428729,2.488289,2019-04-17T13:31:00.000Z,2019-04-17T14:13:00.000Z,2019-04-17T02:20:00.000Z,2019-04-17T02:21:00.000Z,2019-04-17T02:21:00.000Z,2019-04-17T02:21:00.000Z,2019-04-17T02:02:00.000Z,2019-04-17T02:02:00.000Z,2019-04-17T02:02:00.000Z,2019-04-17T02:05:00.000Z,1,,0.749306,0.062428,0.025,0.72254,0.025,median_m1_close,0.05,0.0125,4.238345,2.147957,1.758382,0.062428,0.05,1.248567,1.658382,26.383017,0.993166,27.973906,0.007831,fixed_q,2019-04-14T23:00:00.000Z|AUDCHF|asia_london|2019-04-17|triangle_v1_geometry|gate91_formulaic_directionless_grid_geometry_v2_cost_bend_center_band_2026_07_03|triangle_formulaic_directionless_geometry_v2|SHORT|2019-04-17T02:01:00.000Z|range_0.432643|pe_0.145658|center_median_m1_close|qcost_0.05|rtcost_0.0125|praw_4.238345|pcost_2.147957|bcost_1.758382|qbend_0.062428|qfloor_0.05|floorpin_1.248567|surplus_1.658382|sgq_26.383017|balance_0.993166|gq_27.973906|vol_0.007831|q_0.062428|brick_0.025|band_0.025|target_center_band,52AB53778001141F6F62BD03E4A664A0A053D5AE4278E3D0BCD16B1575C7BED8
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2,triangle_formulaic_directionless_geometry_v2,baseline,RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2|AUDCHF|SHORT|10,AUDCHF,SHORT,target,2019-04-18T00:02:00.000Z,2019-04-18T00:31:00.000Z,2019-04-14T23:00:00.000Z,1,0,0,0.075707,0.053795,0.390001,-0.06,0.000201,0.330202,-0.027176,0.075707,-0.01931,0.053795,2019-04-18T00:23:00.000Z,2019-04-18T00:31:00.000Z,2019-04-18T00:28:00.000Z,2019-04-18T00:31:00.000Z,,,,,,,1,2,0.020139,0.073721,0.025,0.72448,0.025,median_m1_close,0.05,0.0125,5.465806,3.18528,3.138296,0.073721,0.05,1.47442,3.038296,41.213454,1,42.56992,0.007831,fixed_q,2019-04-14T23:00:00.000Z|AUDCHF|asia_london|2019-04-18|triangle_v1_geometry|gate91_formulaic_directionless_grid_geometry_v2_cost_bend_center_band_2026_07_03|triangle_formulaic_directionless_geometry_v2|SHORT|2019-04-18T00:02:00.000Z|range_0.657775|pe_1|center_median_m1_close|qcost_0.05|rtcost_0.0125|praw_5.465806|pcost_3.18528|bcost_3.138296|qbend_0.073721|qfloor_0.05|floorpin_1.47442|surplus_3.038296|sgq_41.213454|balance_1|gq_42.56992|vol_0.007831|q_0.073721|brick_0.025|band_0.025|target_center_band,4FB44D5547B310F593C509353A4B632B9DD08C28A0BF9C0800E338D5979EDB9D
