pair,direction,entry_time,entry_price_raw,entry_price,stop,tp,exit_time,exit_price_raw,exit_price,pnl_pips,pnl_r,reason_exit,spread,slippage,session_ref_high,session_ref_low
EURUSD,long,2024-07-29 03:40:00-04:00,1.08558,1.085675,1.08466,1.08958,2024-07-29 03:50:00-04:00,1.08466,1.084565,-11.099999999999444,-1.0935960591132585,sl,1.5,0.2,1.087,1.0851
EURUSD,long,2024-07-31 03:30:00-04:00,1.08204,1.0821349999999998,1.08106,1.08604,2024-07-31 04:05:00-04:00,1.08106,1.080965,-11.699999999998933,-1.0883720930232204,sl,1.5,0.2,1.08304,1.08127
GBPUSD,short,2024-08-02 05:20:00-04:00,1.27344,1.273345,1.27404,1.26944,2024-08-02 05:35:00-04:00,1.27404,1.274135,7.900000000000684,1.1366906474819294,sl,1.5,0.2,1.2736,1.27128
GBPUSD,short,2024-08-12 04:15:00-04:00,1.27632,1.276225,1.27742,1.27232,2024-08-12 06:00:00-04:00,1.27561,1.2757049999999999,-5.20000000000076,-0.4351464435146871,time_stop,1.5,0.2,1.27636,1.27468
GBPUSD,short,2024-08-19 04:40:00-04:00,1.29663,1.296535,1.29768,1.29263,2024-08-19 06:00:00-04:00,1.29629,1.296385,-1.500000000000945,-0.13100436681231514,time_stop,1.5,0.2,1.29606,1.29401
GBPUSD,short,2024-08-20 03:45:00-04:00,1.29936,1.2992650000000001,1.29992,1.29536,2024-08-20 03:50:00-04:00,1.29992,1.300015,7.499999999998064,1.1450381679388977,sl,1.5,0.2,1.29932,1.2977
EURUSD,long,2024-08-20 03:55:00-04:00,1.10798,1.108075,1.10708,1.11198,2024-08-20 06:00:00-04:00,1.10762,1.107525,-5.499999999998284,-0.5527638190953843,time_stop,1.5,0.2,1.10872,1.1075
GBPUSD,short,2024-08-22 04:15:00-04:00,1.30974,1.309645,1.31087,1.30574,2024-08-22 04:30:00-04:00,1.31087,1.310965,13.199999999999878,1.0775510204081256,sl,1.5,0.2,1.30971,1.30825
GBPUSD,short,2024-08-29 03:35:00-04:00,1.32168,1.321585,1.3228,1.31768,2024-08-29 04:20:00-04:00,1.31768,1.317775,-38.10000000000091,-3.1358024691359647,tp,1.5,0.2,1.32118,1.319
GBPUSD,short,2024-09-02 03:50:00-04:00,1.31332,1.313225,1.31442,1.30932,2024-09-02 04:00:00-04:00,1.31442,1.3145149999999999,12.899999999997913,1.079497907949765,sl,1.5,0.2,1.3138,1.31201
EURUSD,long,2024-09-03 05:30:00-04:00,1.10388,1.103975,1.10332,1.10788,2024-09-03 06:00:00-04:00,1.10387,1.103775,-1.9999999999997797,-0.3053435114504179,time_stop,1.5,0.2,1.10704,1.10571
GBPUSD,short,2024-09-04 06:00:00-04:00,1.31169,1.311595,1.31289,1.30769,2024-09-04 06:05:00-04:00,1.31132,1.311415,-1.80000000000069,-0.13899613899621116,time_stop,1.5,0.2,1.31155,1.31014
GBPUSD,short,2024-09-12 03:45:00-04:00,1.3046,1.304505,1.30542,1.3006,2024-09-12 04:25:00-04:00,1.304505,1.3046,0.9499999999995623,0.10382513661197412,sl,1.5,0.2,1.30444,1.30322
GBPUSD,short,2024-09-13 05:50:00-04:00,1.31413,1.314035,1.3153299999999999,1.31013,2024-09-13 06:00:00-04:00,1.31354,1.3136349999999999,-4.00000000000178,-0.3088803088804883,time_stop,1.5,0.2,1.315,1.3125
GBPUSD,short,2024-09-16 05:15:00-04:00,1.3189,1.318805,1.31946,1.3149,2024-09-16 05:25:00-04:00,1.31946,1.319555,7.500000000000284,1.1450381679388484,sl,1.5,0.2,1.31632,1.31305
GBPUSD,long,2024-09-17 03:25:00-04:00,1.32092,1.321015,1.31975,1.32492,2024-09-17 06:00:00-04:00,1.3223,1.322205,11.900000000000244,0.9407114624505589,time_stop,1.5,0.2,1.32117,1.32004
EURUSD,long,2024-09-26 04:15:00-04:00,1.11365,1.113745,1.11248,1.11765,2024-09-26 06:00:00-04:00,1.11428,1.114185,4.3999999999999595,0.34782608695649886,time_stop,1.5,0.2,1.11454,1.1129
EURUSD,long,2024-10-03 04:10:00-04:00,1.10349,1.103585,1.10266,1.10749,2024-10-03 06:00:00-04:00,1.10392,1.103825,2.4000000000001798,0.25945945945946075,time_stop,1.5,0.2,1.1048,1.10321
USDJPY,short,2024-10-09 04:10:00-04:00,148.544,148.5345,148.624,148.144,2024-10-09 04:30:00-04:00,148.624,148.6335,9.899999999998954,1.106145251396694,sl,1.5,0.2,148.435,148.01
GBPUSD,long,2024-10-11 03:30:00-04:00,1.30581,1.3059049999999999,1.30461,1.30981,2024-10-11 06:00:00-04:00,1.30698,1.306885,9.80000000000203,0.7567567567570163,time_stop,1.5,0.2,1.30669,1.30518
EURUSD,long,2024-10-17 04:10:00-04:00,1.08562,1.085715,1.0848,1.08962,2024-10-17 06:00:00-04:00,1.08596,1.085865,1.500000000000945,0.16393442622961163,time_stop,1.5,0.2,1.08652,1.08512
GBPUSD,long,2024-10-23 04:25:00-04:00,1.2971,1.2971949999999999,1.29612,1.3011,2024-10-23 06:00:00-04:00,1.2978,1.297705,5.100000000002325,0.47441860465140684,time_stop,1.5,0.2,1.29918,1.29714
GBPUSD,long,2024-10-30 06:00:00-04:00,1.3001,1.300195,1.29918,1.3041,2024-10-30 06:05:00-04:00,1.29968,1.299585,-6.099999999999994,-0.6009852216748833,time_stop,1.5,0.2,1.30204,1.29964
EURUSD,long,2024-11-01 05:10:00-04:00,1.08677,1.086865,1.08564,1.09077,2024-11-01 06:00:00-04:00,1.08572,1.085625,-12.399999999999078,-1.0122448979590823,time_stop,1.5,0.2,1.08887,1.08752
GBPUSD,long,2024-11-11 04:50:00-05:00,1.28911,1.289205,1.2882,1.29311,2024-11-11 05:45:00-05:00,1.289205,1.28911,-0.9499999999995623,-0.09452736318404333,sl,1.5,0.2,1.2926,1.29013
GBPUSD,long,2024-11-13 03:20:00-05:00,1.2737,1.273795,1.27288,1.2777,2024-11-13 05:35:00-05:00,1.273795,1.2737,-0.9499999999995623,-0.10382513661197412,sl,1.5,0.2,1.2755,1.2731
EURUSD,long,2024-11-14 04:05:00-05:00,1.05394,1.054035,1.05311,1.05794,2024-11-14 04:15:00-05:00,1.05311,1.053015,-10.200000000000209,-1.1027027027026481,sl,1.5,0.2,1.05686,1.05443
USDJPY,short,2024-11-14 05:45:00-05:00,156.164,156.15449999999998,156.254,155.76399999999998,2024-11-14 06:00:00-05:00,156.09,156.0995,-5.49999999999784,-0.5527638190952262,time_stop,1.5,0.2,156.138,155.408
EURUSD,long,2024-11-19 03:45:00-05:00,1.05732,1.057415,1.05617,1.06132,2024-11-19 04:15:00-05:00,1.05617,1.056075,-13.399999999998968,-1.0763052208835027,sl,1.5,0.2,1.06008,1.0585
GBPUSD,long,2024-11-20 04:40:00-05:00,1.2672,1.267295,1.2663,1.2712,2024-11-20 05:30:00-05:00,1.2663,1.266205,-10.900000000000354,-1.0954773869346217,sl,1.5,0.2,1.26956,1.268
USDJPY,short,2024-11-28 03:30:00-05:00,151.778,151.7685,151.892,151.378,2024-11-28 03:45:00-05:00,151.892,151.9015,13.300000000000978,1.0769230769230946,sl,1.5,0.2,151.75,151.284
EURUSD,long,2024-11-28 05:25:00-05:00,1.05384,1.053935,1.05265,1.0578400000000001,2024-11-28 06:00:00-05:00,1.05528,1.055185,12.499999999999734,0.9727626459143909,time_stop,1.5,0.2,1.0563,1.05474
GBPUSD,long,2024-11-29 05:25:00-05:00,1.2694,1.269495,1.26843,1.2734,2024-11-29 05:40:00-05:00,1.26843,1.268335,-11.600000000000499,-1.0892018779342234,sl,1.5,0.2,1.2717,1.2693
EURUSD,long,2024-12-10 04:20:00-05:00,1.05366,1.053755,1.05278,1.05766,2024-12-10 04:25:00-05:00,1.05278,1.052685,-10.699999999999044,-1.0974358974358578,sl,1.5,0.2,1.05616,1.05454
GBPUSD,long,2024-12-12 03:25:00-05:00,1.27676,1.2768549999999999,1.27574,1.28076,2024-12-12 03:30:00-05:00,1.27574,1.2756450000000001,-12.099999999997113,-1.0852017937219525,sl,1.5,0.2,1.27718,1.27604
EURUSD,long,2024-12-18 04:15:00-05:00,1.04966,1.049755,1.04865,1.05366,2024-12-18 06:00:00-05:00,1.04979,1.049695,-0.5999999999994898,-0.054298642533894825,time_stop,1.5,0.2,1.05058,1.04929
GBPUSD,short,2024-12-20 03:30:00-05:00,1.25074,1.250645,1.25143,1.24674,2024-12-20 03:40:00-05:00,1.25143,1.251525,8.799999999999919,1.1210191082801935,sl,1.5,0.2,1.25022,1.24748
GBPUSD,short,2024-12-24 03:55:00-05:00,1.25343,1.253335,1.25462,1.24943,2024-12-24 06:00:00-05:00,1.25354,1.253635,2.9999999999996696,0.23346303501943305,time_stop,1.5,0.2,1.25422,1.25248
EURUSD,long,2024-12-30 04:10:00-05:00,1.0418,1.041895,1.04085,1.0458,2024-12-30 06:00:00-05:00,1.04394,1.0438450000000001,19.500000000001183,1.8660287081341513,time_stop,1.5,0.2,1.04314,1.0421
