time,symbol,event,side,price,modeled_price,actual_price,accounting_price,execution_price_mode,actual_minus_modeled_price,adr,lrmg_line,stoch,david_mode,david_direction,david_down,david_up,fills,avg_entry,open_adr,net_adr,reason
2026.01.05 15:20:00,EURGBP.i,BUY_SIGNAL,LONG,0.86816,,,,MT5_ORDER_FILL,,0.00301,0.87065,6.6168,OFF,UNKNOWN,,,0,,0.000000,0.000000,signal
2026.01.05 15:20:00,EURGBP.i,ENTRY,LONG,0.86817,0.86816,0.86817,0.86817,MT5_ORDER_FILL,0.00001,0.00301,0.87065,,OFF,UNKNOWN,,,1,0.86817,0.000000,0.000000,entry
2026.01.05 15:33:00,EURGBP.i,EXIT,LONG,0.86847,0.86847,0.86843,0.86847,MT5_ORDER_FILL,-0.00004,0.00301,0.87037,,OFF,UNKNOWN,,,1,0.86817,0.100000,0.100000,tp
2026.01.12 10:02:00,EURGBP.i,SELL_SIGNAL,SHORT,0.86859,,,,MT5_ORDER_FILL,,0.00310,0.86764,92.1526,OFF,UNKNOWN,,,0,,0.000000,0.100000,signal
2026.01.12 10:02:00,EURGBP.i,ENTRY,SHORT,0.86859,0.86859,0.86859,0.86859,MT5_ORDER_FILL,0.00000,0.00310,0.86764,,OFF,UNKNOWN,,,1,0.86859,0.000000,0.100000,entry
2026.01.12 10:20:00,EURGBP.i,EXIT,SHORT,0.86828,0.86828,0.86828,0.86828,MT5_ORDER_FILL,-0.00000,0.00310,0.86764,,OFF,UNKNOWN,,,1,0.86859,0.100000,0.200000,tp
2026.01.15 15:31:00,EURGBP.i,SELL_SIGNAL,SHORT,0.86728,,,,MT5_ORDER_FILL,,0.00280,0.86654,90.2470,OFF,UNKNOWN,,,0,,0.000000,0.200000,signal
2026.01.15 15:31:00,EURGBP.i,ENTRY,SHORT,0.86731,0.86728,0.86731,0.86731,MT5_ORDER_FILL,0.00003,0.00280,0.86654,,OFF,UNKNOWN,,,1,0.86731,0.000000,0.200000,entry
2026.01.15 15:37:00,EURGBP.i,GRID_ADD,SHORT,0.86772,0.86759,0.86772,0.86772,MT5_ORDER_FILL,0.00013,0.00280,0.86654,,OFF,UNKNOWN,,,2,0.86752,-0.146376,0.200000,grid_add
2026.01.15 17:22:00,EURGBP.i,EXIT,SHORT,0.86723,0.86723,0.86723,0.86723,MT5_ORDER_FILL,-0.00000,0.00280,0.86654,,OFF,UNKNOWN,,,2,0.86752,0.200000,0.400000,tp
