time,symbol,event,side,price,modeled_price,actual_price,accounting_price,execution_price_mode,actual_minus_modeled_price,adr,lrmg_line,stoch,david_mode,david_direction,david_down,david_up,fills,avg_entry,open_adr,net_adr,reason
2026.01.12 17:24:00,GBPCAD.i,SELL_SIGNAL,SHORT,1.86927,,,,MT5_ORDER_FILL,,0.00927,1.86327,90.5811,OFF,UNKNOWN,,,0,,0.000000,0.000000,signal
2026.01.12 17:24:00,GBPCAD.i,ENTRY,SHORT,1.86928,1.86927,1.86928,1.86928,MT5_ORDER_FILL,0.00001,0.00927,1.86327,,OFF,UNKNOWN,,,1,1.86928,0.000000,0.000000,entry
2026.01.12 18:12:00,GBPCAD.i,EXIT,SHORT,1.86835,1.86835,1.86846,1.86835,MT5_ORDER_FILL,0.00011,0.00927,1.86327,,OFF,UNKNOWN,,,1,1.86928,0.100000,0.100000,tp
2026.01.20 15:42:00,GBPCAD.i,BUY_SIGNAL,LONG,1.86062,,,,MT5_ORDER_FILL,,0.00790,1.86176,9.0410,OFF,UNKNOWN,,,0,,0.000000,0.100000,signal
2026.01.20 15:42:00,GBPCAD.i,ENTRY,LONG,1.86066,1.86062,1.86066,1.86066,MT5_ORDER_FILL,0.00004,0.00790,1.86176,,OFF,UNKNOWN,,,1,1.86066,0.000000,0.100000,entry
2026.01.20 15:46:00,GBPCAD.i,GRID_ADD,LONG,1.85999,1.85987,1.85999,1.85999,MT5_ORDER_FILL,0.00012,0.00790,1.86176,,OFF,UNKNOWN,,,2,1.86033,-0.084821,0.100000,grid_add
2026.01.20 16:02:00,GBPCAD.i,GRID_ADD,LONG,1.85908,1.85908,1.85908,1.85908,MT5_ORDER_FILL,-0.00000,0.00790,1.86176,,OFF,UNKNOWN,,,3,1.85991,-0.315230,0.100000,grid_add
2026.01.20 16:37:00,GBPCAD.i,EXIT,LONG,1.86070,1.86070,1.86090,1.86070,MT5_ORDER_FILL,0.00020,0.00790,1.86176,,OFF,UNKNOWN,,,3,1.85991,0.300000,0.400000,tp
2026.01.21 13:26:00,GBPCAD.i,BUY_SIGNAL,LONG,1.85451,,,,MT5_ORDER_FILL,,0.00817,1.86026,5.4641,OFF,UNKNOWN,,,0,,0.000000,0.400000,signal
2026.01.21 13:26:00,GBPCAD.i,ENTRY,LONG,1.85446,1.85451,1.85446,1.85446,MT5_ORDER_FILL,-0.00005,0.00817,1.86026,,OFF,UNKNOWN,,,1,1.85446,0.000000,0.400000,entry
2026.01.21 13:49:00,GBPCAD.i,EXIT,LONG,1.85528,1.85528,1.85529,1.85528,MT5_ORDER_FILL,0.00001,0.00817,1.86026,,OFF,UNKNOWN,,,1,1.85446,0.100000,0.500000,tp
