time,symbol,event,side,price,modeled_price,actual_price,accounting_price,execution_price_mode,actual_minus_modeled_price,adr,lrmg_line,stoch,david_mode,david_direction,david_down,david_up,fills,avg_entry,open_adr,net_adr,reason
2026.01.05 12:41:00,NZDCHF.i,SELL_SIGNAL,SHORT,0.45798,,,,MT5_ORDER_FILL,,0.00277,0.45642,96.9960,OFF,UNKNOWN,,,0,,0.000000,0.000000,signal
2026.01.05 12:41:00,NZDCHF.i,ENTRY,SHORT,0.45799,0.45798,0.45799,0.45799,MT5_ORDER_FILL,0.00001,0.00277,0.45642,,OFF,UNKNOWN,,,1,0.45799,0.000000,0.000000,entry
2026.01.05 13:48:00,NZDCHF.i,EXIT,SHORT,0.45771,0.45771,0.45774,0.45771,MT5_ORDER_FILL,0.00003,0.00277,0.45642,,OFF,UNKNOWN,,,1,0.45799,0.100000,0.100000,tp
2026.01.07 14:15:00,NZDCHF.i,SELL_SIGNAL,SHORT,0.46089,,,,MT5_ORDER_FILL,,0.00316,0.45709,91.8522,OFF,UNKNOWN,,,0,,0.000000,0.100000,signal
2026.01.07 14:15:00,NZDCHF.i,ENTRY,SHORT,0.46089,0.46089,0.46089,0.46089,MT5_ORDER_FILL,0.00000,0.00316,0.45709,,OFF,UNKNOWN,,,1,0.46089,0.000000,0.100000,entry
2026.01.07 14:23:00,NZDCHF.i,SELL_SIGNAL,SHORT,0.46077,,,,MT5_ORDER_FILL,,0.00316,0.45709,91.2254,OFF,UNKNOWN,,,1,0.46089,0.000000,0.100000,signal
2026.01.07 15:01:00,NZDCHF.i,EXIT,SHORT,0.46057,0.46057,0.46058,0.46057,MT5_ORDER_FILL,0.00001,0.00316,0.45709,,OFF,UNKNOWN,,,1,0.46089,0.100000,0.200000,tp
2026.01.15 11:51:00,NZDCHF.i,SELL_SIGNAL,SHORT,0.46022,,,,MT5_ORDER_FILL,,0.00297,0.45908,92.9744,OFF,UNKNOWN,,,0,,0.000000,0.200000,signal
2026.01.15 11:51:00,NZDCHF.i,ENTRY,SHORT,0.46022,0.46022,0.46022,0.46022,MT5_ORDER_FILL,0.00000,0.00297,0.45908,,OFF,UNKNOWN,,,1,0.46022,0.000000,0.200000,entry
2026.01.15 12:12:00,NZDCHF.i,GRID_ADD,SHORT,0.46052,0.46052,0.46052,0.46052,MT5_ORDER_FILL,0.00000,0.00297,0.45908,,OFF,UNKNOWN,,,2,0.46037,-0.101078,0.200000,grid_add
2026.01.15 15:01:00,NZDCHF.i,EXIT,SHORT,0.46007,0.46007,0.46010,0.46007,MT5_ORDER_FILL,0.00003,0.00297,0.45908,,OFF,UNKNOWN,,,2,0.46037,0.200000,0.400000,tp
2026.02.02 12:58:00,NZDCHF.i,SELL_SIGNAL,SHORT,0.46692,,,,MT5_ORDER_FILL,,0.00458,0.46507,93.4358,OFF,UNKNOWN,,,0,,0.000000,0.400000,signal
2026.02.02 12:58:00,NZDCHF.i,ENTRY,SHORT,0.46693,0.46692,0.46693,0.46693,MT5_ORDER_FILL,0.00001,0.00458,0.46507,,OFF,UNKNOWN,,,1,0.46693,0.000000,0.400000,entry
2026.02.02 13:57:00,NZDCHF.i,EXIT,SHORT,0.46647,0.46647,0.46648,0.46647,MT5_ORDER_FILL,0.00001,0.00458,0.46507,,OFF,UNKNOWN,,,1,0.46693,0.100000,0.500000,tp
2026.02.09 02:24:00,NZDCHF.i,SELL_SIGNAL,SHORT,0.46724,,,,MT5_ORDER_FILL,,0.00489,0.46573,90.9791,OFF,UNKNOWN,,,0,,0.000000,0.500000,signal
2026.02.09 02:24:00,NZDCHF.i,ENTRY,SHORT,0.46728,0.46724,0.46728,0.46728,MT5_ORDER_FILL,0.00004,0.00489,0.46573,,OFF,UNKNOWN,,,1,0.46728,0.000000,0.500000,entry
2026.02.09 02:53:00,NZDCHF.i,EXIT,SHORT,0.46679,0.46679,0.46677,0.46679,MT5_ORDER_FILL,-0.00002,0.00489,0.46573,,OFF,UNKNOWN,,,1,0.46728,0.100000,0.600000,tp
2026.02.26 09:07:00,NZDCHF.i,SELL_SIGNAL,SHORT,0.46330,,,,MT5_ORDER_FILL,,0.00357,0.46241,90.9835,OFF,UNKNOWN,,,0,,0.000000,0.600000,signal
