run_id,symbol,symbol_point,symbol_digits,execution_price_mode,closed_baskets,closed_net_adr,terminal_marked_adr,closed_plus_marked_net_adr,win_rate_pct,max_open_drawdown_adr,max_adverse_excursion_adr,max_basket_fill_count,average_fill_count,max_time_in_basket_minutes,average_time_in_basket_minutes,unresolved_open_baskets_at_end,long_baskets,short_baskets,long_net_adr,short_net_adr,same_bar_trail_ambiguous_count,same_bar_tp_grid_ambiguous_count,same_bar_sl_grid_ambiguous_count,same_bar_tp_sl_ambiguous_count,same_bar_tp_trail_ambiguous_count,same_bar_sl_trail_ambiguous_count,same_bar_trail_arm_exit_count,multi_grid_same_bar_count,weekly_cutoff_closes,weekly_cutoff_net_adr
2026_01_01_00_00_00_TESTER_181,EURCHF.i,0.000010000000,5,MT5_ORDER_FILL,16,7.300000,0.000000,7.300000,100.0000,-18.145266,18.391699,19,4.5625,6263.00,958.81,0,10,6,6.300000,1.000000,0,0,0,0,0,0,0,2,0,0.000000
2026_01_01_00_00_00_TESTER_181,EURGBP.i,0.000010000000,5,MT5_ORDER_FILL,25,7.200000,0.000000,7.200000,100.0000,-18.916497,19.303462,19,2.8800,3715.00,309.36,0,14,11,5.600000,1.600000,0,0,0,0,0,0,0,1,0,0.000000
2026_01_01_00_00_00_TESTER_181,EURJPY.i,0.001000000000,3,MT5_ORDER_FILL,26,9.100000,0.000000,9.100000,100.0000,-45.098982,45.233195,30,3.5000,11946.00,766.81,0,6,20,1.200000,7.900000,0,0,0,0,0,0,0,1,0,0.000000
2026_01_01_00_00_00_TESTER_181,EURNZD.i,0.000010000000,5,MT5_ORDER_FILL,23,7.900000,0.000000,7.900000,100.0000,-13.910246,13.910246,16,3.4348,5749.00,818.48,0,14,9,5.400000,2.500000,0,0,0,0,0,0,0,3,0,0.000000
2026_01_01_00_00_00_TESTER_181,EURUSD.i,0.000010000000,5,MT5_ORDER_FILL,19,4.400000,0.000000,4.400000,100.0000,-3.506173,3.567901,8,2.3158,1018.00,229.89,0,14,5,3.200000,1.200000,0,0,0,0,0,0,0,0,0,0.000000
2026_01_01_00_00_00_TESTER_181,GBPAUD.i,0.000010000000,5,MT5_ORDER_FILL,24,9.200000,0.000000,9.200000,100.0000,-12.633693,12.762222,16,3.8333,3410.00,449.58,0,12,12,6.400000,2.800000,0,0,0,0,0,0,0,5,0,0.000000
2026_01_01_00_00_00_TESTER_181,GBPCAD.i,0.000010000000,5,MT5_ORDER_FILL,25,7.900000,0.000000,7.900000,100.0000,-5.578426,5.893695,11,3.1600,919.00,208.40,0,13,12,4.700000,3.200000,0,0,0,0,0,0,0,0,0,0.000000
2026_01_01_00_00_00_TESTER_181,GBPCHF.i,0.000010000000,5,MT5_ORDER_FILL,28,8.300000,0.000000,8.300000,100.0000,-3.986997,3.986997,8,2.9643,2400.00,267.82,0,6,22,2.600000,5.700000,0,2,0,0,0,0,0,4,0,0.000000
2026_01_01_00_00_00_TESTER_181,GBPJPY.i,0.001000000000,3,MT5_ORDER_FILL,25,8.800000,0.000000,8.800000,100.0000,-8.688092,8.730082,13,3.5200,5037.00,532.68,0,5,20,0.900000,7.900000,0,0,0,0,0,0,0,1,0,0.000000
2026_01_01_00_00_00_TESTER_181,GBPNZD.i,0.000010000000,5,MT5_ORDER_FILL,25,5.300000,0.000000,5.300000,100.0000,-2.107149,2.226613,7,2.1200,688.00,117.08,0,11,14,3.100000,2.200000,0,0,0,0,0,0,0,1,0,0.000000
2026_01_01_00_00_00_TESTER_181,GBPUSD.i,0.000010000000,5,MT5_ORDER_FILL,23,5.300000,0.000000,5.300000,100.0000,-3.882257,4.156133,9,2.3043,696.00,104.04,0,14,9,3.700000,1.600000,0,0,0,0,0,0,0,2,0,0.000000
2026_01_01_00_00_00_TESTER_181,NZDCAD.i,0.000010000000,5,MT5_ORDER_FILL,25,7.700000,0.000000,7.700000,100.0000,-12.443430,12.875234,16,3.0800,1756.00,248.24,0,12,13,3.600000,4.100000,0,0,0,0,0,0,0,4,0,0.000000
2026_01_01_00_00_00_TESTER_181,NZDCHF.i,0.000010000000,5,MT5_ORDER_FILL,29,9.000000,0.000000,9.000000,100.0000,-21.161269,21.161269,19,3.1034,6057.00,422.90,0,10,19,4.700000,4.300000,0,2,0,0,0,0,0,4,0,0.000000
2026_01_01_00_00_00_TESTER_181,NZDJPY.i,0.001000000000,3,MT5_ORDER_FILL,32,8.000000,0.000000,8.000000,100.0000,-9.151791,9.196134,13,2.5000,5082.00,292.44,0,10,22,3.200000,4.800000,0,1,0,0,0,0,0,0,0,0.000000
2026_01_01_00_00_00_TESTER_181,NZDUSD.i,0.000010000000,5,MT5_ORDER_FILL,22,4.200000,0.000000,4.200000,100.0000,-1.218958,1.226054,5,1.9091,3145.00,278.05,0,18,4,3.500000,0.700000,0,0,0,0,0,0,0,0,0,0.000000
2026_01_01_00_00_00_TESTER_181,USDCAD.i,0.000010000000,5,MT5_ORDER_FILL,18,6.400000,-59.378693,-52.978693,100.0000,-18.054196,18.662025,19,3.5556,3482.00,525.39,1,8,10,4.000000,2.400000,0,0,0,0,0,0,0,3,0,0.000000
2026_01_01_00_00_00_TESTER_181,USDCHF.i,0.000010000000,5,MT5_ORDER_FILL,23,6.900000,0.000000,6.900000,100.0000,-20.897966,20.970355,21,3.0000,15053.00,946.04,0,9,14,2.400000,4.500000,0,0,0,0,0,0,0,3,0,0.000000
2026_01_01_00_00_00_TESTER_181,USDJPY.i,0.001000000000,3,MT5_ORDER_FILL,26,8.200000,0.000000,8.200000,100.0000,-3.464101,4.037850,10,3.1538,3350.00,330.23,0,5,21,1.700000,6.500000,0,2,0,0,0,0,0,3,0,0.000000
