run_id,symbol,symbol_point,symbol_digits,execution_price_mode,closed_baskets,closed_net_adr,terminal_marked_adr,closed_plus_marked_net_adr,win_rate_pct,max_open_drawdown_adr,max_adverse_excursion_adr,max_basket_fill_count,average_fill_count,max_time_in_basket_minutes,average_time_in_basket_minutes,unresolved_open_baskets_at_end,long_baskets,short_baskets,long_net_adr,short_net_adr,same_bar_trail_ambiguous_count,same_bar_tp_grid_ambiguous_count,same_bar_sl_grid_ambiguous_count,same_bar_tp_sl_ambiguous_count,same_bar_tp_trail_ambiguous_count,same_bar_sl_trail_ambiguous_count,same_bar_trail_arm_exit_count,multi_grid_same_bar_count,weekly_cutoff_closes,weekly_cutoff_net_adr
2026_01_01_00_00_00_TESTER_181,AUDCAD.i,0.000010000000,5,MT5_ORDER_FILL,21,5.400000,0.000000,5.400000,100.0000,-4.417606,4.449812,9,2.5714,2864.00,279.29,0,7,14,2.600000,2.800000,0,0,0,0,0,0,0,0,0,0.000000
2026_01_01_00_00_00_TESTER_181,AUDCHF.i,0.000010000000,5,MT5_ORDER_FILL,20,7.500000,0.000000,7.500000,100.0000,-8.127499,8.372148,13,3.7500,6806.00,669.30,0,6,14,2.500000,5.000000,0,0,0,0,0,0,0,5,0,0.000000
2026_01_01_00_00_00_TESTER_181,AUDJPY.i,0.001000000000,3,MT5_ORDER_FILL,27,9.800000,0.000000,9.800000,100.0000,-9.097956,9.167019,14,3.6296,3241.00,426.74,0,8,19,3.000000,6.800000,0,0,0,0,0,0,0,0,0,0.000000
2026_01_01_00_00_00_TESTER_181,AUDNZD.i,0.000010000000,5,MT5_ORDER_FILL,19,3.700000,0.000000,3.700000,100.0000,-1.477833,1.878277,6,1.9474,499.00,116.53,0,2,17,0.300000,3.400000,0,0,0,0,0,0,0,0,0,0.000000
2026_01_01_00_00_00_TESTER_181,AUDUSD.i,0.000010000000,5,MT5_ORDER_FILL,16,3.200000,0.000000,3.200000,100.0000,-1.621622,1.651838,6,2.0000,403.00,117.06,0,9,7,1.900000,1.300000,0,0,0,0,0,0,0,0,0,0.000000
2026_01_01_00_00_00_TESTER_181,CADCHF.i,0.000010000000,5,MT5_ORDER_FILL,15,2.900000,0.000000,2.900000,100.0000,-5.105149,5.250181,10,1.9333,1585.00,162.60,0,8,7,1.000000,1.900000,0,0,0,0,0,0,0,0,0,0.000000
2026_01_01_00_00_00_TESTER_181,CADJPY.i,0.001000000000,3,MT5_ORDER_FILL,20,10.200000,0.000000,10.200000,100.0000,-37.178807,38.201317,28,5.1000,12255.00,1219.85,0,9,11,7.500000,2.700000,0,0,0,0,0,0,0,2,0,0.000000
2026_01_01_00_00_00_TESTER_181,CHFJPY.i,0.001000000000,3,MT5_ORDER_FILL,36,9.300000,0.000000,9.300000,100.0000,-7.220849,7.389242,12,2.5833,4229.00,377.31,0,10,26,1.900000,7.400000,0,0,0,0,0,0,0,0,0,0.000000
2026_01_01_00_00_00_TESTER_181,EURAUD.i,0.000010000000,5,MT5_ORDER_FILL,28,12.300000,0.000000,12.300000,100.0000,-17.788356,18.073955,20,4.3929,8522.00,754.36,0,20,8,10.900000,1.400000,0,0,0,0,0,0,0,3,0,0.000000
2026_01_01_00_00_00_TESTER_181,EURCAD.i,0.000010000000,5,MT5_ORDER_FILL,22,4.900000,0.000000,4.900000,100.0000,-3.323124,4.042879,9,2.2273,898.00,119.45,0,7,15,1.100000,3.800000,0,0,0,0,0,0,0,0,0,0.000000
