time,symbol,event,side,price,modeled_price,actual_price,accounting_price,execution_price_mode,actual_minus_modeled_price,adr,lrmg_line,stoch,david_mode,david_direction,david_down,david_up,fills,avg_entry,open_adr,net_adr,reason
2026.01.22 14:36:00,CADCHF.i,BUY_SIGNAL,LONG,0.57381,,,,MT5_ORDER_FILL,,0.00343,0.57542,5.9874,WITH,UP,,0.57355,0,,0.000000,0.000000,signal
2026.01.22 14:36:00,CADCHF.i,ENTRY,LONG,0.57385,0.57381,0.57385,0.57385,MT5_ORDER_FILL,0.00004,0.00343,0.57542,,WITH,UP,,0.57355,1,0.57385,0.000000,0.000000,entry
2026.01.22 14:52:00,CADCHF.i,EXIT,LONG,0.57419,0.57419,0.57421,0.57419,MT5_ORDER_FILL,0.00002,0.00343,0.57542,,WITH,UP,,0.57387,1,0.57385,0.100000,0.100000,tp
2026.01.23 01:04:00,CADCHF.i,BUY_SIGNAL,LONG,0.57249,,,,MT5_ORDER_FILL,,0.00354,0.57464,8.6147,WITH,UP,,0.57221,0,,0.000000,0.100000,signal
2026.01.23 01:04:00,CADCHF.i,ENTRY,LONG,0.57253,0.57249,0.57253,0.57253,MT5_ORDER_FILL,0.00004,0.00354,0.57464,,WITH,UP,,0.57221,1,0.57253,0.000000,0.100000,entry
2026.01.23 04:37:00,CADCHF.i,EXIT,LONG,0.57288,0.57288,0.57295,0.57288,MT5_ORDER_FILL,0.00007,0.00354,0.57464,,WITH,UP,,0.57271,1,0.57253,0.100000,0.200000,tp
2026.02.20 14:19:00,CADCHF.i,SELL_BLOCKED_DAVID,SHORT,0.56727,,,,MT5_ORDER_FILL,,0.00324,0.56533,90.2295,WITH,UP,,0.56730,0,,0.000000,0.200000,david_blocked
2026.03.16 11:23:00,CADCHF.i,SELL_BLOCKED_DAVID,SHORT,0.57661,,,,MT5_ORDER_FILL,,0.00417,0.57387,92.6339,WITH,UP,,0.57709,0,,0.000000,0.200000,david_blocked
2026.03.18 00:54:00,CADCHF.i,BUY_SIGNAL,LONG,0.57280,,,,MT5_ORDER_FILL,,0.00336,0.57464,8.3451,WITH,UP,,0.57267,0,,0.000000,0.200000,signal
2026.03.18 00:54:00,CADCHF.i,ENTRY,LONG,0.57335,0.57280,0.57335,0.57335,MT5_ORDER_FILL,0.00055,0.00336,0.57464,,WITH,UP,,0.57267,1,0.57335,0.000000,0.200000,entry
2026.03.18 00:55:00,CADCHF.i,GRID_ADD,LONG,0.57339,0.57301,0.57339,0.57339,MT5_ORDER_FILL,0.00038,0.00336,0.57464,,WITH,UP,,0.57267,2,0.57337,0.011894,0.200000,grid_add
2026.03.18 04:57:00,CADCHF.i,EXIT,LONG,0.57371,0.57371,0.57369,0.57371,MT5_ORDER_FILL,-0.00002,0.00336,0.57464,,WITH,UP,,0.57363,2,0.57337,0.200000,0.400000,tp
2026.03.19 00:14:00,CADCHF.i,SELL_BLOCKED_DAVID,SHORT,0.57687,,,,MT5_ORDER_FILL,,0.00360,0.57542,95.8252,WITH,UP,,0.57747,0,,0.000000,0.400000,david_blocked
2026.03.23 18:46:00,CADCHF.i,BUY_SIGNAL,LONG,0.57331,,,,MT5_ORDER_FILL,,0.00397,0.57542,9.5377,WITH,UP,,0.57281,0,,0.000000,0.400000,signal
2026.03.23 18:46:00,CADCHF.i,ENTRY,LONG,0.57333,0.57331,0.57333,0.57333,MT5_ORDER_FILL,0.00002,0.00397,0.57542,,WITH,UP,,0.57281,1,0.57333,0.000000,0.400000,entry
2026.03.23 18:52:00,CADCHF.i,EXIT,LONG,0.57373,0.57373,0.57369,0.57373,MT5_ORDER_FILL,-0.00004,0.00397,0.57542,,WITH,UP,,0.57297,1,0.57333,0.100000,0.500000,tp
2026.03.25 15:24:00,CADCHF.i,BUY_SIGNAL,LONG,0.57224,,,,MT5_ORDER_FILL,,0.00416,0.57464,7.7744,WITH,UP,,0.57187,0,,0.000000,0.500000,signal
2026.03.25 15:24:00,CADCHF.i,ENTRY,LONG,0.57227,0.57224,0.57227,0.57227,MT5_ORDER_FILL,0.00003,0.00416,0.57464,,WITH,UP,,0.57187,1,0.57227,0.000000,0.500000,entry
2026.03.25 15:40:00,CADCHF.i,EXIT,LONG,0.57269,0.57269,0.57272,0.57269,MT5_ORDER_FILL,0.00003,0.00416,0.57464,,WITH,UP,,0.57230,1,0.57227,0.100000,0.600000,tp
2026.04.07 15:18:00,CADCHF.i,SELL_BLOCKED_DAVID,SHORT,0.57462,,,,MT5_ORDER_FILL,,0.00344,0.57387,91.9891,WITH,UP,,0.57472,0,,0.000000,0.600000,david_blocked
2026.04.10 17:50:00,CADCHF.i,BUY_SIGNAL,LONG,0.57029,,,,MT5_ORDER_FILL,,0.00368,0.57154,9.3266,WITH,UP,,0.56947,0,,0.000000,0.600000,signal
