basket_id,symbol,side,entry_time,exit_time,david_mode,david_direction_at_entry,entry_adr,fills,avg_entry,exit_price,entry_modeled_price,entry_actual_price,entry_accounting_price,last_fill_modeled_price,last_fill_actual_price,last_fill_accounting_price,exit_modeled_price,exit_actual_price,exit_accounting_price,execution_price_mode,net_adr,mae_adr,mfe_adr,duration_minutes,close_reason
1,GBPAUD.i,LONG,2026.02.16 05:48:00,2026.02.16 11:36:00,WITH,UP,0.01606,2,1.92531,1.92691,1.92587,1.92593,1.92593,1.92432,1.92468,1.92468,1.92691,1.92682,1.92691,MT5_ORDER_FILL,0.200000,-0.213601,0.201146,348.00,tp
2,GBPAUD.i,LONG,2026.02.26 09:25:00,2026.02.26 12:58:00,WITH,UP,0.01254,3,1.90158,1.90283,1.90254,1.90263,1.90263,1.90012,1.90030,1.90030,1.90283,1.90285,1.90283,MT5_ORDER_FILL,0.300000,-0.482302,0.314094,213.00,tp
3,GBPAUD.i,LONG,2026.03.10 13:37:00,2026.03.12 16:48:00,WITH,UP,0.01723,14,1.88142,1.88314,1.89280,1.89275,1.89275,1.87035,1.87033,1.87033,1.88314,1.88288,1.88314,MT5_ORDER_FILL,1.400000,-9.729494,1.444825,3071.00,tp
4,GBPAUD.i,LONG,2026.03.13 16:01:00,2026.03.13 16:33:00,WITH,UP,0.01888,1,1.88293,1.88482,1.88290,1.88293,1.88293,1.88290,1.88293,1.88293,1.88482,1.88483,1.88482,MT5_ORDER_FILL,0.100000,-0.020662,0.102252,32.00,tp
5,GBPAUD.i,LONG,2026.04.03 01:02:00,2026.04.03 07:03:00,WITH,UP,0.01397,1,1.91411,1.91551,1.91401,1.91411,1.91411,1.91401,1.91411,1.91411,1.91551,1.91542,1.91551,MT5_ORDER_FILL,0.100000,-0.042937,0.100902,361.00,tp
6,GBPAUD.i,LONG,2026.04.08 00:50:00,2026.04.08 06:34:00,WITH,UP,0.01143,16,1.90049,1.90163,1.90615,1.90900,1.90900,1.89185,1.89190,1.89190,1.90163,1.90161,1.90163,MT5_ORDER_FILL,1.600000,-12.275669,1.672206,344.00,tp
7,GBPAUD.i,LONG,2026.04.10 00:32:00,2026.04.10 07:30:00,WITH,UP,0.01174,4,1.89842,1.89959,1.89603,1.89866,1.89866,1.89514,1.89782,1.89782,1.89959,1.89935,1.89959,MT5_ORDER_FILL,0.400000,-1.277683,0.425894,418.00,tp
8,GBPAUD.i,LONG,2026.04.28 03:36:00,2026.04.28 04:23:00,WITH,UP,0.00861,2,1.88223,1.88309,1.88266,1.88270,1.88270,1.88184,1.88175,1.88175,1.88309,1.88305,1.88309,MT5_ORDER_FILL,0.200000,-0.245092,0.200952,47.00,tp
9,GBPAUD.i,LONG,2026.05.06 00:18:00,2026.05.06 15:17:00,WITH,UP,0.00871,16,1.88084,1.88171,1.88506,1.88705,1.88705,1.87398,1.87413,1.87413,1.88171,1.88140,1.88171,MT5_ORDER_FILL,1.600000,-12.762222,1.963507,899.00,tp
10,GBPAUD.i,LONG,2026.05.12 18:25:00,2026.05.12 18:53:00,WITH,UP,0.00887,1,1.87143,1.87232,1.87132,1.87143,1.87143,1.87132,1.87143,1.87143,1.87232,1.87256,1.87232,MT5_ORDER_FILL,0.100000,-0.060907,0.129709,28.00,tp
11,GBPAUD.i,LONG,2026.05.13 01:00:00,2026.05.13 04:17:00,WITH,UP,0.00934,1,1.86999,1.87092,1.86986,1.86999,1.86999,1.86986,1.86999,1.86999,1.87092,1.87078,1.87092,MT5_ORDER_FILL,0.100000,-0.047109,0.104925,197.00,tp
12,GBPAUD.i,LONG,2026.06.19 00:46:00,2026.06.19 04:25:00,WITH,UP,0.01098,3,1.88323,1.88433,1.88213,1.88344,1.88344,1.88124,1.88301,1.88301,1.88433,1.88412,1.88433,MT5_ORDER_FILL,0.300000,-0.675651,0.315972,219.00,tp
