run_id,symbols_count,symbols_source,symbols_csv,closed_baskets_total,closed_net_adr_total,terminal_marked_adr_total,closed_plus_marked_net_adr_total,win_rate_pct_total,max_open_drawdown_adr_worst,max_adverse_excursion_adr_worst,max_basket_fill_count_worst,average_fill_count_total,max_time_in_basket_minutes_worst,average_time_in_basket_minutes_total,unresolved_open_baskets_at_end_total,long_baskets_total,short_baskets_total,long_net_adr_total,short_net_adr_total,best_basket_net_adr,best_basket_symbol,best_basket_id,worst_basket_net_adr,worst_basket_symbol,worst_basket_id,same_bar_trail_ambiguous_count,same_bar_tp_grid_ambiguous_count,same_bar_sl_grid_ambiguous_count,same_bar_tp_sl_ambiguous_count,same_bar_tp_trail_ambiguous_count,same_bar_sl_trail_ambiguous_count,same_bar_trail_arm_exit_count,multi_grid_same_bar_count,weekly_cutoff_closes_total,weekly_cutoff_net_adr_total,place_tester_orders,execution_price_mode,require_strategy_tester,enable_multi_symbol,timer_seconds,output_folder
2026_01_01_00_00_00_TESTER_237,28,default_fx28,AUDCAD.i,AUDCHF.i,AUDJPY.i,AUDNZD.i,AUDUSD.i,CADCHF.i,CADJPY.i,CHFJPY.i,EURAUD.i,EURCAD.i,EURCHF.i,EURGBP.i,EURJPY.i,EURNZD.i,EURUSD.i,GBPAUD.i,GBPCAD.i,GBPCHF.i,GBPJPY.i,GBPNZD.i,GBPUSD.i,NZDCAD.i,NZDCHF.i,NZDJPY.i,NZDUSD.i,USDCAD.i,USDCHF.i,USDJPY.i,325,110.300000,-59.378693,50.921307,100.0000,-45.098982,45.233195,30,3.3938,12255.00,497.78,1,206,119,73.100000,37.200000,3.000000,EURJPY.i,3,0.100000,EURNZD.i,3,0,3,0,0,0,0,0,31,0,0.000000,true,MT5_ORDER_FILL,true,true,1,LimniKataraktiEA
