time,symbol,event,side,price,modeled_price,actual_price,accounting_price,execution_price_mode,actual_minus_modeled_price,adr,lrmg_line,stoch,david_mode,david_direction,david_down,david_up,fills,avg_entry,open_adr,net_adr,reason
2026.01.05 15:23:00,GBPNZD.i,SELL_BLOCKED_DAVID,SHORT,2.33813,,,,MT5_ORDER_FILL,,0.01218,2.33420,91.0421,WITH,UP,,2.33828,0,,0.000000,0.000000,david_blocked
2026.01.05 15:27:00,GBPNZD.i,SELL_BLOCKED_DAVID,SHORT,2.33805,,,,MT5_ORDER_FILL,,0.01218,2.33420,90.5111,WITH,UP,,2.33833,0,,0.000000,0.000000,david_blocked
2026.01.05 15:31:00,GBPNZD.i,SELL_BLOCKED_DAVID,SHORT,2.33769,,,,MT5_ORDER_FILL,,0.01218,2.33420,90.1945,WITH,UP,,2.33832,0,,0.000000,0.000000,david_blocked
2026.01.09 15:29:00,GBPNZD.i,SELL_BLOCKED_DAVID,SHORT,2.34284,,,,MT5_ORDER_FILL,,0.01127,2.33420,90.1367,WITH,UP,,2.34425,0,,0.000000,0.000000,david_blocked
2026.01.16 01:01:00,GBPNZD.i,BUY_SIGNAL,LONG,2.33001,,,,MT5_ORDER_FILL,,0.01088,2.33691,9.7716,WITH,UP,,2.32816,0,,0.000000,0.000000,signal
2026.01.16 01:01:00,GBPNZD.i,ENTRY,LONG,2.33010,2.33001,2.33010,2.33010,MT5_ORDER_FILL,0.00009,0.01088,2.33691,,WITH,UP,,2.32816,1,2.33010,0.000000,0.000000,entry
2026.01.16 02:01:00,GBPNZD.i,GRID_ADD,LONG,2.32908,2.32901,2.32908,2.32908,MT5_ORDER_FILL,0.00007,0.01088,2.33691,,WITH,UP,,2.32975,2,2.32959,-0.093733,0.000000,grid_add
2026.01.16 02:35:00,GBPNZD.i,GRID_ADD,LONG,2.32804,2.32792,2.32804,2.32804,MT5_ORDER_FILL,0.00012,0.01088,2.33691,,WITH,UP,,2.32891,3,2.32907,-0.284874,0.000000,grid_add
2026.01.16 05:17:00,GBPNZD.i,GRID_ADD,LONG,2.32665,2.32684,2.32665,2.32665,MT5_ORDER_FILL,-0.00019,0.01088,2.33691,,WITH,UP,,2.32752,4,2.32847,-0.668076,0.000000,grid_add
2026.01.16 05:28:00,GBPNZD.i,GRID_ADD,LONG,2.32599,2.32575,2.32599,2.32599,MT5_ORDER_FILL,0.00024,0.01088,2.33691,,WITH,UP,,2.32686,5,2.32797,-0.910678,0.000000,grid_add
