variant_id,month,month_end_utc,closed_net_actual_to_month_end,open_marked_net_actual,marked_equity_actual,marked_month_delta_actual,open_trade_count,content_hash
adr_event_0_075_type3_both_no_direction,2025-11,2025-11-30T23:59:59.999Z,11344.2,-4012.66,7331.54,2317.71,177,F475389A9276E0AB0EE4ED46DFA6E2D5CED7501627D70DB2BA9D6EF02F3260CB
adr_event_0_075_type3_both_no_direction,2025-12,2025-12-31T23:59:59.999Z,12650.68,-4873.28,7777.4,445.86,154,052690551927286177D5FFFA3D4056C6046EA811EF085222997DD24C7D6CD5F0
adr_event_0_075_type3_both_no_direction,2026-01,2026-01-31T23:59:59.999Z,14945.37,-2507.24,12438.14,4660.73,105,4DF622D127BCE9069DD7DC362E3BCB8E69FFCA5E7C53F677ADD3299D89FCCFD0
adr_event_0_075_type3_both_no_direction,2026-02,2026-02-28T23:59:59.999Z,16542.54,-3153.02,13389.52,951.39,95,20253D939F644F43DB710D8301C2BD0578AD530E9AAE677447E0269B008144B0
adr_event_0_075_type3_both_no_direction,2026-03,2026-03-31T23:59:59.999Z,17990.76,-4279,13711.76,322.24,141,5140AA63A90D635F12DB6AF31479A01A683E946C7AA3C6B83ED89FA01F7CFC04
adr_event_0_075_type3_both_no_direction,2026-04,2026-04-30T23:59:59.999Z,19590.98,-3296.73,16294.25,2582.49,124,3D4ABB3E64DEF1831E94A12D27B967450CE310888B88BBBF05F39B95441436C5
adr_event_0_075_type3_both_no_direction,2026-05,2026-05-31T23:59:59.999Z,18942.45,0,18942.45,2648.2,0,DE400A607FDD5967431EE33A1992DD912FE7CAFBD757F100532D339621E701E8
adr_event_0_075_type3_long_only,2025-01,2025-01-31T23:59:59.999Z,0,0,0,0,0,B24D15D70DA1F0A14DCFF9A475165071BFF17DEE0C9A4289ABC2019F441B434F
adr_event_0_075_type3_long_only,2025-02,2025-02-28T23:59:59.999Z,0,0,0,0,0,C07625753EAB9659C7827C2A25959DBBDDEAA24086AA32D7D419BA94A79A128A
adr_event_0_075_type3_long_only,2025-03,2025-03-31T23:59:59.999Z,0,0,0,0,0,DEE6F7259E6BB4864ED1521C990DCABF7CA8CB0013C7DF4A9FD2F2C746EB3EDF
adr_event_0_075_type3_long_only,2025-04,2025-04-30T23:59:59.999Z,1507.4,0.88,1508.28,1508.28,15,67349369FD8125090591C001C47987C951D391885B0E2CCB3B28AE942173DBE5
adr_event_0_075_type3_long_only,2025-05,2025-05-31T23:59:59.999Z,2142.56,-114.02,2028.54,520.26,12,615FA9DFDBAD6BDB0E640D58A47F0365E0710BDC042E122023E3890440B5BA38
adr_event_0_075_type3_long_only,2025-06,2025-06-30T23:59:59.999Z,2623.06,-754.39,1868.67,-159.86,34,C739517ABA74079C1FCCCFC2F8F6FB2468F586BC202AC85C69DD105FDE3C9953
adr_event_0_075_type3_long_only,2025-07,2025-07-31T23:59:59.999Z,3229.24,-1022.82,2206.42,337.75,67,7F432BB9E882065201BDEC3FB4A9F8E3FAFA0668C888E2FB89E4905C06EF9FF1
adr_event_0_075_type3_long_only,2025-08,2025-08-31T23:59:59.999Z,3766.34,-1904.44,1861.9,-344.52,76,F09A8591BB7761DBBB36E66C03BA2ECD2F37F3F6CD928783D57D4380D2605272
adr_event_0_075_type3_long_only,2025-09,2025-09-30T23:59:59.999Z,4351.75,-3246.36,1105.4,-756.5,95,733A429AAF6343D0659EE1BDCF1EBAA1E9938499958F8500B297EA9A65EFAD3C
adr_event_0_075_type3_long_only,2025-10,2025-10-31T23:59:59.999Z,5328.11,-3768.32,1559.8,454.4,146,A517220ED57DFA2167B6A49B56FE12C3AADD241F70944E4D47F10B815DB8AD85
adr_event_0_075_type3_long_only,2025-11,2025-11-30T23:59:59.999Z,6833.06,-3727.14,3105.92,1546.13,162,DA05FA2D7E7A63E94B5D2B3DBD9567B0F291D64D43272AADD95B8350C7C1BA23
adr_event_0_075_type3_long_only,2025-12,2025-12-31T23:59:59.999Z,7830.78,-4625.85,3204.92,99,140,27CE71AD4B6C4C3DC90D943FAEF2F14BCE01CFECB1C17348B769D2452DC45190
adr_event_0_075_type3_long_only,2026-01,2026-01-31T23:59:59.999Z,9262.08,-2476.93,6785.15,3580.22,100,1B189460DBBFDF9A498760AA3FBDBC7B75D884AD7A74D5CCDCDB7CE16275408A
adr_event_0_075_type3_long_only,2026-02,2026-02-28T23:59:59.999Z,10264.26,-3168.09,7096.17,311.02,89,BA542044C7315BCBCE50F66156011E85A79CDEEE5A45F3DD53B679ABD1167299
adr_event_0_075_type3_long_only,2026-03,2026-03-31T23:59:59.999Z,11358.21,-3769.33,7588.88,492.71,122,16EECE2E6AA9111755AE2A9F9E1F8AFE2BA9FA067A58CC805E42BBD0766479AE
adr_event_0_075_type3_long_only,2026-04,2026-04-30T23:59:59.999Z,12645.47,-3212.49,9432.98,1844.1,111,B8AA30B2A399FBB9D4B7A6EADB5C4EAC85A8C583592EBDEF2B97174EC088738F
adr_event_0_075_type3_long_only,2026-05,2026-05-31T23:59:59.999Z,11589.14,0,11589.14,2156.16,0,B3C31CAB708D0EF95F9E79A3EC419038791E4A60B20DF98CA6F8C432ABA4523D
adr_event_0_075_type3_short_only,2025-01,2025-01-31T23:59:59.999Z,0,0,0,0,0,65C5FA247654C77B8B4A1C07E9451A5C9A3F7351395E38D0C7D7D97E1E430B81
adr_event_0_075_type3_short_only,2025-02,2025-02-28T23:59:59.999Z,0,0,0,0,0,76F1DB879DE8A60B3D66473FD86B078284A5789989764325F491543AB5007BF5
adr_event_0_075_type3_short_only,2025-03,2025-03-31T23:59:59.999Z,0,0,0,0,0,B72759398298132F90B2D4E52C8B1E934FCFBBCD8829F81BDBE2BA1EC9D7DB52
adr_event_0_075_type3_short_only,2025-04,2025-04-30T23:59:59.999Z,989.34,1.37,990.71,990.71,4,4D1EE6067460182FC0508FC3D5590A38A75D5FF160F56E2988560B90C2340EF3
adr_event_0_075_type3_short_only,2025-05,2025-05-31T23:59:59.999Z,1276.58,-314.43,962.15,-28.55,12,4E3E3D0C707342BEBBFD37409CA3D003224406D4CA516E5D4EFE2819F286713A
adr_event_0_075_type3_short_only,2025-06,2025-06-30T23:59:59.999Z,1554.13,-592.29,961.83,-0.32,14,FC159593612FE9BD46A1F5294AA19BDA098E7E5C50FC5F48EF009EC4D6B7C972
adr_event_0_075_type3_short_only,2025-07,2025-07-31T23:59:59.999Z,2166.76,-294.46,1872.29,910.46,14,8E2690E143F93AF19DDA529DCDDE61CB2F67682AEE61F78FA08036261F5BF270
adr_event_0_075_type3_short_only,2025-08,2025-08-31T23:59:59.999Z,2422.2,-552.18,1870.02,-2.27,20,BF7D0715C867EF0FE64D23B57E5639CE548672BD9A39BF11F9B29BC3A8750ACF
adr_event_0_075_type3_short_only,2025-09,2025-09-30T23:59:59.999Z,2847.83,-277.34,2570.5,700.48,10,909DE1B7667B3F9C78755D727CFEC6FC50AEF2FA389C3864961B7BE09E2684FD
adr_event_0_075_type3_short_only,2025-10,2025-10-31T23:59:59.999Z,3542.25,-88.23,3454.03,883.53,16,39F2033A7BA0054DA6C4CAD3F5AEE033B1918E4A3545B7C6BE558335487BF15D
adr_event_0_075_type3_short_only,2025-11,2025-11-30T23:59:59.999Z,4511.13,-285.52,4225.61,771.59,15,F50347A3028902B949F21E22F0E0019BC5B226A525BD379415817B79071AA312
adr_event_0_075_type3_short_only,2025-12,2025-12-31T23:59:59.999Z,4819.91,-247.43,4572.48,346.86,14,5822190ACAE5F1A4CF1FC8494551C517391E85478AC75A1468CE64542994AA4A
adr_event_0_075_type3_short_only,2026-01,2026-01-31T23:59:59.999Z,5683.29,-30.3,5652.99,1080.51,5,289FDA0A40DAA8936026E9D050434FEA90E1A214EE24B8CAE1A31B158B543C18
adr_event_0_075_type3_short_only,2026-02,2026-02-28T23:59:59.999Z,6278.28,15.07,6293.35,640.36,6,9C9BB210C594BE27AB22180BC9250A8475BB1F8FB990A554F00F3DCBED8C9A51
adr_event_0_075_type3_short_only,2026-03,2026-03-31T23:59:59.999Z,6632.55,-509.67,6122.88,-170.47,19,083AA105B5DFA582E3B44F16D6808B6FA6180CF0190E8BDBFE35AA0544667012
adr_event_0_075_type3_short_only,2026-04,2026-04-30T23:59:59.999Z,6945.51,-84.25,6861.26,738.38,13,F097B681F6B8B49126713AAD642BBF87125236548D0883FE5BFDCEF4A4392CCF
adr_event_0_075_type3_short_only,2026-05,2026-05-31T23:59:59.999Z,7353.31,0,7353.31,492.04,0,B1C4DFEA9DEEA9C1AF2D725CF12564095D5E33B8B1B9C13346887BA0E41DD42D
adr_event_0_075_candidate_b_agreement_strict,2025-01,2025-01-31T23:59:59.999Z,0,0,0,0,0,1E08CDD33A3CB1DBB541F8FA70218AB9A87D57A79DAE52852BAFFDDD54ED23A1
adr_event_0_075_candidate_b_agreement_strict,2025-02,2025-02-28T23:59:59.999Z,0,0,0,0,0,8631C5A219F0F2355A8C8EC49D497B04CCD6E148945894AA1F04CCC2C5B35147
adr_event_0_075_candidate_b_agreement_strict,2025-03,2025-03-31T23:59:59.999Z,0,0,0,0,0,D27DCEAB70BABFFB4055A52F5248AF84FAEB266CF42BDC96E0BF152BD827E840
adr_event_0_075_candidate_b_agreement_strict,2025-04,2025-04-30T23:59:59.999Z,663.04,-5.57,657.47,657.47,8,6EEC53B9575726FDF1D67B75EEAAE9EA850F0039C8C2BFEB90C2B18EA7412E96
adr_event_0_075_candidate_b_agreement_strict,2025-05,2025-05-31T23:59:59.999Z,928.75,-12.17,916.58,259.11,2,144F83864244B03EA1CF4BCEC89ABBAE67EA459D077B860143ED21B1B83BDBE4
adr_event_0_075_candidate_b_agreement_strict,2025-06,2025-06-30T23:59:59.999Z,1378.92,-452.64,926.28,9.7,18,F198855FD970452CA77B9426B57A5C1410ED6F120C16EFFD4498C752B5A29303
adr_event_0_075_candidate_b_agreement_strict,2025-07,2025-07-31T23:59:59.999Z,2174.03,-352.22,1821.8,895.53,25,B0A442153F0894335394D8356248411604FAA03F9B44685C4CA5CBEB78937B38
adr_event_0_075_candidate_b_agreement_strict,2025-08,2025-08-31T23:59:59.999Z,2319.61,-399.84,1919.78,97.97,14,FA11D3D9D8C7FB13E2923208833A73F92E8468952617E633E70A05602C6AD8C4
adr_event_0_075_candidate_b_agreement_strict,2025-09,2025-09-30T23:59:59.999Z,2367.43,-188.6,2178.83,259.05,9,B399116C633A3F4EC6F8BEC0098F68F8FC9FC0E5CC572E6A0242DCF20505435C
adr_event_0_075_candidate_b_agreement_strict,2025-10,2025-10-31T23:59:59.999Z,2367.43,-106.99,2260.44,81.61,9,3058649018391DE24CAEDAFF57D5DED51D5C7DD42F9A8845B597CE11FFBE60A8
adr_event_0_075_candidate_b_agreement_strict,2025-11,2025-11-30T23:59:59.999Z,3018.07,-135.09,2882.98,622.55,23,46A9EA38358EB5CFDD2EE53D1D9BC44A31A8023B9A975D79370C834E64A984DE
adr_event_0_075_candidate_b_agreement_strict,2025-12,2025-12-31T23:59:59.999Z,3602.24,-759.29,2842.94,-40.04,61,CAC165A8F233DA43181126DCE51BFE912592AB3FB3CF377BD65A3EBC94C20E14
adr_event_0_075_candidate_b_agreement_strict,2026-01,2026-01-31T23:59:59.999Z,4127.86,-33.18,4094.68,1251.74,19,1CAC454C638703C6689DE6EA264EC352380BE8C19E263D679942F0227E989A76
adr_event_0_075_candidate_b_agreement_strict,2026-02,2026-02-28T23:59:59.999Z,4531.15,-180.92,4350.23,255.55,26,70C1D0E89712808CD3354344D5B837F02C5D2BF84E7FA091E60EE17F5DBA667E
adr_event_0_075_candidate_b_agreement_strict,2026-03,2026-03-31T23:59:59.999Z,5003.5,-725.35,4278.15,-72.08,56,3DD34672DC8475E8BFC17E843DD0AD6DF61474FDCDA038D30070CF8BCC9084B8
adr_event_0_075_candidate_b_agreement_strict,2026-04,2026-04-30T23:59:59.999Z,5700.25,-210.7,5489.55,1211.4,37,04ECA6E238FCF6AEA52ED15F967239C3C2BD477A8028B4FDC36D9EDB01D89CCF
adr_event_0_075_candidate_b_agreement_strict,2026-05,2026-05-31T23:59:59.999Z,5999.05,0,5999.05,509.5,0,5F880D271E229881F0AB1196F7E2AAD043FD14FC3B00292FB7F047318ED7F951
adr_event_0_075_candidate_b_fade_strict,2025-01,2025-01-31T23:59:59.999Z,0,0,0,0,0,6539D4E9C4782EDB5D71DA9F9A58F411C32F58233DCA6607C992165E9E6F01EC
adr_event_0_075_candidate_b_fade_strict,2025-02,2025-02-28T23:59:59.999Z,0,0,0,0,0,7667848F9F4DDA0FCD868BF28E6A8258FA8FA329DBA1A6B72536E9C80D1D4894
adr_event_0_075_candidate_b_fade_strict,2025-03,2025-03-31T23:59:59.999Z,0,0,0,0,0,1BB1BAC4B85ECD07FE771C9B1AC717219DAD0504CF8AC6FFE69AD17E1E3D3C4B
adr_event_0_075_candidate_b_fade_strict,2025-04,2025-04-30T23:59:59.999Z,1833.7,7.81,1841.51,1841.51,11,F164D9E3E6AE4347F5395C2EFE4E3379A8B43A939D5DAA087C68EC4002B43E67
adr_event_0_075_candidate_b_fade_strict,2025-05,2025-05-31T23:59:59.999Z,2490.39,-416.28,2074.11,232.6,22,619678926ECEB8FC123CD0A6FA2DF84F61637AAE735294BC6C37565CB1885F18
adr_event_0_075_candidate_b_fade_strict,2025-06,2025-06-30T23:59:59.999Z,2798.27,-894.03,1904.23,-169.88,30,4AA871B43A7128CD45A42C184D1615431469AA0E68EDF19B65AB001E9D1A1CF0
adr_event_0_075_candidate_b_fade_strict,2025-07,2025-07-31T23:59:59.999Z,3221.98,-965.07,2256.91,352.68,56,F0EA53FDEA0DFC5777D3F63750EEFDEB2BB3AE43168E6F2C2F92892323C6CBA3
adr_event_0_075_candidate_b_fade_strict,2025-08,2025-08-31T23:59:59.999Z,3868.93,-2056.79,1812.14,-444.77,82,37A5EFE03F02F111DF76483A8F84A0367C55D285269A6761E071A533C7EA4A85
adr_event_0_075_candidate_b_fade_strict,2025-09,2025-09-30T23:59:59.999Z,4832.16,-3335.09,1497.07,-315.07,96,798E9C2735F78607754A4BB45ED103B3C8BBB940BCAE3E9A47E5BF3ACFD3EB35
adr_event_0_075_candidate_b_fade_strict,2025-10,2025-10-31T23:59:59.999Z,6502.94,-3749.55,2753.39,1256.32,153,1705C1052AC52398BD0CB4D0A9E50FEAC38E6F6028C38A57532DE2CF5EF3A843
adr_event_0_075_candidate_b_fade_strict,2025-11,2025-11-30T23:59:59.999Z,8326.13,-3877.57,4448.56,1695.17,154,576AB843205F490ED472FF3830045985563965C475E467FB91734AFDAD160307
adr_event_0_075_candidate_b_fade_strict,2025-12,2025-12-31T23:59:59.999Z,9048.45,-4113.99,4934.46,485.9,93,87643871CCD8C3A88EE40C45B598C487B034E72CDCF9E4B8ADE757E7E075E76F
adr_event_0_075_candidate_b_fade_strict,2026-01,2026-01-31T23:59:59.999Z,10817.51,-2474.06,8343.46,3409,86,6CFDF6FE86777D3E7A09CDD30403E871C26CDAD48AAC1EC2FEF96CF476FE5C3B
adr_event_0_075_candidate_b_fade_strict,2026-02,2026-02-28T23:59:59.999Z,12011.39,-2972.1,9039.29,695.84,69,14748AFD79905EC96E8D0AEE84475D6C9E4747647A93B06580E9A66F657B490A
adr_event_0_075_candidate_b_fade_strict,2026-03,2026-03-31T23:59:59.999Z,12987.26,-3553.66,9433.61,394.31,85,73C6EA8118112D5AF1289E875AB97C318FFBDBCB74FC91EFE1DD1BE3A6817D27
adr_event_0_075_candidate_b_fade_strict,2026-04,2026-04-30T23:59:59.999Z,13890.73,-3086.04,10804.69,1371.08,87,E943CD98E4EFD40F0F97FBCC6B5F872985C4AD0B251B8AC815A0C0DF490D22CF
adr_event_0_075_candidate_b_fade_strict,2026-05,2026-05-31T23:59:59.999Z,12943.4,0,12943.4,2138.71,0,0481405E127A746EE566F431E6CBB2863F5DCD58E8D39BE689F4F8391F5EAD9D
adr_event_0_10_type3_both_no_direction,2025-01,2025-01-31T23:59:59.999Z,0,0,0,0,0,01FB34E75717FDA803B6BAD407E10AD5F116F8DA74181B4D3FE374D63F21C3A8
adr_event_0_10_type3_both_no_direction,2025-02,2025-02-28T23:59:59.999Z,0,0,0,0,0,52D9BC9F756F85DF9C14FAEE4D3A7557AF5C43FC0D729A716B7E8AB2E9707F5E
adr_event_0_10_type3_both_no_direction,2025-03,2025-03-31T23:59:59.999Z,0,0,0,0,0,B04F64F2CB1F8E6D662F9DE9442B2830B40952242DDF5F30530EC40A4CCB8FFD
adr_event_0_10_type3_both_no_direction,2025-04,2025-04-30T23:59:59.999Z,658.15,6.25,664.4,664.4,2,80F1DF1AEA95C5542DB5C98E28B821D6236E217219717FDC7068CFD164186186
adr_event_0_10_type3_both_no_direction,2025-05,2025-05-31T23:59:59.999Z,851.99,-107.8,744.19,79.79,4,23D5DF2D07CCB6FF452831F2ABBA1314FAE7B016B480249DC87FBD08A91A4FE9
adr_event_0_10_type3_both_no_direction,2025-06,2025-06-30T23:59:59.999Z,970.3,-599.73,370.57,-373.62,17,28E30AEBE1F8F093C482BF4D0C9A941670F2F96167519CAAC72E94C60AA8EF46
adr_event_0_10_type3_both_no_direction,2025-07,2025-07-31T23:59:59.999Z,1214.6,-580.66,633.94,263.37,23,9E49CE529750300BE5284FEFCC15FA131C11684450954551AF7E8A661B659BD3
adr_event_0_10_type3_both_no_direction,2025-08,2025-08-31T23:59:59.999Z,1346.38,-1126.46,219.91,-414.03,32,BB7B3FC76DDE69171FC162601B150F90C1609E78CFC68ABE0869D58130815824
adr_event_0_10_type3_both_no_direction,2025-09,2025-09-30T23:59:59.999Z,1541.42,-1864.02,-322.6,-542.51,44,455B4835DF972E356BE03067F8C1D3ABD8FC25FCCDB9B4B941364F63E8DC4AA3
adr_event_0_10_type3_both_no_direction,2025-10,2025-10-31T23:59:59.999Z,1909.81,-1801.9,107.92,430.51,54,4C850E14C72F7229FACE37BCEACD6BB085A999D55D65964ABB711EBCEBF0CED9
adr_event_0_10_type3_both_no_direction,2025-11,2025-11-30T23:59:59.999Z,2501.75,-1876.49,625.26,517.34,54,CDC590DDE15DEE4BAB9370450433527C477D0B4DD402590A8077D68BFA423A8A
adr_event_0_10_type3_both_no_direction,2025-12,2025-12-31T23:59:59.999Z,2661.3,-2419.85,241.45,-383.81,57,3B6DE07E7BA3FC4670B22647D60938893A6DCF5770670B00968FE10F089EBD92
adr_event_0_10_type3_both_no_direction,2026-01,2026-01-31T23:59:59.999Z,3156.53,-1309.01,1847.51,1606.06,43,A462CD9F513BF712CF88366A4DE361E54D7285F521B1641444BD666F39650932
adr_event_0_10_type3_both_no_direction,2026-02,2026-02-28T23:59:59.999Z,3442.27,-1702.85,1739.42,-108.09,44,BDA6B63670BD32F273127CBA24E1871B43F827D4C9AF3538D88D588E72E38B39
adr_event_0_10_type3_both_no_direction,2026-03,2026-03-31T23:59:59.999Z,3637,-2304.36,1332.64,-406.78,59,FA9FBE0B38516E44DE83EFA04DBA475A830D1FD1886887CB41774098FA74ECAE
adr_event_0_10_type3_both_no_direction,2026-04,2026-04-30T23:59:59.999Z,3869.5,-1696.99,2172.51,839.87,44,0AB9F6E6B4B596615729201957DDF99B83BA3C4E782225C2DB5C606C496B75B9
adr_event_0_10_type3_both_no_direction,2026-05,2026-05-31T23:59:59.999Z,3069.39,0,3069.39,896.88,0,D6998A1D21FA8FA664B058C6975D2945463FA0EF39128B09A8D61C09C926EFB4
adr_event_0_10_type3_long_only,2025-01,2025-01-31T23:59:59.999Z,0,0,0,0,0,6BF978AB647795A0C9789F73BA3B14234B047979DFC739ADD1B187F9D8A0A268
adr_event_0_10_type3_long_only,2025-02,2025-02-28T23:59:59.999Z,0,0,0,0,0,5FC1688883B83B8DE0992CF7C6211A25EA1E90E5B97105EB78BCA53EF9FCD422
adr_event_0_10_type3_long_only,2025-03,2025-03-31T23:59:59.999Z,0,0,0,0,0,5DCD4C51BD2CD5584D284260A607F822BBBE2F045A9B9FEBAB4B58AD6B190C9E
adr_event_0_10_type3_long_only,2025-04,2025-04-30T23:59:59.999Z,290,6.25,296.26,296.26,2,0A361FAF6C66F72F5C251853614F7D9244E0CD1FFAB9E8903002C2099DB23E46
adr_event_0_10_type3_long_only,2025-05,2025-05-31T23:59:59.999Z,373.91,-22.58,351.33,55.07,2,A451612202995071C73A93D2A44558F07D3968EE516ABAD11748F6E9CC14245C
adr_event_0_10_type3_long_only,2025-06,2025-06-30T23:59:59.999Z,427.11,-251.07,176.04,-175.29,10,28363203E6ABCAFE2F470F631742BF4A1E1BC1009962383731D519279C2A7A4E
adr_event_0_10_type3_long_only,2025-07,2025-07-31T23:59:59.999Z,518.79,-370.73,148.07,-27.97,18,5F0D1DF7D6DDFE7933EA3B9BF47C28A2DF8970A31622DCDCC5EC52BCD42B03EB
adr_event_0_10_type3_long_only,2025-08,2025-08-31T23:59:59.999Z,580.55,-821.52,-240.97,-389.03,24,F5FDDED943AD26EF5FAE1E690D5CC0C51FE1BA7C03122442F3162E49DD4D61DD
adr_event_0_10_type3_long_only,2025-09,2025-09-30T23:59:59.999Z,633.11,-1617.67,-984.55,-743.59,36,1D9A44D30E76CAD7C8F0F758F1E3935D69EFA2F21D01449A3CD59945F033B93F
adr_event_0_10_type3_long_only,2025-10,2025-10-31T23:59:59.999Z,778.28,-1714.27,-935.99,48.56,45,CE4E476EB2181B5C418F6DEBFBCD1C849591CF8B1657E8EAE96E1D948CC644E6
adr_event_0_10_type3_long_only,2025-11,2025-11-30T23:59:59.999Z,1114.15,-1693.98,-579.83,356.16,47,90F4B10D08195D4E8FD5E9353E8A7B7648E4B775B2DA53ADE23F9FCA25844D27
adr_event_0_10_type3_long_only,2025-12,2025-12-31T23:59:59.999Z,1224.33,-2319.44,-1095.11,-515.28,53,A8CAB8930C25E44CC4C5536046CB3FC046E01CE3D1E1C947A08A6E16149EC1F9
adr_event_0_10_type3_long_only,2026-01,2026-01-31T23:59:59.999Z,1457.22,-1309.01,148.21,1243.31,43,44FDF7CF2AA0B35BFF6C00FBC25F466CB328D47E08C1C991D91BB8C8E2AFD715
adr_event_0_10_type3_long_only,2026-02,2026-02-28T23:59:59.999Z,1623.31,-1708.45,-85.14,-233.35,41,E04CA3691344498BCF8ACE9B4490C0CABEF48BF28E5A6745F4DB819AD11F45D8
adr_event_0_10_type3_long_only,2026-03,2026-03-31T23:59:59.999Z,1701.58,-1953.34,-251.76,-166.62,51,B3ED20B61CB46A775735B3D3408E890B990FDA3F58BB23C21CCD2F9C0C7FF479
adr_event_0_10_type3_long_only,2026-04,2026-04-30T23:59:59.999Z,1825.76,-1653.14,172.63,424.39,39,6BC6F71EB0425CF66F4E3E1B0C676BB36F7429BC4E3DE5BE83BAAAB2845763C5
adr_event_0_10_type3_long_only,2026-05,2026-05-31T23:59:59.999Z,921.12,0,921.12,748.49,0,04AFE0ED4544BC656D5841456606D5655786124AFE9C62E9CABC6FD782420955
adr_event_0_10_type3_short_only,2025-01,2025-01-31T23:59:59.999Z,0,0,0,0,0,7E9E926473C34F719BF7D89713768F78AAE585FB57DAA275D364F89BBFEEE8A4
adr_event_0_10_type3_short_only,2025-02,2025-02-28T23:59:59.999Z,0,0,0,0,0,3AC319AFB02998E33D2C133AAB8686E56B1A2A2224F4E0ED27841A711A6891DF
adr_event_0_10_type3_short_only,2025-03,2025-03-31T23:59:59.999Z,0,0,0,0,0,98D8DA499DFBEBEEE8E3A5678DAF14D631BC941158D2DDF2E36A0786A1DABAED
adr_event_0_10_type3_short_only,2025-04,2025-04-30T23:59:59.999Z,368.15,0,368.15,368.15,0,39FC9F08E5D8FBC639D68C0B4C72D8A1B52FFE2D35944BE073F3620EEFA259A9
adr_event_0_10_type3_short_only,2025-05,2025-05-31T23:59:59.999Z,478.08,-85.22,392.86,24.72,2,938FF92AFF43A4441714B36742AB7B439AF63D176B89BFE097E57655CFAED6E1
adr_event_0_10_type3_short_only,2025-06,2025-06-30T23:59:59.999Z,543.19,-348.66,194.53,-198.33,7,DA259FDF2DAA7F1B0170C0CAE32771129EFD337228FECD1DA01C3CF599E2D7B6
adr_event_0_10_type3_short_only,2025-07,2025-07-31T23:59:59.999Z,695.8,-209.93,485.87,291.35,5,8EF1E1022546D49B62D578E1BD15F27F8792B65F225A3E2F1851BD37D9C5D680
adr_event_0_10_type3_short_only,2025-08,2025-08-31T23:59:59.999Z,765.83,-304.94,460.88,-24.99,8,A1349885B100043A10FBCD8E44B5F5D888C62EAC30B16B24955139D4E4328D73
adr_event_0_10_type3_short_only,2025-09,2025-09-30T23:59:59.999Z,908.31,-246.35,661.96,201.08,8,1951657F9A67414604626E9E6DBA0444BD1F180FCA164AC90C83CD27CD74D43E
adr_event_0_10_type3_short_only,2025-10,2025-10-31T23:59:59.999Z,1131.53,-87.62,1043.91,381.95,9,A7BB8F4C11F5481BD711FF1B12D4FDF7D8C84335850C422781AE059BF07C3466
adr_event_0_10_type3_short_only,2025-11,2025-11-30T23:59:59.999Z,1387.61,-182.52,1205.09,161.18,7,BF4A5F299A9679DA112049DF82DFEFCB736121EF95795C4F9BAC419D6CB81FBA
adr_event_0_10_type3_short_only,2025-12,2025-12-31T23:59:59.999Z,1436.96,-100.41,1336.56,131.47,4,821CEDBAC0D6FBBF976380740DBBE4F8973048168DAF8A55926EC1A1875ACBB4
adr_event_0_10_type3_short_only,2026-01,2026-01-31T23:59:59.999Z,1699.31,0,1699.31,362.75,0,F5E52127293513865CC2D7248AAD594B57ED4F8B20561438F0029EC25217ED86
adr_event_0_10_type3_short_only,2026-02,2026-02-28T23:59:59.999Z,1818.96,5.6,1824.57,125.26,3,975D5BF7E57DF2FAE17C51A7BF93D8F49EBCD228B3C684D48F0D11A181EC6976
adr_event_0_10_type3_short_only,2026-03,2026-03-31T23:59:59.999Z,1935.42,-351.03,1584.4,-240.17,8,B7A8B23734F160A82ABA8937D1AF60628C452136CD1D7FCE20FDA25D7BC01320
adr_event_0_10_type3_short_only,2026-04,2026-04-30T23:59:59.999Z,2043.74,-43.86,1999.88,415.49,5,07302414A50DCCD6F02A9F73438F7881D96C4C2B1EADA3EDBAC3319A0BE22F7D
adr_event_0_10_type3_short_only,2026-05,2026-05-31T23:59:59.999Z,2148.27,0,2148.27,148.39,0,90366A6662AC9B2F64BA9145F21C1CD8FFF8446BCE55756CD8BB6A9D99AC749A
adr_event_0_10_candidate_b_agreement_strict,2025-01,2025-01-31T23:59:59.999Z,0,0,0,0,0,6C4367424EC38F9A5AE6D9C40CDC8358FC56D1A38FE8CA8255EA06A8D63AFF18
adr_event_0_10_candidate_b_agreement_strict,2025-02,2025-02-28T23:59:59.999Z,0,0,0,0,0,87CDBED33D165BF5AEF765B28E4F65E7A4A7645BDBFC403F05DE96DA73BB74AC
adr_event_0_10_candidate_b_agreement_strict,2025-03,2025-03-31T23:59:59.999Z,0,0,0,0,0,69A8CFCC1CB65B5DD67BFC2730EBC890B698043F23854F014CBCC4C54F852401
adr_event_0_10_candidate_b_agreement_strict,2025-04,2025-04-30T23:59:59.999Z,76.95,0,76.95,76.95,0,FD9DFAF3102B80ADA95FF4B93636D0DC8556DF111782C289DD21025581BE8548
adr_event_0_10_candidate_b_agreement_strict,2025-05,2025-05-31T23:59:59.999Z,76.95,0,76.95,0,0,58BCB524FCFDB937ADA5E800C8ADBC69FD234085ACB2F26D48457A479F46BADC
adr_event_0_10_candidate_b_agreement_strict,2025-06,2025-06-30T23:59:59.999Z,114.19,-187.6,-73.42,-150.37,5,D00341201EB6FBE4909AB00FFDA8DBB9434C1B35A173A596295DDA1EECBFE1B1
adr_event_0_10_candidate_b_agreement_strict,2025-07,2025-07-31T23:59:59.999Z,266.8,-91.58,175.22,248.64,3,602A8333C12402895594A2195A8CD32F095D99D578C06A494BCFB85E60550A4F
