variant_id,month,month_end_utc,closed_net_actual_to_month_end,open_marked_net_actual,marked_equity_actual,marked_month_delta_actual,open_trade_count,content_hash
adr_event_0_025_type3_both_no_direction,2025-10,2025-10-31T23:59:59.999Z,322875.84,-224344.43,98531.41,33067.61,5827,66319EBADBF80A370FB41338F4DA7277534EB39D9CE7E6AC9250AABC38CCA1BB
adr_event_0_025_type3_both_no_direction,2025-11,2025-11-30T23:59:59.999Z,377984.94,-285011.17,92973.78,-5557.64,7090,C2A5361F582C40622528051DE293E629C69B0B175802B50AA46C9645381B0BFE
adr_event_0_025_type3_both_no_direction,2025-12,2025-12-31T23:59:59.999Z,417699.76,-391212.52,26487.23,-66486.54,7998,7686D1F21148F933DF8F180B4455CBE291A8AC01E0FC434B0908BD14AEF5F1A9
adr_event_0_025_type3_both_no_direction,2026-01,2026-01-31T23:59:59.999Z,497078.9,-461656.85,35422.05,8934.82,8345,279BE67F505478D0191273CF4B8C1BDD5A0DFEC9AC263103F297BCB57D6A690B
adr_event_0_025_type3_both_no_direction,2026-02,2026-02-28T23:59:59.999Z,540064.9,-532378.32,7686.57,-27735.48,8226,D6AB1B4D7D980D85E03868F846034E2240A7B37788FE0B62190E4671171C8538
adr_event_0_025_type3_both_no_direction,2026-03,2026-03-31T23:59:59.999Z,609357.82,-452864.89,156492.94,148806.36,7885,7FD9EC15CA684886EF3BCD5C24F5FD5562658FD8CF65A4F13227598BD4492453
adr_event_0_025_type3_both_no_direction,2026-04,2026-04-30T23:59:59.999Z,663103.33,-567676.78,95426.56,-61066.38,8493,0151F0874E348CB65157A0F2C98C6583CF963BA3940CD3C648985141C1CDC225
adr_event_0_025_type3_both_no_direction,2026-05,2026-05-31T23:59:59.999Z,124109.74,0,124109.74,28683.18,0,676975EF95E725AC461B65D20DC7D68813590488D5F6CF198D72154EB02E5205
adr_event_0_025_type3_long_only,2025-01,2025-01-31T23:59:59.999Z,0,0,0,0,0,FD0D8DD0D80A879616FC6A96A0A8F29B12C1F64AE223B3CDF735785F35CF6A32
adr_event_0_025_type3_long_only,2025-02,2025-02-28T23:59:59.999Z,6444.25,-7837.11,-1392.85,-1392.85,430,771B794A68F982548AAE9D281B9F0E7F624ED88BC2350BE4FD2413952DFB3C0E
adr_event_0_025_type3_long_only,2025-03,2025-03-31T23:59:59.999Z,14712.24,-12430.21,2282.03,3674.89,481,AA7C5BFD4C7A8786E686CB9740E1369DA18DD410960C956CE5658B1E74AFB4E1
adr_event_0_025_type3_long_only,2025-04,2025-04-30T23:59:59.999Z,41258.86,-38289.92,2968.94,686.9,962,F72549BBB8496E28C8B105089B8ED771B7EF695BF1E998EB6648A86BDA7402A4
adr_event_0_025_type3_long_only,2025-05,2025-05-31T23:59:59.999Z,51838.18,-43064.54,8773.64,5804.7,1265,D61CE4E464BB12425C0AAFB45BFD48F4FB2EAE1A42201792280A8894FB2BFA9D
adr_event_0_025_type3_long_only,2025-06,2025-06-30T23:59:59.999Z,67493.87,-54694.11,12799.76,4026.12,1475,B5C078BE050C8ACB127B6CE509433F79D6DB23F3BE930D1664AC59AA2A2980EB
adr_event_0_025_type3_long_only,2025-07,2025-07-31T23:59:59.999Z,89236.4,-62306.11,26930.3,14130.54,1958,D22ADEB22B9F8712D9EFA2BCF6679C56278F5BD059660CB8BD52C9B089EA925E
adr_event_0_025_type3_long_only,2025-08,2025-08-31T23:59:59.999Z,108348.78,-79130.08,29218.7,2288.4,2306,3CC2B9D41CE4CEB335B6A2E5882EACD100CA86C34DDC89415E4536AE8A4B9C94
adr_event_0_025_type3_long_only,2025-09,2025-09-30T23:59:59.999Z,130491.13,-105891.49,24599.64,-4619.07,2771,6D805DEAD4CF7FDDFA20D5901416D75A27449333F7E6192B8A1A6BAE7024C258
adr_event_0_025_type3_long_only,2025-10,2025-10-31T23:59:59.999Z,158374.83,-108310.83,50064,25464.37,2879,96DAF1A5C3E92914DD9806D43DD035144BECCDF5EEE51356788A95AEEE4959F0
adr_event_0_025_type3_long_only,2025-11,2025-11-30T23:59:59.999Z,181993.14,-111091.23,70901.91,20837.9,3178,D7F9C6EA7716C2C779608D5F2E40435E2AD906499D8F9D68040C76F0720F97DB
adr_event_0_025_type3_long_only,2025-12,2025-12-31T23:59:59.999Z,198915.98,-123605.32,75310.66,4408.75,2533,884FAB75F5D1E213D996ECD965390014CA0A5E98D555FFC4C5E4FBBFB4A229B2
adr_event_0_025_type3_long_only,2026-01,2026-01-31T23:59:59.999Z,224899,-123835.75,101063.25,25752.59,3094,A69CC77556ECCF3FCBD0FB7A1FABC2A26EBAC08F6041F26B3FF67394859D2A83
adr_event_0_025_type3_long_only,2026-02,2026-02-28T23:59:59.999Z,253034.57,-143086.6,109947.98,8884.72,3082,49ACBBD7321E503FA027D0728EED9472DBFD0A06BF37F26155ECD15DA3404390
adr_event_0_025_type3_long_only,2026-03,2026-03-31T23:59:59.999Z,289550.42,-105652.48,183897.94,73949.96,2736,735D63F15EF5AA266CC52DEE44133849B551D956BD38A1DED6FD0E30D0DD7A05
adr_event_0_025_type3_long_only,2026-04,2026-04-30T23:59:59.999Z,315730.14,-107597.48,208132.66,24234.72,2878,42A209103B7CDD3FF20B82139DAA39FC16FB1B0E504A600F3D5382EF56C4A150
adr_event_0_025_type3_long_only,2026-05,2026-05-31T23:59:59.999Z,241798.06,0,241798.06,33665.41,0,B7E7940583EE1A3B6B9F1FA336108E2F493BEB7DEB5F64DA68E4841892FAF5C9
adr_event_0_025_type3_short_only,2025-01,2025-01-31T23:59:59.999Z,284.62,-37.55,247.07,247.07,9,D1467BD4F857D25ED94A566EC2797E0D48C89E0504C6CAA554E260F2AB1C6A85
adr_event_0_025_type3_short_only,2025-02,2025-02-28T23:59:59.999Z,3094.3,-5889.62,-2795.32,-3042.39,217,8B9C8309B045F6EBDF9B2513967A187F8F80A78FCB7B2C510F5D74608F5AED58
adr_event_0_025_type3_short_only,2025-03,2025-03-31T23:59:59.999Z,6146.03,-20863.63,-14717.6,-11922.29,305,FB411BB0ADF40C5C663814BF04B5E16C393979AEAC8CCAF47E15987C35B3CDD9
adr_event_0_025_type3_short_only,2025-04,2025-04-30T23:59:59.999Z,33457.69,-29629.92,3827.77,18545.38,777,B68316AC0B54FBDB32F4DFCDF28DF6C6D1167C3444F7F4325C0710A6A048DBFC
adr_event_0_025_type3_short_only,2025-05,2025-05-31T23:59:59.999Z,53187.81,-44478.53,8709.27,4881.5,1277,8A0901F3CD3EED889B7001BE115963A46AE29E41877D28144C54D93E4C8E421C
adr_event_0_025_type3_short_only,2025-06,2025-06-30T23:59:59.999Z,78163.39,-61959.72,16203.67,7494.4,1165,6896115DECA4CB319D3F1DC564F170AE8F183DDA530551294F189F759E8F33B5
adr_event_0_025_type3_short_only,2025-07,2025-07-31T23:59:59.999Z,96166.94,-51341.05,44825.89,28622.22,1314,1D2A86A3AB2C084895727E597368D649ED6C8123EFA4ECF0B2C9145729EBB48F
adr_event_0_025_type3_short_only,2025-08,2025-08-31T23:59:59.999Z,108780.33,-61410.73,47369.6,2543.71,1632,B94C2E0B1FD24027B10FB50FAA64D00ACF816A6B1E1493491E6FF215C92AC976
adr_event_0_025_type3_short_only,2025-09,2025-09-30T23:59:59.999Z,129803.81,-88939.65,40864.16,-6505.44,2175,AED0661CCAB49EB79C97625B57D4A5438E053AF24E48088B37D639B06FF18923
adr_event_0_025_type3_short_only,2025-10,2025-10-31T23:59:59.999Z,164501.01,-116033.6,48467.41,7603.25,2948,8F087B1AEE063AC344E7ECFCC215F2AB85406E1E1316D7CE258AB32502594487
adr_event_0_025_type3_short_only,2025-11,2025-11-30T23:59:59.999Z,195991.81,-173919.94,22071.87,-26395.54,3912,5C297618B00AD93F4BCF363B10D26584ACB77596CC1E07F4729923F39E740F9A
adr_event_0_025_type3_short_only,2025-12,2025-12-31T23:59:59.999Z,218783.78,-267607.21,-48823.43,-70895.3,5465,F1174E3A612C87BA3BB33525DFE234621B4AAF649FF206ED3EC1F76885535805
adr_event_0_025_type3_short_only,2026-01,2026-01-31T23:59:59.999Z,272179.9,-337821.1,-65641.2,-16817.78,5251,C4EAF3C3CBEBFEC88C7915C0952390E5348060CF33CBA1542222FB37B0144F18
adr_event_0_025_type3_short_only,2026-02,2026-02-28T23:59:59.999Z,287030.33,-389291.73,-102261.4,-36620.2,5144,DCFCEA57BD73EC658C4BD46A9DE165F6E287AC7B57FF3F50FEA31FA67FA20C50
adr_event_0_025_type3_short_only,2026-03,2026-03-31T23:59:59.999Z,319807.4,-347212.41,-27405,74856.4,5149,70B8BC86EFD2D5A0F384F6BD80572F150750175E8D62E664AD5F9569C9CEE33A
adr_event_0_025_type3_short_only,2026-04,2026-04-30T23:59:59.999Z,347373.19,-460079.3,-112706.1,-85301.1,5615,4E95FC8E2F6D8DC957B18428C2908C090B86B21458FCBE1FB295118F07AAD293
adr_event_0_025_type3_short_only,2026-05,2026-05-31T23:59:59.999Z,-117688.33,0,-117688.33,-4982.23,0,1AA0280EB7BA98E072E99C85A8172B98DECD30A0A92DC8AA973DFD5259621FEA
