candidate_b_context_bucket,variant_id,trades,corrected_net_actual,corrected_profit_factor,terminal_liquidations,avg_hold_hours,content_hash
agree|BUY,adr_event_0_025_candidate_b_agreement_strict,27093,93880.01,8.064277,786,183.349424,5D48F3B7F128D82FF1210E382BC8A82105266FCB32C1F26F08B6811389D5F907
agree|SELL,adr_event_0_025_candidate_b_agreement_strict,55622,-170894.22,0.581704,4435,426.047844,F4DF5382B374E068C05944FB3FBA65BB982B8C2596DFAD87F99C7DD165699200
fade|BUY,adr_event_0_025_candidate_b_fade_strict,63071,147918.05,2.680531,2147,291.258357,88584910F17F583674F18B49704049D8AD823290CF2C6A601F15A2EBAF5428E6
fade|SELL,adr_event_0_025_candidate_b_fade_strict,33668,53205.89,1.669237,1055,261.166512,65DA94F9EE3503600762B4E7B01C52737D7D3A945295D5E04CB49016118F0FD5
agree|BUY,adr_event_0_025_type3_both_no_direction,27093,93880.01,8.064277,786,183.349424,1B23602EFD05DF107640C89686A630040FE82F65ABCCAAD95C425E7143271B3F
agree|SELL,adr_event_0_025_type3_both_no_direction,55622,-170894.22,0.581704,4435,426.047844,18BF4E2ED05A3262A38058FEC568EF27E553B09A111D726EF18BCE9BEBB1E299
fade|BUY,adr_event_0_025_type3_both_no_direction,63071,147918.05,2.680531,2147,291.258357,E61A79ADFC8B784D724D50DEA81418C25019E8E094B2C31A80AE0F0B20C541C4
fade|SELL,adr_event_0_025_type3_both_no_direction,33668,53205.89,1.669237,1055,261.166512,582A1ECB86F51400D80C26BDF23D1C26E28A352029267FA7E67D9AE3AC1B1E1B
agree|BUY,adr_event_0_025_type3_long_only,27093,93880.01,8.064277,786,183.349424,1E12B7AFDA5D549E975294AD0E93D2D3A9028F60BBE7386EB3567556984B9CFE
fade|BUY,adr_event_0_025_type3_long_only,63071,147918.05,2.680531,2147,291.258357,7104C83D913900FFB3346F1756365059D676AF17A0C99A02A2520614F3FB3853
agree|SELL,adr_event_0_025_type3_short_only,55622,-170894.22,0.581704,4435,426.047844,D69B9EB9DF2AD8FA0919037ABDA8ABE805079D428854A1535E10A8B2048757F6
fade|SELL,adr_event_0_025_type3_short_only,33668,53205.89,1.669237,1055,261.166512,2FBD7DE15ABBA8931CEB6BBF65A2B1EE6767462111E697F60E781B18ED74B809
agree|BUY,adr_event_0_05_candidate_b_agreement_strict,2219,9948.16,33.235368,23,195.682333,F4A5D4EC44DFC7A249FB9BA43651AF05C58889D09A861A239FB1A24F3888E94E
agree|SELL,adr_event_0_05_candidate_b_agreement_strict,6648,-29402.11,0.475549,540,391.028255,6FF7AB35E9E06C671106EE560183B50B3823CCF09DB967C3728B790D03F92815
fade|BUY,adr_event_0_05_candidate_b_fade_strict,6693,11255.27,1.58533,346,426.656346,01C462482940C7AB2186CD52A2344C67970234650FC3653315CFFABBB9832CA7
fade|SELL,adr_event_0_05_candidate_b_fade_strict,4369,16502.95,8.101097,80,137.88135,D17212615E3189CD4F490DB72FA07A0E45696DD6B34E7A83923CE2CBDC3475DC
agree|BUY,adr_event_0_05_type3_both_no_direction,2219,9948.16,33.235368,23,195.682333,3A4AAABE2892CB8B51CA9252C4D2827310E33D6AB2EE8B8188496CF635FCC514
agree|SELL,adr_event_0_05_type3_both_no_direction,6648,-29402.11,0.475549,540,391.028255,70A5B56752081D1E7320EFF5283176D885B710F002088A6D7F019F7F0E17DA2B
fade|BUY,adr_event_0_05_type3_both_no_direction,6693,11255.27,1.58533,346,426.656346,706FC3D33F078E08C9BB3E3337BD7CC371257B150048C4E0801AD9DB144909A4
fade|SELL,adr_event_0_05_type3_both_no_direction,4369,16502.95,8.101097,80,137.88135,218FAEBDED2BD341C79C2622C3A59EAA3082050757F1CDEEB11FDE68A33BA200
agree|BUY,adr_event_0_05_type3_long_only,2219,9948.16,33.235368,23,195.682333,4DB7559322731CF2B4F803EB5392325938CE0FD0C65C6AC9FADB8DE7099D3D62
fade|BUY,adr_event_0_05_type3_long_only,6693,11255.27,1.58533,346,426.656346,7A770E1F80F34467FA00EA0FDF76F47A7A86A7A5F94AB7632AF4DC47839956A9
agree|SELL,adr_event_0_05_type3_short_only,6648,-29402.11,0.475549,540,391.028255,9ADD4947FC50F65BD8EF1EF34402DC84E8BA382BD02F5DC2E50691E6843E5B02
fade|SELL,adr_event_0_05_type3_short_only,4369,16502.95,8.101097,80,137.88135,D63C4942F8D309B44754B9ED975CB5A9671E0710A80D9EE23C0B0E2960A11F9A
agree|BUY,adr_event_0_075_candidate_b_agreement_strict,780,4058.75,83.010629,26,228.601279,3C03C755CF9DCFFDB16B8A51A83A43D8C96B753C17330620BF9BCB84D6F4D271
agree|SELL,adr_event_0_075_candidate_b_agreement_strict,430,1940.3,,0,102.10522,9DEC5C0C61CEB859DA7F7BAC458C875524A01B7997547964B7D2CAB005FA1E80
fade|BUY,adr_event_0_075_candidate_b_fade_strict,1841,7530.39,4.524277,92,377.703637,DCE9E36F98329E01724C12C2B40DEDC469481038383B94ECBF0D617C7E0EE81C
fade|SELL,adr_event_0_075_candidate_b_fade_strict,1175,5413.01,92.902553,7,63.177476,2BCDDACF0D9FF45DE88B6D3CDE07870BD7513A9AAE58591058008923D8AC5234
agree|BUY,adr_event_0_075_type3_both_no_direction,780,4058.75,83.010629,26,228.601279,16D0EECF345FCC954B5BB71FF4DD8471B70A39AFF5A8CD60698820BA69765A72
agree|SELL,adr_event_0_075_type3_both_no_direction,430,1940.3,,0,102.10522,8FB2C3068ACBEA3F4A5BC5B6A4D8D293ECCBADD52403752C3AE0CBEDEF5F2AA5
fade|BUY,adr_event_0_075_type3_both_no_direction,1841,7530.39,4.524277,92,377.703637,929C5E89D432E37990EFF9F88CBE7BDDA707B1E71269D4220294AE304AF928FC
fade|SELL,adr_event_0_075_type3_both_no_direction,1175,5413.01,92.902553,7,63.177476,9B6DA20B84AF3E66FD0187B0C4809BE144E9BF55CA25CFF295450C7731EF4453
agree|BUY,adr_event_0_075_type3_long_only,780,4058.75,83.010629,26,228.601279,DF80E8BF4BB131EB391C795D20067D02528A8E504C6CFAC8345D5F7992679509
fade|BUY,adr_event_0_075_type3_long_only,1841,7530.39,4.524277,92,377.703637,D152D11DE0C21C48941B266F6ED3C5357430554C5C15ACD368023A83475287C6
agree|SELL,adr_event_0_075_type3_short_only,430,1940.3,,0,102.10522,62D6B0A62E08ECD3C6203D03C3E17407B9F72B18E0ABF70CBE4E3F4AFA45342B
fade|SELL,adr_event_0_075_type3_short_only,1175,5413.01,92.902553,7,63.177476,560939807ED0B95CBED05FC39B9468603C045B1893AEF20EA9F901E7592D0399
agree|BUY,adr_event_0_10_candidate_b_agreement_strict,149,838.39,67.196354,11,434.015481,362F34A3734247DBDDA3248FF66F381D170D1C68DFA4C268211E7E62B9CC3B6B
agree|SELL,adr_event_0_10_candidate_b_agreement_strict,143,553.32,,0,166.662265,B48C122A4D5DD8521506EFFD1DE71EBA2BA34446E6CE89E13136D0493DAD7C02
fade|BUY,adr_event_0_10_candidate_b_fade_strict,239,82.73,1.074716,32,1064.707538,F472140BCFFF47D2BC497B44E031A772F9570471BC6C81A1561701D73A9A94E8
fade|SELL,adr_event_0_10_candidate_b_fade_strict,321,1594.95,64.475277,6,85.60122,7E29C7C310C4B82A1B4FB2CFD0904DA752A36C5224548E9BAC07DA5C94ED9ECD
agree|BUY,adr_event_0_10_type3_both_no_direction,149,838.39,67.196354,11,434.015481,E0ABA488A11B94D043252DE44203E76ACC935061C2F402B6C3906BBD87060135
agree|SELL,adr_event_0_10_type3_both_no_direction,143,553.32,,0,166.662265,7BAB2EB0B07543105249F3FA18A3763DF0C1B95606A7DBEA7A1EDD9CB36C77FD
fade|BUY,adr_event_0_10_type3_both_no_direction,239,82.73,1.074716,32,1064.707538,3EC0B9A7EBD8F6D8EE699F39106D8DC94D70198EADBC987D7E933E9C785B3F36
fade|SELL,adr_event_0_10_type3_both_no_direction,321,1594.95,64.475277,6,85.60122,26D5924494534E8DDCFA0C34E168A0F0910F9ACA21EB18840D90A484B8380101
agree|BUY,adr_event_0_10_type3_long_only,149,838.39,67.196354,11,434.015481,C82DE805828C5553923C8E76B3357B9105587E53CE1615A5AA132C0137A5C1D8
fade|BUY,adr_event_0_10_type3_long_only,239,82.73,1.074716,32,1064.707538,0EE1988BFC0DEBD2F34382BE2ECD2826DD47BBA071425C2E42CD8BB396795F39
agree|SELL,adr_event_0_10_type3_short_only,143,553.32,,0,166.662265,2FA46E39064C42EB77399A6BDA269327E662635DB3524BCDC95B472C4CE443C5
fade|SELL,adr_event_0_10_type3_short_only,321,1594.95,64.475277,6,85.60122,8FB7F8827F219913C539C45820E8944C67AD46C8FFBC08EAB1BFADC0F0D1A612
agree|BUY,time_h1_candidate_b_agreement_strict,83,356.47,4.695534,8,473.758614,FA80FD33906709C3A8039E30CD81546D3E8DB4DE82676BF92B1D1BBB591F4D70
