variant_id,activation_rule_id,protection_mode,group_type,group_key,close_event_count,win_count,loss_count,flat_count,win_pct,total_realized_pnl_adr,adr_normalized_return_pct,avg_realized_pnl_adr,net_usd,account_return_pct,gross_profit_usd,gross_loss_abs_usd,profit_factor,avg_mfe_adr,avg_mae_adr_abs,mfe_1q_hit_count,mfe_2q_hit_count,mfe_3q_hit_count,mfe_1q_hit_pct,mfe_2q_hit_pct,mfe_3q_hit_pct,mae_1q_hit_count,mae_2q_hit_count,mae_3q_hit_count,mae_1q_hit_pct,mae_2q_hit_pct,mae_3q_hit_pct,target_close_net_usd,session_flatten_close_net_usd,session_flatten_account_return_pct,content_hash
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_LIVE_STATE_GUARD_V0,triangle_v0_no_candidate_b,live_state_guard_v0,strategy_class,strict_katarakti,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,2E60B8815DAA3E571EED7F9BE3955BBE4F2CE9B5055E9056F0CD4FE0E903EDC4
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_PAIN_1Q_STOP_ADDS_BEFORE_PROFIT_0_5Q,triangle_v0_no_candidate_b,pain_1q_stop_adds_before_profit_0_5q,anchor_week,2019-04-14T23:00:00.000Z,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,94DC8C2A1EDBA44EAD008B917FD9A5FDA18A92AEB9DD7E3A856EED436FD7A256
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_PAIN_1Q_STOP_ADDS_BEFORE_PROFIT_0_5Q,triangle_v0_no_candidate_b,pain_1q_stop_adds_before_profit_0_5q,close_month,2019-04,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,465463F8CD98FFC51512260EEEF15C9C93DF173D783BC052548F04195993CF2C
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_PAIN_1Q_STOP_ADDS_BEFORE_PROFIT_0_5Q,triangle_v0_no_candidate_b,pain_1q_stop_adds_before_profit_0_5q,close_reason,target,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,F5FB12707C82648B34B8338C3492C62016D3D6275B8C4F6C45641C71EBD1EB27
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_PAIN_1Q_STOP_ADDS_BEFORE_PROFIT_0_5Q,triangle_v0_no_candidate_b,pain_1q_stop_adds_before_profit_0_5q,pair,AUDCHF,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,55D2D507990D6A72286B79FF0CF166F2674EE2F5DFDB88CF9A72929B16BC30D9
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_PAIN_1Q_STOP_ADDS_BEFORE_PROFIT_0_5Q,triangle_v0_no_candidate_b,pain_1q_stop_adds_before_profit_0_5q,pair_side,AUDCHF_SHORT,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,74FEFC05046144DE0F07A5DC617C979C42075FF8AD5F9AF6BC10E0472F1FD534
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_PAIN_1Q_STOP_ADDS_BEFORE_PROFIT_0_5Q,triangle_v0_no_candidate_b,pain_1q_stop_adds_before_profit_0_5q,strategy_class,strict_katarakti,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,A338D14DD402E63D61324894DF8D864052973D0D5625C726324552E797EC7637
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_PAIN_2Q_CIRCUIT_BEFORE_PROFIT_0_5Q,triangle_v0_no_candidate_b,pain_2q_circuit_before_profit_0_5q,anchor_week,2019-04-14T23:00:00.000Z,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,4D06E0DAA8329E0787C94CA48EA3AFF4CEC7AC1A814F7EADD077318E6F3193FD
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_PAIN_2Q_CIRCUIT_BEFORE_PROFIT_0_5Q,triangle_v0_no_candidate_b,pain_2q_circuit_before_profit_0_5q,close_month,2019-04,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,9691312A72F128B4450E43276CB74774239B49F6085370707C12792866289A3A
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_PAIN_2Q_CIRCUIT_BEFORE_PROFIT_0_5Q,triangle_v0_no_candidate_b,pain_2q_circuit_before_profit_0_5q,close_reason,target,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,6D64A0BB3B01F408D8999B601D5813506EAFDA62D15AE5D31D1A2229EE1C8F2F
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_PAIN_2Q_CIRCUIT_BEFORE_PROFIT_0_5Q,triangle_v0_no_candidate_b,pain_2q_circuit_before_profit_0_5q,pair,AUDCHF,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,4D1C6D74D1CADF91E6D5EE705D2874E49872848C6A2396A0D8DC822FFDA9F78F
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_PAIN_2Q_CIRCUIT_BEFORE_PROFIT_0_5Q,triangle_v0_no_candidate_b,pain_2q_circuit_before_profit_0_5q,pair_side,AUDCHF_SHORT,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,F08E015F48C8B8A868E9EBE87403131BBD6B47FEAB469C926020158661E218F3
RAW_GRID_T100_S020_GATE90_TRIANGLE_V0_NO_CANDIDATE_B__PROTECT_PAIN_2Q_CIRCUIT_BEFORE_PROFIT_0_5Q,triangle_v0_no_candidate_b,pain_2q_circuit_before_profit_0_5q,strategy_class,strict_katarakti,1,1,0,0,100,0.352499,0.352499,0.352499,1.76,0.017601,1.76,0,Infinity,0.352499,0,1,0,0,100,0,0,0,0,0,0,0,0,1.76,0,0,B403DB7E2F5F49431B8DDD6B3CBE6D43BBD8C74A959D6CC8B7F1A51AC82B558E
