rule_id,rule_family,final_equity_adr,max_drawdown_adr,worst_open_unrealized_adr,average_open_inventory_abs_adr,max_open_inventory_abs_adr,average_active_pair_side_slots_proxy,max_active_pair_side_slots_proxy,dd_plus_open_margin_proxy_adr,return_per_margin_proxy_unit,margin_read,content_hash
FULLY_HEDGED_LONG_SHORT_28_PAIR_WEEKLY_T100_S020_L3_REFERENCE,fully_hedged_reference,53646.297719,-705.647194,-966.732115,142.941837,966.732115,56,56,1672.379309,32.077829,promising_proxy_but_requires_actual_broker_margin_hedging_mode,AB7FCC3B711B9F07C380844BC840BE096B3A3E3C9E8B9D568E76C3B78D2507C9
FULLY_HEDGED_LONG_SHORT_28_PAIR_WEEKLY_T100_S020_NO_LIMIT_REFERENCE,fully_hedged_reference,82549.112283,-1167.092908,-1927.15691,226.678314,1927.15691,56,56,3094.249818,26.678231,reference_proxy_only,69B874D50288C6B30A8D0E58E9A3C8F2FD51971408899CD0EBA9C7814283E694
PAIR_TWO_SIDED_GRID_T100_S020_STOP_AFTER_3_PAIR_RESETS_WEEK,pair_reset_limit,13772.999764,-1989.442654,-3001.945057,595.047388,3001.945057,28,28,4991.387711,2.759353,reference_proxy_only,94283C25FEF6B700BC24281AC81794B6779384808111473AA085AF4254A41B1C
LONG_ONLY_28_PAIR_WEEKLY_T100_S020_L3_REFERENCE,all_pairs_direction_reference,27114.519974,-563.927568,-752.678688,71.384067,752.678688,28,28,1316.606256,20.594251,reference_proxy_only,F056DB034EFBFD9F99D0383F37363C790660316BD49B1E99639B4DEDED1AEFBB
SHORT_ONLY_28_PAIR_WEEKLY_T100_S020_L3_REFERENCE,all_pairs_direction_reference,26531.777745,-694.023413,-829.213048,71.561777,829.213048,28,28,1523.236461,17.41803,reference_proxy_only,B534E4D8AF3CE2BC884949748BD9FBB507F99A591B9E7CDD807EBF6B3DE4B686
DETERMINISTIC_RANDOM_SIDE_28_PAIR_WEEKLY_T100_S020_L3_REFERENCE,all_pairs_direction_reference,26726.881812,-375.382096,-493.661799,70.838909,493.661799,28,28,869.043895,30.754352,reference_proxy_only,039E148EACC1F383918F43D9D1DD0EB35D3D1E1CB8605B664A393A43712B122E
