"Terminal","ProfileName","SourcePath","TargetPath","SourceHash","TargetHash","Status"
"14275","LimniPortfolioEA.EURUSD.i.M1.20250101_20260101.200.ini","C:\Users\User\Documents\GitHub\limni-website\automation\mt5\tester-presets\limni-portfolio-revma-gate107cr-validation-20250101-20260101.ini","C:\Users\User\AppData\Roaming\MetaQuotes\Terminal\14275C4F9441C73E9E6547075C33FE6C\MQL5\Profiles\Tester\LimniPortfolioEA.EURUSD.i.M1.20250101_20260101.200.ini","82E8C7E2E55F0D49A9B24850D9766F7EECDD08CFF0354220B654FE12878110AB","82E8C7E2E55F0D49A9B24850D9766F7EECDD08CFF0354220B654FE12878110AB","MATCH"
"94497","LimniPortfolioEA.EURUSD.i.M1.20250101_20260101.200.ini","C:\Users\User\Documents\GitHub\limni-website\automation\mt5\tester-presets\limni-portfolio-revma-gate107cr-validation-20250101-20260101.ini","C:\Users\User\AppData\Roaming\MetaQuotes\Terminal\94497F60A2BFEA1AFAB110FCF3E331BB\MQL5\Profiles\Tester\LimniPortfolioEA.EURUSD.i.M1.20250101_20260101.200.ini","82E8C7E2E55F0D49A9B24850D9766F7EECDD08CFF0354220B654FE12878110AB","82E8C7E2E55F0D49A9B24850D9766F7EECDD08CFF0354220B654FE12878110AB","MATCH"
