row_key,week_open_utc,pair,candidate_b_side,path_efficiency_week,week_range_adr,range_ratio_pair,efficiency_bucket,range_floor_adr,range_condition_pass,range_expansion_bucket,geometry_regime,geometry_harvestable_candidate,all_in_cost_adr,cost_floor_multiple,cost_floor_quantum_adr,cost_safe_quantum_pass,grid_quantum_adr,signal_adr_brick,trigger_candidates,long_trigger_candidates,short_trigger_candidates,first_trigger_timestamp_utc,family_alignment_long_context,family_alignment_short_context,content_hash
2022-01-10T00:00:00.000Z|EURUSD,2022-01-10T00:00:00.000Z,EURUSD,SHORT,0.014899,2.815116,1,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,4,4,0,2022-01-11T14:10:00.000Z,1.113516,-1.113516,4C8AB115A6E2C74BB0B1027B5BD0F787C78C92BB3B888A8F9FF63BA0F441BF38
