row_key,week_open_utc,pair,candidate_b_side,trigger_side,candidate_b_alignment,candidate_b_contra_alignment,session_id,session_label,range_start_utc,range_end_utc,entry_start_utc,entry_end_utc,session_range_adr,path_efficiency_week,range_ratio_pair,grid_quantum_adr,signal_adr_brick,sweep_timestamp_utc,rejection_timestamp_utc,displacement_timestamp_utc,sweep_depth_adr,sweep_required_adr,displacement_body_adr,displacement_required_adr,sweep_to_entry_bars,signal_form,bb_sweep_context,family_alignment_context,base_currency_strength,quote_currency_strength,content_hash
2022-01-10T00:00:00.000Z|EURUSD|ny|2022-01-11|LONG|2022-01-11T14:10:00.000Z|2022-01-11T14:11:00.000Z,2022-01-10T00:00:00.000Z,EURUSD,SHORT,LONG,-1,1,ny|2022-01-11,NY,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,0.371647,0.014899,1,0.2,0.05,2022-01-11T14:10:00.000Z,2022-01-11T14:11:00.000Z,2022-01-11T14:11:00.000Z,0.052685,0.05,0.054109,0.05,1,2_BAR,true,1.113516,1.113516,-1.113516,F1A3E8DEA83F26B753E68287145FE24993B2E6B4BE0B001A01AC097ACD3695AD
2022-01-10T00:00:00.000Z|EURUSD|ny|2022-01-11|LONG|2022-01-11T14:11:00.000Z|2022-01-11T14:11:00.000Z,2022-01-10T00:00:00.000Z,EURUSD,SHORT,LONG,-1,1,ny|2022-01-11,NY,2022-01-11T00:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T13:00:00.000Z,2022-01-11T21:00:00.000Z,0.371647,0.014899,1,0.2,0.05,2022-01-11T14:11:00.000Z,2022-01-11T14:11:00.000Z,2022-01-11T14:11:00.000Z,0.074044,0.05,0.054109,0.05,0,1_BAR,true,1.113516,1.113516,-1.113516,99D086F79D10C8969AA260508DCC81C5D38129C808B9B5D48E9ED06AE54CB24A
2022-01-10T00:00:00.000Z|EURUSD|ny|2022-01-14|LONG|2022-01-14T14:02:00.000Z|2022-01-14T14:03:00.000Z,2022-01-10T00:00:00.000Z,EURUSD,SHORT,LONG,-1,1,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.579541,0.014899,1,0.2,0.05,2022-01-14T14:02:00.000Z,2022-01-14T14:03:00.000Z,2022-01-14T14:03:00.000Z,0.095403,0.05,0.062653,0.05,1,2_BAR,false,1.113516,1.113516,-1.113516,FCB4E4F6C9D095BF314D8114D0FEACBCD506670A2A402C73F3EAB3A2FD74A128
2022-01-10T00:00:00.000Z|EURUSD|ny|2022-01-14|LONG|2022-01-14T14:03:00.000Z|2022-01-14T14:03:00.000Z,2022-01-10T00:00:00.000Z,EURUSD,SHORT,LONG,-1,1,ny|2022-01-14,NY,2022-01-14T00:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T13:00:00.000Z,2022-01-14T21:00:00.000Z,0.579541,0.014899,1,0.2,0.05,2022-01-14T14:03:00.000Z,2022-01-14T14:03:00.000Z,2022-01-14T14:03:00.000Z,0.054109,0.05,0.062653,0.05,0,1_BAR,false,1.113516,1.113516,-1.113516,4FD781C9E635E1EB74CD3D46509FD093AAD2307AE4C902294338341DD2980834
