row_key,source_close_events_csv,variant_id,activation_rule_id,cycle_id,pair,side,close_reason,anchor_week_open_utc,start_timestamp_utc,close_timestamp_utc,fill_count,price_pnl_adr,max_pnl_adr,geometry_regime,range_condition_pass,matched_trigger_row_key,matched_trigger_displacement_timestamp_utc,minutes_from_trigger_to_start,start_trace_status,content_hash
RAW_GRID_T100_S020_GATE90_RAW_BOTH|RAW_GRID_T100_S020_GATE90_RAW_BOTH|EURUSD|SHORT|1|EURUSD|SHORT|2022-01-12T21:00:00.000Z,docs/research/gates/gate90/artifacts/gate90d-start-trace-smoke/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|EURUSD|SHORT|1,EURUSD,SHORT,session_flatten,2022-01-10T00:00:00.000Z,2022-01-12T07:26:00.000Z,2022-01-12T21:00:00.000Z,7,-4.528038,0.142062,harvestable_chop_candidate,true,,,,no_in_session_trigger,470EE5F91ED00886C65C2C9B6F60C3A19C892AE7E665DA22B6D79CCF762A6FD9
RAW_GRID_T100_S020_GATE90_RAW_BOTH|RAW_GRID_T100_S020_GATE90_RAW_BOTH|EURUSD|SHORT|2|EURUSD|SHORT|2022-01-13T20:57:00.000Z,docs/research/gates/gate90/artifacts/gate90d-start-trace-smoke/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|EURUSD|SHORT|2,EURUSD,SHORT,target,2022-01-10T00:00:00.000Z,2022-01-12T23:05:00.000Z,2022-01-13T20:57:00.000Z,3,0.271786,0.449593,harvestable_chop_candidate,true,,,,no_in_session_trigger,CEFB444942B9EBEF6756F5E33E6D517A25EA75395B8581700D46A2ADA00D484F
RAW_GRID_T100_S020_GATE90_RAW_BOTH|RAW_GRID_T100_S020_GATE90_RAW_BOTH|EURUSD|SHORT|3|EURUSD|SHORT|2022-01-14T00:53:00.000Z,docs/research/gates/gate90/artifacts/gate90d-start-trace-smoke/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|EURUSD|SHORT|3,EURUSD,SHORT,target,2022-01-10T00:00:00.000Z,2022-01-13T23:40:00.000Z,2022-01-14T00:53:00.000Z,1,0.110058,0.110058,harvestable_chop_candidate,true,,,,no_in_session_trigger,9A30868EC6C5515AED367E02155E0A05103DC62C25F918AB23F5CCA9B537DC3C
RAW_GRID_T100_S020_GATE90_RAW_BOTH|RAW_GRID_T100_S020_GATE90_RAW_BOTH|EURUSD|SHORT|4|EURUSD|SHORT|2022-01-14T09:28:00.000Z,docs/research/gates/gate90/artifacts/gate90d-start-trace-smoke/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|EURUSD|SHORT|4,EURUSD,SHORT,target,2022-01-10T00:00:00.000Z,2022-01-14T00:57:00.000Z,2022-01-14T09:28:00.000Z,2,0.17612,0.17612,harvestable_chop_candidate,true,,,,no_in_session_trigger,D35AC879B82FD927DAC270D34FD529DDAC40061EC43566A800EB5B048F9B3154
RAW_GRID_T100_S020_GATE90_RAW_BOTH|RAW_GRID_T100_S020_GATE90_RAW_BOTH|EURUSD|LONG|5|EURUSD|LONG|2022-01-14T16:00:00.000Z,docs/research/gates/gate90/artifacts/gate90d-start-trace-smoke/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,RAW_GRID_T100_S020_GATE90_RAW_BOTH|EURUSD|LONG|5,EURUSD,LONG,session_flatten,2022-01-10T00:00:00.000Z,2022-01-14T10:59:00.000Z,2022-01-14T16:00:00.000Z,3,-0.227065,0.279903,harvestable_chop_candidate,true,,,,no_in_session_trigger,791DB04D1D8C20701847E7E3E753999A92FCAB9D054BBB6A76E260AC37BDC4ED
