case_id,scope,normalized_symbol,variant_id,entries_total,entries_accepted,entries_rejected,accepted_pct,accepted_net_profit,rejected_net_profit,baseline_net_profit,net_delta_vs_baseline,accepted_profit_factor,baseline_profit_factor,profit_factor_delta,accepted_win_pct,terminal_liquidations_accepted,terminal_liquidations_baseline,terminal_liquidations_removed,avg_hold_hours_accepted,max_hold_hours_accepted,avg_geometry_quality_accepted,avg_side_distance_adr_accepted,verdict,content_hash
ALL_PARSED_REPORTS,aggregate,MULTI,baseline_all_limnihedge_v1,3856,3856,0,100,26739.3,0,26739.3,0,12.396126,12.396126,0,96.421162,76,76,0,584.272969,72561.999722,11.031483,-0.26403,BASELINE,053240B1C76BA6B589FB7033CFBAA5FC370FEB01DEB77C8E42233C2E9F0EF985
ALL_PARSED_REPORTS,aggregate,MULTI,h1_triangle_center_reversion_side,3856,606,3250,15.715768,4862.51,21876.79,26739.3,-21876.79,33.744175,12.396126,21.348049,98.514851,6,76,70,576.203995,41644.999444,10.757936,0.197031,PROFILED_FILTER_LOSS,FC2737526360DA22A31BD99C021A1F25618650B4D673C45A9984835A01660D49
ALL_PARSED_REPORTS,aggregate,MULTI,h1_triangle_v1_directionless,3856,68,3788,1.763485,515.73,26223.57,26739.3,-26223.57,235.422727,12.396126,223.026601,97.058824,0,76,76,398.911119,11680.999444,11.062299,0.422261,PROFILED_FILTER_LOSS,722B04109A7EF9AE5172D49124A1BA15D820F35F14D9D963A485846E8D803442
ALL_PARSED_REPORTS,aggregate,MULTI,h1_triangle_v2_geometry,3856,254,3602,6.587137,2078.46,24660.84,26739.3,-24660.84,945.754545,12.396126,933.358419,99.212598,0,76,76,700.511182,41644.999444,10.005845,0.360314,PROFILED_FILTER_LOSS,C25CA549E1AEC55B07BC0BDBE38D84B8444FC3B69C9D77925194566374B0DDDF
ALL_PARSED_REPORTS,aggregate,MULTI,h1_triangle_v21_floorpin,3856,243,3613,6.301867,2001.75,24737.55,26739.3,-24737.55,910.886364,12.396126,898.490238,99.176955,0,76,76,708.402662,41644.999444,9.486938,0.366472,PROFILED_FILTER_LOSS,53A5206D9C31DA1450D4B7955F86BDB01BF8640356F2D204CF082010C02C5217
ALL_PARSED_REPORTS,aggregate,MULTI,h1_triangle_v21_surplus,3856,243,3613,6.301867,2001.75,24737.55,26739.3,-24737.55,910.886364,12.396126,898.490238,99.176955,0,76,76,708.402662,41644.999444,9.486938,0.366472,PROFILED_FILTER_LOSS,CDE38D94EC84B3D9B16925B7D689881DCE0EC8269D5D25C6606729D2F3B41531
