variant_id,activation_rule_id,signal_settings_id,david_settings,stochastic_settings,symbol_universe,bar_path_mode,date_range,price_bundle_id,warehouse_manifest_id,warehouse_hash,weeks_replayed,pairs_replayed,initial_deposit_usd,final_balance_usd,final_equity_before_liquidation_usd,final_equity_after_liquidation_usd,net_profit_usd,closed_price_pnl_usd,end_liquidation_price_pnl_usd,total_price_pnl_usd,total_commission_usd,total_swap_usd,target_reset_count,entries_opened,closed_positions,end_liquidation_positions,max_open_positions,max_long_positions,max_short_positions,max_add_depth,max_fill_age_days,position_days,max_equity_drawdown_usd,max_balance_drawdown_usd,weekly_equity_profit_factor,activation_checks,activation_blocked_long,activation_blocked_short,activation_started_long,activation_started_short,activation_long_allow_pct,activation_short_allow_pct,mt5_reference_net_profit_usd,mt5_reference_commission_usd,mt5_reference_swap_usd,mt5_reference_end_liquidation_net_usd,mt5_reference_max_open_positions,mt5_reference_end_liquidation_positions,net_delta_vs_mt5_usd,summary_only,metric_semantics,content_hash
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,DAVID_LWMA35_RSI100_60_40__STOCH_100_3_100_80_20_low_high_simple_main_only,LWMA35_RSI100_60_40,100_3_100_80_20_low_high_simple_main_only,EURUSD,ohlc_high_low,2020-01-06T00:00:00.000Z..2020-01-06T00:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,1,1,10000,9993.91,9993.91,9993.91,-6.09,39.84,-40.67,-0.83,-2.4,-2.86,7,40,40,16,16,12,5,10,4.26,45.88,-6.09,0,0,9,0,0,2,7,100,100,174.51,-400.8,-4144.01,-5590.01,170,149,-180.6,true,continuous_carried_position_truth_replay,27A5ADEF43F92C924C3EF10614C6EA9AB97347111CCE108E84801CCA8D39CCB2
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,david_contra,DAVID_LWMA35_RSI100_60_40__STOCH_100_3_100_80_20_low_high_simple_main_only,LWMA35_RSI100_60_40,100_3_100_80_20_low_high_simple_main_only,EURUSD,ohlc_high_low,2020-01-06T00:00:00.000Z..2020-01-06T00:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,1,1,10000,9984.54,9984.54,9984.54,-15.46,18.57,-30.18,-11.61,-1.38,-2.47,3,23,23,14,14,11,3,10,3.42,31.5,-15.46,0,0,22153,4702,17446,2,3,0.04,0.02,174.51,-400.8,-4144.01,-5590.01,170,149,-189.97,true,continuous_carried_position_truth_replay,8AB943E4866C5F85C80C3C9D57A0DE9D81D626FBD109F510827202DB7FC705E9
RAW_GRID_T100_S020_GATE90_DAVID_WITH,david_with,DAVID_LWMA35_RSI100_60_40__STOCH_100_3_100_80_20_low_high_simple_main_only,LWMA35_RSI100_60_40,100_3_100_80_20_low_high_simple_main_only,EURUSD,ohlc_high_low,2020-01-06T00:00:00.000Z..2020-01-06T00:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,1,1,10000,9990.76,9990.76,9990.76,-9.24,38.91,-42.58,-3.67,-2.46,-3.11,7,41,41,17,17,13,5,12,4.2,48.53,-9.24,0,0,2017,1864,144,2,7,0.11,4.64,174.51,-400.8,-4144.01,-5590.01,170,149,-183.75,true,continuous_carried_position_truth_replay,4F464803A12B5DC75E1A8A2B06E01AD4E529835A7D3EC87B50DE178EC33E4714
RAW_GRID_T100_S020_GATE90_STOCH_CONTRA,stoch_contra,DAVID_LWMA35_RSI100_60_40__STOCH_100_3_100_80_20_low_high_simple_main_only,LWMA35_RSI100_60_40,100_3_100_80_20_low_high_simple_main_only,EURUSD,ohlc_high_low,2020-01-06T00:00:00.000Z..2020-01-06T00:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,1,1,10000,9979.49,9979.49,9979.49,-20.51,18.18,-34.41,-16.23,-1.5,-2.78,3,25,25,15,15,12,4,10,4.01,37.37,-20.51,0,0,16509,2542,13962,2,3,0.08,0.02,174.51,-400.8,-4144.01,-5590.01,170,149,-195.02,true,continuous_carried_position_truth_replay,7C946FECC1FD6D7FE1FAB1D54900C2AD8D13F6243926ED1ECEEE0FA8C6132AD1
RAW_GRID_T100_S020_GATE90_DAVID_STOCH_CONFIRM,david_stoch_confirm,DAVID_LWMA35_RSI100_60_40__STOCH_100_3_100_80_20_low_high_simple_main_only,LWMA35_RSI100_60_40,100_3_100_80_20_low_high_simple_main_only,EURUSD,ohlc_high_low,2020-01-06T00:00:00.000Z..2020-01-06T00:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,1,1,10000,10010.95,10010.95,10010.95,10.95,16.6,-3.43,13.17,-0.96,-1.26,3,16,16,7,7,7,3,6,2.45,17.12,0,0,,28825,8872,19949,3,1,0.03,0.01,174.51,-400.8,-4144.01,-5590.01,170,149,-163.56,true,continuous_carried_position_truth_replay,1BEE542D2F0B58D5EED39F47FD66564C74F22747B73ABD0626D1681F3D3FC579
RAW_GRID_T100_S020_GATE90_DAVID_STOCH_RELEASE,david_stoch_release,DAVID_LWMA35_RSI100_60_40__STOCH_100_3_100_80_20_low_high_simple_main_only,LWMA35_RSI100_60_40,100_3_100_80_20_low_high_simple_main_only,EURUSD,ohlc_high_low,2020-01-06T00:00:00.000Z..2020-01-06T00:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,1,1,10000,9996.45,9996.45,9996.45,-3.55,10.22,-11.37,-1.15,-0.84,-1.56,2,14,14,8,8,8,3,5,2.95,19.06,-3.55,0,0,29162,8406,20753,2,1,0.02,0,174.51,-400.8,-4144.01,-5590.01,170,149,-178.06,true,continuous_carried_position_truth_replay,D6C157550A58C4CEED357B6BBB30ABFCDA375B2838DF6C2718A5730B8E2509BA
