variant_id,activation_rule_id,protection_mode,signal_settings_id,david_settings,stochastic_settings,symbol_universe,bar_path_mode,signal_clock,signal_adr_brick,session_mode,session_time_zone,session_trade_start_et,session_trade_end_et,session_flatten_et,session_sunday_start_et,session_flatten_overrides_et,target_mode,target_adr,spacing_adr,min_ma_expansion_adr,grid_add_mode,date_range,price_bundle_id,warehouse_manifest_id,warehouse_hash,weeks_replayed,pairs_replayed,initial_deposit_usd,final_balance_usd,final_equity_before_liquidation_usd,final_equity_after_liquidation_usd,net_profit_usd,closed_price_pnl_usd,end_liquidation_price_pnl_usd,total_price_pnl_usd,total_commission_usd,total_swap_usd,target_reset_count,session_flatten_count,session_flatten_positions,session_flatten_price_pnl_usd,session_flatten_swap_usd,protection_close_count,protection_close_positions,entries_opened,closed_positions,end_liquidation_positions,max_open_positions,max_long_positions,max_short_positions,max_add_depth,max_fill_age_days,position_days,max_equity_drawdown_usd,max_balance_drawdown_usd,weekly_equity_profit_factor,close_event_count,close_event_win_count,close_event_loss_count,close_event_flat_count,close_event_profit_factor,close_event_win_pct,close_event_total_realized_pnl_adr,adr_normalized_return_pct,close_event_total_realized_market_pct,close_event_gross_profit_usd,close_event_gross_loss_abs_usd,close_event_avg_realized_pnl_adr,close_event_avg_realized_market_pct,close_event_avg_mfe_adr,close_event_avg_mae_adr_abs,close_event_avg_mfe_market_pct,close_event_avg_mae_market_pct_abs,close_event_mfe_1q_hit_count,close_event_mfe_2q_hit_count,close_event_mfe_3q_hit_count,close_event_mfe_1q_hit_pct,close_event_mfe_2q_hit_pct,close_event_mfe_3q_hit_pct,close_event_mae_1q_hit_count,close_event_mae_2q_hit_count,close_event_mae_3q_hit_count,close_event_mae_1q_hit_pct,close_event_mae_2q_hit_pct,close_event_mae_3q_hit_pct,target_close_net_usd,session_flatten_close_net_usd,protection_close_net_usd,activation_checks,activation_blocked_long,activation_blocked_short,activation_blocked_expansion,activation_started_long,activation_started_short,activation_long_allow_pct,activation_short_allow_pct,mt5_reference_net_profit_usd,mt5_reference_commission_usd,mt5_reference_swap_usd,mt5_reference_end_liquidation_net_usd,mt5_reference_max_open_positions,mt5_reference_end_liquidation_positions,net_delta_vs_mt5_usd,summary_only,metric_semantics,content_hash
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2,triangle_formulaic_directionless_geometry_v2,baseline,DAVID_LWMA35_RSI21_80_20__STOCH_100_3_21_80_20_low_high_simple_main_only,LWMA35_RSI21_80_20,100_3_21_80_20_low_high_simple_main_only,AUDCHF,open,m1,0.1,ny_daily_window,America/New_York,18:05,15:45,16:00,20:00,,session_center_band_reversion,1,0.2,0,adverse_only,2019-04-14T23:00:00.000Z..2019-04-14T23:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,1,1,10000,10028.22,10028.22,10028.22,28.22,33.03,0,33.03,-4.38,-0.43,21,6,31,-8.61,0.09,0,0,73,73,0,14,11,11,10,0.75,18.15,0,0,,27,23,4,0,3.468662,85.19,6.443656,6.443656,4.578658,39.66,11.43,0.238654,0.16958,0.43418,0.444975,0.308514,0.316185,17,10,9,62.96,37.04,33.33,12,10,8,44.44,37.04,29.63,38.6,-10.38,0,6430,3769,2634,4223,11,16,0.29,0.6,174.51,-400.8,-4144.01,-5590.01,170,149,-146.29,false,session_window_position_truth_replay,76A5A631B886C9037F61D0BE73A7258E4565095CDC945C708466B474E075BAEC
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2__PROTECT_PAIN_1Q_STOP_ADDS_BEFORE_PROFIT_0_5Q,triangle_formulaic_directionless_geometry_v2,pain_1q_stop_adds_before_profit_0_5q,DAVID_LWMA35_RSI21_80_20__STOCH_100_3_21_80_20_low_high_simple_main_only,LWMA35_RSI21_80_20,100_3_21_80_20_low_high_simple_main_only,AUDCHF,open,m1,0.1,ny_daily_window,America/New_York,18:05,15:45,16:00,20:00,,session_center_band_reversion,1,0.2,0,adverse_only,2019-04-14T23:00:00.000Z..2019-04-14T23:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,1,1,10000,10026.22,10026.22,10026.22,26.22,29.24,0,29.24,-2.52,-0.5,21,6,6,-5.3,0,0,0,42,42,0,11,11,2,10,0.75,7.89,0,0,,27,22,5,0,5.554794,81.48,5.711655,5.711655,4.058521,31.98,5.76,0.211543,0.150316,0.252706,0.239533,0.179565,0.170205,15,7,6,55.56,25.93,22.22,12,9,5,44.44,33.33,18.52,31.89,-5.66,0,6430,3769,2634,4223,11,16,0.29,0.6,174.51,-400.8,-4144.01,-5590.01,170,149,-148.29,false,session_window_position_truth_replay,F0DB2128BF77267D671411805466AFDFF05BCDF33979BE17CB1075BB51D10180
